instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37
instance_169,184776.0,531898.0,0.00243,46771.47656,8694.33496,258.0,50000.0,0.34739,1e-05,1.69285,1e-05,0.00027,0.00026,1e-05,2.44395,1e-05,0.00076,0.00075,0.4922,0.07494,0.22222,0.99291,0.77069,0.42519,0.27455,0.0,1.0,1.0,0.00074,0.65693,0.99778,1e-05,0.0,0.0,0.00027,0.00026,0.99778
instance_178,30731.0,135206.0,0.02381,46896.45703,8739.10742,18.0,50000.0,0.22729,9e-05,2.45387,4e-05,0.00198,0.00194,9e-05,0.36702,3e-05,0.00029,0.00026,0.46657,0.21127,0.1,0.5,0.4,0.49777,0.54298,0.0,1.0,1.0,0.02387,0.21433,0.97619,8e-05,0.0,4e-05,0.00149,0.00145,0.80954
instance_319,116948.0,710560.0,0.00249,2.4094,1.02985,2.0,5.0,0.16459,3e-05,5.82422,0.0,0.00232,0.00232,3e-05,0.24084,1e-05,0.00015,0.00015,0.46274,0.31735,0.0,0.875,0.875,0.13267,1.67697,0.0,1.0,1.0,0.00522,0.20814,0.2951,3e-05,0.0,0.0,0.00232,0.00232,0.96932
instance_364,7563.0,31112.0,0.0126,27547308.0,6094705.5,7600328.0,42535928.0,0.24309,0.00037,2.15488,3e-05,0.01228,0.01225,0.00037,0.51077,0.00013,0.00754,0.0074,0.43902,0.49058,0.0,1.0,1.0,0.43658,0.55089,0.0,1.0,1.0,0.01398,0.59279,0.81207,0.00021,0.0,0.0,0.00665,0.00665,0.73268
instance_125,412427.0,1916574.0,0.01923,25679.89648,5283.0415,20000.0,50000.0,0.21519,1e-05,0.0,0.0,0.00063,0.00063,1e-05,0.0,0.0,3e-05,2e-05,0.46364,0.25035,0.08333,0.5,0.41667,0.48084,0.0,0.0,1.0,1.0,0.01924,0.21154,0.98077,1e-05,0.0,0.0,0.00047,0.00047,0.80769
instance_493,83297.0,1294719.0,0.00808,329.94836,60.30947,1.0,341.0,0.06434,3e-05,2.76887,0.0,0.00087,0.00087,3e-05,1.32419,1e-05,0.00407,0.00406,0.76156,0.294,0.07463,0.98947,0.91485,0.71583,0.33911,0.0,1.0,1.0,0.02051,0.6179,0.99974,1e-05,0.0,0.0,0.00026,0.00026,0.37927
instance_443,83617.0,1262346.0,0.00829,329.94836,60.30947,1.0,341.0,0.06624,3e-05,2.70595,0.0,0.00085,0.00085,3e-05,1.33435,1e-05,0.00405,0.00404,0.73737,0.30738,0.10127,0.98947,0.88821,0.71355,0.34138,0.0,1.0,1.0,0.02461,0.61083,0.99973,1e-05,0.0,0.0,0.00027,0.00027,0.38407
instance_265,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20166,1.28607,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_95,7140.0,843495.0,0.00116,46509.41406,9048.06738,258.0,50000.0,0.00846,0.00042,0.0,0.00042,0.00042,0.0,0.00042,0.02469,0.00014,0.00042,0.00028,0.33351,0.00183,0.33239,0.33521,0.00282,0.3325,0.06262,0.0,1.0,1.0,0.00116,0.00116,1.0,0.00042,0.0,0.00042,0.00042,0.0,1.0
instance_380,17276.0,76423.0,0.00118,324785728.0,147073376.0,1472642.0,555648640.0,0.22606,0.00016,5.12328,1e-05,0.02617,0.02616,0.00016,1.1454,6e-05,0.01522,0.01517,0.41196,0.36323,0.0,1.0,1.0,0.41288,0.56189,0.0,1.0,1.0,0.0168,0.72504,0.81676,9e-05,0.0,0.0,0.01327,0.01327,0.76077
instance_35,187.0,1066.0,0.09381,1.63,0.4828,1.0,2.0,0.17542,0.01057,0.74596,0.00188,0.03002,0.02814,0.01057,0.23665,0.00535,0.02139,0.01604,0.48794,0.73003,0.04167,0.96875,0.92708,0.5272,0.70087,0.0,1.0,1.0,0.09381,0.95591,0.9728,0.00687,0.7976,0.00094,0.02158,0.02064,0.68949
instance_556,2796.0,16002.0,0.1348,1468.64624,3628.75122,8.0,65212.0,0.17473,0.0008,2.0785,0.00012,0.03587,0.03575,0.0008,0.43094,0.00036,0.00751,0.00715,0.35689,0.72313,0.02703,0.99811,0.97108,0.37466,0.78441,0.0,1.0,1.0,0.14229,0.78615,0.87027,0.00051,0.0,0.0,0.03293,0.03293,0.7859
instance_15,96.0,479.0,0.13987,1.59701,0.4905,1.0,2.0,0.20042,0.03369,0.80068,0.00209,0.08977,0.08768,0.03369,0.30165,0.01042,0.05208,0.04167,0.63287,0.37916,0.0,0.96296,0.96296,0.64134,0.51622,0.0,1.0,1.0,0.07933,0.21294,0.48852,0.00209,0.0,0.00209,0.00209,0.0,0.13987
instance_115,39060.0,10863691.0,0.00046,47107.92578,8507.83887,18.0,50000.0,0.0036,8e-05,0.0,8e-05,8e-05,0.0,7e-05,0.04328,3e-05,8e-05,5e-05,0.33333,0.0008,0.33293,0.33413,0.0012,0.30459,0.10766,0.0,1.0,1.0,0.00046,0.00046,1.0,8e-05,0.0,8e-05,8e-05,0.0,1.0
instance_132,44850.0,13371090.0,0.00043,47136.42188,8468.82031,18.0,50000.0,0.00335,7e-05,0.0,7e-05,7e-05,0.0,6e-05,0.08441,2e-05,7e-05,4e-05,0.3333,0.00078,0.33296,0.33408,0.00112,0.29438,0.14944,0.0,1.0,1.0,0.00043,0.00043,1.0,7e-05,0.0,7e-05,7e-05,0.0,1.0
instance_404,628.0,2158.0,0.019,3393521.5,2705665.75,224773.0,7176558.0,0.29101,0.00437,1.27552,0.00046,0.03336,0.0329,0.00437,0.32338,0.00159,0.01592,0.01433,0.46877,0.3018,0.33333,1.0,0.66667,0.43389,0.54932,0.0,1.0,1.0,0.03197,0.4203,0.84662,0.00251,0.0,0.00046,0.01993,0.01946,0.67563
instance_624,6404.0,36638.0,0.10265,2686.82471,7971.05811,8.0,121708.0,0.17479,0.00037,4.14699,5e-05,0.07146,0.0714,0.00037,0.51594,0.00016,0.01249,0.01234,0.53312,0.39962,0.02381,0.99809,0.97428,0.58802,0.50312,0.0,1.0,1.0,0.2356,0.56916,0.86416,0.00013,0.0,3e-05,0.01253,0.0125,0.54424
instance_111,28680.0,6829715.0,0.00057,47105.61719,8493.97852,80.0,50000.0,0.0042,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.01722,3e-05,0.0001,7e-05,0.33344,0.00092,0.33287,0.33427,0.0014,0.33674,0.04515,0.0,1.0,1.0,0.00057,0.00057,1.0,0.0001,0.0,0.0001,0.0001,0.0,1.0
instance_407,1169.0,4452.0,0.02403,29507946.0,25378422.0,381768.0,69643504.0,0.26258,0.00237,1.79778,0.00022,0.03819,0.03796,0.00237,0.55216,0.00086,0.02053,0.01967,0.45904,0.24692,0.33333,1.0,0.66667,0.43008,0.57184,0.0,1.0,1.0,0.02628,0.53841,0.8239,0.00121,0.0,0.00022,0.02066,0.02044,0.6606
instance_399,110096.0,568813.0,0.00662,1020816192.0,468569920.0,767997.0,2331819264.0,0.19355,3e-05,4.7417,0.0,0.00576,0.00576,3e-05,0.79358,1e-05,0.00395,0.00394,0.41201,0.53812,0.0,1.0,1.0,0.44022,0.49773,0.0,1.0,1.0,0.00848,0.57998,0.74355,1e-05,0.0,0.0,0.00298,0.00298,0.68286
instance_9,264.0,3149.0,0.06351,46.55,206.96817,1.0,1000.0,0.08384,0.01135,0.60881,0.00032,0.02953,0.02922,0.01135,0.32067,0.00379,0.02273,0.01894,0.80488,0.2175,0.0,0.98507,0.98507,0.77795,0.34873,0.0,1.0,1.0,0.04319,0.30105,0.73071,0.00032,0.0,0.00032,0.00032,0.0,0.06351
instance_497,213655.0,3695461.0,0.00514,563.27606,99.85713,1.0,581.0,0.05782,1e-05,3.43285,0.0,0.00049,0.00049,1e-05,1.7604,0.0,0.00271,0.00271,0.76789,0.29379,0.05128,0.98947,0.93819,0.7198,0.3313,0.0,1.0,1.0,0.02009,0.603,0.99984,0.0,0.0,0.0,0.00015,0.00015,0.37228
instance_264,18169.0,112632.0,0.16218,3371996.75,6266071.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.22385,1.20018,0.0,0.99979,0.99979,0.48604,0.4644,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_222,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20205,1.28847,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_347,35250.0,131396.0,0.00722,2.5785,1.60853,1.0,9.0,0.26827,7e-05,0.51601,2e-05,0.00027,0.00026,6e-05,0.67764,3e-05,0.00071,0.00068,0.36893,0.46968,0.08333,0.96154,0.87821,0.32929,0.81854,0.0,1.0,1.0,0.01136,0.82285,0.97641,5e-05,0.0,1e-05,0.00013,0.00012,0.86634
instance_448,62963.0,306447.0,0.00613,279.51065,130.86116,1.0,341.0,0.20546,4e-05,5.18439,0.0,0.00323,0.00322,4e-05,2.54639,2e-05,0.00538,0.00537,0.78358,0.17181,0.0,1.0,1.0,0.7224,0.33675,0.0,1.0,1.0,0.01639,0.63733,0.99894,2e-05,0.0,0.0,0.00114,0.00114,0.3753
instance_461,172830.0,606412.0,0.00359,426.68808,256.30075,1.0,581.0,0.285,2e-05,8.21095,0.0,0.00308,0.00308,2e-05,3.80882,1e-05,0.00335,0.00334,0.75322,0.17245,0.0,1.0,1.0,0.67766,0.34451,0.0,1.0,1.0,0.03411,0.57357,0.99909,1e-05,0.0,0.0,0.00097,0.00097,0.46629
instance_24,552.0,3536.0,0.06787,143.1375,348.11182,1.0,1000.0,0.15611,0.00388,0.82538,0.00057,0.02319,0.02262,0.00388,0.26221,0.00181,0.00725,0.00543,0.3871,0.90741,0.0122,0.98361,0.97141,0.3907,0.90323,0.0,1.0,1.0,0.06787,0.82183,0.97059,0.00294,0.0,0.00028,0.02291,0.02262,0.79468
instance_253,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19221,1.31843,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_202,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19252,1.31831,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_428,214997.0,3696921.0,0.00513,563.27606,99.85713,1.0,581.0,0.05816,1e-05,3.44873,0.0,0.00051,0.00051,1e-05,1.75246,0.0,0.00269,0.00269,0.77275,0.2903,0.0,0.98947,0.98947,0.72023,0.33099,0.0,1.0,1.0,0.01921,0.60929,0.99984,0.0,0.0,0.0,0.00015,0.00015,0.37313
instance_109,17955.0,3377559.0,0.0006,46616.06641,9031.0459,162.0,50000.0,0.00532,0.00017,0.0,0.00017,0.00017,0.0,0.00016,0.04095,6e-05,0.00017,0.00011,0.33345,0.00107,0.33274,0.33451,0.00177,0.3269,0.05054,0.0,1.0,1.0,0.0006,0.0006,1.0,0.00017,0.0,0.00017,0.00017,0.0,1.0
instance_63,97370.0,440728.0,0.02128,46953.41406,8654.98145,18.0,50000.0,0.22093,3e-05,3.09019,1e-05,0.00099,0.00098,3e-05,0.39246,1e-05,0.0001,9e-05,0.46763,0.21353,0.09091,0.5,0.40909,0.49696,0.54272,0.0,1.0,1.0,0.0213,0.21278,0.97872,2e-05,0.0,1e-05,0.00074,0.00073,0.80851
