instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24
instance_322,0.06,18000.0,0.28,5.57,0.27,8.09,0.05,0.12,0.19,0.05,8.18,0.21,0.24,0.3,0.05,0.13,0.13,0.26,0.39,0.27,0.03,0.02,0.3,0.3
instance_575,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.93,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_265,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,285.01,18000.0,18000.0,18000.0,18000.0
instance_243,2.3,18000.0,10.49,18000.0,10.15,197.79,2.31,5.11,4.03,1.02,198.93,11.41,30.86,31.71,2.33,5.12,5.06,9.88,38.4,9.87,2.19,0.9,31.76,31.74
instance_280,41.61,18000.0,37.29,18000.0,38.91,4.46,18000.0,234.33,18000.0,19.61,4.54,18000.0,18000.0,50.09,33.21,270.48,232.37,39.92,0.07,40.04,18000.0,179.16,46.7,42.13
instance_499,359.46,18000.0,138.83,18000.0,75.86,18000.0,18000.0,27.51,0.03,4.32,18000.0,51.31,114.74,3.7,553.51,27.54,27.49,6.15,18000.0,6.27,115.35,35.8,70.45,3.37
instance_593,0.03,18000.0,0.26,18000.0,0.27,0.49,0.03,0.05,0.47,0.42,0.64,18000.0,18000.0,18000.0,0.03,0.06,0.07,0.27,0.04,0.27,18000.0,18000.0,18000.0,18000.0
instance_239,0.04,18000.0,0.24,14.12,0.23,0.49,0.04,0.07,0.1,0.41,6.93,1.51,18000.0,0.13,0.04,0.08,0.08,0.23,0.06,0.23,18000.0,0.58,0.13,0.13
instance_291,0.21,1.45,1.34,0.45,1.33,0.38,0.21,0.03,0.02,0.12,0.4,0.09,0.04,0.01,0.2,0.05,0.05,1.35,0.08,1.28,0.05,0.06,0.01,0.01
instance_333,0.76,16.09,3.84,5.27,0.64,0.94,0.08,0.22,4.69,0.31,0.55,1.21,18.46,0.11,0.05,0.44,0.24,0.29,1.24,30.79,20.07,0.3,0.21,0.25
instance_431,18000.0,18000.0,18000.0,18000.0,18000.0,1.32,18000.0,18000.0,18000.0,18000.0,1.4,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_631,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_209,18000.0,18000.0,133.97,18000.0,125.76,12.75,18000.0,171.37,18000.0,18000.0,14.89,18000.0,18000.0,182.22,91.49,380.27,171.96,100.56,0.25,101.5,18000.0,270.01,299.25,330.3
instance_819,3.22,18000.0,5.75,18000.0,5.18,1.74,18000.0,117.88,483.4,5.61,1.84,18000.0,18000.0,6.26,0.6,117.9,117.89,4.72,0.06,4.67,18000.0,6.59,6.06,5.73
instance_176,0.01,0.09,0.06,0.6,0.06,0.19,0.01,0.04,0.0,0.11,3.39,0.08,18000.0,0.02,0.01,0.05,0.05,0.05,0.04,0.06,18000.0,0.04,0.02,0.02
instance_737,1.27,18000.0,5.93,18000.0,5.82,105.71,1.28,2.8,2.05,0.61,105.96,6.21,9.55,9.75,1.27,2.8,2.76,5.61,37.74,5.8,1.08,0.5,9.72,9.74
instance_441,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,20.75,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,3.26,18000.0,18000.0,422.23,1.12,459.15,18000.0,18000.0,18000.0,18000.0
instance_731,559.21,100.26,24.57,134.49,13.88,4.29,14.14,2.81,3.91,14.81,4.49,8.31,18000.0,1.59,1.39,5.31,2.82,14.64,22.16,16.68,18000.0,14.32,1.58,1.62
instance_231,0.08,0.53,0.52,18000.0,0.5,18000.0,0.08,0.47,16.83,0.71,18000.0,18000.0,18000.0,18000.0,0.08,0.46,0.46,0.49,192.96,0.5,18000.0,15.6,18000.0,18000.0
instance_377,1.13,3.59,2.81,11.33,2.73,3.96,1.14,0.99,18000.0,2.91,4.51,0.11,8.61,6.96,1.11,1.0,1.0,2.84,18000.0,2.74,6.93,2.9,6.96,6.97
instance_465,18000.0,18000.0,18000.0,18000.0,18000.0,2.92,18000.0,18000.0,18000.0,18000.0,3.04,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_643,25.73,18000.0,4.39,18000.0,4.44,18000.0,18000.0,3.35,50.44,6.21,18000.0,18000.0,18000.0,18000.0,7.87,4.4,3.36,4.37,31.8,4.38,18000.0,18000.0,18000.0,18000.0
instance_13,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,90.69,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_538,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_505,0.0,18000.0,0.0,0.07,0.0,0.07,0.0,0.02,0.0,0.02,0.07,0.02,0.01,0.0,0.0,0.03,0.03,0.0,0.04,0.01,0.0,0.0,0.0,0.0
instance_453,107.33,18000.0,177.99,18000.0,18000.0,61.45,18000.0,18000.0,18000.0,18000.0,99.85,18000.0,18000.0,18000.0,432.21,18000.0,18000.0,176.27,0.18,145.16,18000.0,18000.0,18000.0,18000.0
instance_791,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18.13,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_468,25.4,18000.0,28.38,18000.0,28.27,2.27,25.6,7.23,14.61,1.81,2.3,1.12,18000.0,21.17,25.56,7.28,7.19,27.62,0.73,27.74,18000.0,1.83,21.2,21.43
instance_376,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_725,18000.0,18000.0,18000.0,18000.0,8.22,18000.0,18000.0,19.39,18000.0,40.81,18000.0,18000.0,18000.0,18000.0,18000.0,46.6,19.39,18000.0,18000.0,18000.0,18000.0,216.14,18000.0,18000.0
instance_109,18.88,32.72,4.0,13.21,3.51,37.41,0.15,34.44,18000.0,7.72,6.86,6.21,18000.0,5.9,0.17,1.81,1.53,3.85,18000.0,7.92,18000.0,7.89,7.88,2.14
instance_795,13.63,18000.0,8.48,18000.0,17.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,2.17,184.35,2.55,18000.0,18000.0,18000.0,18000.0
instance_73,0.18,18000.0,0.04,0.57,0.04,0.16,0.04,0.02,0.12,0.21,0.3,0.02,0.01,0.0,0.03,0.04,0.04,0.03,0.04,0.04,0.01,0.08,0.0,0.0
instance_771,3.97,18000.0,152.82,18000.0,18000.0,2.02,18000.0,18000.0,52.57,6.81,1.79,4.21,18000.0,0.29,128.73,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.28,0.29
instance_673,0.25,18000.0,0.59,18000.0,0.58,0.23,0.25,0.32,0.18,0.21,0.24,0.09,18000.0,0.09,0.25,0.33,0.33,0.56,0.02,0.57,18000.0,0.15,0.09,0.09
instance_51,18000.0,18.69,330.97,22.13,18000.0,18000.0,18000.0,18000.0,5.55,18000.0,18000.0,18000.0,18000.0,18000.0,2.96,418.03,18000.0,54.3,3.47,24.83,18000.0,18000.0,18000.0,18000.0
instance_539,14.48,18000.0,2.71,20.8,0.73,4.12,4.99,0.61,18000.0,1.12,8.77,0.11,29.4,1.24,0.22,1.19,0.63,1.88,18000.0,2.0,29.57,1.17,1.35,1.27
instance_32,476.0,18000.0,10.07,18000.0,184.08,18000.0,18000.0,6.4,18000.0,3.51,154.6,52.91,18000.0,0.38,18000.0,10.73,6.59,13.79,8.61,20.05,18000.0,9.51,0.39,0.39
instance_108,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,119.66,18000.0,18000.0,18000.0,18000.0,27.46,18000.0,18000.0,18000.0,18000.0
instance_8,0.15,1.01,1.0,0.2,0.96,0.42,0.15,0.03,0.0,0.09,0.43,0.09,1.07,0.02,0.14,0.04,0.04,0.95,0.08,0.95,1.41,0.03,0.02,0.02
instance_102,18000.0,43.1,18000.0,95.51,18.17,29.34,3.35,2.78,0.68,0.91,40.43,7.72,18000.0,3.4,3.05,2.75,2.79,16.53,0.76,16.46,18000.0,0.81,3.4,3.4
instance_367,0.92,59.15,2.12,18000.0,1.75,0.96,0.55,0.99,202.84,2.11,1.39,0.11,11.04,1.67,1.33,1.67,1.0,1.65,3.27,35.05,15.36,1.01,0.97,1.39
instance_704,0.01,18000.0,0.06,8.0,0.06,0.23,0.01,0.03,0.06,0.11,0.22,0.03,0.21,0.01,0.01,0.04,0.04,0.05,0.03,0.06,0.21,0.14,0.01,0.01
instance_293,0.43,14.68,1.2,13.61,0.82,3.86,0.12,0.48,0.07,2.22,444.7,1.81,18000.0,0.69,0.1,0.85,0.65,0.68,0.79,0.75,18000.0,2.26,0.38,0.56
instance_200,0.01,0.17,0.14,18000.0,0.14,18000.0,0.01,0.03,0.78,0.31,18000.0,0.02,0.1,0.06,0.01,0.05,0.04,0.14,18000.0,0.14,0.08,0.15,0.06,0.06
instance_383,0.0,0.04,0.0,0.04,0.0,0.06,0.0,0.02,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_216,0.0,0.04,0.0,0.05,0.0,0.06,0.0,0.02,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.0
instance_479,4.32,5.8,6.25,22.82,1.04,1.47,0.1,0.34,18000.0,0.91,0.44,0.31,18000.0,0.06,0.08,0.36,0.36,0.5,508.17,0.5,18000.0,0.39,0.07,0.07
instance_435,0.09,0.65,0.58,114.16,0.54,1.28,0.09,0.11,3.7,0.71,0.65,205.01,18000.0,18000.0,0.09,0.12,0.12,0.58,0.04,0.57,18000.0,0.82,18000.0,18000.0
instance_363,0.33,23.71,0.87,18000.0,0.63,0.27,0.15,0.35,1.44,0.71,0.28,18000.0,18000.0,0.06,0.13,0.74,0.36,0.7,4.92,0.78,18000.0,18000.0,0.06,0.06
instance_271,0.01,0.15,0.12,2.07,0.13,5.85,0.01,0.05,0.02,0.11,12.63,148.31,0.05,0.04,0.01,0.06,0.06,0.13,0.05,0.19,0.11,0.06,0.04,0.04
instance_521,0.02,0.15,0.12,5.62,0.13,0.25,0.02,0.04,0.21,0.21,0.28,0.71,0.22,0.17,0.01,0.05,0.05,0.12,0.02,0.13,0.21,0.11,0.21,0.18
instance_449,0.0,18000.0,0.01,0.05,0.01,0.11,0.0,0.02,0.0,0.02,0.11,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_298,0.2,2.57,0.48,7.4,0.37,1.79,0.19,0.31,8.57,0.51,2.0,1.22,8.44,0.46,0.15,0.32,0.35,0.43,18000.0,0.44,8.58,0.41,0.55,0.57
instance_233,0.02,18000.0,0.16,22.44,0.16,0.36,0.02,0.04,0.2,0.21,0.44,154.71,14.9,18000.0,0.02,0.05,0.05,0.15,0.04,0.15,14.96,2.63,18000.0,18000.0
instance_362,0.88,122.85,3.56,195.62,1.4,2.52,0.24,0.41,18000.0,3.61,3.99,0.04,123.65,0.06,0.09,1.19,0.84,0.49,2.79,29.09,123.97,0.13,0.12,0.21
instance_588,18000.0,18000.0,18000.0,29.93,18000.0,18000.0,18000.0,18000.0,18000.0,316.72,18000.0,18000.0,18000.0,18000.0,378.88,437.42,306.65,18000.0,18000.0,84.31,18000.0,18000.0,18000.0,18000.0
instance_251,0.01,0.08,0.04,5.54,0.05,0.21,0.01,0.02,0.2,0.1,0.22,0.07,0.42,0.04,0.01,0.04,0.04,0.04,0.01,0.05,0.41,0.26,0.04,0.04
instance_122,0.0,0.04,0.01,1.92,0.01,0.07,0.0,0.02,0.0,0.02,0.07,0.03,0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.01,0.0,0.01,0.0,0.0
instance_386,32.08,480.39,2.17,18000.0,1.76,11.6,0.27,18000.0,18000.0,9.81,1.41,7.31,18000.0,4.28,0.2,13.74,13.43,3.49,18000.0,3.68,18000.0,8.67,11.41,6.72
instance_276,1.9,18000.0,8.75,18000.0,8.31,168.27,1.9,4.18,3.25,0.81,165.85,9.61,19.71,20.5,1.9,4.25,4.24,8.37,101.91,8.21,1.65,0.74,20.5,20.51
instance_650,0.01,18000.0,0.07,2.26,0.06,0.12,0.01,0.03,0.01,0.09,0.6,0.02,0.06,0.01,0.01,0.04,0.04,0.06,0.01,0.06,0.05,0.06,0.01,0.01
instance_43,0.07,0.67,0.65,18000.0,0.67,2.43,0.07,0.11,1.01,0.91,2.75,18000.0,18000.0,18000.0,0.07,0.12,0.12,0.64,0.12,0.65,18000.0,18000.0,18000.0,18000.0
instance_794,1.8,18000.0,4.54,18000.0,3.95,1.04,18000.0,96.55,27.71,19.01,1.12,18000.0,18000.0,18000.0,0.33,291.7,95.72,3.8,0.04,3.89,18000.0,14.4,18000.0,18000.0
instance_341,11.74,8.34,110.14,35.17,3.4,11.18,0.68,0.52,0.18,0.31,9.63,2.22,18000.0,1.0,0.56,0.53,0.55,3.0,0.26,3.01,18000.0,0.28,1.01,1.0
instance_360,25.91,18000.0,138.84,18000.0,146.14,32.53,18000.0,485.16,18000.0,18000.0,51.8,18000.0,18000.0,18000.0,212.96,411.36,379.24,131.09,0.09,133.69,18000.0,18000.0,18000.0,18000.0
instance_326,0.01,0.09,0.06,14.49,0.06,0.13,0.01,0.02,0.06,0.11,0.21,0.31,1.57,0.04,0.01,0.04,0.04,0.05,0.01,0.06,1.56,0.09,0.04,0.04
instance_49,0.01,0.08,0.05,0.67,0.05,1.67,0.0,0.03,0.0,0.11,1.9,2.71,0.02,0.02,0.0,0.04,0.04,0.05,0.02,0.09,0.03,0.03,0.02,0.02
instance_208,12.29,18000.0,20.42,18000.0,18.6,3.24,18000.0,33.33,167.36,21.41,3.29,18000.0,18000.0,18000.0,1.76,127.16,32.94,19.61,0.09,19.75,18000.0,65.62,18000.0,18000.0
instance_382,0.1,18000.0,0.42,27.83,0.4,1.34,0.1,0.16,1.26,0.71,63.03,85.11,18000.0,20.02,0.1,0.18,0.17,0.39,0.05,0.4,18000.0,246.8,13.99,20.11
instance_297,18000.0,33.43,1.36,18000.0,18.57,0.62,18000.0,18000.0,1.63,1.31,0.62,0.1,18000.0,0.12,0.27,18000.0,18000.0,1.28,1.65,34.55,18000.0,0.59,0.13,0.12
instance_199,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,3.26,18000.0,18000.0,18000.0,18000.0,18000.0
instance_783,0.13,0.39,0.37,18000.0,0.37,18000.0,0.13,0.15,6.37,0.41,18000.0,18000.0,18000.0,0.08,0.13,0.16,0.16,0.36,18000.0,0.36,18000.0,203.8,0.08,0.08
instance_411,18000.0,18000.0,18000.0,18000.0,2.19,3.38,18000.0,2.22,18000.0,114.52,6.76,0.31,18000.0,127.86,0.67,5.59,2.22,325.17,18000.0,326.84,18000.0,93.36,124.15,99.66
instance_806,0.0,18000.0,0.06,0.14,0.06,0.6,0.0,0.03,0.01,0.02,0.63,0.02,0.01,0.0,0.0,0.04,0.03,0.05,0.01,0.06,0.0,0.0,0.0,0.0
instance_154,59.2,18000.0,87.72,18000.0,83.39,11.19,18000.0,464.72,246.78,480.01,12.45,18000.0,18000.0,18000.0,11.53,18000.0,463.52,75.75,0.25,76.0,18000.0,214.06,18000.0,18000.0
instance_345,18000.0,18000.0,18000.0,18000.0,6.06,18000.0,18000.0,14.04,18000.0,32.92,18000.0,168.01,18000.0,18000.0,18000.0,18000.0,14.11,18000.0,18000.0,18000.0,18000.0,87.79,18000.0,18000.0
instance_608,0.01,0.24,0.04,5.9,0.04,0.17,0.01,0.04,0.03,0.11,0.24,0.02,0.07,0.01,0.01,0.06,0.05,0.04,0.01,0.05,0.06,0.06,0.01,0.02
instance_564,0.07,0.54,0.49,18000.0,0.47,1.06,0.07,0.07,0.66,0.61,1.38,18000.0,18000.0,18000.0,0.07,0.09,0.09,0.49,0.06,0.5,18000.0,18000.0,18000.0,18000.0
instance_82,10.06,18000.0,11.69,18000.0,18000.0,18000.0,53.95,10.53,18000.0,23.12,18000.0,28.11,18000.0,1.18,5.11,19.88,10.5,23.42,0.57,26.81,18000.0,22.04,1.17,1.17
instance_192,0.77,16.22,11.32,30.93,11.23,7.45,0.71,1.43,0.41,2.12,7.51,0.71,34.66,0.73,0.67,1.45,1.44,12.18,0.67,12.15,40.27,2.03,0.73,0.72
instance_623,0.0,0.05,0.02,0.93,0.02,0.11,0.0,0.02,0.03,0.04,0.12,0.11,0.03,0.01,0.0,0.04,0.03,0.02,0.01,0.03,0.02,0.04,0.01,0.01
instance_240,3.1,31.87,3.69,18000.0,18000.0,15.65,0.8,1.26,15.35,6.01,12.91,2.91,18000.0,18000.0,0.73,1.91,1.27,53.48,23.35,54.1,18000.0,2.46,6.4,0.95
instance_115,18000.0,18000.0,18000.0,18000.0,18000.0,218.92,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_4,18000.0,84.3,18000.0,169.67,18000.0,18000.0,0.45,18000.0,18000.0,18000.0,110.68,18000.0,18000.0,18000.0,0.4,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_206,1.16,19.84,19.74,18000.0,19.76,199.34,1.21,4.91,22.92,10.51,334.32,12.12,18000.0,18000.0,1.12,4.92,4.94,20.11,68.19,20.78,18000.0,10.45,18000.0,18000.0
instance_638,0.0,18000.0,0.0,0.9,0.0,1.2,0.0,0.03,0.15,0.1,1.39,0.12,3.34,0.0,0.0,0.04,0.04,0.0,0.05,0.01,3.17,0.05,0.0,0.0
instance_303,18000.0,18000.0,18000.0,18000.0,18000.0,4.39,18000.0,18000.0,34.65,18000.0,38.21,18000.0,18000.0,160.64,87.61,18000.0,18000.0,395.23,4.52,369.05,18000.0,348.98,71.64,110.4
instance_649,10.41,18000.0,26.3,18000.0,19.67,5.08,18000.0,28.17,51.65,77.71,5.39,18000.0,18000.0,18000.0,3.28,165.24,28.2,27.04,0.09,27.11,18000.0,67.57,18000.0,18000.0
instance_768,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_634,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,107.01,18000.0,166.91,18000.0,300.01,18000.0,170.61,18000.0,107.44,85.32,358.29,18000.0,356.18,18000.0,316.15,187.2,121.88
instance_151,0.72,13.29,11.16,16.46,11.16,7.01,0.73,2.67,0.77,8.21,7.02,0.51,110.1,0.99,0.71,2.67,2.68,11.51,0.41,11.66,123.8,8.1,0.99,1.0
instance_45,0.01,2.3,0.12,4.1,0.12,0.32,0.01,0.09,0.01,0.21,0.46,0.02,0.33,0.01,0.01,0.18,0.1,0.16,0.08,0.14,0.33,0.03,0.01,0.01
instance_617,0.01,0.53,0.07,1.45,0.07,0.38,0.01,0.04,0.19,0.11,0.56,0.07,0.13,0.02,0.01,0.05,0.07,0.07,2.27,0.07,0.13,0.04,0.02,0.02
instance_655,14.72,18000.0,32.77,18000.0,24.41,18000.0,2.72,13.37,18000.0,26.21,35.97,0.41,41.95,18000.0,2.52,25.94,13.37,29.9,18000.0,31.03,46.56,13.13,64.69,4.66
instance_419,0.0,0.06,0.03,3.68,0.04,0.16,0.0,0.02,0.04,0.08,0.18,18000.0,0.09,0.01,0.0,0.04,0.03,0.03,0.03,0.04,0.07,0.09,0.01,0.01
instance_675,0.2,18000.0,0.87,91.94,0.88,26.77,0.2,0.5,0.42,0.11,26.58,1.12,0.68,0.75,0.2,0.5,0.5,0.84,0.6,0.84,0.21,0.09,0.75,0.75
instance_76,0.01,18000.0,0.09,10.15,0.09,0.23,0.01,0.03,0.11,0.21,0.24,0.41,1.29,0.98,0.01,0.04,0.05,0.09,0.02,0.09,1.27,0.1,0.46,0.51
instance_281,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,80.82,18000.0,18000.0,18000.0,18000.0
instance_64,4.15,17.16,4.32,8.15,4.14,4.59,0.16,0.5,0.11,12.61,1.74,4.01,18000.0,0.69,0.11,1.0,0.52,1.37,0.09,1.43,18000.0,2.6,0.71,0.83
instance_375,0.19,0.75,0.71,18000.0,0.68,0.46,0.19,0.42,1.9,0.81,1.26,0.11,9.52,1.36,0.19,0.43,0.43,0.68,11.65,0.68,11.02,0.41,1.34,0.8
instance_48,0.06,0.34,0.28,5.32,0.27,0.14,0.07,0.05,0.51,0.41,0.12,0.11,7.31,0.01,0.06,0.06,0.06,0.27,0.68,0.27,7.41,0.08,0.01,0.01
instance_31,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,15.97,18000.0,20.24,18000.0,24.45,18000.0,18000.0
instance_688,15.17,18000.0,27.17,18000.0,27.0,4.07,18000.0,108.7,18000.0,102.11,4.21,18000.0,18000.0,68.22,2.55,195.75,103.13,23.35,0.06,23.42,18000.0,281.61,86.55,79.83
instance_459,0.08,0.73,0.73,18000.0,1.48,2.71,0.08,0.11,1.13,1.01,2.85,18000.0,18000.0,18000.0,0.08,0.13,0.13,0.7,0.13,0.71,18000.0,18000.0,18000.0,18000.0
instance_314,177.61,18000.0,39.06,18000.0,41.67,1.83,480.5,1.06,0.26,2.22,7.78,10.71,18000.0,4.74,231.48,1.32,1.24,0.89,18000.0,1.04,18000.0,8.73,6.01,6.13
instance_694,0.27,2.44,2.24,1.41,2.11,1.93,0.22,0.23,0.1,0.11,1.94,0.11,3.18,0.2,0.2,0.24,0.24,2.07,0.26,1.97,3.58,0.02,0.2,0.21
instance_469,5.19,22.79,6.41,6.43,21.97,18000.0,0.42,8.85,2.24,6.41,18000.0,18000.0,18000.0,389.0,0.31,20.79,8.38,1.27,1.34,0.91,18000.0,18000.0,207.12,331.65
instance_427,0.0,0.04,0.01,0.06,0.01,0.09,0.0,0.02,0.0,0.02,0.1,0.02,0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.02,0.0,0.01,0.0,0.0
instance_452,18000.0,100.77,18000.0,18000.0,18000.0,18000.0,2.78,18000.0,18000.0,31.31,18000.0,48.71,18000.0,2.22,1.54,18000.0,18000.0,65.45,0.46,67.75,18000.0,50.02,2.47,3.21
instance_294,0.26,18000.0,2.87,3.07,2.97,2.64,0.26,0.31,0.16,0.08,2.64,0.21,14.09,0.34,0.26,0.33,0.32,2.85,0.14,2.83,16.33,0.02,0.34,0.34
instance_379,0.01,18000.0,0.23,0.4,0.22,1.65,0.01,0.04,0.03,0.02,1.69,0.04,0.02,0.01,0.01,0.05,0.05,0.22,0.02,0.22,0.0,0.0,0.01,0.01
instance_24,18000.0,35.57,10.23,103.53,18000.0,2.06,0.26,193.42,0.96,4.6,2.1,3.22,18000.0,0.26,0.22,196.59,194.13,3.64,18000.0,3.95,18000.0,3.07,0.26,0.26
instance_194,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,12.44,18000.0,103.61,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_105,0.05,1.89,0.41,2.39,0.41,0.33,0.05,0.13,0.09,0.51,0.35,0.08,0.13,0.08,0.05,0.19,0.14,0.41,0.02,0.42,0.13,0.08,0.08,0.08
