instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_1081,3663.64,0.8,3671.64,9.92,3926.0,0.8,1.6,3224.72
instance_312,28800.0,28800.0,2070.44,28800.0,2022.72,28800.0,28800.0,9705.0
instance_398,356.76,2976.64,297.88,176.32,386.08,3569.48,680.04,218.56
instance_723,15.88,1.76,34.0,7.84,33.12,2.24,1.96,12.24
instance_797,60.6,28800.0,33.28,28800.0,125.76,28800.0,26193.32,29.2
instance_564,41.48,33.92,56.12,124.0,83.96,34.12,35.84,32.64
instance_790,9.76,28800.0,6.08,28800.0,18.52,28800.0,28800.0,8.08
instance_235,162.2,1.92,107.08,30.36,89.4,6.16,16.88,394.28
instance_226,102.0,28800.0,171.96,28800.0,219.96,28800.0,464.12,75.6
instance_1031,13587.36,1372.36,11906.2,136.04,13481.32,1274.6,1874.04,18755.84
instance_176,1.6,133.24,0.92,46.48,1.76,211.88,0.64,1.2
instance_1124,14.0,28800.0,13.28,40.72,10.0,28800.0,6.84,10.76
instance_515,0.04,28800.0,0.0,16.4,0.08,28800.0,1.0,0.08
instance_1135,120.64,28800.0,9.84,28800.0,53.96,28800.0,144.36,82.84
instance_442,81.68,788.92,121.52,87.32,143.96,28800.0,419.92,93.76
instance_946,73.36,28800.0,132.2,28800.0,179.56,28800.0,28800.0,160.68
instance_202,29.92,420.28,25.36,139.76,46.08,390.68,224.92,15.76
instance_572,28800.0,284.8,28800.0,507.84,28800.0,287.92,503.4,28800.0
instance_479,538.4,0.4,326.96,335.8,353.52,0.48,18.8,533.92
instance_803,352.2,28800.0,367.52,28800.0,354.32,28800.0,28800.0,329.88
instance_20,7118.24,28800.0,3013.68,28800.0,3658.96,28800.0,28800.0,4310.76
instance_383,28800.0,2553.28,28800.0,3440.4,28800.0,2872.32,1618.24,28800.0
instance_981,52.52,4.96,55.52,198.84,63.72,4.76,4.04,35.08
instance_276,28800.0,1541.6,28800.0,44.8,28800.0,6021.88,1595.28,28800.0
instance_972,43.48,12.96,54.64,26.16,44.88,12.48,4.64,31.92
instance_662,57.32,28800.0,116.32,28800.0,160.8,28800.0,8458.68,86.6
instance_32,33.16,28800.0,17.6,26.4,37.52,28800.0,28800.0,39.56
instance_268,26.0,271.56,19.88,30.08,39.52,2392.28,3.04,29.68
instance_1132,4374.24,28800.0,28.68,28800.0,41.8,28800.0,273.8,5627.0
instance_1079,107.92,0.12,154.52,5.0,150.4,0.12,0.88,89.68
instance_1066,28692.88,28800.0,13958.0,28800.0,20564.84,28800.0,28800.0,28800.0
instance_509,22.92,28800.0,25.16,28800.0,71.24,28800.0,48.92,62.16
instance_1029,284.24,28800.0,401.96,28800.0,368.72,28800.0,28800.0,230.08
instance_349,3.0,95.12,1.24,29.28,2.24,175.8,4.0,1.28
instance_114,6.6,358.12,9.2,29.0,8.76,997.48,2.76,3.32
instance_1016,9.92,28800.0,2.6,86.88,28.68,28800.0,1.0,8.8
instance_1178,28800.0,4.96,28800.0,38.0,28800.0,4.84,9.24,28800.0
instance_151,2278.36,28800.0,2043.56,28800.0,2032.72,28800.0,28800.0,1682.12
instance_706,28800.0,8120.44,28800.0,8315.28,28800.0,7058.84,2509.84,28800.0
instance_990,319.12,28800.0,425.56,28800.0,442.52,28800.0,28800.0,354.16
instance_204,22.88,28800.0,21.52,255.52,20.16,28800.0,264.64,22.08
instance_968,35.6,8.4,67.88,13.84,69.28,8.6,3.8,40.68
instance_1150,15.32,28800.0,12.44,28800.0,18.64,28800.0,27.52,12.44
instance_676,8.84,28800.0,0.72,103.28,10.48,28800.0,4.76,2.72
instance_348,3.76,99.92,1.88,32.0,3.92,151.68,123.84,2.76
instance_420,27.56,1.08,39.12,5.12,46.04,0.96,1.48,36.88
instance_188,2349.92,28800.0,2612.68,28800.0,2541.08,28800.0,28800.0,2614.72
instance_428,28800.0,28800.0,25721.8,28800.0,20090.6,28800.0,28800.0,28800.0
instance_977,6411.28,28800.0,3705.36,28800.0,4177.92,28800.0,28800.0,8201.12
instance_319,10529.0,0.84,3285.52,23.04,3736.0,1.4,7.84,10193.8
instance_213,179.08,1731.04,242.84,290.36,341.04,1849.36,326.48,281.36
instance_543,28800.0,622.72,28800.0,100.88,28800.0,1093.36,582.04,28800.0
instance_941,7601.32,28800.0,3136.44,28800.0,3447.0,28800.0,28800.0,7681.88
instance_865,3.8,28800.0,1.2,580.92,3.56,28800.0,576.44,2.24
instance_262,8.36,92.32,6.16,21.88,8.36,1911.68,1.44,6.56
instance_918,20781.0,28800.0,11564.44,28800.0,9327.24,28800.0,25015.56,28800.0
instance_578,8.48,28800.0,3.28,28800.0,5.44,28800.0,18.36,9.08
instance_443,28800.0,3468.84,15311.56,2176.8,18619.96,8054.0,13967.28,28800.0
instance_394,79.28,2437.44,49.88,1814.68,91.64,2781.4,386.16,62.32
instance_457,20244.4,10492.36,7135.96,2393.28,13857.88,28800.0,28800.0,13395.4
instance_822,1962.4,28800.0,1663.44,28800.0,1269.08,28800.0,28800.0,1818.24
instance_569,16370.04,47.04,7351.96,163.0,7472.88,46.12,111.12,17379.4
instance_654,72.92,425.16,140.92,33.68,125.88,523.84,5.2,82.32
instance_496,28800.0,36.12,28800.0,1842.32,28800.0,39.12,203.0,28800.0
instance_514,0.04,28800.0,0.08,13.76,0.08,28800.0,1.2,0.08
instance_959,1175.56,28800.0,1180.24,4282.04,1165.88,28800.0,7090.28,1362.76
instance_830,4848.64,38.72,4271.08,221.12,5473.92,37.76,32.96,8317.24
instance_66,28800.0,28800.0,28800.0,1057.48,28800.0,28800.0,28800.0,28800.0
instance_1123,1.44,28800.0,0.56,21.6,0.96,28800.0,2.24,1.76
instance_281,300.28,28800.0,281.72,28800.0,383.72,28800.0,28800.0,279.76
instance_795,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,11303.56,28800.0
instance_199,7.68,5.24,6.64,27.16,16.64,4.96,4.16,17.32
instance_189,3060.0,28800.0,3776.72,28800.0,3832.04,28800.0,28800.0,3433.36
instance_785,133.72,28800.0,154.6,28800.0,138.56,28800.0,28800.0,78.76
instance_119,1549.48,4244.36,1546.64,2955.8,1792.24,28800.0,1867.64,1185.04
instance_326,9.04,16.0,1.44,374.64,13.96,26.16,4.08,3.44
instance_791,17.12,28800.0,73.36,2752.48,72.16,28800.0,3338.64,7.92
instance_384,4.76,273.56,3.68,30.76,6.56,325.16,245.88,3.96
instance_1017,223.92,28800.0,256.04,28800.0,469.8,28800.0,28800.0,132.36
instance_693,222.16,28800.0,273.16,28800.0,217.96,28800.0,28800.0,171.36
instance_27,19.04,28800.0,6.56,48.32,17.96,28800.0,3920.72,10.0
instance_1034,24.24,28800.0,133.72,4883.64,137.8,28800.0,1281.76,23.48
instance_960,28800.0,18.32,28800.0,37.08,28800.0,17.84,18.32,28800.0
instance_544,28800.0,2701.84,28800.0,14942.2,28800.0,5975.4,2674.52,28800.0
instance_478,48.72,28800.0,22.0,28800.0,42.8,28800.0,8247.2,28.16
instance_812,30.28,13.12,37.08,149.04,50.76,12.48,0.92,35.08
instance_579,11.24,28800.0,3.08,28800.0,6.0,28800.0,18.84,9.4
instance_987,83.44,28800.0,182.64,28800.0,300.0,28800.0,28800.0,58.96
instance_180,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,21386.6
instance_843,12.04,19.68,6.16,2764.92,8.2,18.76,3.48,4.96
instance_922,2368.24,149.84,13493.84,129.68,10210.96,150.16,134.44,1742.12
instance_616,3.36,575.12,3.16,50.08,6.44,28800.0,2.52,2.56
instance_943,57.8,28800.0,38.72,28800.0,112.76,28800.0,28800.0,61.68
instance_431,6.04,28800.0,4.76,28800.0,6.64,28800.0,8.12,5.52
instance_83,3.16,28800.0,1.24,565.76,4.96,28800.0,864.0,3.0
instance_536,432.28,1308.28,601.52,21.6,515.04,3059.64,2.12,382.8
instance_1159,113.04,0.48,76.8,4.8,88.8,0.4,1.04,61.24
instance_228,1156.8,28800.0,1227.44,28800.0,1762.36,28800.0,27558.12,1059.96
instance_796,9.32,28800.0,0.8,142.96,4.32,28800.0,17132.12,3.88
instance_944,4190.8,28800.0,3700.48,28800.0,3334.28,28800.0,28800.0,2324.56
instance_104,28800.0,153.88,28800.0,132.72,28800.0,254.28,2074.28,28800.0
instance_548,6483.84,28800.0,4805.56,28800.0,5542.84,28800.0,28800.0,8026.4
instance_878,67.2,28800.0,151.2,28800.0,171.48,28800.0,28800.0,92.92
instance_781,22.68,4806.84,8.0,14.32,11.56,5077.48,83.92,8.68
instance_1165,167.0,0.44,141.16,5.08,169.04,0.4,1.04,131.04
instance_1110,1678.4,28800.0,7.48,28800.0,5.56,28800.0,16.04,1301.92
instance_451,218.44,28800.0,109.32,469.0,103.92,28800.0,440.48,212.88
instance_966,9928.84,28800.0,3911.52,28800.0,4149.88,28800.0,28800.0,8828.24
instance_863,15.68,28800.0,4.68,28800.0,18.4,28800.0,28800.0,7.44
instance_746,57.8,28800.0,37.12,28800.0,60.16,28800.0,28800.0,25.16
instance_860,7.4,28800.0,3.84,28800.0,11.88,28800.0,1916.0,3.96
instance_604,15.72,28800.0,10.76,311.32,12.08,28800.0,122.52,11.72
instance_521,1.68,28800.0,0.16,28800.0,0.68,28800.0,21.6,1.0
instance_885,1890.64,28800.0,1497.88,28800.0,1435.24,28800.0,28800.0,1764.68
instance_495,28800.0,4.8,28800.0,769.36,28800.0,5.6,46.68,28800.0
instance_657,199.12,28800.0,267.2,28800.0,232.28,28800.0,28800.0,165.88
instance_1043,28800.0,221.56,3282.44,159.56,3635.24,216.36,92.0,28800.0
instance_91,12.32,65.72,13.32,58.32,22.4,96.04,274.08,13.76
instance_1112,754.6,28800.0,8.12,28800.0,6.56,28800.0,15.6,1842.44
instance_473,6.76,2313.56,3.2,97.04,4.68,28800.0,41.04,5.96
instance_882,14.76,28800.0,1.28,80.8,13.2,28800.0,21.76,8.4
instance_733,0.96,28800.0,0.08,6.96,0.56,28800.0,0.84,0.6
instance_847,20.72,28800.0,2.24,28800.0,13.76,28800.0,28800.0,7.76
instance_874,143.48,28800.0,163.88,28800.0,183.64,28800.0,458.12,156.52
instance_793,35.12,28800.0,72.28,28800.0,74.88,28800.0,1284.72,59.08
instance_973,46.48,594.16,127.52,82.24,105.04,568.48,51.8,52.28
instance_430,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,324.8,28800.0
instance_712,128.72,28800.0,209.64,9818.96,204.48,28800.0,1044.2,70.16
instance_484,592.72,0.48,395.68,324.6,382.36,0.44,18.8,561.56
instance_60,875.44,28800.0,1820.6,173.76,1536.24,28800.0,86.72,1247.48
instance_403,28800.0,5236.44,28800.0,3058.64,28800.0,5890.8,7202.0,28800.0
instance_881,198.68,28800.0,236.08,28800.0,255.56,28800.0,28800.0,171.36
instance_1136,96.8,28800.0,30.8,28800.0,67.36,28800.0,465.56,304.44
instance_642,210.04,28800.0,247.88,28800.0,184.96,28800.0,28800.0,312.64
instance_1024,1365.84,28800.0,1676.2,28800.0,1615.88,28800.0,28800.0,1353.52
instance_501,22345.4,1.32,24401.64,930.12,9994.12,1.28,30.12,19907.24
instance_1142,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,6254.48,28800.0
instance_850,64.2,17.28,105.44,28800.0,96.04,15.68,4.4,129.4
instance_283,10.72,28800.0,0.4,20.2,2.16,28800.0,1.32,2.44
instance_388,37.08,1798.52,25.44,2560.48,42.08,2189.16,352.48,28.56
instance_217,8386.04,28800.0,5118.52,409.48,4943.76,28800.0,343.16,10264.08
instance_1100,28800.0,28800.0,28800.0,4947.28,28800.0,28800.0,6191.8,28800.0
instance_197,7.36,1.92,1.08,24.24,1.84,1.72,2.96,3.6
instance_470,4.24,28800.0,0.32,55.6,0.88,28800.0,1.92,3.04
instance_184,110.76,28800.0,220.4,28800.0,211.56,28800.0,367.24,57.16
instance_1009,1.64,30.88,0.24,411.52,1.84,29.36,0.96,0.88
instance_291,30.52,28800.0,64.52,28800.0,56.56,28800.0,115.28,17.24
instance_958,3.72,2426.24,1.08,50.76,4.56,2303.32,1.44,1.12
instance_769,28800.0,28800.0,28800.0,211.56,28800.0,28800.0,1601.2,28800.0
instance_252,28800.0,43.36,28800.0,330.64,28800.0,72.72,1343.24,28800.0
instance_51,735.0,28800.0,453.84,2461.76,533.64,28800.0,28800.0,514.92
instance_933,297.8,3316.12,1842.56,1418.56,3335.88,3330.48,358.56,277.68
instance_537,97.52,273.0,37.4,55.56,77.24,437.0,1.28,86.44
instance_1056,28800.0,399.6,28800.0,1515.4,28800.0,519.6,16199.0,28800.0
instance_1126,28.2,28800.0,4.44,11.76,12.4,28800.0,87.16,13.24
instance_412,939.0,28800.0,1088.08,82.8,1133.2,28800.0,2142.72,888.72
instance_137,203.92,28800.0,86.4,28800.0,215.72,28800.0,28800.0,127.92
instance_244,110.0,0.88,157.8,16.24,111.0,3.12,6.4,106.2
instance_808,28800.0,2144.28,28800.0,2340.48,28800.0,2052.2,2289.08,28800.0
instance_128,395.2,28800.0,483.08,28800.0,577.72,28800.0,28800.0,399.96
instance_768,2224.64,28800.0,1580.56,28800.0,1572.64,28800.0,28800.0,2556.44
instance_31,45.72,28800.0,23.12,93.48,32.88,28800.0,2949.64,20.2
instance_255,28800.0,10.24,28800.0,128.76,28800.0,23.08,63.0,28800.0
instance_18,1757.48,28800.0,2223.4,28800.0,1478.12,28800.0,28800.0,2694.76
instance_92,69.16,126.96,93.88,34.76,88.52,189.64,323.28,85.16
instance_634,42.24,28800.0,19.24,28800.0,71.56,28800.0,28800.0,29.72
instance_277,2.56,182.2,0.84,27.52,1.72,435.04,2.04,4.24
instance_979,80.4,28800.0,110.4,28800.0,129.56,28800.0,21609.04,86.08
instance_1114,35.12,28800.0,9.68,268.64,20.48,28800.0,74.48,74.36
instance_1157,29.72,0.08,23.68,4.08,27.36,0.0,0.8,33.08
instance_522,3096.4,28800.0,3382.28,28800.0,3557.4,28800.0,24.8,2752.88
instance_744,4293.24,28800.0,4114.64,2517.64,3377.2,28800.0,28343.6,4937.68
instance_1115,94.84,28800.0,15.6,28800.0,30.44,28800.0,149.48,254.96
instance_584,189.64,28800.0,277.32,28800.0,791.64,28800.0,28800.0,91.16
instance_221,28800.0,28800.0,28800.0,3142.76,28800.0,28800.0,28800.0,28800.0
instance_120,1230.28,4425.84,1387.04,1372.04,1597.96,28800.0,4294.48,1145.44
instance_191,28800.0,28800.0,26248.52,28800.0,28800.0,28800.0,28800.0,28800.0
instance_778,772.8,7.76,2766.12,18.12,3853.4,7.56,7.36,1126.48
instance_599,9.24,28800.0,5.88,405.0,9.6,28800.0,159.12,8.84
instance_649,28800.0,16205.68,28800.0,2244.36,28800.0,16714.04,10059.2,28800.0
instance_956,676.68,28800.0,716.92,28800.0,1194.28,28800.0,28800.0,673.48
instance_424,17.8,0.04,14.72,4.36,27.72,0.12,1.0,19.92
instance_275,28800.0,1658.2,28800.0,71.8,28800.0,4788.8,1509.92,28800.0
instance_113,3.92,208.16,2.08,30.56,4.76,517.4,2.4,3.08
instance_1128,14.96,28800.0,6.84,11.92,13.84,28800.0,91.52,9.4
instance_656,37.6,68.56,47.28,28800.0,50.96,66.8,4.04,43.88
instance_957,250.12,28800.0,134.6,28800.0,126.16,28800.0,1207.72,192.76
instance_732,32.16,2597.32,3.76,80.24,12.12,2646.56,218.8,16.28
instance_876,146.92,28800.0,250.04,28800.0,249.88,28800.0,28800.0,130.76
instance_182,7250.32,28800.0,18087.92,28800.0,15848.76,28800.0,28800.0,6539.08
instance_390,37.2,437.72,40.4,127.92,63.72,520.92,276.6,30.08
instance_699,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,3434.64,28800.0
instance_238,41.96,0.96,63.24,16.16,62.2,3.44,5.56,58.12
instance_688,0.12,510.92,0.08,12.8,0.16,533.96,0.56,0.16
instance_11,76.16,28800.0,30.04,28800.0,59.2,28800.0,28800.0,58.32
instance_1147,12.44,28800.0,1.68,28800.0,3.2,28800.0,30.68,10.64
instance_183,53.24,28800.0,62.96,28800.0,84.48,28800.0,6135.64,42.52
instance_290,20.24,28800.0,46.84,28800.0,43.52,28800.0,124.56,14.04
instance_63,28800.0,28800.0,28800.0,3866.08,28800.0,28800.0,28800.0,28800.0
instance_203,25.12,2533.56,14.4,185.88,14.48,2948.12,233.16,19.32
instance_1040,42.88,28800.0,39.76,384.2,48.56,28800.0,848.84,17.92
instance_455,191.04,2682.0,208.12,232.52,182.12,28800.0,409.36,231.04
instance_300,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,16496.04
instance_1168,28800.0,1.08,20183.24,8.48,12704.88,1.04,1.84,25438.0
instance_747,180.76,28800.0,289.6,28800.0,325.6,28800.0,28800.0,152.4
instance_729,49.16,28800.0,47.6,28800.0,78.44,28800.0,8410.6,29.6
instance_447,951.8,1872.16,549.0,421.88,851.76,5143.72,302.84,808.0
instance_162,5.64,131.96,2.16,6587.64,4.36,184.16,7.12,6.48
instance_748,114.56,3226.88,557.6,384.0,489.84,3060.56,347.08,114.44
instance_954,671.84,829.28,795.52,824.92,862.92,795.16,445.72,939.2
instance_125,28800.0,23740.52,28800.0,6560.24,28800.0,28800.0,28800.0,28800.0
instance_458,0.08,28800.0,0.12,5.0,0.12,28800.0,0.52,0.08
instance_1002,43.88,28800.0,86.4,286.12,81.96,28800.0,880.04,82.84
instance_316,43.92,1.12,57.8,13.88,59.92,2.48,4.32,23.24
instance_264,10.68,545.52,12.08,22.44,20.44,2915.56,3.96,7.96
instance_905,63.48,70.92,124.44,14.8,112.96,76.4,381.96,58.68
instance_357,11.68,344.48,12.0,27.48,27.92,508.76,264.32,13.12
instance_365,28800.0,740.12,28800.0,34.32,28800.0,1222.84,1178.2,28800.0
instance_724,1929.48,28800.0,1133.44,755.56,1106.32,28800.0,114.32,1327.08
instance_19,3988.24,28800.0,2837.92,28800.0,3244.92,28800.0,28800.0,4152.6
instance_131,11223.4,28800.0,1791.92,28800.0,2300.48,28800.0,28800.0,9320.08
instance_1042,158.44,34.52,224.96,52.56,213.92,32.32,256.96,168.44
instance_549,23289.44,28800.0,25368.72,28800.0,24637.36,28800.0,1765.36,20853.6
instance_755,37.64,3.12,32.12,24.64,41.88,2.28,3.44,40.96
instance_13,22.72,28800.0,6.04,44.88,24.88,28800.0,23785.56,7.6
instance_84,3.44,28800.0,1.28,588.68,5.0,28800.0,862.88,2.96
instance_254,28800.0,1.12,28800.0,29.24,28800.0,4.2,6.92,28800.0
instance_538,1370.48,1127.08,409.16,6031.68,454.24,2232.48,2.08,800.88
instance_163,38.0,249.4,4.56,6473.0,6.16,372.16,7.28,28.64
instance_147,1943.48,28800.0,3363.48,28800.0,1989.76,28800.0,28800.0,1175.44
instance_215,247.16,28800.0,354.2,464.16,385.76,28800.0,748.84,175.0
instance_1072,1915.08,1.44,1860.4,39.8,1621.44,28800.0,28.08,1573.6
instance_759,75.56,183.96,134.48,23.28,123.2,174.76,87.36,69.96
instance_646,75.48,28800.0,117.84,795.12,100.52,28800.0,18806.32,49.2
instance_7,7.28,28800.0,3.2,81.92,10.4,28800.0,4.16,4.16
instance_687,61.16,526.36,189.44,141.44,170.8,442.56,12.6,61.28
instance_103,28800.0,144.16,28800.0,132.52,28800.0,258.84,1526.8,28800.0
instance_611,1.52,28800.0,0.44,76.8,0.44,28800.0,3.2,0.96
instance_752,1260.04,965.0,1089.8,180.28,1313.52,904.4,4.36,1247.04
instance_239,142.64,1.24,67.6,20.24,116.48,4.24,8.0,62.56
instance_444,28800.0,8997.4,28800.0,3623.36,28800.0,9463.64,28800.0,28800.0
instance_421,13.2,1.04,48.0,5.2,42.56,0.92,1.48,34.36
instance_1120,28800.0,28800.0,28800.0,3296.72,28800.0,28800.0,10380.96,28800.0
instance_385,6.72,315.52,1.96,35.4,6.28,361.84,244.36,4.68
instance_245,383.08,1.12,89.72,20.16,261.96,4.0,9.48,605.16
instance_17,277.2,28800.0,292.96,295.4,161.8,28800.0,28800.0,191.8
instance_1162,243.04,0.6,290.64,5.56,244.36,0.56,1.12,283.84
instance_207,35.08,225.56,50.2,162.96,31.36,235.12,224.6,43.44
instance_931,59.48,28800.0,107.48,3138.44,131.32,28800.0,287.8,71.28
instance_965,262.64,28800.0,338.44,28800.0,594.6,28800.0,28800.0,238.16
instance_267,18.6,55.76,28.64,27.88,19.52,1855.4,2.68,11.84
instance_753,731.16,28800.0,697.36,3102.28,672.84,28800.0,1224.96,681.96
instance_465,6.68,28800.0,0.48,204.52,1.76,28800.0,7.12,4.4
instance_1125,29.4,28800.0,6.56,63.12,9.36,28800.0,14.72,9.28
instance_3,8136.52,28800.0,5462.28,248.96,6692.16,28800.0,186.0,5419.24
instance_516,106.0,28800.0,264.2,28800.0,308.28,28800.0,7526.2,108.56
instance_168,10.44,45.28,9.2,6887.76,13.44,55.84,3.44,11.96
instance_315,33.16,0.8,71.6,11.8,116.6,1.84,3.84,24.24
instance_1065,1500.4,28800.0,1396.76,28800.0,1321.72,28800.0,28800.0,1642.28
instance_1170,493.8,0.32,429.56,5.76,419.96,0.32,1.16,603.64
instance_1091,46.04,28800.0,1.12,28800.0,1.32,28800.0,2.4,107.44
instance_1014,5.24,28800.0,1.68,202.96,2.84,28800.0,55.52,1.92
instance_247,28800.0,4.08,28800.0,69.68,24870.08,11.36,35.16,28800.0
instance_488,28800.0,145.2,28800.0,28800.0,28800.0,157.0,714.92,28800.0
instance_324,5.4,8.2,1.0,239.16,13.6,21.24,3.56,2.24
instance_1013,21.32,28800.0,17.56,2657.68,32.72,28800.0,82.52,15.52
instance_934,13319.96,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,10786.08
instance_303,172.36,28800.0,50.4,28800.0,94.04,28800.0,17721.64,73.52
instance_353,3.52,110.0,1.44,24.16,4.56,147.64,0.88,2.36
instance_925,1138.64,28800.0,1021.64,28800.0,839.2,28800.0,28800.0,1115.48
instance_397,388.48,2714.68,206.04,785.36,429.96,3206.6,621.28,211.32
instance_658,1233.92,26.32,1070.6,422.0,1065.28,25.44,37.92,923.68
instance_1172,17619.48,1.0,6867.12,8.24,14526.04,0.96,2.0,22078.68
instance_868,31.6,5.8,62.56,5649.6,63.8,5.68,3.92,27.48
instance_160,2189.88,674.0,128.92,289.68,135.64,801.04,303.2,2111.08
instance_1083,1.04,28800.0,0.12,66.4,0.4,28800.0,4.16,0.88
instance_1133,10415.8,28800.0,272.4,28800.0,104.96,28800.0,266.64,9485.0
instance_21,5586.16,28800.0,2977.12,28800.0,3324.08,28800.0,28800.0,7555.16
instance_323,23.76,1.08,4.64,274.0,23.48,11.92,3.12,2.0
instance_864,353.12,28800.0,220.24,28800.0,407.44,28800.0,28800.0,303.4
instance_265,9.72,768.8,10.4,22.92,23.24,2576.76,4.0,7.0
instance_974,135.08,28800.0,152.92,28800.0,121.32,28800.0,157.24,179.8
instance_519,1556.08,28800.0,1486.84,28800.0,1516.12,28800.0,28800.0,1770.12
instance_708,3906.64,28800.0,3076.56,28800.0,3475.84,28800.0,28800.0,3764.36
instance_1068,20.2,28800.0,19.68,28800.0,23.36,28800.0,23.56,16.0
instance_440,13.24,2539.24,18.72,82.08,18.2,28800.0,2.88,8.16
instance_405,30.64,521.44,29.8,88.96,51.56,630.92,270.48,25.24
instance_751,1.08,28800.0,0.96,65.8,1.44,28800.0,25.68,0.88
instance_98,282.72,106.68,370.36,52.36,379.04,203.8,416.68,203.32
instance_923,113.2,271.68,42.72,93.16,69.48,261.32,17.32,21.16
instance_58,241.44,28800.0,242.84,1003.84,304.88,28800.0,22306.32,241.8
instance_525,20.88,166.16,10.4,6152.56,11.28,203.2,1.16,14.08
instance_1080,1592.04,0.56,1904.32,8.52,2193.36,0.56,1.28,1344.12
instance_674,1387.96,28800.0,917.96,3469.12,947.88,28800.0,1007.4,1082.36
instance_380,13238.0,1164.2,6958.56,151.84,8837.0,1491.2,643.56,17382.84
instance_749,38.68,28800.0,38.72,28800.0,48.96,28800.0,14308.12,25.8
instance_73,12.08,559.32,5.48,83.64,8.2,2358.64,1.56,3.84
instance_945,327.76,28800.0,385.08,1189.72,347.52,28800.0,38.24,188.44
instance_951,162.32,28800.0,226.76,28800.0,224.92,28800.0,8948.0,138.4
instance_1019,40.36,28800.0,34.28,28800.0,36.84,28800.0,28800.0,14.08
instance_696,167.16,7.76,195.96,102.2,298.76,7.44,18.96,151.88
instance_1046,28800.0,2271.84,28800.0,1278.48,28800.0,2316.72,13986.44,28800.0
instance_928,28.32,54.8,71.32,3657.84,103.76,53.48,4.0,27.96
instance_372,14.8,401.56,6.48,157.16,11.4,475.0,252.32,7.68
instance_314,12.32,0.72,19.64,11.76,32.0,1.28,3.8,9.76
instance_917,1186.16,28800.0,465.52,28800.0,520.16,28800.0,26328.08,570.28
