instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_258,1.52,251.48,0.84,18.4,2.64,669.68,1.48,1.04
instance_259,5.72,973.8,3.32,12.36,7.28,1567.68,2.0,4.24
instance_260,3.12,936.52,0.68,12.44,5.84,1058.08,2.2,0.88
instance_261,13.12,1608.04,4.12,28.44,12.88,2822.8,6.32,4.72
instance_263,11.36,339.64,17.36,22.48,35.88,2093.72,3.8,9.8
instance_266,8.0,634.92,9.72,43.2,14.96,3160.04,4.08,5.28
instance_267,18.6,55.76,28.64,27.88,19.52,1855.4,2.68,11.84
instance_268,26.0,271.56,19.88,30.08,39.52,2392.28,3.04,29.68
instance_269,23.68,664.64,26.6,39.48,56.68,3520.08,60.96,26.64
instance_271,40.16,692.6,70.24,27.04,71.48,4591.84,22.4,39.28
instance_272,402.48,19.2,371.28,88.04,377.32,1263.4,5.32,469.96
instance_273,10251.12,281.48,8595.96,49.08,7674.92,2138.08,129.56,11332.72
instance_274,28800.0,1176.4,28800.0,37.92,28800.0,4516.24,1101.04,28800.0
instance_276,28800.0,1541.6,28800.0,44.8,28800.0,6021.88,1595.28,28800.0
instance_277,2.56,182.2,0.84,27.52,1.72,435.04,2.04,4.24
instance_279,2.56,28800.0,0.16,10.6,0.8,28800.0,2.88,0.96
instance_280,3.2,28800.0,0.12,13.4,0.96,28800.0,1.12,0.6
instance_282,7.72,28800.0,0.32,16.24,1.76,28800.0,1.36,2.16
instance_284,121.92,28800.0,89.32,28800.0,171.04,28800.0,28800.0,68.6
instance_285,11.68,28800.0,6.88,28800.0,17.0,28800.0,54.0,4.72
instance_286,13.36,28800.0,11.92,28800.0,25.72,28800.0,389.76,7.6
instance_289,4.2,28800.0,0.32,83.48,1.56,28800.0,4.68,2.8
instance_290,20.24,28800.0,46.84,28800.0,43.52,28800.0,124.56,14.04
instance_291,30.52,28800.0,64.52,28800.0,56.56,28800.0,115.28,17.24
instance_292,32.44,28800.0,12.76,28800.0,55.64,28800.0,115.04,13.16
instance_293,14.32,28800.0,4.76,28800.0,30.0,28800.0,284.16,9.32
instance_294,30.56,28800.0,40.2,28800.0,49.56,28800.0,306.72,13.88
instance_295,38.12,28800.0,43.36,28800.0,64.8,28800.0,306.8,13.08
instance_297,51.8,28800.0,35.04,28800.0,48.52,28800.0,28800.0,21.92
instance_303,172.36,28800.0,50.4,28800.0,94.04,28800.0,17721.64,73.52
instance_304,177.64,28800.0,145.56,28800.0,167.32,28800.0,18076.76,201.8
instance_306,311.6,28800.0,116.28,28800.0,109.44,28800.0,28800.0,350.92
instance_307,994.2,28800.0,360.56,28800.0,342.68,28800.0,28800.0,558.32
instance_308,577.96,28800.0,369.08,28800.0,341.36,28800.0,28800.0,603.0
instance_309,866.4,28800.0,361.2,28800.0,328.48,28800.0,28800.0,673.6
instance_310,2533.52,28800.0,701.68,28800.0,1328.0,28800.0,28800.0,1470.72
instance_311,2013.76,28800.0,950.04,28800.0,1092.6,28800.0,28800.0,1915.4
instance_312,28800.0,28800.0,2070.44,28800.0,2022.72,28800.0,28800.0,9705.0
instance_313,50.72,0.64,57.44,13.08,69.04,1.8,3.92,33.68
instance_314,12.32,0.72,19.64,11.76,32.0,1.28,3.8,9.76
instance_316,43.92,1.12,57.8,13.88,59.92,2.48,4.32,23.24
instance_317,28800.0,7.04,28800.0,55.88,28800.0,8.52,26.8,28800.0
instance_318,217.0,0.08,156.84,12.96,176.8,0.24,3.6,224.96
instance_319,10529.0,0.84,3285.52,23.04,3736.0,1.4,7.84,10193.8
instance_322,11.52,16.88,1.12,377.4,8.96,27.88,3.84,3.64
instance_324,5.4,8.2,1.0,239.16,13.6,21.24,3.56,2.24
instance_325,5.64,13.12,1.36,372.0,14.68,25.84,3.92,3.28
instance_326,9.04,16.0,1.44,374.64,13.96,26.16,4.08,3.44
instance_327,15.64,21.88,2.08,672.36,26.8,35.92,5.44,11.96
instance_328,18.52,1.28,14.68,252.84,41.36,11.84,3.6,5.6
instance_330,19.88,16.28,1.64,475.6,23.88,31.76,4.64,9.4
instance_331,24.64,21.04,1.92,482.84,25.4,35.4,5.48,11.12
instance_332,16.52,22.0,2.08,673.4,21.8,36.08,5.44,9.04
instance_333,3071.16,43.12,4849.32,174.8,5562.24,59.6,744.88,4329.12
instance_334,51.0,1.36,32.72,200.04,66.56,11.76,5.04,22.32
instance_335,971.12,9.04,1290.92,146.48,1328.48,23.44,70.76,846.96
instance_336,4592.52,29.32,4064.0,156.12,4760.88,47.92,426.84,4484.84
instance_337,4135.96,39.84,4278.24,172.24,4773.8,56.6,642.68,3359.0
instance_339,208.52,1.24,238.0,167.32,261.28,10.24,4.4,186.76
instance_340,28800.0,8.04,28800.0,257.28,28800.0,29.12,59.4,28800.0
instance_341,28800.0,56.24,28800.0,557.48,28800.0,99.8,1440.92,28800.0
instance_342,28800.0,294.08,28800.0,1190.68,28800.0,402.96,9295.4,28800.0
instance_343,28800.0,730.8,28800.0,1851.84,28800.0,916.84,28800.0,28800.0
instance_344,2.92,2.16,0.32,2009.16,12.32,13.24,3.4,1.2
instance_345,2.96,1.4,0.48,1308.64,6.48,11.44,3.28,1.44
instance_346,3.4,102.4,2.0,25.72,3.2,179.56,3.52,1.68
instance_347,2.8,109.36,1.72,55.2,3.12,157.0,2.24,2.04
instance_348,3.76,99.92,1.88,32.0,3.92,151.68,123.84,2.76
instance_351,3.68,104.64,0.52,44.72,3.72,152.24,3.64,1.88
instance_352,4.16,109.84,1.4,24.32,4.24,148.36,0.88,1.76
instance_354,4.08,114.16,0.84,60.96,4.08,146.6,0.88,2.72
instance_357,11.68,344.48,12.0,27.48,27.92,508.76,264.32,13.12
instance_358,41.92,457.08,28.04,7.96,42.44,616.08,287.16,31.4
instance_359,30.72,483.96,23.24,264.8,39.52,628.56,298.44,22.28
instance_360,33.24,477.4,24.48,7.96,40.64,618.44,284.72,20.64
instance_361,40.84,524.44,22.28,5.28,48.08,660.24,301.24,23.16
instance_363,574.12,50.84,305.44,127.56,342.16,70.2,1.92,416.28
instance_366,28800.0,929.28,28800.0,46.12,28800.0,1373.28,1390.56,28800.0
instance_367,28800.0,919.52,28800.0,37.76,28800.0,1325.28,1371.04,28800.0
instance_368,2.08,46.8,0.6,6.0,1.36,45.96,0.68,1.44
instance_373,12.76,591.64,6.44,62.24,10.24,652.64,260.88,6.48
instance_374,10.48,626.44,6.72,79.64,12.32,682.28,259.24,6.08
instance_375,21.36,456.28,16.6,63.2,24.04,538.4,270.48,13.2
instance_376,39.56,1178.96,45.96,107.36,48.08,1625.52,336.84,26.56
instance_379,238.16,328.56,174.6,60.32,207.16,368.04,301.12,166.44
instance_383,28800.0,2553.28,28800.0,3440.4,28800.0,2872.32,1618.24,28800.0
instance_384,4.76,273.56,3.68,30.76,6.56,325.16,245.88,3.96
instance_385,6.72,315.52,1.96,35.4,6.28,361.84,244.36,4.68
instance_387,36.32,1584.8,23.96,355.6,43.28,2026.36,316.6,23.44
instance_389,46.2,2098.88,27.88,2854.44,47.56,2273.4,350.76,20.64
instance_390,37.2,437.72,40.4,127.92,63.72,520.92,276.6,30.08
instance_392,85.32,2087.68,52.2,2068.08,76.52,2834.2,378.12,51.92
instance_393,65.0,2572.48,38.16,128.84,62.64,2934.72,385.76,54.28
instance_394,79.28,2437.44,49.88,1814.68,91.64,2781.4,386.16,62.32
instance_395,59.72,456.4,48.88,132.28,77.04,596.4,293.36,52.0
instance_396,332.4,2018.12,200.76,724.28,236.6,2790.2,449.52,268.08
instance_397,388.48,2714.68,206.04,785.36,429.96,3206.6,621.28,211.32
instance_399,329.96,2957.28,258.64,739.8,327.64,3851.2,655.56,240.2
instance_400,139.84,502.04,97.8,80.96,103.0,605.4,311.64,139.12
instance_401,4396.36,2541.32,5286.36,1110.88,3212.68,3013.8,1032.64,4050.04
instance_404,28800.0,5580.68,28800.0,2732.84,28800.0,5961.4,7546.32,28800.0
instance_406,44.48,1262.24,27.68,68.92,42.24,1589.72,296.12,24.4
instance_408,442.88,28800.0,507.16,28800.0,435.72,28800.0,11308.88,317.4
instance_409,18703.96,28800.0,8710.56,28800.0,8662.28,28800.0,4027.88,23833.28
instance_410,497.4,28800.0,573.52,28800.0,550.28,28800.0,19023.8,506.6
instance_411,28800.0,28800.0,14172.72,28800.0,13152.84,28800.0,3410.2,24350.68
instance_412,939.0,28800.0,1088.08,82.8,1133.2,28800.0,2142.72,888.72
instance_413,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,6133.52,28800.0
instance_414,1241.88,28800.0,1257.32,285.68,1159.44,28800.0,28800.0,1214.92
instance_415,28800.0,28800.0,28800.0,1037.32,28800.0,28800.0,5115.0,28800.0
instance_416,358.0,28800.0,409.16,59.84,422.76,28800.0,978.28,315.32
instance_417,5199.88,28800.0,4046.96,28800.0,4340.36,28800.0,981.4,5370.68
instance_418,12.64,1.0,30.08,5.2,40.12,0.96,1.56,32.36
instance_419,13.2,0.56,39.04,4.84,29.32,0.64,1.2,8.64
instance_420,27.56,1.08,39.12,5.12,46.04,0.96,1.48,36.88
instance_421,13.2,1.04,48.0,5.2,42.56,0.92,1.48,34.36
instance_422,23.64,0.04,16.6,4.32,22.8,0.08,0.96,14.6
instance_423,30.84,0.04,20.24,4.2,16.6,0.08,0.96,14.56
instance_425,112.24,28800.0,131.08,28800.0,158.8,28800.0,2919.2,126.4
instance_426,3491.8,28800.0,2886.36,28800.0,3409.84,28800.0,28800.0,3750.44
instance_430,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,324.8,28800.0
instance_431,6.04,28800.0,4.76,28800.0,6.64,28800.0,8.12,5.52
instance_432,860.32,1.32,2226.48,13.56,2244.64,1.92,4.4,847.64
instance_433,40.28,0.08,34.84,7.52,68.08,0.08,2.0,31.44
instance_434,270.64,0.4,358.0,10.88,334.0,0.48,2.8,247.56
instance_436,953.84,1.28,2106.4,13.8,2088.6,1.96,4.4,1013.6
instance_437,1205.96,1.28,2403.72,13.64,2237.48,1.92,4.52,932.04
instance_438,0.16,28800.0,0.0,4.4,0.04,28800.0,0.48,0.08
instance_439,0.96,836.32,0.44,6.64,0.72,28800.0,1.0,0.88
instance_441,0.76,28800.0,0.16,30.72,0.52,28800.0,0.8,0.4
instance_442,81.68,788.92,121.52,87.32,143.96,28800.0,419.92,93.76
instance_445,0.8,28800.0,0.12,24.48,0.64,28800.0,0.72,0.48
instance_447,951.8,1872.16,549.0,421.88,851.76,5143.72,302.84,808.0
instance_448,28800.0,9993.68,28800.0,2090.48,28800.0,10924.32,9023.12,28800.0
instance_449,1.56,28800.0,0.24,15.2,0.84,28800.0,0.92,1.68
instance_450,15.4,28800.0,4.0,56.64,6.28,28800.0,6.24,13.6
instance_451,218.44,28800.0,109.32,469.0,103.92,28800.0,440.48,212.88
instance_452,2425.4,7238.6,1483.52,868.32,1701.52,28800.0,1830.24,2284.6
instance_453,59.96,28800.0,30.56,1023.72,64.64,28800.0,59.52,21.72
instance_454,54.4,28800.0,72.52,70.84,86.28,28800.0,97.2,40.32
instance_456,2379.28,3763.48,2241.32,281.12,4070.84,6791.52,262.6,2133.88
instance_457,20244.4,10492.36,7135.96,2393.28,13857.88,28800.0,28800.0,13395.4
instance_458,0.08,28800.0,0.12,5.0,0.12,28800.0,0.52,0.08
instance_460,5.48,28800.0,0.2,390.88,0.8,28800.0,1.04,2.64
instance_461,7.52,28800.0,0.48,36.28,2.36,28800.0,26.08,5.36
instance_463,5.8,28800.0,0.64,164.88,0.96,28800.0,8.04,3.84
instance_466,5.52,28800.0,0.92,121.88,2.28,28800.0,6.32,3.64
instance_467,5.6,28800.0,4.84,458.6,7.84,28800.0,131.64,4.6
instance_468,5.72,28800.0,4.8,460.44,10.12,28800.0,132.04,4.8
instance_469,7.64,28800.0,4.92,460.64,12.16,28800.0,143.68,8.32
instance_470,4.24,28800.0,0.32,55.6,0.88,28800.0,1.92,3.04
instance_472,7.0,2135.52,1.52,76.04,2.88,28800.0,17.08,6.36
instance_473,6.76,2313.56,3.2,97.04,4.68,28800.0,41.04,5.96
instance_474,8.92,2359.76,3.8,94.68,6.68,28800.0,41.76,5.48
instance_476,11.52,28800.0,5.52,842.36,10.56,28800.0,126.76,6.8
instance_477,42.88,3096.16,25.4,28800.0,46.72,28800.0,3794.4,37.04
instance_478,48.72,28800.0,22.0,28800.0,42.8,28800.0,8247.2,28.16
instance_479,538.4,0.4,326.96,335.8,353.52,0.48,18.8,533.92
instance_482,28800.0,79.72,28800.0,12842.92,28800.0,89.48,540.64,28800.0
instance_485,28800.0,5.04,28800.0,787.24,28800.0,5.36,44.2,28800.0
instance_487,28800.0,86.12,28800.0,13603.92,28800.0,93.48,483.12,28800.0
instance_488,28800.0,145.2,28800.0,28800.0,28800.0,157.0,714.92,28800.0
instance_489,828.72,0.48,517.72,328.48,489.72,0.48,4.12,642.4
instance_490,28800.0,4.84,28800.0,751.12,28800.0,5.12,45.04,28800.0
instance_491,28800.0,30.72,28800.0,1454.68,28800.0,32.88,173.08,28800.0
instance_493,28800.0,163.92,28800.0,19457.32,28800.0,176.32,807.6,28800.0
instance_494,868.6,0.48,500.36,420.88,593.12,0.52,20.76,1229.56
instance_497,28800.0,138.56,28800.0,13556.8,28800.0,151.56,700.28,28800.0
instance_498,28800.0,266.04,28800.0,28800.0,28800.0,286.36,1726.16,28800.0
instance_499,28800.0,1.96,28800.0,494.84,28800.0,1.96,32.24,28800.0
instance_500,504.16,0.36,343.52,742.24,364.88,0.32,20.08,572.72
instance_501,22345.4,1.32,24401.64,930.12,9994.12,1.28,30.12,19907.24
instance_502,28800.0,2.0,28800.0,490.88,28800.0,1.96,31.84,28800.0
instance_503,28800.0,2.04,28800.0,561.2,28800.0,2.04,31.84,28800.0
instance_506,18.4,28800.0,7.44,28800.0,8.64,28800.0,48.12,11.84
instance_507,12.48,28800.0,6.64,28800.0,9.28,28800.0,48.24,10.4
instance_512,8.28,28800.0,2.56,28800.0,5.4,28800.0,6.0,6.96
