instance,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,vars.clauses.ratio,POSNEG.RATIO.CLAUSE.mean,POSNEG.RATIO.CLAUSE.coeff.variation,POSNEG.RATIO.CLAUSE.min,POSNEG.RATIO.CLAUSE.max,POSNEG.RATIO.CLAUSE.entropy,VCG.CLAUSE.mean,VCG.CLAUSE.coeff.variation,VCG.CLAUSE.min,VCG.CLAUSE.max,VCG.CLAUSE.entropy,UNARY,BINARY.,TRINARY.,VCG.VAR.mean,VCG.VAR.coeff.variation,VCG.VAR.min,VCG.VAR.max,VCG.VAR.entropy,POSNEG.RATIO.VAR.mean,POSNEG.RATIO.VAR.stdev,POSNEG.RATIO.VAR.min,POSNEG.RATIO.VAR.max,POSNEG.RATIO.VAR.entropy,HORNY.VAR.mean,HORNY.VAR.coeff.variation,HORNY.VAR.min,HORNY.VAR.max,HORNY.VAR.entropy,horn.clauses.fraction,VG.mean,VG.coeff.variation,VG.min,VG.max,CG.mean,CG.coeff.variation,CG.min,CG.max,CG.entropy,cluster.coeff.mean,cluster.coeff.coeff.variation,cluster.coeff.min,cluster.coeff.max,cluster.coeff.entropy
sat/20180322_164241842_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.497619048,0.577323834,0.333333333,1.0,0.558377407,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.058805186,0.008928571,0.010714286,0.868934372,0.033522727,0.043860545,0.0,0.090909091,0.658287057,0.004729353,0.256087296,0.000892857,0.008035714,1.715937231,0.504464286,0.01875,0.058805186,0.017857143,0.021428571,0.014064094,0.047952407,0.013392857,0.016071429,1.073769912,0.119626694,0.043888283,0.105263158,0.125,0.760690888
sat/20180326_095801070_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.49047619,0.576914739,0.333333333,1.0,0.546089317,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.061629424,0.008928571,0.010714286,0.888541462,0.030113636,0.042787524,0.0,0.090909091,0.635060336,0.004654018,0.270792148,0.001785714,0.008035714,1.756275017,0.496428571,0.01875,0.061629424,0.017857143,0.021428571,0.014073661,0.047913384,0.013392857,0.016071429,1.076418208,0.119549986,0.04387821,0.105263158,0.125,0.761076033
sat/20180326_095804286_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.506547619,0.577157309,0.333333333,1.0,0.572870054,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.059285236,0.008928571,0.010714286,0.87285658,0.032954545,0.04370201,0.0,0.090909091,0.654843055,0.004645647,0.281767469,0.000892857,0.008928571,1.775575129,0.495535714,0.01875,0.059285236,0.017857143,0.021428571,0.014065689,0.046999268,0.013392857,0.016071429,1.061424761,0.119605616,0.043197629,0.105263158,0.125,0.735961885
sat/8-5-6.cnf.bz2,74124.0,1752053.0,60115.0,1716718.0,0.23303668,0.02058288,0.035017399,0.348540002,0.485280889,0.0,1.0,0.41415231,4.8449e-05,0.268945265,3.327e-05,0.000565583,0.346600737,0.0,0.106174107,0.999206043,4.8449e-05,2.988003523,5.83e-07,0.002150033,2.461598411,0.088535081,0.145839226,0.0,1.0,1.522038942,4.6841e-05,3.086471456,0.0,0.002148868,2.283890173,0.973942721,6.0074e-05,4.265587011,1.0485e-05,0.003547467,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/9-4-10.cnf.bz2,64556.0,2032097.0,54611.0,1996968.0,0.182106169,0.017591168,0.027346958,0.353055359,0.460812738,0.0,1.0,0.368994416,5.361e-05,0.250109273,3.6623e-05,0.000567651,0.312486051,0.0,0.090358483,0.999097632,5.361e-05,2.26707882,5.01e-07,0.001303476,2.692537698,0.107849606,0.16223443,0.0,1.0,1.722683846,5.2224e-05,2.323304875,0.0,0.001302475,2.532228328,0.980740302,6.7543e-05,3.101539373,3.005e-06,0.002065631,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/a_rphp035_05.cnf.bz2,367.0,4118.0,327.0,4062.0,0.122324159,0.013786312,0.080502216,0.844288528,0.351918233,0.0,1.0,0.766890065,0.014178551,0.822147694,0.006116208,0.20795107,0.955844137,0.0,0.146479567,0.146479567,0.014178551,0.923201063,0.001230921,0.065484983,3.948854011,0.322959306,0.331397366,0.0,1.0,3.080620724,0.009138175,1.078803864,0.001230921,0.053914328,3.773494666,0.820285574,0.039473783,0.18675766,0.001230921,0.076070901,0.026748738,0.785073235,0.001230921,0.150664697,3.842189674,0.139183394,0.594232841,0.008984726,0.418114144,2.375431873
sat/a_rphp045_05.cnf.bz2,472.0,6643.0,422.0,6557.0,0.118483412,0.013115754,0.064358701,0.854354125,0.331222704,0.0,1.0,0.742455402,0.011083268,0.833933106,0.004739336,0.208530806,0.906838306,0.0,0.117431752,0.117431752,0.011083268,0.959901513,0.000762544,0.052920543,4.198947808,0.350689947,0.344104897,0.0,1.0,3.168177295,0.007187427,1.106211886,0.000762544,0.04331249,3.995329173,0.816989477,0.031517997,0.18738548,0.000762544,0.060850999,0.021153387,0.793971129,0.000762544,0.13756291,4.036974097,0.122635585,0.706893893,0.006752559,0.421457286,2.208025576
sat/a_rphp065_04.cnf.bz2,552.0,10063.0,483.0,9966.0,0.142857143,0.009733093,0.04846478,0.782078113,0.439790311,0.0,1.0,0.842018749,0.009323626,0.771249427,0.004140787,0.265010352,0.946306032,0.0,0.077062011,0.077062011,0.009323626,0.959695542,0.000401365,0.0380293,4.535290858,0.433379676,0.383074922,0.0,1.0,3.02651475,0.005836822,0.994274926,0.000401365,0.028797913,4.262436785,0.743327313,0.023579965,0.221891619,0.000401365,0.045153522,0.018063825,0.621820112,0.000401365,0.150913105,4.390813583,0.107256835,1.093589027,0.004834947,0.477993061,1.932853739
sat/a_rphp085_04.cnf.bz2,722.0,16983.0,633.0,16810.0,0.140600316,0.010291493,0.037656157,0.788816181,0.427527421,0.0,1.0,0.818538552,0.007142649,0.778676449,0.003159558,0.265402844,0.906444255,0.0,0.059964307,0.059964307,0.007142649,0.979992501,0.000237954,0.0297442,4.765360908,0.45843235,0.394289722,0.0,1.0,3.162860106,0.004491797,1.009952096,0.000237954,0.022427127,4.490057904,0.740809042,0.018302692,0.222471367,0.000237954,0.035098156,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/a_rphp098_04.cnf.bz2,833.0,22593.0,731.0,22383.0,0.139534884,0.00938212,0.032658714,0.791444613,0.422906495,0.0,1.0,0.809974688,0.006198886,0.77901033,0.002735978,0.265389877,0.889546442,0.0,0.052093106,0.052093106,0.006198886,0.987345352,0.000178707,0.025689139,4.935820273,0.474181783,0.400255419,0.0,1.0,3.138062939,0.00390393,1.014514247,0.000178707,0.019568422,4.63226413,0.739489791,0.015872047,0.222971445,0.000178707,0.030424876,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/ad-A-3-7-17.cnf.bz2,30532.0,440901.0,29242.0,387526.0,0.04411463,0.137732694,0.075458163,0.276365113,0.858996815,0.0,1.0,0.812173143,9.0498e-05,0.180667328,6.8395e-05,0.000102592,0.649685348,0.0,0.353664012,1.0,9.0498e-05,1.025837163,1.5483e-05,0.002054056,3.500385911,0.154861019,0.180298231,0.0,0.884526559,3.230335432,5.5886e-05,1.003391418,1.5483e-05,0.001122505,2.919414443,0.662618766,9.1251e-05,1.303825777,1.2902e-05,0.002110826,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/ae_rphp035_05.cnf.bz2,2977.0,6728.0,327.0,3942.0,8.103975535,0.706747844,0.082952816,0.859842719,0.33461078,0.0,1.0,0.653035263,0.012928286,0.920047986,0.006116208,0.20795107,0.993992591,0.0,0.288939625,0.288939625,0.012928286,0.876240886,0.001268392,0.047945205,3.749748065,0.341001893,0.296825484,0.0,1.0,3.515496721,0.008572311,0.981859832,0.001268392,0.039320142,3.709575022,0.845256215,0.03896251,0.204017413,0.001268392,0.078386606,0.023407136,0.900610411,0.001268392,0.155251142,1.978395897,0.158094124,0.598668565,0.003262643,0.360903007,1.89206883
sat/ae_rphp045_05.cnf.bz2,4732.0,10903.0,422.0,6362.0,10.213270142,0.713769255,0.066331342,0.870323798,0.312471225,0.0,1.0,0.627275619,0.010080961,0.937377894,0.004739336,0.208530806,0.975459034,0.0,0.266268469,0.266268469,0.010080961,0.915614614,0.000785916,0.038352719,3.977306525,0.369150418,0.310694698,0.0,1.0,3.659257008,0.006719399,1.009397598,0.000785916,0.031436655,3.930656087,0.842030808,0.031091746,0.205104664,0.000785916,0.062716127,0.018551728,0.907523771,0.000785916,0.141779315,1.953617106,0.140844018,0.71191062,0.002214839,0.363851618,1.700116844
sat/ae_rphp055_04.cnf.bz2,5185.0,11996.0,408.0,6868.0,11.708333333,0.746651136,0.059405941,0.808677927,0.403871822,0.0,1.0,0.700383097,0.009945242,0.882272825,0.004901961,0.264705882,1.022051686,0.0,0.247670355,0.247670355,0.009945242,0.916987227,0.000582411,0.031741409,4.090199908,0.430819398,0.339285577,0.0,1.0,3.623236427,0.006455771,0.905500519,0.000582411,0.023878858,4.08769262,0.782323821,0.027404016,0.24192073,0.000582411,0.055329062,0.01873824,0.729707645,0.000582411,0.16511357,2.218648299,0.135624893,0.996035011,0.001762115,0.432941346,1.693751656
sat/ae_rphp062_05.cnf.bz2,8634.0,20419.0,584.0,11904.0,13.784246575,0.71530578,0.04905914,0.881930444,0.287780376,0.0,1.0,0.594540647,0.007305879,0.953916513,0.003424658,0.20890411,0.956040892,0.0,0.246135753,0.246135753,0.007305879,0.951602492,0.000420027,0.028477823,4.293711023,0.410544115,0.327186806,0.0,1.0,3.836046223,0.004909711,1.030686982,0.000420027,0.023353495,4.251524239,0.839885753,0.022929728,0.206657144,0.000420027,0.046370968,0.013576183,0.92155755,0.000420027,0.129452285,1.92716802,0.12264399,0.873784384,0.001297017,0.366779116,1.591466916
sat/ae_rphp075_04.cnf.bz2,9325.0,21986.0,558.0,12553.0,15.711469534,0.751453836,0.044451526,0.817254839,0.387372749,0.0,1.0,0.6721707,0.007300658,0.895757823,0.003584229,0.265232975,1.007370109,0.0,0.229905202,0.229905202,0.007300658,0.948099512,0.000318649,0.023739345,4.35574984,0.462212981,0.354738297,0.0,1.0,3.710376531,0.004754036,0.927602742,0.000318649,0.01784434,4.354455582,0.778140684,0.020463771,0.242908664,0.000318649,0.041424361,0.013984025,0.727916936,0.000318649,0.153270135,2.22490325,0.120092378,1.163934972,0.001038961,0.435889439,1.57014786
sat/apn-sbox5-cut4-symmbreak.cnf.bz2,15040.0,86081.0,8014.0,59741.0,0.876715747,0.440903232,0.134145729,0.478955587,0.460565923,0.0,1.0,1.200336709,0.000557203,0.37168357,0.000374345,0.000998253,1.066283748,0.0,0.0,0.240571802,0.000557203,4.623212511,0.000200867,0.024321655,0.770650448,0.310207367,0.245044137,0.0,0.666666667,1.31348787,0.000156852,5.35013976,0.0,0.009892704,1.210312218,0.330091562,0.000242612,3.723598564,8.3695e-05,0.012403542,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox5-cut5-symmbreak.cnf.bz2,8840.0,110881.0,6122.0,74866.0,0.443972558,0.481059493,0.081772767,0.407732291,0.623413261,0.0,1.0,1.62462229,0.000798504,0.201017203,0.000490036,0.001306762,1.005570774,0.0,0.0,0.050329923,0.000798504,5.046171438,0.000160286,0.029025192,0.821525779,0.241663829,0.219903573,0.000926784,0.666666667,1.086301834,0.000100362,5.314795591,1.3357e-05,0.004394518,0.793817065,0.147289824,0.000198277,2.99743219,0.000106858,0.006264526,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut3-helpbox26.cnf.bz2,199968.0,810924.0,46857.0,332899.0,3.267622767,1.435946038,0.140754403,0.450872823,0.584463432,0.0,1.0,1.640929649,0.000103242,0.491206942,4.2683e-05,0.000192074,1.105050132,0.0,6.008e-06,0.363242305,0.000103242,8.888650865,2.7035e-05,0.016554571,0.811316328,0.38644266,0.293931158,0.0,0.666666667,1.187241851,2.4358e-05,10.351763339,0.0,0.005404041,1.341954748,0.325636304,4.9613e-05,6.533558512,1.502e-05,0.009486361,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut3-helpbox31.cnf.bz2,199968.0,810954.0,38238.0,266073.0,4.229562216,2.047862805,0.14371244,0.457863736,0.546832528,0.0,1.0,1.558383702,0.000131344,0.514920868,7.8456e-05,0.000235368,1.082429962,0.0,0.0,0.437706945,0.000131344,9.040447451,4.51e-05,0.020588335,0.600133761,0.484859885,0.277127389,0.0,0.666666667,0.907144794,2.8887e-05,10.195137855,3.758e-06,0.00630654,1.338444539,0.326177402,6.3671e-05,6.520373168,1.8792e-05,0.010177658,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut4-helpbox28.cnf.bz2,137472.0,810936.0,42832.0,305721.0,2.209562944,1.652536136,0.140101596,0.453527308,0.588421072,0.0,1.0,1.689196317,0.000112125,0.48316472,7.0041e-05,0.000210123,1.162614255,0.0,0.0,0.352942716,0.000112125,9.03122809,3.9251e-05,0.017996801,0.484088061,0.463515276,0.240649965,0.0,0.666666667,1.265276794,2.5754e-05,10.334024092,3.271e-06,0.00571109,1.384995712,0.313200598,5.3344e-05,6.756230694,1.6355e-05,0.009243722,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut4-helpbox29.cnf.bz2,137472.0,810942.0,41454.0,292190.0,2.316254161,1.775392724,0.141873439,0.455462199,0.580228027,0.0,1.0,1.676697069,0.000116992,0.493579332,7.2369e-05,0.000217108,1.161005655,0.0,0.0,0.381162942,0.000116992,9.02885662,4.1069e-05,0.018799411,0.482783685,0.477825301,0.242109123,0.0,0.666666667,1.223866955,2.6287e-05,10.354976443,3.422e-06,0.005886581,1.384812671,0.313326945,5.609e-05,6.748660519,1.7112e-05,0.009507512,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut4-helpbox30.cnf.bz2,137472.0,810948.0,40172.0,279021.0,2.422085034,1.906404894,0.143974826,0.458189567,0.568458752,0.0,1.0,1.650509029,0.000122057,0.504634156,7.4679e-05,0.000224037,1.148176386,0.0,0.0,0.414169543,0.000122057,9.033933432,4.3008e-05,0.019661603,0.484199444,0.493181519,0.243422779,0.0,0.666666667,1.161868886,2.6843e-05,10.392207858,3.584e-06,0.006081979,1.383532241,0.314664488,5.9017e-05,6.749820328,1.792e-05,0.009777042,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut4-helpbox31.cnf.bz2,137472.0,810954.0,38982.0,266118.0,2.526550716,2.047347417,0.146483891,0.461673727,0.553578044,0.0,1.0,1.599322436,0.000127318,0.516300317,7.6959e-05,0.000230876,1.112831052,0.0,0.0,0.452517304,0.000127318,9.045575905,4.5093e-05,0.020584853,0.488495635,0.509536513,0.244416278,0.0,0.666666667,1.064165295,2.7312e-05,10.442111512,3.758e-06,0.006301716,1.376478869,0.315893701,6.2158e-05,6.76064538,1.8789e-05,0.010059447,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut5-helpbox26.cnf.bz2,74976.0,1060908.0,39904.0,376435.0,0.878909383,1.818303293,0.106005021,0.410102438,0.68730173,0.0,1.0,2.023629007,0.000123963,0.370156974,7.518e-05,0.000225541,1.421099744,0.0,0.0,0.194060063,0.000123963,9.558823187,3.1878e-05,0.018266102,0.578055731,0.422735494,0.24552483,0.0,0.666666667,1.085564543,1.8644e-05,10.678890121,2.657e-06,0.003708476,0.966581332,0.203166549,4.4114e-05,6.023730726,2.3909e-05,0.006885651,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut5-helpbox28.cnf.bz2,74976.0,1060920.0,37484.0,344494.0,1.000213424,2.079647251,0.108808862,0.412400797,0.678348128,0.0,1.0,2.012107763,0.000133789,0.391467229,8.0034e-05,0.000240102,1.42801443,0.0,0.0,0.235597717,0.000133789,9.514610841,3.4834e-05,0.019710068,0.564892804,0.45306362,0.250125276,0.0,0.666666667,1.034036451,1.9387e-05,10.797691923,2.903e-06,0.00405232,0.948746559,0.204209652,4.871e-05,6.054636547,2.6125e-05,0.007634386,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut5-helpbox29.cnf.bz2,74976.0,1060926.0,36302.0,329542.0,1.065340753,2.219395403,0.110158948,0.413826024,0.671500827,0.0,1.0,1.988960791,0.00013934,0.401848951,8.264e-05,0.00024792,1.412983434,0.0,0.0,0.259790861,0.00013934,9.500493926,3.6414e-05,0.020504215,0.563084396,0.469459821,0.252288664,0.0,0.666666667,0.987451049,1.9617e-05,10.885380506,3.035e-06,0.004157285,0.92427406,0.203552203,5.1192e-05,6.072472543,2.7311e-05,0.008041464,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/apn-sbox6-cut5-helpbox30.cnf.bz2,74976.0,1060932.0,35148.0,315445.0,1.133151246,2.363286785,0.111423545,0.415458444,0.662518577,0.0,1.0,1.944127004,0.000145373,0.411847731,8.5353e-05,0.00025606,1.374320354,0.0,0.0,0.286712422,0.000145373,9.493324386,3.8041e-05,0.02134762,0.564466578,0.486951149,0.254305465,0.0,0.666666667,0.915773501,1.9774e-05,11.008544849,3.17e-06,0.00433039,0.887900118,0.202678755,5.3773e-05,6.092473738,2.8531e-05,0.008445212,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/bibd-16-80-15-3-2_glb.cnf.bz2,189392.0,2286288.0,189376.0,2286048.0,8.4488e-05,0.000104985,0.082839905,0.539771927,0.580756214,0.0,1.0,0.699072567,1.7496e-05,1.484040335,1.0561e-05,0.00041716,0.11899788,0.0,0.011569311,0.991797198,1.7496e-05,2.490591526,3.937e-06,0.000206032,0.752717921,0.092688922,0.135433033,0.0,0.66029724,0.782183233,1.5621e-05,2.306492487,1.312e-06,0.000171475,0.754602424,0.989347555,1.3057e-05,1.760125028,2.625e-06,0.000112421,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0
sat/bibd-19-57-9-3-1_glb.cnf.bz2,18411.0,85196.0,18050.0,84892.0,0.02,0.003581021,0.212623098,0.321008654,1.2122366,0.0,1.0,1.28076427,0.00016039,1.653328081,0.000110803,0.003157895,0.943121295,0.0,0.650402865,0.905102954,0.00016039,0.633543887,9.4237e-05,0.00073034,1.946006235,0.114344728,0.089640074,0.0,0.619047619,1.890215467,0.000106761,0.924758048,3.5339e-05,0.000471187,1.584399162,0.84691137,0.000498516,0.985437821,7.0678e-05,0.01259247,0.000297179,0.941568129,7.0678e-05,0.003262969,2.880342567,0.189371014,0.723383683,0.009999221,0.638888889,3.144984281
sat/bibd-8-70-35-4-15_glb.cnf.bz2,10720.0,49934.0,9600.0,49388.0,0.116666667,0.011055317,0.194379201,0.454963419,0.739887678,0.0,1.0,1.526111609,0.000327977,0.281114868,0.000208333,0.000520833,1.250083214,0.0,0.246659107,0.686563538,0.000327977,0.355741937,0.000182231,0.000809913,2.64417861,0.134626951,0.091261597,0.0,0.555555556,2.679218324,0.000140339,0.374488619,6.0744e-05,0.000364461,1.907272112,0.488580222,0.000202546,0.478584372,0.000121487,0.000668179,0.000471561,0.42439184,0.000121487,0.001133879,3.561725204,0.282153945,0.33771953,0.088319088,0.551282051,3.444646201
sat/bx-d-4-7-6.cnf.bz2,23532.0,200259.0,18646.0,149437.0,0.262040116,0.340089804,0.124774989,0.271704241,1.051593757,0.0,1.0,0.933412851,0.000135316,0.197957637,0.000107262,0.000160892,0.692079887,0.0,0.47690331,1.0,0.000135316,1.050198962,4.6842e-05,0.002235056,2.66781926,0.137144833,0.123054894,0.0,0.706161137,2.858752656,9.2384e-05,1.063827294,4.0151e-05,0.00142535,2.234702138,0.733158455,0.000127946,1.437488632,3.3459e-05,0.002422426,0.000312894,1.067858025,4.0151e-05,0.002228364,4.255222023,0.087063878,0.614706517,0.006825781,0.285714286,2.807761043
