instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24
instance_759,0.01,0.06,0.03,0.71,0.03,0.97,0.01,0.03,0.27,0.1,1.07,0.02,0.06,0.1,0.01,0.04,0.04,0.03,18000.0,0.04,0.0,0.04,0.1,0.1
instance_98,0.0,18000.0,0.04,1.32,0.04,0.1,0.0,0.02,0.0,0.06,0.2,0.02,0.03,0.01,0.0,0.04,0.03,0.04,0.01,0.05,0.02,0.04,0.01,0.01
instance_589,18000.0,217.15,18000.0,18000.0,18000.0,18000.0,1.78,18000.0,8.52,18000.0,7.72,18000.0,18000.0,18000.0,1.62,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_575,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.93,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_196,2.21,18000.0,8.97,18000.0,8.9,18000.0,2.19,5.15,12.74,1.02,18000.0,10.51,32.59,36.92,2.2,5.14,5.16,8.85,6.88,8.66,2.17,0.96,36.91,36.96
instance_377,1.13,3.59,2.81,11.33,2.73,3.96,1.14,0.99,18000.0,2.91,4.51,0.11,8.61,6.96,1.11,1.0,1.0,2.84,18000.0,2.74,6.93,2.9,6.96,6.97
instance_460,1.54,1.87,1.85,18000.0,1.83,18000.0,474.78,1.53,11.98,3.11,18000.0,18000.0,18000.0,18000.0,2.84,1.55,1.53,1.84,2.01,1.84,18000.0,18000.0,18000.0,18000.0
instance_691,0.19,0.65,0.63,485.67,0.65,2.4,0.18,0.28,11.85,1.21,75.06,2.91,18000.0,0.31,0.19,0.29,0.29,0.65,0.13,0.63,18000.0,0.86,0.3,0.3
instance_484,18000.0,146.01,18000.0,58.53,18000.0,18000.0,323.4,18000.0,15.14,18000.0,18000.0,18000.0,18000.0,18000.0,514.93,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_755,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_770,0.02,18000.0,0.18,18000.0,0.18,0.36,0.02,0.04,0.3,0.31,0.55,18000.0,18000.0,18000.0,0.02,0.05,0.06,0.18,0.03,0.19,18000.0,18000.0,18000.0,18000.0
instance_59,0.02,0.19,0.16,18000.0,0.16,591.31,0.02,0.04,0.05,0.21,0.25,18000.0,18000.0,1.57,0.02,0.05,0.05,0.14,18000.0,0.16,18000.0,18000.0,1.69,1.68
instance_140,0.03,0.49,0.48,18000.0,0.47,18000.0,0.03,0.06,20.56,1.51,18000.0,18000.0,2.22,0.12,0.03,0.07,0.07,0.43,18000.0,0.46,2.17,1.16,0.12,0.12
instance_820,37.46,18000.0,31.4,18000.0,63.94,18000.0,18000.0,24.79,18000.0,52.51,18000.0,382.11,87.82,18000.0,18000.0,24.8,23.94,2.58,42.95,3.55,85.96,1.79,18000.0,18000.0
instance_325,9.62,17.8,6.54,21.4,5.75,2.17,0.87,0.71,0.25,1.81,2.25,0.21,18000.0,0.35,0.59,0.72,0.72,5.37,3.83,5.36,18000.0,1.72,0.35,0.35
instance_447,18000.0,315.49,202.93,300.21,31.72,8.1,1.57,5.48,1.21,10.02,8.35,1.51,18000.0,1.09,1.44,5.51,5.51,20.11,15.27,22.98,18000.0,9.93,1.25,1.22
instance_727,22.39,18000.0,18000.0,18000.0,18000.0,18000.0,22.4,6.46,18000.0,97.31,18000.0,18000.0,18000.0,24.73,22.41,6.45,6.47,18000.0,18000.0,18000.0,18000.0,18000.0,39.75,39.18
instance_222,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,6.12,18000.0,18000.0,18000.0,18000.0,26.15,18000.0,18000.0,18000.0,18000.0
instance_697,0.05,18000.0,0.39,18000.0,0.39,1.32,0.05,0.07,0.61,0.51,2.49,18000.0,42.03,18000.0,0.05,0.08,0.08,0.38,0.08,0.39,41.46,18000.0,18000.0,18000.0
instance_242,0.6,16.3,18000.0,32.22,18000.0,8.53,0.6,0.48,1.17,1.22,8.71,0.31,18000.0,1.19,0.6,0.49,0.49,13.55,0.43,13.22,18000.0,1.2,1.18,1.19
instance_768,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_80,0.0,0.04,0.01,0.05,0.01,0.07,0.0,0.02,0.0,0.02,0.07,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_352,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.28,160.84,18000.0,18000.0,18000.0,18000.0
instance_469,5.19,22.79,6.41,6.43,21.97,18000.0,0.42,8.85,2.24,6.41,18000.0,18000.0,18000.0,389.0,0.31,20.79,8.38,1.27,1.34,0.91,18000.0,18000.0,207.12,331.65
instance_356,0.27,7.88,0.7,4.78,55.34,4.05,0.09,0.43,0.07,0.61,2.74,12.41,18000.0,0.35,0.05,0.56,0.44,0.27,0.06,0.32,18000.0,0.55,0.16,0.11
instance_519,27.08,62.79,169.98,67.43,8.89,49.44,36.54,498.23,0.67,482.01,442.64,310.41,18000.0,18000.0,46.09,18000.0,488.29,90.33,18000.0,14.89,18000.0,0.61,18000.0,18000.0
instance_215,85.97,18000.0,187.6,18000.0,156.29,17.21,18000.0,18000.0,153.64,18000.0,17.88,18000.0,18000.0,18000.0,38.22,18000.0,462.48,130.28,0.22,130.83,18000.0,18000.0,18000.0,18000.0
instance_812,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,13.28,18000.0,18000.0,18000.0,18000.0,536.14,18000.0,18000.0,18000.0,18000.0,0.21,18000.0,18000.0,18000.0,333.17,18000.0
instance_672,559.34,18000.0,18000.0,18000.0,18000.0,62.28,18000.0,18000.0,18000.0,18000.0,59.92,18000.0,18000.0,18000.0,209.25,18000.0,18000.0,18000.0,1.06,18000.0,18000.0,18000.0,18000.0,18000.0
instance_35,18000.0,18000.0,9.38,18000.0,9.06,18000.0,18000.0,18000.0,83.58,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,9.35,18000.0,9.31,18000.0,18000.0,18000.0,18000.0
instance_710,0.0,0.05,0.02,0.93,0.03,0.11,0.0,0.02,0.03,0.08,0.12,0.1,0.02,0.01,0.0,0.03,0.04,0.02,0.01,0.03,0.01,0.05,0.01,0.01
instance_704,0.01,18000.0,0.06,8.0,0.06,0.23,0.01,0.03,0.06,0.11,0.22,0.03,0.21,0.01,0.01,0.04,0.04,0.05,0.03,0.06,0.21,0.14,0.01,0.01
instance_753,14.03,18000.0,18000.0,18000.0,511.47,18000.0,14.03,4.05,18000.0,76.92,18000.0,18000.0,18000.0,14.57,14.05,4.08,4.11,510.87,18000.0,512.2,18000.0,18000.0,23.79,23.73
instance_138,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,281.05,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_802,0.55,110.47,2.12,18000.0,2.47,0.96,25.36,0.66,4.85,18000.0,0.94,0.08,18000.0,0.17,0.29,1.45,0.67,2.41,1.32,2.57,18000.0,0.89,0.18,0.17
instance_763,0.03,0.29,0.25,18000.0,0.26,0.68,0.03,0.05,0.38,0.41,1.04,18000.0,18000.0,18000.0,0.03,0.07,0.07,0.25,0.05,0.26,18000.0,18000.0,18000.0,18000.0
instance_250,0.03,18000.0,0.2,18000.0,0.2,0.38,0.03,0.05,0.33,0.31,0.46,18000.0,18000.0,18000.0,0.03,0.06,0.06,0.2,0.04,0.2,18000.0,18000.0,18000.0,18000.0
instance_388,0.02,0.24,0.22,18000.0,0.22,324.79,0.02,0.05,0.06,0.31,0.29,18000.0,18000.0,18000.0,0.02,0.06,0.06,0.2,18000.0,0.21,18000.0,18000.0,18000.0,18000.0
instance_373,18000.0,18000.0,18000.0,18000.0,18000.0,189.5,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_438,187.93,18000.0,18000.0,18000.0,18000.0,85.67,18000.0,18000.0,18000.0,18000.0,121.79,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,559.07,0.23,561.04,18000.0,18000.0,18000.0,18000.0
instance_329,226.55,5.24,51.29,25.03,16.52,18000.0,0.67,59.81,11.95,65.71,7.67,161.72,18000.0,165.97,0.26,37.37,37.52,3.54,440.59,3.62,18000.0,35.17,140.26,88.44
instance_322,0.06,18000.0,0.28,5.57,0.27,8.09,0.05,0.12,0.19,0.05,8.18,0.21,0.24,0.3,0.05,0.13,0.13,0.26,0.39,0.27,0.03,0.02,0.3,0.3
instance_785,4.95,18000.0,6.28,18000.0,5.7,1.53,18000.0,53.82,49.88,4.61,1.56,18000.0,215.62,3.18,2.25,138.78,54.31,7.0,0.03,7.04,175.86,5.44,3.19,3.18
instance_249,0.01,0.12,0.1,1.55,0.1,4.24,0.01,0.05,0.01,0.11,23.08,46.71,0.04,0.03,0.01,0.06,0.05,0.1,0.04,0.15,0.08,0.05,0.03,0.03
instance_291,0.21,1.45,1.34,0.45,1.33,0.38,0.21,0.03,0.02,0.12,0.4,0.09,0.04,0.01,0.2,0.05,0.05,1.35,0.08,1.28,0.05,0.06,0.01,0.01
instance_616,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,15.67,18000.0,578.17,18000.0,18000.0
instance_559,0.0,18000.0,0.0,0.05,0.0,0.06,0.0,0.02,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.01,0.0,0.0,0.0,0.0
instance_43,0.07,0.67,0.65,18000.0,0.67,2.43,0.07,0.11,1.01,0.91,2.75,18000.0,18000.0,18000.0,0.07,0.12,0.12,0.64,0.12,0.65,18000.0,18000.0,18000.0,18000.0
instance_653,0.0,0.07,0.04,2.0,0.04,0.13,0.0,0.02,0.06,0.1,0.22,0.02,0.08,0.01,0.0,0.04,0.03,0.04,0.01,0.04,0.07,0.08,0.01,0.01
instance_311,13.42,18000.0,125.37,18000.0,116.58,18000.0,14.61,57.57,106.55,54.51,18000.0,29.11,18000.0,18000.0,12.32,64.89,57.99,122.23,2.45,121.0,18000.0,54.4,18000.0,18000.0
instance_665,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,19.44,18000.0,173.88,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,39.31,18000.0,18000.0,18000.0,18000.0
instance_302,0.0,0.04,0.01,0.1,0.01,0.17,0.0,0.02,0.02,0.02,0.19,0.02,0.01,0.01,0.0,0.03,0.03,0.01,110.83,0.01,0.0,0.01,0.01,0.01
instance_324,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,514.83,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,204.72,18000.0,18000.0
instance_78,0.01,18000.0,0.06,5.94,0.06,0.17,0.01,0.03,0.08,0.11,0.17,0.02,1.06,0.01,0.01,0.04,0.04,0.05,0.02,0.06,1.05,0.06,0.01,0.01
instance_541,18000.0,238.04,39.62,471.12,70.04,181.78,1.63,9.57,19.26,24.12,209.75,11.61,18000.0,18000.0,2.28,9.6,9.53,34.2,18000.0,34.49,18000.0,23.67,18000.0,18000.0
instance_350,84.91,18000.0,125.62,18000.0,140.55,44.47,18000.0,18000.0,18000.0,18000.0,67.84,18000.0,18000.0,18000.0,446.28,18000.0,18000.0,92.59,0.22,93.45,18000.0,18000.0,18000.0,18000.0
instance_240,3.1,31.87,3.69,18000.0,18000.0,15.65,0.8,1.26,15.35,6.01,12.91,2.91,18000.0,18000.0,0.73,1.91,1.27,53.48,23.35,54.1,18000.0,2.46,6.4,0.95
instance_579,43.38,29.0,4.09,29.59,7.25,1.63,6.26,1.72,1.47,4.32,1.63,7.31,18000.0,19.67,5.65,2.14,1.74,2.79,0.76,2.98,18000.0,2.97,44.51,22.56
instance_502,65.74,18000.0,146.5,18000.0,97.45,12.88,18000.0,18000.0,132.35,486.51,13.81,18000.0,18000.0,18000.0,24.22,18000.0,18000.0,77.76,0.18,78.6,18000.0,18000.0,18000.0,18000.0
instance_323,0.01,0.2,0.17,18000.0,0.17,18000.0,0.01,0.04,3.8,0.51,18000.0,0.1,0.37,0.13,0.01,0.05,0.05,0.17,18000.0,0.17,0.35,0.31,0.13,0.13
instance_42,0.01,0.11,0.18,30.82,0.09,0.19,0.01,0.03,0.12,0.11,0.24,0.31,29.56,0.05,0.01,0.04,0.04,0.08,0.02,0.09,29.65,0.13,0.06,0.06
instance_771,3.97,18000.0,152.82,18000.0,18000.0,2.02,18000.0,18000.0,52.57,6.81,1.79,4.21,18000.0,0.29,128.73,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.28,0.29
instance_178,0.03,0.26,0.23,18000.0,0.25,0.43,0.03,0.05,0.37,0.41,0.79,18000.0,18000.0,18000.0,0.03,0.06,0.06,0.23,0.04,0.22,18000.0,18000.0,18000.0,18000.0
instance_157,0.08,0.58,0.54,2.0,0.54,4.89,0.08,0.15,0.05,0.61,0.9,0.31,18000.0,0.28,0.08,0.16,0.17,0.54,3.08,0.56,18000.0,0.34,0.29,0.29
instance_511,0.05,0.33,0.31,18000.0,0.3,0.53,0.05,0.06,0.42,0.41,0.79,18000.0,18000.0,18000.0,0.04,0.07,0.07,0.29,0.04,0.31,18000.0,260.53,18000.0,18000.0
instance_126,18000.0,147.8,38.51,223.17,19.86,6.16,32.06,3.48,1.37,12.02,6.1,3.11,18000.0,1.14,1.87,3.5,3.51,20.38,6.34,21.71,18000.0,11.9,1.16,1.17
instance_411,18000.0,18000.0,18000.0,18000.0,2.19,3.38,18000.0,2.22,18000.0,114.52,6.76,0.31,18000.0,127.86,0.67,5.59,2.22,325.17,18000.0,326.84,18000.0,93.36,124.15,99.66
instance_85,18000.0,43.51,18000.0,27.41,54.17,53.81,0.22,1.24,541.33,93.41,4.82,177.91,18000.0,9.69,0.11,1.9,1.79,2.46,0.28,42.23,18000.0,25.08,18000.0,396.49
instance_100,18000.0,18000.0,209.8,18000.0,586.84,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,491.9,18000.0,18000.0,18000.0,18000.0,9.03,18000.0,11.25,483.29,8.22,18000.0,18000.0
instance_421,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_553,5.59,11.04,11.05,18000.0,14.84,18000.0,5.9,5.77,18000.0,12.12,18000.0,18000.0,226.95,18000.0,5.63,5.7,5.75,10.97,18000.0,10.91,1.4,24.21,18000.0,18000.0
instance_722,0.0,18000.0,0.01,0.1,0.01,0.08,0.0,0.02,0.0,0.02,0.09,0.41,5.71,0.01,0.0,0.03,0.03,0.01,19.8,0.01,5.69,0.0,0.01,0.01
instance_699,0.82,18000.0,8.23,18000.0,8.12,18000.0,0.82,0.82,120.92,30.82,18000.0,18000.0,54.84,0.82,0.82,0.83,0.84,8.13,10.78,8.21,55.2,18000.0,0.77,0.76
instance_177,516.29,18000.0,18000.0,18000.0,18000.0,33.76,18000.0,18000.0,395.7,18000.0,34.94,18000.0,18000.0,18000.0,216.86,18000.0,18000.0,18000.0,0.51,18000.0,18000.0,18000.0,18000.0,18000.0
instance_115,18000.0,18000.0,18000.0,18000.0,18000.0,218.92,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_494,0.07,3.39,0.39,3.59,0.37,0.26,0.07,0.2,0.14,0.51,0.27,0.12,0.62,0.04,0.06,0.39,0.22,0.45,0.02,31.32,0.61,0.18,0.04,0.04
instance_474,39.84,18000.0,70.14,18000.0,63.46,7.61,18000.0,121.87,314.04,242.71,8.48,18000.0,18000.0,18000.0,22.65,309.58,117.93,86.75,0.18,86.48,18000.0,324.52,18000.0,18000.0
instance_21,0.0,18000.0,0.01,0.68,0.01,0.27,0.0,0.02,0.01,0.02,0.29,1.71,18000.0,0.31,0.0,0.04,0.04,0.01,18000.0,0.02,18000.0,0.01,0.31,0.31
instance_231,0.08,0.53,0.52,18000.0,0.5,18000.0,0.08,0.47,16.83,0.71,18000.0,18000.0,18000.0,18000.0,0.08,0.46,0.46,0.49,192.96,0.5,18000.0,15.6,18000.0,18000.0
instance_815,7.27,18000.0,13.76,18000.0,13.0,2.45,18000.0,17.98,112.47,76.51,2.51,18000.0,18000.0,18000.0,2.56,27.82,17.94,14.5,0.07,14.63,18000.0,38.3,18000.0,18000.0
instance_26,18000.0,18000.0,448.9,18000.0,18000.0,18000.0,18000.0,63.34,18000.0,18000.0,18000.0,587.42,18000.0,18000.0,18000.0,66.84,62.91,13.99,15.77,15.8,18000.0,578.87,18000.0,18000.0
instance_360,25.91,18000.0,138.84,18000.0,146.14,32.53,18000.0,485.16,18000.0,18000.0,51.8,18000.0,18000.0,18000.0,212.96,411.36,379.24,131.09,0.09,133.69,18000.0,18000.0,18000.0,18000.0
instance_463,0.0,18000.0,0.0,0.09,0.01,0.1,0.0,0.02,0.0,0.02,0.1,0.03,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
instance_452,18000.0,100.77,18000.0,18000.0,18000.0,18000.0,2.78,18000.0,18000.0,31.31,18000.0,48.71,18000.0,2.22,1.54,18000.0,18000.0,65.45,0.46,67.75,18000.0,50.02,2.47,3.21
instance_69,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,31.81,18000.0,18000.0,221.41,93.34,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,133.85,18000.0,135.59,18000.0,102.16,18000.0,18000.0
instance_238,0.03,18000.0,0.23,18000.0,0.21,0.4,0.03,0.05,0.35,0.31,0.57,18000.0,18000.0,18000.0,0.03,0.06,0.06,0.21,0.04,0.22,18000.0,18000.0,18000.0,18000.0
instance_689,18000.0,18000.0,18000.0,18000.0,18000.0,72.26,18000.0,18000.0,18000.0,18000.0,73.11,18000.0,18000.0,18000.0,209.58,18000.0,18000.0,18000.0,286.19,18000.0,18000.0,18000.0,18000.0,18000.0
instance_595,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_102,18000.0,43.1,18000.0,95.51,18.17,29.34,3.35,2.78,0.68,0.91,40.43,7.72,18000.0,3.4,3.05,2.75,2.79,16.53,0.76,16.46,18000.0,0.81,3.4,3.4
instance_151,0.72,13.29,11.16,16.46,11.16,7.01,0.73,2.67,0.77,8.21,7.02,0.51,110.1,0.99,0.71,2.67,2.68,11.51,0.41,11.66,123.8,8.1,0.99,1.0
instance_500,0.03,0.2,0.13,2.57,0.13,0.31,0.04,0.13,0.01,0.21,0.14,0.11,0.29,0.02,0.03,0.14,0.14,0.13,0.13,0.14,0.29,0.04,0.03,0.02
instance_525,0.01,0.11,0.08,4.4,0.08,0.18,0.01,0.03,0.17,0.11,0.19,0.31,0.07,0.07,0.01,0.05,0.04,0.08,0.02,0.08,0.06,0.1,0.06,0.05
instance_285,558.33,85.98,32.01,123.59,16.53,4.6,13.03,2.76,0.76,12.51,4.75,0.81,18000.0,0.89,1.46,2.8,2.78,16.35,25.22,17.13,18000.0,12.42,0.93,0.94
instance_153,7.8,18000.0,18000.0,18000.0,18000.0,370.32,7.49,6.03,3.85,59.61,18000.0,7.72,18000.0,104.15,7.8,6.02,6.06,18000.0,11.28,18000.0,18000.0,60.56,104.2,104.17
instance_74,0.02,18000.0,0.17,18000.0,0.18,0.32,0.02,0.04,0.27,0.31,0.59,18000.0,18000.0,18000.0,0.02,0.05,0.05,0.17,0.03,0.17,18000.0,18000.0,18000.0,18000.0
instance_487,0.0,0.07,0.04,1.88,0.04,0.14,0.0,0.03,0.04,0.11,0.16,1.41,0.07,0.01,0.0,0.03,0.03,0.04,0.02,0.04,0.06,0.11,0.01,0.01
instance_150,1.88,5.85,1.75,18000.0,1.29,19.94,0.49,0.73,18000.0,1.14,0.41,0.11,19.41,0.07,0.45,1.49,0.74,1.27,0.67,1.93,19.59,0.37,0.07,0.07
instance_659,0.01,18000.0,0.14,97.82,0.15,0.53,0.01,0.04,0.91,0.31,0.63,0.1,9.1,0.03,0.01,0.05,0.05,0.14,0.08,0.15,9.24,0.94,0.03,0.03
instance_223,31.41,18000.0,34.32,18000.0,30.77,3.16,18000.0,77.0,33.33,62.11,3.36,18000.0,18000.0,18000.0,28.47,128.05,76.86,45.86,0.06,46.0,18000.0,24.83,18000.0,18000.0
instance_528,2.09,18000.0,1.91,18000.0,2.99,0.36,1.44,0.21,8.59,0.91,0.64,1.31,18000.0,0.32,1.3,0.37,0.22,0.68,51.97,1.06,18000.0,1.19,0.24,0.3
instance_255,2.1,18000.0,9.0,18000.0,8.97,174.54,2.05,4.53,3.56,0.91,174.64,9.92,25.16,25.21,2.05,4.55,4.52,8.8,21.26,8.98,1.94,0.81,25.16,25.12
instance_236,0.03,18000.0,0.2,117.74,0.19,0.41,0.03,0.05,0.24,0.31,0.53,0.09,523.53,0.03,0.03,0.08,0.07,0.19,0.04,0.2,526.72,0.11,0.03,0.03
instance_741,0.09,18000.0,0.2,74.65,0.2,0.08,0.09,0.31,0.01,0.41,0.08,0.1,0.07,0.01,0.09,0.32,0.32,0.19,0.0,0.19,0.07,0.08,0.01,0.01
instance_148,0.01,0.15,0.13,143.7,0.13,0.46,0.01,0.04,0.69,0.31,0.54,18000.0,6.31,0.03,0.01,0.05,0.05,0.12,0.07,0.13,6.28,0.78,0.03,0.03
instance_728,0.13,0.47,0.44,12.0,0.45,0.14,0.13,0.09,0.02,0.21,0.14,0.02,0.11,0.03,0.13,0.1,0.1,0.43,0.01,0.44,0.1,0.06,0.03,0.03
instance_45,0.01,2.3,0.12,4.1,0.12,0.32,0.01,0.09,0.01,0.21,0.46,0.02,0.33,0.01,0.01,0.18,0.1,0.16,0.08,0.14,0.33,0.03,0.01,0.01
instance_92,0.64,57.26,1.79,18000.0,1.74,10.33,0.57,0.92,18000.0,2.81,3.25,0.51,270.27,10.11,0.57,1.44,0.93,1.96,30.12,2.05,267.69,1.94,10.11,10.17
instance_241,0.03,0.24,0.23,97.64,0.22,0.38,0.03,0.06,0.43,0.31,0.43,6.41,5.6,1.34,0.03,0.06,0.06,0.22,0.02,0.21,5.58,0.18,1.57,0.96
instance_793,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,441.88,18000.0,18000.0,18000.0,18000.0
instance_404,0.07,4.02,0.36,4.59,0.37,0.29,0.09,0.14,0.12,0.51,0.3,0.81,175.9,0.61,0.07,0.16,0.16,0.36,0.07,0.36,175.7,0.29,0.48,0.41
instance_591,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,15.8,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_11,18000.0,18000.0,18000.0,18000.0,18000.0,528.55,18000.0,18000.0,18000.0,18000.0,259.64,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_554,0.01,2.38,0.08,9.83,0.08,0.49,0.01,0.08,0.45,0.31,0.76,0.11,0.81,0.06,0.01,0.14,0.09,0.1,0.04,0.1,0.78,0.26,0.06,0.06
instance_772,0.02,5.54,0.14,17.82,0.14,0.99,0.02,0.09,1.12,0.51,1.55,0.11,2.36,0.11,0.02,0.15,0.1,0.16,0.06,0.17,2.32,0.54,0.11,0.11
