instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20
instance_17,12000.0,12000.0,12000.0,1.318,12000.0,1.497,23.511,6.617,36.789,12000.0,0.65,546.98,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,405.06600000000003
instance_30,166.228,12.002,52.666000000000004,918.142,12000.0,4.189,52.152,1.712,166.719,2.676,6.493,4.072,1.73,164.105,12000.0,68.815,281.243,1.8900000000000001,814.842,784.471
instance_100,18.542,0.384,1.5110000000000001,26.791,12000.0,12000.0,5.242,0.486,64.849,61.847,216.97400000000002,0.5740000000000001,0.863,12000.0,41.709,9.896,14.764000000000001,5.936,25.721,12000.0
instance_9,19.267,12000.0,12000.0,39.376,12000.0,12000.0,23.036,1.316,12000.0,12000.0,12000.0,3.607,0.847,12000.0,12000.0,12000.0,12000.0,12000.0,29.891000000000002,12000.0
instance_81,40.695,12000.0,4.766,307.232,12000.0,12000.0,1060.002,22.776,12000.0,1087.199,12000.0,22.886,55.929,19.985,12000.0,315.724,183.601,58.592,160.939,12000.0
instance_51,65.923,267.502,7.051,119.449,219.21800000000002,1.707,143.071,26.365000000000002,9.929,12000.0,1.115,9.685,19.506,12000.0,12000.0,256.319,295.924,364.18,180.681,243.546
instance_37,127.10900000000001,8.523,31.07,152.887,12000.0,1.416,5.353,0.053,11.539,84.394,1.172,0.335,1.193,52.348,15.933,35.856,142.873,7.299,108.697,6.905
instance_11,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_80,369.822,0.108,16.728,18.361,12000.0,2.141,49.806000000000004,12.123000000000001,12.427,360.624,2.057,93.403,101.70100000000001,4.4190000000000005,12000.0,420.677,12000.0,1.7690000000000001,118.673,41.207
instance_75,97.11500000000001,12000.0,103.736,195.774,12000.0,12.396,305.36400000000003,12000.0,14.398,12000.0,26.624000000000002,64.857,153.639,12000.0,12000.0,12000.0,96.244,77.58,170.286,53.591
instance_44,12000.0,1.208,21.582,12000.0,12000.0,1.547,6.361,0.34700000000000003,9.453,12000.0,1.812,0.711,0.271,7.846,37.162,3.985,12000.0,12000.0,12000.0,30.080000000000002
instance_16,12000.0,8.88,11.931000000000001,0.355,12000.0,0.188,0.091,3.583,0.41400000000000003,0.127,0.158,0.492,0.126,4.07,0.126,20.513,12000.0,7.824,12000.0,0.996
instance_27,389.21500000000003,65.745,104.85900000000001,12000.0,12000.0,2.701,15.079,5.219,14.506,5.699,3.0580000000000003,2.136,27.707,16.959,5.347,73.031,897.653,244.25900000000001,12000.0,16.839
instance_15,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_5,653.831,0.47100000000000003,2.815,12000.0,12000.0,0.14400000000000002,3.1550000000000002,0.06,1.441,4.492,0.28700000000000003,0.176,0.093,34.026,6.075,4.743,12000.0,12000.0,12000.0,0.988
instance_55,31.810000000000002,308.391,6.461,63.121,180.715,4.506,77.19200000000001,33.18,38.446,12000.0,4.049,3.956,15.913,12000.0,12000.0,95.0,594.359,240.53,98.373,183.74
instance_56,440.218,34.362,3.017,302.646,12000.0,4.577,1.907,0.47200000000000003,34.296,121.74600000000001,6.376,0.312,0.20600000000000002,12000.0,21.292,2.973,192.032,113.325,241.499,29.874000000000002
instance_29,12000.0,254.38500000000002,109.011,12000.0,12000.0,12000.0,161.141,4.3260000000000005,12000.0,12000.0,723.1320000000001,7.165,18.959,12000.0,12000.0,335.363,12000.0,12000.0,12000.0,12000.0
instance_70,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_63,12000.0,12000.0,5.053,0.317,12000.0,12000.0,12000.0,0.738,12000.0,12000.0,12000.0,0.558,0.214,12000.0,12000.0,3.008,0.058,0.553,0.526,12000.0
instance_26,43.835,9.836,62.718,12000.0,12000.0,315.692,48.378,1.706,904.807,495.262,82.791,3.731,2.0260000000000002,12000.0,12000.0,188.494,323.188,2.487,11.124,12000.0
instance_35,12000.0,12000.0,88.888,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,147.968,59.808,12000.0,12000.0,914.5310000000001,12000.0,1106.9470000000001,12000.0,12000.0
instance_1,242.45000000000002,0.603,2.141,12000.0,164.806,0.153,4.8340000000000005,0.055,2.8890000000000002,5.182,0.137,0.113,0.084,17.887,7.45,9.832,441.721,12000.0,12000.0,0.863
instance_77,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_49,12000.0,12000.0,12000.0,0.505,12000.0,0.04,0.036000000000000004,0.05,0.051000000000000004,12000.0,0.044,0.045,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,0.034
instance_38,12000.0,12000.0,12000.0,12000.0,12000.0,27.663,12000.0,13.254,12000.0,12000.0,25.061,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_59,12000.0,232.57,5.123,12000.0,12000.0,12.385,1.866,0.9580000000000001,94.85300000000001,29.627,8.258000000000001,0.582,0.28300000000000003,12000.0,12.76,12.937,12000.0,943.5740000000001,12000.0,452.09000000000003
instance_21,12000.0,12000.0,19.425,12000.0,12000.0,11.144,3.162,0.748,92.738,12000.0,17.746,1.716,0.8200000000000001,12000.0,12000.0,11.1,12000.0,12000.0,12000.0,375.97700000000003
instance_97,252.263,12000.0,331.874,333.821,12000.0,1091.525,12000.0,12000.0,12000.0,12000.0,12000.0,528.572,89.165,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_82,197.62800000000001,12000.0,7.223,12000.0,12000.0,12000.0,12000.0,104.604,12000.0,12000.0,12000.0,104.854,232.26500000000001,22.63,12000.0,12000.0,402.916,284.456,727.585,12000.0
instance_39,12000.0,12000.0,281.496,12000.0,12000.0,3.989,12000.0,0.149,250.28900000000002,12000.0,3.476,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,42.688
instance_13,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_14,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_2,461.536,0.41600000000000004,10.8,12000.0,520.155,0.529,19.908,0.068,1.351,13.769,0.9480000000000001,0.316,0.28800000000000003,200.979,110.25,754.929,930.361,12000.0,12000.0,12.76
instance_86,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_31,492.481,8.754,19.990000000000002,853.624,12000.0,988.429,105.002,2.977,224.215,1073.225,568.744,1.992,11.184000000000001,12000.0,6.647,26.019000000000002,232.635,213.353,740.399,12000.0
instance_66,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_52,44.948,190.091,7.48,89.121,166.81,2.992,141.287,9.332,17.234,12000.0,2.073,7.0680000000000005,15.83,12000.0,12000.0,184.76500000000001,256.003,306.70300000000003,130.964,243.804
instance_93,12000.0,12000.0,232.08,12000.0,12000.0,35.729,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_7,103.486,12000.0,12000.0,136.887,12000.0,12000.0,43.910000000000004,3.702,12000.0,12000.0,12000.0,5.045,1.223,12000.0,12000.0,12000.0,12000.0,111.09700000000001,118.053,12000.0
instance_12,102.637,12000.0,2.935,157.763,285.196,1.682,2.962,1.331,8.172,380.343,1.951,1.336,3.733,12000.0,326.17400000000004,93.018,29.643,68.657,152.416,2.439
instance_48,620.6510000000001,869.6030000000001,74.125,0.255,12000.0,0.036000000000000004,0.057,0.043000000000000003,0.051000000000000004,12000.0,0.047,0.036000000000000004,67.984,12000.0,829.891,12000.0,12000.0,126.418,12000.0,0.048
instance_43,74.057,0.599,19.965,149.974,12000.0,1.558,2.475,0.265,13.548,46.763,1.824,0.642,0.256,5.53,3.241,3.106,39.57,93.82000000000001,129.9,12000.0
instance_60,560.442,9.999,3.56,341.457,12000.0,6.8580000000000005,2.681,0.41500000000000004,40.589,10.135,6.305,0.353,0.248,12000.0,6.079,5.859,235.525,23.97,290.194,83.049
instance_25,12000.0,3.642,9.125,12000.0,12000.0,3.436,2.2,0.484,105.303,12000.0,5.904,1.095,0.518,12000.0,4.474,4.761,12000.0,12000.0,12000.0,64.306
instance_24,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,503.553,17.583000000000002,12000.0,12000.0,12000.0,196.93200000000002,68.519,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_91,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_65,12000.0,12000.0,12000.0,0.298,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,0.061,0.552,12000.0,12000.0
instance_4,12000.0,3.6670000000000003,10.318,12000.0,12000.0,0.433,13.861,0.065,2.203,115.427,0.505,2.0020000000000002,0.319,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,2.104
instance_22,12000.0,12000.0,69.41,12000.0,12000.0,186.373,56.752,4.003,12000.0,12000.0,255.24800000000002,37.86,5.662,12000.0,12000.0,223.42600000000002,12000.0,12000.0,12000.0,12000.0
instance_95,12000.0,12000.0,64.57000000000001,12000.0,12000.0,7.805000000000001,12000.0,0.525,12000.0,12000.0,48.756,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_74,991.463,12000.0,78.828,12000.0,12000.0,32.061,492.216,12000.0,29.38,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,933.51,520.446,12000.0,405.111
instance_40,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,46.2,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_92,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_23,12000.0,12000.0,46.119,12000.0,12000.0,44.294000000000004,8.294,1.434,12000.0,12000.0,34.698,8.333,1.685,12000.0,12000.0,38.875,12000.0,12000.0,12000.0,12000.0
instance_90,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
