instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20
instance_92,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_13,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_87,15.787,1.845,5.066,25.978,71.646,411.827,7.006,1.477,672.62,6.659,34.934,1.466,1.477,12000.0,11.586,6.2,19.047,3.165,65.07000000000001,12000.0
instance_37,127.10900000000001,8.523,31.07,152.887,12000.0,1.416,5.353,0.053,11.539,84.394,1.172,0.335,1.193,52.348,15.933,35.856,142.873,7.299,108.697,6.905
instance_55,31.810000000000002,308.391,6.461,63.121,180.715,4.506,77.19200000000001,33.18,38.446,12000.0,4.049,3.956,15.913,12000.0,12000.0,95.0,594.359,240.53,98.373,183.74
instance_50,121.794,226.013,1.842,0.633,391.805,0.039,0.047,0.046,0.048,929.1370000000001,0.052000000000000005,0.043000000000000003,249.342,12000.0,706.316,12000.0,12000.0,68.033,681.842,0.041
instance_10,44.644,12000.0,12000.0,72.428,12000.0,12000.0,79.516,4.127,12000.0,12000.0,12000.0,10.367,0.923,12000.0,12000.0,12000.0,12000.0,36.585,52.996,12000.0
instance_26,43.835,9.836,62.718,12000.0,12000.0,315.692,48.378,1.706,904.807,495.262,82.791,3.731,2.0260000000000002,12000.0,12000.0,188.494,323.188,2.487,11.124,12000.0
instance_39,12000.0,12000.0,281.496,12000.0,12000.0,3.989,12000.0,0.149,250.28900000000002,12000.0,3.476,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,42.688
instance_1,242.45000000000002,0.603,2.141,12000.0,164.806,0.153,4.8340000000000005,0.055,2.8890000000000002,5.182,0.137,0.113,0.084,17.887,7.45,9.832,441.721,12000.0,12000.0,0.863
instance_24,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,503.553,17.583000000000002,12000.0,12000.0,12000.0,196.93200000000002,68.519,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_88,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_21,12000.0,12000.0,19.425,12000.0,12000.0,11.144,3.162,0.748,92.738,12000.0,17.746,1.716,0.8200000000000001,12000.0,12000.0,11.1,12000.0,12000.0,12000.0,375.97700000000003
instance_49,12000.0,12000.0,12000.0,0.505,12000.0,0.04,0.036000000000000004,0.05,0.051000000000000004,12000.0,0.044,0.045,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,0.034
instance_36,232.171,5.804,32.63,328.345,12000.0,1.3980000000000001,5.2410000000000005,0.076,38.77,12000.0,1.881,0.363,1.042,12000.0,4.343,21.506,202.209,5.66,213.75900000000001,9.323
instance_60,560.442,9.999,3.56,341.457,12000.0,6.8580000000000005,2.681,0.41500000000000004,40.589,10.135,6.305,0.353,0.248,12000.0,6.079,5.859,235.525,23.97,290.194,83.049
instance_52,44.948,190.091,7.48,89.121,166.81,2.992,141.287,9.332,17.234,12000.0,2.073,7.0680000000000005,15.83,12000.0,12000.0,184.76500000000001,256.003,306.70300000000003,130.964,243.804
instance_78,12000.0,12000.0,1027.817,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_53,174.707,880.144,8.662,337.128,719.3240000000001,3.061,247.53900000000002,34.967,16.752,12000.0,1.828,6.989,20.867,12000.0,12000.0,286.733,508.331,12000.0,540.078,265.298
instance_48,620.6510000000001,869.6030000000001,74.125,0.255,12000.0,0.036000000000000004,0.057,0.043000000000000003,0.051000000000000004,12000.0,0.047,0.036000000000000004,67.984,12000.0,829.891,12000.0,12000.0,126.418,12000.0,0.048
instance_93,12000.0,12000.0,232.08,12000.0,12000.0,35.729,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_25,12000.0,3.642,9.125,12000.0,12000.0,3.436,2.2,0.484,105.303,12000.0,5.904,1.095,0.518,12000.0,4.474,4.761,12000.0,12000.0,12000.0,64.306
instance_100,18.542,0.384,1.5110000000000001,26.791,12000.0,12000.0,5.242,0.486,64.849,61.847,216.97400000000002,0.5740000000000001,0.863,12000.0,41.709,9.896,14.764000000000001,5.936,25.721,12000.0
instance_97,252.263,12000.0,331.874,333.821,12000.0,1091.525,12000.0,12000.0,12000.0,12000.0,12000.0,528.572,89.165,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_82,197.62800000000001,12000.0,7.223,12000.0,12000.0,12000.0,12000.0,104.604,12000.0,12000.0,12000.0,104.854,232.26500000000001,22.63,12000.0,12000.0,402.916,284.456,727.585,12000.0
instance_40,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,46.2,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_30,166.228,12.002,52.666000000000004,918.142,12000.0,4.189,52.152,1.712,166.719,2.676,6.493,4.072,1.73,164.105,12000.0,68.815,281.243,1.8900000000000001,814.842,784.471
instance_43,74.057,0.599,19.965,149.974,12000.0,1.558,2.475,0.265,13.548,46.763,1.824,0.642,0.256,5.53,3.241,3.106,39.57,93.82000000000001,129.9,12000.0
instance_27,389.21500000000003,65.745,104.85900000000001,12000.0,12000.0,2.701,15.079,5.219,14.506,5.699,3.0580000000000003,2.136,27.707,16.959,5.347,73.031,897.653,244.25900000000001,12000.0,16.839
instance_83,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_7,103.486,12000.0,12000.0,136.887,12000.0,12000.0,43.910000000000004,3.702,12000.0,12000.0,12000.0,5.045,1.223,12000.0,12000.0,12000.0,12000.0,111.09700000000001,118.053,12000.0
instance_34,416.002,12000.0,17.942,741.254,1078.34,38.858000000000004,5.779,110.028,65.607,12000.0,12000.0,2.982,9.159,12000.0,1.834,2.5180000000000002,416.935,277.434,678.476,12000.0
instance_98,12000.0,10.502,4.827,12000.0,12000.0,885.005,13.147,1.294,307.558,12000.0,523.25,1.301,3.568,12000.0,12000.0,20.258,12000.0,12000.0,12000.0,12000.0
instance_11,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_16,12000.0,8.88,11.931000000000001,0.355,12000.0,0.188,0.091,3.583,0.41400000000000003,0.127,0.158,0.492,0.126,4.07,0.126,20.513,12000.0,7.824,12000.0,0.996
instance_69,12000.0,10.192,69.602,12000.0,12000.0,177.29500000000002,8.943,36.764,560.946,12000.0,282.818,165.495,25.563,12000.0,88.032,12000.0,12000.0,12000.0,12000.0,12000.0
instance_15,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_65,12000.0,12000.0,12000.0,0.298,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,0.061,0.552,12000.0,12000.0
instance_56,440.218,34.362,3.017,302.646,12000.0,4.577,1.907,0.47200000000000003,34.296,121.74600000000001,6.376,0.312,0.20600000000000002,12000.0,21.292,2.973,192.032,113.325,241.499,29.874000000000002
instance_45,235.485,0.964,10.637,499.64300000000003,12000.0,1.62,2.755,0.265,24.295,83.321,1.9160000000000001,0.58,0.259,6.093,4.565,3.089,115.033,261.22700000000003,419.38,15.88
instance_94,12000.0,12000.0,12000.0,12000.0,12000.0,132.972,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_51,65.923,267.502,7.051,119.449,219.21800000000002,1.707,143.071,26.365000000000002,9.929,12000.0,1.115,9.685,19.506,12000.0,12000.0,256.319,295.924,364.18,180.681,243.546
instance_91,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
instance_23,12000.0,12000.0,46.119,12000.0,12000.0,44.294000000000004,8.294,1.434,12000.0,12000.0,34.698,8.333,1.685,12000.0,12000.0,38.875,12000.0,12000.0,12000.0,12000.0
instance_99,12000.0,0.589,0.882,12000.0,12000.0,0.34,0.11,0.162,2.712,39.845,0.324,0.17300000000000001,0.10200000000000001,4.955,0.187,1.4060000000000001,12000.0,516.482,12000.0,6.649
instance_59,12000.0,232.57,5.123,12000.0,12000.0,12.385,1.866,0.9580000000000001,94.85300000000001,29.627,8.258000000000001,0.582,0.28300000000000003,12000.0,12.76,12.937,12000.0,943.5740000000001,12000.0,452.09000000000003
instance_19,12000.0,47.023,12000.0,12000.0,12000.0,1.024,0.514,22.286,8.423,12000.0,0.8200000000000001,334.261,56.607,12000.0,3.56,12000.0,12000.0,12000.0,12000.0,10.274000000000001
