instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_296,44.56,28800.0,42.24,28800.0,63.76,28800.0,21636.76,25.56
instance_363,574.12,50.84,305.44,127.56,342.16,70.2,1.92,416.28
instance_225,405.52,28800.0,740.6,577.56,607.72,28800.0,7728.8,299.52
instance_742,193.24,28800.0,439.88,28800.0,621.0,28800.0,28800.0,215.32
instance_333,3071.16,43.12,4849.32,174.8,5562.24,59.6,744.88,4329.12
instance_134,7.68,28800.0,2.68,28800.0,7.12,28800.0,686.68,2.96
instance_390,37.2,437.72,40.4,127.92,63.72,520.92,276.6,30.08
instance_388,37.08,1798.52,25.44,2560.48,42.08,2189.16,352.48,28.56
instance_737,23.52,28800.0,6.24,28800.0,37.88,28800.0,13668.92,14.44
instance_452,2425.4,7238.6,1483.52,868.32,1701.52,28800.0,1830.24,2284.6
instance_177,1307.52,28800.0,239.16,28800.0,251.08,28800.0,28800.0,732.48
instance_1112,754.6,28800.0,8.12,28800.0,6.56,28800.0,15.6,1842.44
instance_351,3.68,104.64,0.52,44.72,3.72,152.24,3.64,1.88
instance_760,140.76,28800.0,273.0,1274.12,276.16,28800.0,360.08,179.92
instance_721,58.52,28800.0,26.32,1260.76,23.64,28800.0,4.04,33.24
instance_28,23.52,28800.0,4.96,48.56,17.04,28800.0,4242.6,10.2
instance_69,359.6,1437.08,697.32,144.6,603.48,3500.92,621.12,343.6
instance_335,971.12,9.04,1290.92,146.48,1328.48,23.44,70.76,846.96
instance_215,247.16,28800.0,354.2,464.16,385.76,28800.0,748.84,175.0
instance_317,28800.0,7.04,28800.0,55.88,28800.0,8.52,26.8,28800.0
instance_1101,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,13409.64,28800.0
instance_977,6411.28,28800.0,3705.36,28800.0,4177.92,28800.0,28800.0,8201.12
instance_422,23.64,0.04,16.6,4.32,22.8,0.08,0.96,14.6
instance_1096,14197.4,28800.0,596.96,115.76,9054.12,28800.0,89.52,10346.48
instance_976,26669.72,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,11482.28
instance_580,11.6,28800.0,3.28,28800.0,5.64,28800.0,18.44,9.04
instance_489,828.72,0.48,517.72,328.48,489.72,0.48,4.12,642.4
instance_1009,1.64,30.88,0.24,411.52,1.84,29.36,0.96,0.88
instance_1177,28800.0,2.08,28800.0,20.04,28800.0,1.84,4.16,28800.0
instance_652,505.72,28800.0,585.4,1436.72,587.48,28800.0,2486.72,526.44
instance_105,1.76,33.0,0.28,190.12,0.88,35.12,0.8,1.44
instance_87,89.6,114.44,74.12,42.08,67.36,150.04,11.36,89.52
instance_866,67.96,28800.0,242.04,28800.0,169.0,28800.0,28800.0,95.84
instance_543,28800.0,622.72,28800.0,100.88,28800.0,1093.36,582.04,28800.0
instance_885,1890.64,28800.0,1497.88,28800.0,1435.24,28800.0,28800.0,1764.68
instance_436,953.84,1.28,2106.4,13.8,2088.6,1.96,4.4,1013.6
instance_679,27.48,7.6,40.56,26.72,29.64,6.36,3.92,26.0
instance_203,25.12,2533.56,14.4,185.88,14.48,2948.12,233.16,19.32
instance_970,98.92,247.96,100.52,68.24,84.56,270.92,127.52,72.6
instance_655,6540.56,28800.0,18335.36,28800.0,20418.56,28800.0,28800.0,6806.6
instance_1006,11.52,28800.0,4.96,1379.76,14.92,28800.0,491.48,14.0
instance_194,22930.08,28800.0,10034.16,28800.0,12509.36,28800.0,11211.32,28800.0
instance_614,16.16,28800.0,3.84,31.92,6.76,28800.0,3.8,3.88
instance_280,3.2,28800.0,0.12,13.4,0.96,28800.0,1.12,0.6
instance_189,3060.0,28800.0,3776.72,28800.0,3832.04,28800.0,28800.0,3433.36
instance_544,28800.0,2701.84,28800.0,14942.2,28800.0,5975.4,2674.52,28800.0
instance_992,2112.92,28800.0,2125.92,28800.0,1966.36,28800.0,28800.0,4532.04
instance_971,2.76,28800.0,0.72,185.96,2.8,28800.0,5.64,2.12
instance_494,868.6,0.48,500.36,420.88,593.12,0.52,20.76,1229.56
instance_48,749.68,28800.0,2484.0,2063.6,1713.68,28800.0,2557.16,586.12
instance_1159,113.04,0.48,76.8,4.8,88.8,0.4,1.04,61.24
instance_701,477.36,28800.0,489.28,28800.0,547.72,28800.0,28800.0,653.68
instance_268,26.0,271.56,19.88,30.08,39.52,2392.28,3.04,29.68
instance_1116,474.32,28800.0,34.24,28800.0,201.84,28800.0,206.28,301.12
instance_253,1456.24,0.12,669.4,12.96,437.68,0.96,3.56,1358.36
instance_867,85.96,28800.0,63.64,28800.0,231.64,28800.0,28800.0,94.56
instance_998,473.72,28800.0,221.32,28800.0,435.56,28800.0,28800.0,351.88
instance_378,52.12,1263.48,35.0,77.96,46.24,1408.4,315.0,41.32
instance_982,157.64,28800.0,35.24,28800.0,177.4,28800.0,28800.0,142.68
instance_354,4.08,114.16,0.84,60.96,4.08,146.6,0.88,2.72
instance_453,59.96,28800.0,30.56,1023.72,64.64,28800.0,59.52,21.72
instance_1051,28800.0,379.56,13205.92,710.56,23356.4,403.44,7988.52,28800.0
instance_724,1929.48,28800.0,1133.44,755.56,1106.32,28800.0,114.32,1327.08
instance_93,60.72,152.52,164.84,42.52,126.16,251.56,402.84,96.12
instance_306,311.6,28800.0,116.28,28800.0,109.44,28800.0,28800.0,350.92
instance_429,13610.96,28800.0,9670.48,28800.0,8915.48,28800.0,18931.2,16453.68
instance_265,9.72,768.8,10.4,22.92,23.24,2576.76,4.0,7.0
instance_484,592.72,0.48,395.68,324.6,382.36,0.44,18.8,561.56
instance_222,7.04,28800.0,3.04,260.32,4.92,28800.0,3.24,6.64
instance_74,15.68,616.0,6.56,83.92,10.8,2838.48,1.52,9.72
instance_625,2.92,844.28,1.92,56.04,4.52,28800.0,1.36,2.16
instance_404,28800.0,5580.68,28800.0,2732.84,28800.0,5961.4,7546.32,28800.0
instance_620,353.44,672.6,291.16,48.84,323.08,28800.0,71.8,405.12
instance_880,4.2,28800.0,2.48,28800.0,12.12,28800.0,6782.4,3.16
instance_329,19.68,8.2,1.68,239.12,42.6,23.84,4.12,5.0
instance_579,11.24,28800.0,3.08,28800.0,6.0,28800.0,18.84,9.4
instance_925,1138.64,28800.0,1021.64,28800.0,839.2,28800.0,28800.0,1115.48
instance_871,49.2,24.08,49.28,536.6,41.76,23.2,3.92,35.64
instance_1021,462.04,28800.0,287.44,28800.0,299.08,28800.0,8505.32,449.0
instance_63,28800.0,28800.0,28800.0,3866.08,28800.0,28800.0,28800.0,28800.0
instance_530,98.12,1162.16,39.6,12.84,72.92,2218.92,1.92,41.36
instance_328,18.52,1.28,14.68,252.84,41.36,11.84,3.6,5.6
instance_98,282.72,106.68,370.36,52.36,379.04,203.8,416.68,203.32
instance_525,20.88,166.16,10.4,6152.56,11.28,203.2,1.16,14.08
instance_293,14.32,28800.0,4.76,28800.0,30.0,28800.0,284.16,9.32
instance_1175,91.8,0.08,53.52,4.8,72.2,0.04,0.96,57.68
instance_219,28800.0,28800.0,28800.0,2209.52,28800.0,28800.0,28800.0,28800.0
instance_193,5804.48,28800.0,4138.84,28800.0,3200.0,28800.0,2696.08,4446.88
instance_410,497.4,28800.0,573.52,28800.0,550.28,28800.0,19023.8,506.6
instance_158,50.12,363.48,2.4,77.6,3.04,554.16,6.2,48.24
instance_909,1622.36,28800.0,1072.76,28800.0,1130.0,28800.0,28800.0,1071.72
instance_638,87.28,28800.0,165.04,28800.0,230.6,28800.0,28800.0,77.72
instance_176,1.6,133.24,0.92,46.48,1.76,211.88,0.64,1.2
instance_795,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,11303.56,28800.0
instance_584,189.64,28800.0,277.32,28800.0,791.64,28800.0,28800.0,91.16
instance_1057,418.04,51.64,372.04,98.56,343.24,50.08,2.48,315.36
instance_666,31.04,5.48,21.92,4433.52,37.84,7.2,3.76,31.4
instance_717,10297.8,46.28,28800.0,44.96,28800.0,45.28,11.44,11627.76
instance_801,13.52,28800.0,40.92,67.72,98.36,28800.0,118.72,24.96
instance_839,64.6,28800.0,71.04,28800.0,69.24,28800.0,17742.88,59.92
instance_687,61.16,526.36,189.44,141.44,170.8,442.56,12.6,61.28
instance_91,12.32,65.72,13.32,58.32,22.4,96.04,274.08,13.76
instance_349,3.0,95.12,1.24,29.28,2.24,175.8,4.0,1.28
instance_285,11.68,28800.0,6.88,28800.0,17.0,28800.0,54.0,4.72
instance_912,569.16,28800.0,681.32,28800.0,925.88,28800.0,28800.0,600.56
instance_942,5.84,28800.0,4.76,46.6,8.28,28800.0,332.84,3.4
instance_715,10305.8,19.64,20268.92,63.4,20996.96,19.44,47.28,11520.84
instance_277,2.56,182.2,0.84,27.52,1.72,435.04,2.04,4.24
instance_549,23289.44,28800.0,25368.72,28800.0,24637.36,28800.0,1765.36,20853.6
instance_1148,8.64,28800.0,3.76,28800.0,8.64,28800.0,41.4,7.12
instance_980,109.96,28800.0,56.2,28800.0,85.4,28800.0,28800.0,105.12
instance_534,109.36,1229.52,38.44,6743.36,88.32,2371.92,1.96,105.76
instance_273,10251.12,281.48,8595.96,49.08,7674.92,2138.08,129.56,11332.72
instance_899,1646.96,28800.0,747.72,28800.0,1371.04,28800.0,28800.0,1168.16
instance_1142,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,6254.48,28800.0
instance_726,18416.48,28800.0,20726.4,28800.0,19673.12,28800.0,8253.04,14749.8
instance_785,133.72,28800.0,154.6,28800.0,138.56,28800.0,28800.0,78.76
instance_1111,1109.84,28800.0,5.6,28800.0,7.76,28800.0,16.8,2164.16
instance_949,101.04,28800.0,81.52,28800.0,114.44,28800.0,28800.0,38.36
instance_1094,3925.84,28800.0,667.2,28800.0,612.12,28800.0,36.08,5923.2
instance_986,185.24,2903.84,279.2,8631.52,311.92,3149.44,299.36,203.72
instance_462,6.04,28800.0,0.56,295.92,1.2,28800.0,4.88,3.64
instance_613,3.6,28800.0,2.24,4.32,5.16,28800.0,1.08,7.76
instance_1085,1.48,28800.0,0.16,45.76,0.4,28800.0,4.8,1.04
instance_1003,44.16,28800.0,163.08,28800.0,130.32,28800.0,311.96,44.44
instance_15,44.28,28800.0,12.32,28800.0,36.36,28800.0,28800.0,21.4
instance_518,0.08,28800.0,0.08,19.12,0.08,28800.0,1.04,0.08
instance_1079,107.92,0.12,154.52,5.0,150.4,0.12,0.88,89.68
instance_355,4.64,166.92,0.8,61.88,6.44,189.32,1.04,2.84
instance_6,5121.32,28800.0,6241.68,312.16,6484.32,28800.0,417.04,5696.44
instance_266,8.0,634.92,9.72,43.2,14.96,3160.04,4.08,5.28
instance_828,385.08,12.44,398.68,201.68,421.48,11.92,52.32,531.44
instance_698,2.12,28800.0,0.44,28800.0,3.32,28800.0,28800.0,1.96
instance_792,1.12,59.48,0.28,10.88,1.2,62.28,0.64,0.72
instance_188,2349.92,28800.0,2612.68,28800.0,2541.08,28800.0,28800.0,2614.72
instance_957,250.12,28800.0,134.6,28800.0,126.16,28800.0,1207.72,192.76
instance_448,28800.0,9993.68,28800.0,2090.48,28800.0,10924.32,9023.12,28800.0
instance_685,24.64,4.0,14.96,7.88,21.04,4.4,1.8,18.76
instance_174,271.52,329.92,269.48,60.6,272.48,331.0,556.64,331.6
instance_1167,154.76,0.6,229.88,5.44,243.12,0.56,1.24,170.36
instance_938,219.88,28800.0,288.28,2053.4,293.72,28800.0,4872.2,221.04
instance_163,38.0,249.4,4.56,6473.0,6.16,372.16,7.28,28.64
instance_933,297.8,3316.12,1842.56,1418.56,3335.88,3330.48,358.56,277.68
instance_660,47.36,28800.0,62.6,28800.0,51.6,28800.0,28800.0,58.8
instance_407,48.36,1087.04,30.08,59.24,39.68,1391.72,297.52,27.6
instance_621,614.16,625.2,656.76,70.36,584.8,28800.0,89.44,373.6
instance_644,38.4,28800.0,63.48,28800.0,50.4,28800.0,4161.84,54.16
instance_113,3.92,208.16,2.08,30.56,4.76,517.4,2.4,3.08
instance_142,5910.32,28800.0,1004.12,28800.0,1364.68,28800.0,28800.0,9750.88
instance_1097,2954.36,28800.0,1251.64,350.88,1608.48,28800.0,3.12,2300.6
instance_399,329.96,2957.28,258.64,739.8,327.64,3851.2,655.56,240.2
instance_1107,4.4,28800.0,1.68,247.84,1.28,28800.0,2.68,2.8
instance_1102,1.56,28800.0,0.08,4.68,0.36,28800.0,0.64,1.32
instance_681,2.56,191.0,0.68,52.72,4.36,197.28,8.96,2.6
instance_765,11637.0,28800.0,8321.84,28800.0,10400.36,28800.0,28800.0,8443.04
instance_132,28800.0,28800.0,23377.08,28800.0,28800.0,28800.0,28800.0,28800.0
instance_600,9.56,28800.0,5.6,396.8,8.52,28800.0,162.36,10.6
instance_64,105.12,2054.4,185.8,138.6,193.68,4279.68,905.56,88.44
instance_86,8.72,40.8,5.84,31.2,8.32,42.76,273.6,7.24
instance_322,11.52,16.88,1.12,377.4,8.96,27.88,3.84,3.64
instance_650,188.36,28800.0,137.32,1459.64,139.76,28800.0,1584.56,163.16
instance_120,1230.28,4425.84,1387.04,1372.04,1597.96,28800.0,4294.48,1145.44
instance_1024,1365.84,28800.0,1676.2,28800.0,1615.88,28800.0,28800.0,1353.52
instance_440,13.24,2539.24,18.72,82.08,18.2,28800.0,2.88,8.16
instance_1053,28800.0,33.68,5168.2,124.32,3154.48,38.92,65.44,28800.0
instance_772,345.36,95.12,384.6,28800.0,374.8,92.36,6.8,244.76
instance_934,13319.96,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,10786.08
instance_661,307.04,1114.04,408.6,39.28,419.84,924.48,347.32,336.16
instance_1078,2902.56,0.8,3772.96,9.92,3881.8,0.8,1.64,2852.04
instance_1117,340.84,28800.0,95.2,28800.0,33.64,28800.0,206.36,487.08
instance_1132,4374.24,28800.0,28.68,28800.0,41.8,28800.0,273.8,5627.0
instance_359,30.72,483.96,23.24,264.8,39.52,628.56,298.44,22.28
instance_639,12136.76,28800.0,10504.8,28800.0,10963.08,28800.0,28800.0,12782.04
instance_428,28800.0,28800.0,25721.8,28800.0,20090.6,28800.0,28800.0,28800.0
instance_665,76.4,28800.0,45.36,116.96,82.68,28800.0,271.04,70.24
instance_121,11623.68,32.12,2544.36,109.64,2651.36,32.64,7.84,9586.44
instance_809,2.52,3423.24,0.64,65.4,1.64,3431.56,7.8,1.4
instance_564,41.48,33.92,56.12,124.0,83.96,34.12,35.84,32.64
instance_1044,28800.0,399.72,28800.0,327.4,28800.0,409.68,554.24,28800.0
instance_320,28800.0,4.6,28800.0,44.88,28800.0,5.2,18.6,28800.0
instance_647,13.08,28800.0,5.28,28800.0,13.72,28800.0,28800.0,3.6
instance_696,167.16,7.76,195.96,102.2,298.76,7.44,18.96,151.88
instance_831,2.36,28800.0,0.6,223.44,1.92,28800.0,5.6,0.72
instance_713,1800.52,28800.0,2183.4,544.84,2138.28,28800.0,2344.48,2080.76
instance_1073,8126.76,5.28,9813.68,75.2,10662.56,28800.0,501.16,7485.12
instance_789,36.92,1.32,25.76,23.52,41.0,1.2,3.64,23.88
instance_318,217.0,0.08,156.84,12.96,176.8,0.24,3.6,224.96
instance_232,6938.0,28800.0,4072.6,2177.52,5953.08,28800.0,2922.12,4879.08
instance_806,116.4,28800.0,126.4,28800.0,215.88,28800.0,28800.0,121.28
instance_691,87.2,28800.0,199.0,28800.0,230.6,28800.0,23811.6,101.6
instance_631,1.12,28800.0,0.16,39.16,0.72,28800.0,3.4,1.24
instance_81,87.92,28800.0,66.28,28800.0,72.08,28800.0,28800.0,43.44
instance_512,8.28,28800.0,2.56,28800.0,5.4,28800.0,6.0,6.96
instance_1020,8109.72,28800.0,4872.64,28800.0,6478.2,28800.0,28800.0,8034.04
instance_295,38.12,28800.0,43.36,28800.0,64.8,28800.0,306.8,13.08
instance_208,40.8,1722.04,40.96,298.12,44.0,1769.16,234.2,31.8
instance_751,1.08,28800.0,0.96,65.8,1.44,28800.0,25.68,0.88
instance_216,288.48,28800.0,336.48,470.24,383.36,28800.0,705.0,176.96
instance_693,222.16,28800.0,273.16,28800.0,217.96,28800.0,28800.0,171.36
instance_723,15.88,1.76,34.0,7.84,33.12,2.24,1.96,12.24
instance_668,361.2,28800.0,611.44,28800.0,580.32,28800.0,28800.0,469.08
instance_961,23.08,3.4,97.4,22.4,95.32,3.2,3.4,46.28
instance_145,58.44,28800.0,58.72,28800.0,79.6,28800.0,28800.0,47.8
instance_955,24824.92,28800.0,28800.0,28800.0,26398.44,28800.0,28800.0,28800.0
instance_722,10442.72,548.64,4367.28,93.72,4843.84,559.6,1240.92,9359.52
instance_946,73.36,28800.0,132.2,28800.0,179.56,28800.0,28800.0,160.68
instance_209,45.96,28800.0,20.52,257.84,30.2,28800.0,271.12,33.92
instance_409,18703.96,28800.0,8710.56,28800.0,8662.28,28800.0,4027.88,23833.28
instance_267,18.6,55.76,28.64,27.88,19.52,1855.4,2.68,11.84
instance_1106,12.52,28800.0,1.48,260.48,3.32,28800.0,10.56,18.16
instance_694,63.32,28800.0,80.2,8299.4,105.68,28800.0,1127.04,111.48
instance_551,886.56,2847.68,892.4,660.56,825.52,28800.0,348.48,838.72
instance_47,173.76,28800.0,193.16,764.2,174.04,28800.0,6491.24,154.08
instance_1099,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,2002.6,28800.0
instance_755,37.64,3.12,32.12,24.64,41.88,2.28,3.44,40.96
instance_937,28663.88,28800.0,20292.72,28800.0,24317.04,28800.0,28800.0,28800.0
instance_20,7118.24,28800.0,3013.68,28800.0,3658.96,28800.0,28800.0,4310.76
instance_967,110.64,28800.0,96.4,3698.64,159.64,28800.0,1594.76,102.2
instance_769,28800.0,28800.0,28800.0,211.56,28800.0,28800.0,1601.2,28800.0
instance_646,75.48,28800.0,117.84,795.12,100.52,28800.0,18806.32,49.2
instance_959,1175.56,28800.0,1180.24,4282.04,1165.88,28800.0,7090.28,1362.76
instance_1072,1915.08,1.44,1860.4,39.8,1621.44,28800.0,28.08,1573.6
instance_182,7250.32,28800.0,18087.92,28800.0,15848.76,28800.0,28800.0,6539.08
instance_175,292.32,474.8,292.88,76.16,313.12,482.44,591.12,412.36
instance_224,226.24,28800.0,382.16,1094.24,328.56,28800.0,2062.16,184.32
instance_842,20.52,28800.0,4.56,28800.0,19.28,28800.0,11950.64,4.0
instance_845,1845.0,33.12,1153.8,54.96,1281.28,33.68,28.4,1350.08
instance_744,4293.24,28800.0,4114.64,2517.64,3377.2,28800.0,28343.6,4937.68
instance_577,4.36,28800.0,1.44,28800.0,3.48,28800.0,34.88,4.36
instance_214,211.48,28800.0,315.84,637.28,260.08,28800.0,631.52,198.56
instance_799,444.44,28800.0,696.04,28800.0,1419.88,28800.0,7714.4,382.64
instance_645,4.12,28800.0,1.28,409.92,10.56,28800.0,3338.08,2.48
instance_261,13.12,1608.04,4.12,28.44,12.88,2822.8,6.32,4.72
instance_680,77.08,113.76,77.4,64.68,63.0,109.28,8.4,59.92
instance_300,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,16496.04
instance_290,20.24,28800.0,46.84,28800.0,43.52,28800.0,124.56,14.04
instance_720,24.92,749.04,39.6,48.48,34.0,940.4,262.6,25.6
instance_546,2.56,219.8,0.4,5.48,1.76,348.88,0.6,2.24
instance_144,60.28,28800.0,73.0,28800.0,76.56,28800.0,28800.0,44.52
instance_627,14.72,725.36,25.16,28800.0,32.72,28800.0,64.52,7.76
instance_862,17214.68,28800.0,7843.32,28800.0,7762.16,28800.0,28800.0,12586.44
instance_891,632.88,28800.0,431.8,28800.0,683.6,28800.0,19853.52,601.2
instance_301,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,7294.32
instance_509,22.92,28800.0,25.16,28800.0,71.24,28800.0,48.92,62.16
instance_716,28800.0,28800.0,28800.0,1380.24,28800.0,28800.0,28800.0,28800.0
instance_634,42.24,28800.0,19.24,28800.0,71.56,28800.0,28800.0,29.72
instance_367,28800.0,919.52,28800.0,37.76,28800.0,1325.28,1371.04,28800.0
instance_623,0.4,28800.0,0.12,28.8,0.32,28800.0,1.84,0.2
instance_229,466.28,28800.0,369.68,4765.6,474.72,28800.0,3574.92,454.2
instance_1121,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,21855.04,28800.0
