instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_907,9.24,58.28,0.48,366.32,2.72,55.52,3.28,1.4
instance_755,37.64,3.12,32.12,24.64,41.88,2.28,3.44,40.96
instance_417,5199.88,28800.0,4046.96,28800.0,4340.36,28800.0,981.4,5370.68
instance_750,8.36,28800.0,2.16,28800.0,6.88,28800.0,3032.84,6.64
instance_1172,17619.48,1.0,6867.12,8.24,14526.04,0.96,2.0,22078.68
instance_325,5.64,13.12,1.36,372.0,14.68,25.84,3.92,3.28
instance_264,10.68,545.52,12.08,22.44,20.44,2915.56,3.96,7.96
instance_850,64.2,17.28,105.44,28800.0,96.04,15.68,4.4,129.4
instance_698,2.12,28800.0,0.44,28800.0,3.32,28800.0,28800.0,1.96
instance_910,55.24,214.52,126.16,304.84,97.76,204.24,145.88,61.52
instance_529,78.8,1048.44,90.16,6518.24,83.52,2380.8,1.88,74.12
instance_663,150.52,28800.0,112.8,28800.0,162.52,28800.0,28800.0,149.92
instance_1158,45.44,0.2,22.76,4.36,56.88,0.2,0.92,35.48
instance_633,116.72,14.92,209.64,6.8,199.72,14.76,1.56,146.48
instance_1037,942.28,160.4,1153.16,65.76,962.56,151.0,430.28,863.68
instance_74,15.68,616.0,6.56,83.92,10.8,2838.48,1.52,9.72
instance_879,49.96,28800.0,130.64,43.52,119.04,28800.0,264.84,54.6
instance_414,1241.88,28800.0,1257.32,285.68,1159.44,28800.0,28800.0,1214.92
instance_995,255.12,28800.0,205.32,5088.52,205.6,28800.0,957.56,240.2
instance_587,70.96,28800.0,96.8,1747.4,89.28,28800.0,326.56,42.44
instance_93,60.72,152.52,164.84,42.52,126.16,251.56,402.84,96.12
instance_213,179.08,1731.04,242.84,290.36,341.04,1849.36,326.48,281.36
instance_252,28800.0,43.36,28800.0,330.64,28800.0,72.72,1343.24,28800.0
instance_108,1.84,141.12,0.24,31.68,3.24,163.56,4.0,1.04
instance_699,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,3434.64,28800.0
instance_1156,90.6,0.52,66.6,5.6,83.88,0.44,1.12,98.64
instance_395,59.72,456.4,48.88,132.28,77.04,596.4,293.36,52.0
instance_63,28800.0,28800.0,28800.0,3866.08,28800.0,28800.0,28800.0,28800.0
instance_880,4.2,28800.0,2.48,28800.0,12.12,28800.0,6782.4,3.16
instance_1047,174.64,71.72,222.08,54.48,198.2,70.8,125.28,227.8
instance_632,67.52,28800.0,100.44,28800.0,116.96,28800.0,4752.68,55.16
instance_346,3.4,102.4,2.0,25.72,3.2,179.56,3.52,1.68
instance_996,322.32,28800.0,502.92,28800.0,926.76,28800.0,28800.0,314.24
instance_438,0.16,28800.0,0.0,4.4,0.04,28800.0,0.48,0.08
instance_785,133.72,28800.0,154.6,28800.0,138.56,28800.0,28800.0,78.76
instance_842,20.52,28800.0,4.56,28800.0,19.28,28800.0,11950.64,4.0
instance_191,28800.0,28800.0,26248.52,28800.0,28800.0,28800.0,28800.0,28800.0
instance_409,18703.96,28800.0,8710.56,28800.0,8662.28,28800.0,4027.88,23833.28
instance_99,357.72,138.08,395.96,69.12,573.28,213.76,452.56,270.36
instance_757,174.32,28800.0,343.6,28800.0,260.44,28800.0,28800.0,207.84
instance_895,122.96,28800.0,57.96,28800.0,82.56,28800.0,28800.0,102.32
instance_1031,13587.36,1372.36,11906.2,136.04,13481.32,1274.6,1874.04,18755.84
instance_969,1843.6,27.84,2070.4,64.48,2307.12,26.88,157.8,1855.76
instance_976,26669.72,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,11482.28
instance_919,28800.0,28800.0,28800.0,14741.64,28800.0,28800.0,23209.88,28800.0
instance_716,28800.0,28800.0,28800.0,1380.24,28800.0,28800.0,28800.0,28800.0
instance_627,14.72,725.36,25.16,28800.0,32.72,28800.0,64.52,7.76
instance_724,1929.48,28800.0,1133.44,755.56,1106.32,28800.0,114.32,1327.08
instance_350,6.6,76.56,2.64,13.2,5.64,129.72,127.6,3.96
instance_1109,194.12,28800.0,16.16,28800.0,4.4,28800.0,14.96,38.24
instance_27,19.04,28800.0,6.56,48.32,17.96,28800.0,3920.72,10.0
instance_315,33.16,0.8,71.6,11.8,116.6,1.84,3.84,24.24
instance_1175,91.8,0.08,53.52,4.8,72.2,0.04,0.96,57.68
instance_870,79.92,28800.0,35.84,28800.0,78.8,28800.0,28800.0,43.36
instance_674,1387.96,28800.0,917.96,3469.12,947.88,28800.0,1007.4,1082.36
instance_728,20960.68,28800.0,12915.52,28800.0,10700.96,28800.0,28800.0,26343.36
instance_485,28800.0,5.04,28800.0,787.24,28800.0,5.36,44.2,28800.0
instance_629,50.08,1330.16,63.0,561.2,80.88,28800.0,961.08,31.36
instance_971,2.76,28800.0,0.72,185.96,2.8,28800.0,5.64,2.12
instance_1142,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,6254.48,28800.0
instance_237,92.76,0.84,56.08,15.8,84.4,3.36,4.32,35.72
instance_992,2112.92,28800.0,2125.92,28800.0,1966.36,28800.0,28800.0,4532.04
instance_1134,23.08,28800.0,25.92,105.84,27.96,28800.0,12.36,20.36
instance_773,64.64,271.88,94.28,88.24,108.36,577.52,4.84,74.76
instance_424,17.8,0.04,14.72,4.36,27.72,0.12,1.0,19.92
instance_218,28800.0,2353.36,28800.0,676.6,28800.0,2339.08,17627.6,28800.0
instance_1034,24.24,28800.0,133.72,4883.64,137.8,28800.0,1281.76,23.48
instance_498,28800.0,266.04,28800.0,28800.0,28800.0,286.36,1726.16,28800.0
instance_787,5781.76,28800.0,765.12,28800.0,1288.96,28800.0,28800.0,4016.12
instance_198,2.48,1.84,1.04,24.28,2.16,1.76,3.08,5.44
instance_812,30.28,13.12,37.08,149.04,50.76,12.48,0.92,35.08
instance_678,631.92,1.76,541.84,156.52,600.08,4.96,5.08,912.68
instance_299,391.88,28800.0,430.76,28800.0,688.44,28800.0,28800.0,278.16
instance_334,51.0,1.36,32.72,200.04,66.56,11.76,5.04,22.32
instance_520,1.28,28800.0,0.24,28800.0,0.8,28800.0,18.8,1.12
instance_1137,284.56,28800.0,22.48,28800.0,81.96,28800.0,618.24,236.76
instance_525,20.88,166.16,10.4,6152.56,11.28,203.2,1.16,14.08
instance_573,15.44,31.08,9.76,109.84,17.36,29.76,5.16,5.44
instance_446,18.4,28800.0,8.36,76.08,13.28,28800.0,7.96,14.96
instance_550,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,3678.24,28800.0
instance_915,64.32,8.2,89.36,15.68,78.48,8.92,4.24,32.16
instance_953,64.6,28800.0,171.8,28800.0,160.88,28800.0,28800.0,105.92
instance_822,1962.4,28800.0,1663.44,28800.0,1269.08,28800.0,28800.0,1818.24
instance_491,28800.0,30.72,28800.0,1454.68,28800.0,32.88,173.08,28800.0
instance_967,110.64,28800.0,96.4,3698.64,159.64,28800.0,1594.76,102.2
instance_602,8.4,28800.0,8.56,307.48,8.48,28800.0,34.16,7.84
instance_364,28800.0,192.4,9384.32,84.32,9856.0,299.52,570.92,22569.6
instance_4,28800.0,28800.0,15215.2,184.52,16764.8,28800.0,28800.0,28800.0
instance_1159,113.04,0.48,76.8,4.8,88.8,0.4,1.04,61.24
instance_662,57.32,28800.0,116.32,28800.0,160.8,28800.0,8458.68,86.6
instance_1016,9.92,28800.0,2.6,86.88,28.68,28800.0,1.0,8.8
instance_316,43.92,1.12,57.8,13.88,59.92,2.48,4.32,23.24
instance_279,2.56,28800.0,0.16,10.6,0.8,28800.0,2.88,0.96
instance_171,14.4,60.56,24.8,107.56,26.36,57.64,3.44,15.72
instance_961,23.08,3.4,97.4,22.4,95.32,3.2,3.4,46.28
instance_1128,14.96,28800.0,6.84,11.92,13.84,28800.0,91.52,9.4
instance_701,477.36,28800.0,489.28,28800.0,547.72,28800.0,28800.0,653.68
instance_240,72.28,2.44,131.96,25.2,97.12,6.08,11.44,548.48
instance_648,2520.4,28800.0,3127.84,28800.0,2408.04,28800.0,28800.0,3603.68
instance_532,101.16,891.4,68.88,16.32,121.04,1440.28,1.6,128.24
instance_174,271.52,329.92,269.48,60.6,272.48,331.0,556.64,331.6
instance_881,198.68,28800.0,236.08,28800.0,255.56,28800.0,28800.0,171.36
instance_451,218.44,28800.0,109.32,469.0,103.92,28800.0,440.48,212.88
instance_257,2.0,358.28,0.72,18.28,1.64,1163.8,1.24,0.88
instance_25,16.32,28800.0,8.72,64.84,15.4,28800.0,7.96,16.2
instance_620,353.44,672.6,291.16,48.84,323.08,28800.0,71.8,405.12
instance_510,92.8,28800.0,123.88,28800.0,194.36,28800.0,1241.72,74.56
instance_549,23289.44,28800.0,25368.72,28800.0,24637.36,28800.0,1765.36,20853.6
instance_589,1204.52,28800.0,1379.48,28800.0,1440.56,28800.0,28800.0,1065.64
instance_318,217.0,0.08,156.84,12.96,176.8,0.24,3.6,224.96
instance_999,604.08,19.2,763.36,4220.8,845.28,21.32,8.64,507.8
instance_484,592.72,0.48,395.68,324.6,382.36,0.44,18.8,561.56
instance_1025,2580.48,56.6,2426.0,42.96,4665.84,54.72,150.32,2555.0
instance_489,828.72,0.48,517.72,328.48,489.72,0.48,4.12,642.4
instance_323,23.76,1.08,4.64,274.0,23.48,11.92,3.12,2.0
instance_813,27.88,3.68,67.28,22.64,77.12,3.68,3.76,35.92
instance_916,577.4,28800.0,457.28,28800.0,843.24,28800.0,28800.0,482.48
instance_657,199.12,28800.0,267.2,28800.0,232.28,28800.0,28800.0,165.88
instance_855,6073.92,28800.0,7618.2,28800.0,6604.72,28800.0,775.92,3736.56
instance_1053,28800.0,33.68,5168.2,124.32,3154.48,38.92,65.44,28800.0
instance_1055,28800.0,175.84,28800.0,890.24,28800.0,224.08,2547.16,28800.0
instance_901,250.64,28800.0,397.64,28800.0,415.88,28800.0,28800.0,231.48
instance_740,154.24,28800.0,198.12,28800.0,224.72,28800.0,28800.0,144.6
instance_1079,107.92,0.12,154.52,5.0,150.4,0.12,0.88,89.68
instance_17,277.2,28800.0,292.96,295.4,161.8,28800.0,28800.0,191.8
instance_153,354.68,28800.0,311.32,28800.0,337.52,28800.0,28800.0,271.28
instance_38,1096.08,28800.0,1022.8,501.08,1342.44,28800.0,28800.0,1194.52
instance_118,913.32,2541.72,1055.24,3776.92,1382.44,28800.0,483.48,821.36
instance_156,1.08,242.44,0.12,357.84,0.48,354.92,2.96,0.56
instance_934,13319.96,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,10786.08
instance_408,442.88,28800.0,507.16,28800.0,435.72,28800.0,11308.88,317.4
instance_66,28800.0,28800.0,28800.0,1057.48,28800.0,28800.0,28800.0,28800.0
instance_163,38.0,249.4,4.56,6473.0,6.16,372.16,7.28,28.64
instance_72,28800.0,7849.32,28800.0,342.72,28800.0,28800.0,3956.72,28800.0
instance_1059,28800.0,196.6,28800.0,359.88,28800.0,358.52,6332.36,28800.0
instance_911,63.6,28800.0,76.56,28800.0,134.52,28800.0,28800.0,63.8
instance_789,36.92,1.32,25.76,23.52,41.0,1.2,3.64,23.88
instance_190,1433.44,28800.0,1070.64,28800.0,942.84,28800.0,28800.0,1023.08
