instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10
instance_418,94.248,50000.0,50000.0,926.696,50000.0,50000.0,50000.0,2231.01,50000.0,4048.4
instance_1779,4797.78,448.472,50000.0,50000.0,50000.0,3318.39,50000.0,50000.0,50000.0,50000.0
instance_198,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4246.43,50000.0,50000.0,50000.0
instance_1441,92.936,28.524,18.5,30.312,16.24,33.468,165.924,37.424,12.952,23.196
instance_1825,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1557,2.2,0.904,7.224,5.732,4.772,11.856,8.4,7.14,6.736,6.904
instance_1854,2051.04,688.812,25.232,178.864,72.82,66.92,299.624,177.696,296.88,119.404
instance_2,50000.0,1491.88,1892.82,50000.0,2339.77,972.92,1501.82,3644.29,388.0,2603.52
instance_703,50000.0,461.98,607.352,3197.17,506.864,251.836,352.328,2654.59,208.592,316.676
instance_22,50000.0,3598.39,4950.76,50000.0,50000.0,50000.0,2333.96,376.26,3865.86,4681.11
instance_1128,1074.08,138.668,45.58,2533.75,133.74,10.896,108.34,43.172,30.748,41.532
instance_1600,3479.74,477.532,269.616,2719.11,238.968,428.184,149.412,2872.1,232.728,305.988
instance_916,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_963,50000.0,2845.66,50000.0,50000.0,1898.04,50000.0,3275.13,50000.0,50000.0,50000.0
instance_1010,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_766,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1793,50000.0,50000.0,423.34,50000.0,50000.0,50000.0,50000.0,379.78,50000.0,50000.0
instance_1584,2800.66,50000.0,50000.0,50000.0,50000.0,1162.54,50000.0,323.176,50000.0,633.492
instance_97,385.42,424.232,83.912,274.312,163.612,297.46,195.408,91.28,573.632,71.9
instance_1791,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1268.57,50000.0,50000.0
instance_1840,50000.0,50000.0,50000.0,50000.0,4173.41,50000.0,2173.42,50000.0,1506.16,50000.0
instance_525,7.42,1.344,0.536,0.628,0.828,3.408,2.352,0.284,3.456,0.28
instance_1732,50000.0,50000.0,3709.22,50000.0,50000.0,50000.0,50000.0,1312.17,50000.0,1723.42
instance_1796,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1765,1183.14,50000.0,2930.8,1946.42,3961.39,3424.46,50000.0,1084.66,50000.0,1598.86
instance_1172,0.001,0.001,0.001,0.001,0.001,0.004,50000.0,0.001,0.001,0.001
instance_554,50000.0,50000.0,759.852,269.948,234.36,2880.32,824.312,685.632,50000.0,2750.08
instance_1527,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_517,12.688,10.192,8.408,14.092,7.98,17.06,14.452,6.06,5.876,9.608
instance_240,50000.0,50000.0,50000.0,4440.49,3647.88,4232.81,3008.1,50000.0,3520.26,2852.92
instance_1233,50000.0,0.068,0.02,0.06,0.036,0.076,0.18,0.064,50000.0,0.06
instance_424,773.568,1613.85,1771.05,224.8,2424.19,496.46,3418.34,432.78,50000.0,484.536
instance_1856,547.044,286.152,311.928,209.968,259.692,574.66,614.004,249.3,425.256,147.596
instance_782,0.084,0.024,0.072,0.172,0.124,0.072,0.832,0.04,0.276,0.036
instance_685,521.328,2552.42,1477.19,810.808,149.532,2555.05,592.528,997.9,1772.96,1867.59
instance_1193,0.008,0.008,0.024,0.024,0.032,0.036,0.216,0.024,50000.0,0.024
instance_394,50000.0,50000.0,50000.0,2634.45,50000.0,50000.0,50000.0,2120.2,50000.0,50000.0
instance_259,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1613,167.692,74.128,35.78,63.708,24.508,56.944,20.792,40.928,84.668,34.032
instance_1569,50000.0,50000.0,50000.0,50000.0,50000.0,4927.84,50000.0,50000.0,50000.0,50000.0
instance_123,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1866,1608.86,1817.64,933.184,2788.11,1560.7,3386.88,896.98,1121.76,50000.0,898.072
instance_412,395.42,50000.0,50000.0,50000.0,50000.0,50000.0,1565.54,2715.76,50000.0,899.824
instance_1108,415.68,50.724,164.988,2733.6,102.608,100.9,169.0,2584.46,252.056,122.584
instance_436,42.256,41.336,254.024,154.504,40.628,248.656,57.232,284.228,14.084,128.7
instance_1848,50000.0,50000.0,2211.16,3855.79,50000.0,2909.71,3617.28,3544.78,4816.29,1705.8
instance_66,11.64,5.784,43.752,28.08,14.328,19.132,82.276,51.256,46.744,41.676
instance_241,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2825.28,50000.0,4954.4,50000.0
instance_290,50000.0,1401.71,1399.59,3521.48,1524.36,906.124,843.376,3179.8,392.18,1797.67
instance_318,50000.0,832.296,417.056,3769.78,457.608,2615.05,402.84,2829.76,436.28,376.388
instance_230,4116.48,1060.66,1160.08,1373.9,885.732,892.04,575.22,1852.44,740.168,1420.78
instance_1646,23.452,5.032,29.04,25.852,22.82,34.732,11.908,34.748,9.28,42.32
instance_798,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1560.51,50000.0
instance_975,68.108,22.356,34.02,3068.1,51.516,158.688,23.392,2492.8,33.668,55.788
instance_1075,1318.34,50.976,5.532,6.48,6.964,9.808,23.496,5.876,31.688,6.0
instance_1700,1934.18,1877.63,1339.52,2299.62,1710.29,1787.8,1433.6,1631.46,1916.43,1240.63
instance_1715,50000.0,50000.0,4223.95,3430.17,50000.0,50000.0,50000.0,3239.06,50000.0,50000.0
instance_425,50000.0,1367.2,1197.52,435.776,1542.6,633.944,1901.97,405.584,50000.0,673.672
instance_1709,3603.14,834.68,667.264,649.092,675.576,1082.16,898.792,760.716,50000.0,1215.01
instance_1092,50000.0,50000.0,484.432,50000.0,50000.0,50000.0,50000.0,193.564,50000.0,900.364
instance_1543,0.856,0.568,0.436,0.484,0.356,0.608,0.756,0.344,3.944,0.372
instance_1563,7.132,3.624,22.256,7.012,18.028,9.02,32.392,22.944,1.568,22.336
instance_856,1901.38,206.108,398.368,148.02,170.184,156.836,154.712,193.876,43.588,79.96
instance_1374,0.256,0.264,0.32,0.288,0.292,2.728,1.816,0.312,0.22,0.324
instance_610,3221.01,700.536,399.832,1189.72,376.788,874.78,336.428,1536.14,656.492,344.564
instance_1640,0.244,0.204,0.716,0.916,1.052,1.052,13.416,0.804,12.12,0.816
instance_192,1995.98,1303.08,32.136,295.948,521.06,203.864,4.14,73.392,0.456,202.8
instance_491,1125.61,712.436,627.04,442.6,712.88,649.752,1172.37,531.748,2808.07,878.296
instance_1459,10.512,5.58,2.344,6.712,6.628,11.516,6.9,3.348,5.056,2.068
instance_1533,150.736,96.972,88.42,37.928,57.948,98.924,88.476,41.92,624.696,90.572
instance_1097,1212.05,50000.0,2015.85,520.256,3590.72,1228.69,50000.0,350.976,50000.0,1370.81
instance_872,183.888,9.456,35.08,33.344,11.68,20.72,16.576,86.948,1.98,13.112
instance_16,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1830,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1952,4.912,0.892,5.18,4.004,2.308,50000.0,6.076,4.504,6.692,4.76
instance_1729,835.084,449.172,383.064,434.812,377.26,404.66,729.172,472.536,2374.22,561.828
instance_266,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1231,0.004,0.02,0.008,0.016,0.012,0.02,0.084,0.008,50000.0,0.008
instance_1676,50000.0,50000.0,2449.46,50000.0,50000.0,1815.75,50000.0,50000.0,4053.93,2438.16
instance_921,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1694,50000.0,50000.0,75.304,182.048,121.196,50000.0,2550.15,61.316,42.416,63.824
instance_19,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_167,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_709,96.476,66.168,38.136,138.316,55.492,124.884,47.564,64.076,83.604,39.892
instance_1922,140.028,143.472,93.016,135.328,53.432,118.024,44.436,236.708,72.152,134.256
instance_1639,193.308,37.02,78.532,315.672,103.092,66.024,24.98,151.588,266.412,76.824
instance_391,1046.89,906.492,358.384,560.832,471.368,254.86,319.528,484.752,435.436,340.764
instance_1309,2.18,1.168,2.644,1.32,1.14,2.092,2.564,3.22,2.8,2.884
instance_1207,0.012,0.016,0.048,0.048,0.06,0.064,0.252,0.044,50000.0,0.048
instance_12,0.012,0.008,0.008,0.012,0.012,0.016,0.044,0.008,0.004,0.008
instance_1085,0.536,0.612,3.324,3.592,4.26,21.524,8.496,3.52,3.964,3.876
instance_1836,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1475,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1697,50000.0,50000.0,74.036,756.332,485.812,4563.29,4019.74,72.5,51.16,50.688
instance_1821,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_623,1.224,0.596,0.372,0.436,0.32,0.724,1059.15,0.364,2.12,0.308
instance_640,250.756,132.856,40.608,80.016,42.288,50000.0,36.368,102.24,66.788,65.236
instance_1252,0.012,0.016,0.028,0.048,0.028,0.068,0.316,0.036,0.112,0.036
instance_802,13.18,6.712,12.072,16.28,4.268,53.088,4.768,77.02,5.152,7.776
instance_1769,1236.45,2309.27,2350.45,649.356,2146.08,1062.34,2296.66,410.94,50000.0,751.412
instance_1771,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2027.42,50000.0,3671.38
instance_1371,0.336,0.308,0.34,0.328,0.328,2.792,2.444,0.328,0.292,0.344
instance_599,16.204,83.608,38.24,40.756,30.596,62.532,30.892,52.828,7.836,18.532
instance_317,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_726,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1902,50000.0,50000.0,2030.3,617.984,50000.0,50000.0,1633.95,50000.0,50000.0,50000.0
instance_55,50000.0,50000.0,50000.0,50000.0,1922.09,50000.0,50000.0,2769.94,50000.0,50000.0
instance_1879,50000.0,3600.03,2798.38,3245.48,3457.72,1396.21,3177.76,2479.66,50000.0,1964.81
instance_1890,1419.27,2499.61,214.32,350.012,203.332,509.948,147.316,1228.12,113.528,275.948
instance_1541,1.7,3.296,1.1,1.628,1.112,1.908,1.408,2.712,3.012,2.504
instance_1136,50000.0,1412.02,1416.2,4891.29,1408.69,2914.06,1223.05,3030.14,681.444,1387.82
instance_3,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1853,824.036,292.076,46.344,80.268,40.252,63.936,53.164,67.096,112.696,57.736
instance_301,483.164,792.888,1151.31,48.264,1701.11,210.26,1810.31,45.18,2502.98,595.812
instance_282,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1049.07,50000.0,50000.0
instance_94,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1421,2.016,1.116,1.672,1.532,2.06,3.248,8.46,1.62,6.82,1.776
instance_1030,129.916,118.86,32.316,60.812,26.536,50.664,19.06,53.304,52.56,41.488
instance_1495,17.088,39.8,21.004,13.948,21.48,24.18,1.164,21.396,19.464,22.032
instance_1837,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4032.31,50000.0
instance_1061,294.168,50000.0,50000.0,1736.19,50000.0,4.06,50000.0,1335.16,50000.0,50000.0
instance_1735,3478.6,50000.0,507.592,50000.0,50000.0,453.88,50000.0,1024.52,50000.0,696.24
instance_410,50000.0,3508.13,2730.7,687.048,3146.91,2137.46,50000.0,708.292,50000.0,1489.23
instance_1652,370.568,156.884,139.816,119.0,130.624,233.668,193.552,108.824,538.932,176.52
instance_1664,21.584,9.068,16.06,21.76,13.924,25.268,51.292,19.616,24.536,21.408
instance_711,0.112,0.064,0.7,1.008,1.08,0.608,4.064,0.58,1.36,0.676
instance_74,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1981,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1356,3.66,3.844,1.204,1.076,1.096,7.188,9.876,1.148,0.688,1.212
instance_1577,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1481,16.868,6.78,1.908,2.348,0.724,8.828,1.572,2.036,2.356,1.2
instance_1992,16.052,9.152,49.564,15.72,8.08,30.736,71.704,41.8,64.508,43.392
instance_1957,23.564,21.832,5.536,10.292,4.38,50000.0,6.048,10.996,9.164,7.744
instance_1177,0.004,0.004,0.016,0.016,0.02,0.04,0.1,0.016,50000.0,0.016
instance_172,118.904,194.476,111.224,258.884,61.28,572.78,237.444,210.448,123.5,347.212
instance_1976,1290.57,932.948,744.844,913.216,763.544,879.964,1397.72,494.06,601.804,447.32
instance_1896,50000.0,2450.54,1335.15,715.26,1260.69,416.168,50000.0,601.876,4391.16,1406.6
instance_1332,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1935,27.788,30.132,42.624,12.268,6.356,17.912,10.688,15.324,22.316,9.804
instance_663,50000.0,4722.71,854.588,1113.47,1040.74,50000.0,487.752,2509.44,479.7,1164.23
instance_1537,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_458,3.432,49.732,4.272,31.44,109.888,22.044,42.812,42.716,17.468,66.516
instance_1311,2.876,2.12,5.636,2.112,1.844,3.04,4.004,5.564,3.716,5.544
instance_1271,0.004,0.001,0.004,0.004,0.004,0.012,0.04,0.004,50000.0,0.004
instance_820,2725.25,532.844,165.6,1008.04,70.648,427.128,50.356,2577.78,17.9,77.956
instance_1500,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1276,0.004,0.004,0.004,0.004,0.008,0.016,0.06,0.004,0.004,0.004
instance_855,28.0,30.3,29.98,44.7,40.236,34.836,41.228,27.236,34.384,29.18
instance_1149,50000.0,839.644,840.22,4678.03,1087.21,1729.4,659.332,2898.61,405.916,952.264
instance_1657,93.7,155.084,50.096,106.58,116.824,84.564,144.292,43.228,118.456,29.388
instance_1394,25.22,21.528,11.852,19.252,7.708,23.468,8.352,20.692,7.988,13.964
instance_377,1141.82,1918.76,1128.06,3221.58,2192.78,2275.96,1239.85,891.46,50000.0,1026.9
instance_1511,29.892,29.256,12.936,37.516,8.86,21.696,10.132,10.116,48.948,11.392
instance_215,50000.0,3692.9,3610.46,50000.0,50000.0,50000.0,630.188,507.672,50000.0,50000.0
instance_1134,50000.0,4058.69,50000.0,50000.0,50000.0,50000.0,2664.7,4790.41,2516.16,50000.0
instance_1079,2489.98,78.304,5.672,5.736,7.388,20.988,54.032,6.52,88.2,5.832
instance_1106,25.884,32.032,95.272,106.368,113.14,46.416,115.988,85.204,117.452,79.936
instance_1081,50000.0,50000.0,278.464,50000.0,50000.0,50000.0,50000.0,457.152,50000.0,874.36
instance_21,3593.44,1882.46,1661.3,50000.0,4767.85,50000.0,50000.0,701.044,1936.07,4803.2
instance_1310,3.108,2.384,5.108,3.08,2.288,2.592,3.408,4.644,3.84,4.712
instance_165,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_843,83.292,69.308,16.424,69.1,16.0,54.88,31.712,25.332,62.488,24.284
instance_1698,50000.0,50000.0,892.7,3508.48,2047.25,4009.14,2158.49,2918.11,50000.0,899.672
instance_1427,1356.77,656.188,180.328,187.648,180.364,195.652,257.616,143.256,178.948,220.816
instance_1087,50000.0,1.616,115.344,149.9,175.72,10.48,47.808,112.364,18.556,109.092
instance_1738,936.256,50000.0,1011.63,50000.0,50000.0,1739.65,50000.0,709.112,50000.0,1277.24
instance_1760,50000.0,1200.81,603.044,231.504,499.552,772.4,940.296,1318.45,708.528,584.096
instance_1999,7.072,3.972,18.556,9.988,9.888,9.524,34.06,18.728,4.052,18.656
instance_212,323.98,368.812,281.268,568.284,306.38,835.012,387.836,446.772,1042.59,440.54
instance_721,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1171,0.001,0.001,0.001,0.001,0.001,0.004,0.012,0.001,50000.0,0.001
instance_929,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1462,0.06,0.128,0.1,0.092,0.1,0.216,0.516,0.1,0.624,0.096
instance_1283,0.001,0.001,0.004,0.004,0.004,0.012,0.024,0.004,50000.0,0.004
instance_535,1004.68,234.816,350.328,100.572,161.64,144.416,168.88,81.064,1125.91,33.192
instance_1285,0.004,0.004,0.008,0.008,0.012,0.02,0.052,0.008,50000.0,0.008
instance_702,575.476,304.94,471.276,150.156,124.912,71.864,77.648,177.136,63.012,117.936
instance_1024,106.96,39.236,18.42,56.824,30.584,76.904,32.656,21.124,84.62,17.664
instance_1817,106.064,328.076,47.612,79.82,32.432,327.276,244.424,81.624,194.228,76.64
instance_61,127.62,35.032,75.924,232.604,110.712,160.568,102.864,132.772,115.472,99.472
instance_329,1502.86,2824.73,379.792,2887.95,233.208,951.368,8.996,2729.85,5.28,319.892
instance_1532,3.916,5.172,5.052,6.304,7.252,16.64,5.32,8.52,44.948,14.384
instance_1224,0.156,0.06,0.048,0.092,0.08,0.372,0.472,0.048,0.192,0.048
instance_1400,23.184,11.612,7.972,26.576,8.476,38.352,4.208,5.344,56.664,94.892
instance_750,50000.0,1107.65,1609.49,50000.0,598.968,3933.88,185.52,3306.86,106.048,2234.95
instance_1369,2.732,1.644,2.832,1.3,1.288,3.824,4.28,2.824,0.28,2.88
instance_1183,0.012,0.02,0.06,0.068,0.08,0.068,0.252,0.06,0.14,0.06
instance_407,50000.0,50000.0,50000.0,1003.5,50000.0,4444.16,50000.0,1040.66,50000.0,2398.27
instance_771,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1785,50000.0,642.204,50000.0,1002.16,50000.0,864.268,3799.58,401.1,50000.0,470.012
instance_806,50000.0,50000.0,50000.0,50000.0,50000.0,4732.93,50000.0,50000.0,50000.0,50000.0
instance_1862,614.364,587.624,393.432,740.292,668.068,1073.13,601.808,439.724,2143.84,568.264
instance_546,50000.0,769.456,197.636,2685.9,157.276,176.832,350.528,567.976,130.248,221.728
instance_182,0.728,0.344,1.832,2.492,0.836,2.068,3.192,1.876,10.652,1.948
instance_306,1166.92,1879.28,50000.0,1614.85,50000.0,1535.83,1358.77,2114.58,3258.05,1954.8
instance_1099,1969.77,50000.0,1627.02,872.076,2718.63,50000.0,50000.0,431.204,50000.0,860.164
instance_1111,18.792,15.54,107.088,83.568,96.824,15.664,148.108,83.968,120.376,81.896
instance_1345,81.972,34.912,16.144,76.124,20.676,65.128,18.56,27.352,39.452,27.18
instance_1583,3535.54,50000.0,50000.0,50000.0,50000.0,2551.51,4474.39,50000.0,50000.0,50000.0
instance_1989,50000.0,17.476,38.176,31.348,30.76,21.768,37.976,37.748,21.24,38.22
instance_1617,1.668,0.52,2.424,1.344,1.532,2.152,4.652,2.492,0.372,2.308
instance_730,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_11,4672.59,50000.0,2746.56,50000.0,3439.64,2885.33,3689.85,2869.88,50000.0,2050.48
instance_1473,15.04,7.86,6.572,17.988,8.168,16.024,20.776,12.832,38.236,60.68
instance_1096,0.548,0.444,2.708,1.26,1.272,0.68,3.4,0.708,0.42,0.652
instance_444,851.28,2269.66,3126.98,1737.0,4265.06,176.528,4279.86,1364.23,4937.92,302.596
instance_179,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1798,1240.68,538.436,100.936,195.748,169.788,221.796,704.768,406.18,148.232,82.936
instance_818,13.588,15.272,246.784,304.424,13.416,66.816,132.192,24.54,594.184,31.6
instance_1517,80.112,22.044,61.02,44.64,21.156,30.644,18.788,25.004,63.108,26.072
