instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19
instance_221,18000.0,6.34,18000.0,18000.0,5.42,3.2,4.53,3.47,18000.0,2.63,66.65,1118.69,1.27,0.53,1705.68,1.41,0.51,2.38,1.03
instance_296,18000.0,20.8,18000.0,18000.0,18.15,1.49,1.2,30.41,18000.0,0.75,18.64,18000.0,1.49,4.15,18000.0,11.76,4.16,0.82,1.4
instance_12,18000.0,46.62,18000.0,18000.0,64.4,52.23,73.02,1539.13,18000.0,183.41,494.24,18000.0,24.63,97.03,18000.0,588.88,156.78,145.32,31.35
instance_55,18000.0,34.58,18000.0,18000.0,24.59,1.28,52.76,20.94,18000.0,46.94,220.77,18000.0,8.07,6.18,18000.0,4.89,2.44,57.37,6.75
instance_173,1593.11,4.45,18000.0,1377.05,3.76,1.35,2.41,2.5,18000.0,3.26,12.31,304.42,0.63,1.22,374.54,3.06,1.48,2.23,1.16
instance_147,18000.0,35.39,18000.0,18000.0,40.31,125.45,68.62,12.34,18000.0,96.29,211.89,18000.0,27.57,19.65,18000.0,42.91,24.98,70.95,31.48
instance_44,18000.0,27.51,18000.0,18000.0,25.78,50.65,10.51,154.04,18000.0,11.48,31.14,18000.0,25.27,14.96,18000.0,38.27,18.6,13.99,15.36
instance_547,18000.0,183.04,18000.0,18000.0,231.96,185.0,146.99,18000.0,18000.0,1431.29,18000.0,18000.0,456.02,18000.0,18000.0,18000.0,18000.0,1015.93,482.63
instance_258,18000.0,2.41,18000.0,18000.0,7.43,2.57,1.28,18000.0,18000.0,67.42,18000.0,18000.0,0.45,2.28,18000.0,47.56,4.11,69.59,0.61
instance_149,18000.0,28.12,18000.0,18000.0,23.95,80.09,43.72,13.19,18000.0,54.17,204.03,18000.0,18.13,8.17,18000.0,25.55,16.54,92.58,50.01
instance_96,18000.0,10.65,18000.0,18000.0,8.43,6.28,11.33,171.91,18000.0,21.9,13.31,18000.0,2.85,1.85,18000.0,22.39,2.27,17.24,8.12
instance_372,18000.0,1.66,18000.0,18000.0,1.43,0.86,0.84,217.95,18000.0,1.36,1.8,18000.0,0.64,0.57,18000.0,14.26,1.0,0.9,1.17
instance_183,113.16,2.28,18000.0,113.28,3.09,1.32,13.17,2.76,18000.0,13.26,20.08,217.87,0.9,1.8,146.53,4.06,2.9,6.89,3.43
instance_171,18000.0,4.05,18000.0,18000.0,3.62,4.83,6.81,2.71,18000.0,4.61,14.25,435.73,1.61,1.74,518.93,1.8,1.79,6.54,2.07
instance_434,163.67,18000.0,175.07,160.67,18000.0,18000.0,18000.0,4.19,169.84,18000.0,18000.0,421.8,18000.0,18000.0,473.69,5.36,18000.0,18000.0,18000.0
instance_77,18000.0,279.29,18000.0,18000.0,373.7,699.36,1071.59,18000.0,18000.0,274.37,534.92,18000.0,834.35,176.96,18000.0,295.78,177.52,271.05,333.07
instance_337,18000.0,95.77,18000.0,18000.0,91.29,72.18,118.83,71.89,18000.0,19.32,50.31,18000.0,72.44,42.02,18000.0,62.45,42.6,52.63,66.52
instance_456,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1216.72,18000.0,18000.0
instance_600,18000.0,132.6,218.63,18000.0,48.21,51.52,69.22,383.05,40.77,63.57,18000.0,18000.0,48.41,61.53,18000.0,33.09,61.23,0.72,51.88
instance_475,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_414,18000.0,0.3,18000.0,18000.0,2.58,0.37,3.35,2.81,18000.0,18000.0,18000.0,11.0,0.09,0.12,4.23,3.53,0.08,18000.0,1.58
instance_579,18000.0,18000.0,18000.0,18000.0,6.19,40.58,7.35,18000.0,18000.0,213.97,18000.0,18000.0,16.66,26.23,18000.0,18000.0,26.81,42.92,12.64
instance_197,18000.0,8.43,18000.0,18000.0,20.05,4.18,21.15,22.17,18000.0,3.51,29.69,18000.0,3.81,2.8,18000.0,6.16,4.03,3.03,10.96
instance_344,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_335,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_112,18000.0,18000.0,18000.0,18000.0,18000.0,399.43,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,640.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_43,18000.0,190.32,18000.0,18000.0,18000.0,102.58,435.84,18000.0,18000.0,157.52,722.43,18000.0,122.97,1447.83,18000.0,1414.42,561.56,243.09,319.5
instance_117,18000.0,1.74,18000.0,18000.0,1.74,5.03,1.55,15.01,18000.0,7.06,92.92,18000.0,0.95,1.99,18000.0,10.38,2.34,9.2,0.33
instance_209,18000.0,2.67,18000.0,18000.0,44.17,3.38,39.87,2.25,18000.0,4.51,79.18,720.47,1.51,0.27,574.43,0.64,0.27,4.75,2.84
instance_95,18000.0,12.17,18000.0,18000.0,11.11,6.36,8.65,183.08,18000.0,10.4,33.13,18000.0,2.66,2.02,18000.0,23.17,2.57,9.93,19.91
instance_516,801.12,0.96,18000.0,839.1,0.87,1.79,0.51,47.16,18000.0,0.66,0.87,18000.0,0.63,0.92,18000.0,8.35,1.46,0.41,0.92
instance_182,18000.0,4.12,18000.0,18000.0,3.6,5.52,4.36,1.98,18000.0,4.66,13.07,18000.0,1.18,1.77,18000.0,1.58,4.05,5.52,5.3
instance_544,131.51,127.39,18000.0,131.67,11.0,2.45,0.3,64.63,18000.0,1.21,2.76,106.68,0.16,32.27,86.62,75.31,18.88,1.04,0.32
instance_536,105.15,0.2,147.11,104.95,0.38,0.32,0.08,25.96,147.54,0.18,0.9,49.59,0.04,0.21,51.15,8.65,0.33,0.13,0.1
instance_417,18000.0,0.7,18000.0,18000.0,18.61,0.09,37.08,0.04,18000.0,18000.0,18000.0,18000.0,0.04,0.01,18000.0,0.12,0.03,18000.0,0.12
instance_371,18000.0,132.47,18000.0,18000.0,59.57,51.68,105.66,18000.0,18000.0,49.16,206.01,18000.0,99.61,1597.47,18000.0,18000.0,138.0,55.86,127.82
instance_476,18000.0,113.08,18000.0,18000.0,90.36,26.57,18000.0,773.39,18000.0,7.8,24.59,18000.0,19.19,54.51,18000.0,821.32,73.26,6.62,13.37
instance_463,18000.0,460.36,18000.0,18000.0,1430.76,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_541,18000.0,7.47,18000.0,18000.0,2.1,4.01,2.56,584.14,18000.0,6.11,22.82,18000.0,2.72,507.05,18000.0,335.67,190.66,11.4,2.21
instance_497,18000.0,0.15,18000.0,18000.0,0.13,0.07,0.04,4.6,18000.0,0.07,0.25,21.03,0.03,0.07,20.67,0.1,0.07,0.07,0.03
instance_500,18000.0,0.04,18000.0,18000.0,0.03,0.02,0.06,0.49,18000.0,0.02,0.08,17.98,0.05,0.09,17.55,0.13,0.04,0.02,0.05
instance_244,18000.0,102.2,18000.0,18000.0,86.42,94.46,72.62,18000.0,18000.0,61.65,36.34,18000.0,82.22,52.97,18000.0,271.56,38.39,72.77,97.73
instance_407,18000.0,5.46,18000.0,18000.0,5.04,0.4,0.28,9.05,18000.0,0.6,3.34,18000.0,0.25,0.68,18000.0,6.17,0.79,0.54,0.41
instance_100,18000.0,142.51,18000.0,18000.0,249.96,40.16,58.58,446.86,18000.0,24.47,46.9,18000.0,131.75,27.27,18000.0,91.25,30.03,33.02,262.3
instance_351,18000.0,444.07,18000.0,18000.0,388.8,557.07,496.63,215.54,18000.0,640.84,150.32,18000.0,541.43,98.1,18000.0,51.89,94.96,219.55,413.72
instance_458,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_426,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.38,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1.17,4.43,18000.0,18000.0
instance_250,18000.0,68.39,18000.0,18000.0,54.32,46.55,35.0,18000.0,18000.0,352.19,18000.0,18000.0,5.03,11.6,18000.0,214.37,23.18,381.69,16.52
instance_237,18000.0,192.22,18000.0,18000.0,278.87,87.49,357.89,18000.0,18000.0,133.86,581.2,18000.0,57.19,284.86,18000.0,18000.0,482.43,148.87,165.45
instance_578,18000.0,50.51,18000.0,18000.0,3.91,72.38,5.3,18000.0,18000.0,264.09,18000.0,18000.0,12.39,36.59,18000.0,247.51,60.09,29.14,7.45
instance_196,18000.0,33.8,18000.0,18000.0,52.65,8.15,42.81,4.78,18000.0,8.51,97.55,18000.0,3.08,0.64,18000.0,1.92,0.64,8.63,3.67
instance_270,18000.0,4.55,18000.0,18000.0,3.08,3.28,2.6,365.84,18000.0,120.62,18000.0,18000.0,0.62,0.72,18000.0,48.82,4.42,118.56,1.55
instance_332,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_409,18000.0,5.15,18000.0,18000.0,4.94,0.32,0.12,5.09,18000.0,0.26,2.57,18000.0,0.23,0.44,18000.0,3.01,0.42,0.32,0.36
instance_80,18000.0,9.39,18000.0,18000.0,7.76,6.01,4.87,144.11,18000.0,8.22,59.97,18000.0,2.46,1.73,18000.0,32.86,2.48,5.87,9.2
instance_125,18000.0,4.2,18000.0,18000.0,2.83,1.27,0.83,18000.0,18000.0,1.45,4.67,18000.0,1.49,0.48,18000.0,24.64,0.74,1.56,0.46
instance_385,18000.0,4.35,18000.0,18000.0,4.25,0.57,1.99,19.6,18000.0,1.85,3.29,18000.0,0.62,1.17,18000.0,12.65,1.72,1.72,3.94
instance_111,18000.0,229.73,18000.0,18000.0,325.14,668.3,1415.71,18000.0,18000.0,323.77,430.16,18000.0,421.59,200.4,18000.0,307.1,245.96,268.89,210.98
instance_580,18000.0,879.31,18000.0,18000.0,1.28,594.6,1.26,18000.0,871.3,18000.0,18000.0,18000.0,73.22,91.2,18000.0,93.78,92.51,1212.25,2.13
instance_303,18000.0,10.82,18000.0,18000.0,10.01,0.52,1.41,1.72,18000.0,0.33,1.92,18000.0,0.56,1.46,18000.0,1.51,1.42,1.01,1.23
instance_491,462.82,0.52,18000.0,459.66,0.5,0.42,0.19,8.2,18000.0,0.28,0.56,18000.0,0.17,0.39,18000.0,3.05,0.52,0.14,0.29
instance_593,18000.0,1.6,37.97,18000.0,1.36,0.76,0.08,10.4,6.25,2.22,11.45,0.17,0.14,0.98,4.13,7.47,1.02,0.18,0.13
instance_310,18000.0,13.54,18000.0,18000.0,13.37,0.17,0.07,1.61,18000.0,0.1,1.76,18000.0,0.17,0.27,18000.0,0.84,0.28,0.09,0.12
instance_198,18000.0,19.98,18000.0,18000.0,16.18,4.54,12.87,3.35,18000.0,5.5,115.82,18000.0,1.77,0.57,18000.0,1.84,0.65,6.02,2.1
instance_376,18000.0,2.67,18000.0,18000.0,2.24,0.29,0.13,8.93,18000.0,2.9,3.53,18000.0,0.19,0.37,18000.0,5.73,0.5,2.71,0.31
instance_36,18000.0,61.85,18000.0,18000.0,64.75,26.04,45.81,984.29,18000.0,26.92,62.84,18000.0,16.78,189.27,18000.0,353.39,132.29,20.35,24.2
instance_175,116.26,1.44,18000.0,117.54,1.28,0.69,2.23,1.39,18000.0,2.29,7.33,70.82,0.39,0.77,51.58,2.38,0.73,3.64,0.67
instance_581,18000.0,295.36,635.67,18000.0,77.99,66.16,80.84,368.62,464.82,18000.0,18000.0,18000.0,42.89,46.11,18000.0,16.12,53.81,1.18,62.52
instance_260,18000.0,1.22,18000.0,18000.0,0.84,0.84,0.71,90.17,18000.0,27.48,1195.33,18000.0,0.29,0.34,18000.0,2.57,0.73,31.21,1.34
instance_179,104.98,1.17,18000.0,106.61,1.34,1.27,4.5,1.22,18000.0,4.31,6.72,50.69,0.83,0.96,49.49,2.15,0.81,2.73,1.6
instance_354,18000.0,118.27,18000.0,18000.0,93.93,147.44,85.39,69.4,18000.0,108.32,31.14,18000.0,152.72,16.59,18000.0,14.89,15.99,104.86,113.5
instance_105,18000.0,161.34,18000.0,18000.0,74.96,8.67,235.99,393.37,18000.0,385.68,1454.71,18000.0,73.87,17.97,18000.0,45.14,15.85,492.57,25.76
instance_26,18000.0,30.36,18000.0,18000.0,27.84,33.67,11.82,208.09,18000.0,16.47,58.24,18000.0,26.1,14.35,18000.0,27.81,27.98,14.25,14.46
instance_115,18000.0,2.16,18000.0,18000.0,6.89,7.23,2.56,18.48,18000.0,12.02,107.25,18000.0,1.22,2.9,18000.0,18.04,3.83,12.76,0.44
instance_224,18000.0,19.52,18000.0,18000.0,39.59,5.33,32.44,3.88,18000.0,11.86,175.84,1206.46,2.29,0.55,1379.32,1.58,0.61,11.15,3.86
instance_597,18000.0,192.15,18000.0,18000.0,201.77,49.98,32.59,1259.48,18000.0,18000.0,18000.0,18000.0,22.54,227.06,18000.0,1009.13,553.75,18000.0,318.52
instance_406,18000.0,5.54,18000.0,18000.0,2.23,0.3,1.73,6.36,18000.0,1.34,5.52,18000.0,0.21,1.53,18000.0,2.65,0.74,1.42,0.87
instance_109,18000.0,134.55,18000.0,18000.0,158.06,91.91,44.41,354.59,18000.0,40.55,50.24,18000.0,42.16,21.87,18000.0,66.71,27.72,33.05,82.34
instance_365,18000.0,1.04,18000.0,18000.0,0.79,0.51,0.44,101.49,18000.0,0.64,1.03,18000.0,0.25,0.3,18000.0,6.96,0.32,0.66,0.48
instance_457,1.32,0.33,64.74,1.31,0.66,1679.95,18000.0,31.46,18000.0,18000.0,18000.0,0.44,18000.0,13.46,0.65,5.46,1.05,18000.0,75.78
instance_369,18000.0,11.85,18000.0,18000.0,25.87,8.49,30.91,18000.0,18000.0,17.66,20.51,18000.0,9.53,33.33,18000.0,18000.0,30.16,14.82,16.82
instance_21,18000.0,158.79,18000.0,18000.0,417.25,346.34,359.91,18000.0,18000.0,669.61,18000.0,18000.0,117.23,18000.0,18000.0,1436.69,589.24,378.57,124.98
instance_239,18000.0,386.18,18000.0,18000.0,372.64,90.19,356.43,18000.0,18000.0,221.5,1446.23,18000.0,121.53,808.82,18000.0,18000.0,389.76,274.96,91.03
instance_368,18000.0,25.57,18000.0,18000.0,21.88,4.37,51.76,18000.0,18000.0,14.45,10.9,18000.0,11.93,21.05,18000.0,18000.0,19.74,11.12,5.06
instance_424,18000.0,0.13,18000.0,18000.0,1.86,0.86,14.27,0.14,18000.0,18000.0,18000.0,18000.0,0.31,0.56,18000.0,0.21,0.09,18000.0,0.14
instance_134,18000.0,4.38,18000.0,18000.0,6.77,4.72,2.78,899.61,18000.0,5.25,7.81,18000.0,4.76,12.51,18000.0,105.97,5.76,4.62,0.52
instance_247,18000.0,14.59,18000.0,18000.0,11.7,19.25,6.85,18000.0,18000.0,3.89,5.36,18000.0,15.37,3.45,18000.0,18000.0,4.0,4.91,5.23
instance_571,18000.0,18000.0,18000.0,18000.0,18000.0,461.72,18000.0,18000.0,18000.0,618.73,18000.0,18000.0,146.27,375.36,18000.0,18000.0,317.94,684.39,301.94
instance_23,18000.0,66.0,18000.0,18000.0,47.06,66.5,118.24,18000.0,18000.0,136.86,336.25,18000.0,45.55,18000.0,18000.0,229.99,131.28,93.69,71.76
instance_520,861.7,208.94,18000.0,856.79,0.68,0.77,0.32,180.85,18000.0,1.02,6.18,232.51,0.16,1.71,100.42,20.94,2.96,1.22,0.48
instance_18,18000.0,33.58,18000.0,18000.0,27.26,32.39,14.01,65.47,18000.0,20.2,34.77,18000.0,38.59,19.46,18000.0,23.11,20.54,14.5,16.03
instance_430,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_166,18000.0,4.76,18000.0,18000.0,4.2,6.47,8.25,3.61,18000.0,6.96,16.9,18000.0,2.77,2.51,18000.0,6.34,3.45,9.51,5.79
instance_442,18000.0,106.55,18000.0,18000.0,1045.61,224.77,18000.0,0.33,18000.0,18000.0,18000.0,18000.0,437.11,18000.0,18000.0,1.47,215.22,18000.0,64.09
instance_379,18000.0,78.8,18000.0,18000.0,344.21,10.23,12.45,18000.0,18000.0,188.99,650.91,18000.0,22.34,79.07,18000.0,18000.0,9.9,194.77,13.83
instance_38,18000.0,359.75,18000.0,18000.0,288.65,411.39,785.67,18000.0,18000.0,1668.5,18000.0,18000.0,117.45,18000.0,18000.0,1422.53,986.32,1174.69,929.12
instance_193,18000.0,8.12,18000.0,18000.0,19.7,4.08,20.81,21.88,18000.0,3.51,30.05,18000.0,3.57,2.89,18000.0,6.25,4.01,3.22,10.2
instance_8,18000.0,35.79,18000.0,18000.0,43.94,34.64,18.82,983.88,18000.0,28.02,57.72,18000.0,47.31,39.12,18000.0,194.88,72.68,25.16,21.07
instance_5,18000.0,63.3,18000.0,18000.0,138.07,89.06,164.72,18000.0,18000.0,226.28,403.38,18000.0,209.6,311.63,18000.0,702.75,222.49,144.2,115.43
instance_81,18000.0,9.67,18000.0,18000.0,8.32,5.26,8.04,156.19,18000.0,12.31,49.82,18000.0,2.05,2.52,18000.0,36.02,2.36,7.14,16.02
instance_563,18000.0,5.55,18000.0,18000.0,5.64,4.32,1.3,220.73,139.44,9.39,12.67,18000.0,4.49,14.48,18000.0,105.49,21.14,315.77,1.94
instance_410,18000.0,104.99,18000.0,18000.0,18.3,4.21,13.11,18000.0,18000.0,30.25,355.85,18000.0,5.35,80.82,18000.0,1587.53,54.74,31.23,8.07
instance_396,18000.0,18000.0,18000.0,18000.0,302.47,951.79,18000.0,18000.0,18000.0,546.62,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,465.07,792.32
instance_420,18000.0,921.95,18000.0,18000.0,500.51,18000.0,1149.64,18000.0,18000.0,18000.0,18000.0,18000.0,1249.35,18000.0,18000.0,90.15,18000.0,18000.0,1795.92
instance_92,18000.0,354.2,18000.0,18000.0,221.88,7.12,137.19,212.36,18000.0,300.64,1002.88,18000.0,32.65,40.59,18000.0,57.98,19.04,330.95,18.15
instance_440,18000.0,18000.0,18000.0,18000.0,18000.0,17.94,18000.0,0.39,18000.0,18000.0,18000.0,18000.0,86.24,1523.22,18000.0,1.11,6.96,18000.0,96.6
instance_195,18000.0,5.09,18000.0,18000.0,3.12,2.58,3.15,3.27,18000.0,1.89,47.38,998.63,1.06,0.5,1041.57,0.87,0.5,1.63,0.9
instance_93,18000.0,8.57,18000.0,18000.0,7.82,6.74,12.31,163.21,18000.0,11.56,17.61,18000.0,2.12,2.93,18000.0,29.56,2.31,14.43,11.12
instance_204,18000.0,4.96,18000.0,18000.0,3.02,2.98,3.59,4.52,18000.0,2.01,41.86,895.85,1.02,0.52,999.96,2.09,0.56,1.83,0.83
instance_194,18000.0,7.3,18000.0,18000.0,7.29,3.51,5.98,1.51,18000.0,2.14,57.0,1300.33,1.37,0.34,1194.44,1.41,0.4,2.23,1.24
instance_389,18000.0,48.73,18000.0,18000.0,34.55,2.74,4.44,413.41,18000.0,12.08,56.22,18000.0,9.41,10.07,18000.0,121.09,9.69,12.95,7.33
instance_366,18000.0,12.26,18000.0,18000.0,12.04,10.71,9.36,660.65,18000.0,8.18,15.14,18000.0,7.15,8.12,18000.0,125.78,61.6,9.7,8.4
instance_79,18000.0,88.63,18000.0,18000.0,241.59,11.37,190.94,297.75,18000.0,290.12,964.76,18000.0,43.0,8.8,18000.0,28.15,6.9,324.32,35.29
instance_598,18000.0,44.82,18000.0,18000.0,16.59,8.01,1.48,185.2,908.31,27.75,18000.0,18000.0,1.92,2.21,18000.0,24.33,2.27,2.43,1.59
instance_131,18000.0,0.74,18000.0,18000.0,1.39,1.18,0.65,451.38,18000.0,1.42,4.55,18000.0,1.14,6.54,18000.0,10.65,1.92,0.94,0.37
instance_187,18000.0,6.12,18000.0,18000.0,5.51,11.31,9.62,4.95,18000.0,8.35,28.04,18000.0,1.92,2.76,18000.0,4.47,4.9,9.11,4.5
instance_506,674.0,0.89,18000.0,667.12,0.74,0.51,0.26,7.35,18000.0,0.48,1.03,18000.0,0.4,0.3,18000.0,0.72,0.26,0.38,0.25
instance_448,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.29,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.73,18000.0,18000.0,18000.0
instance_245,584.31,0.43,18000.0,579.98,0.37,0.43,0.31,101.59,18000.0,0.14,0.42,18000.0,0.41,0.13,1354.53,75.16,0.14,0.17,0.15
instance_599,18000.0,275.43,18000.0,18000.0,292.06,42.69,293.8,569.44,18000.0,38.22,86.51,18000.0,30.68,176.06,18000.0,873.38,140.26,60.83,19.43
instance_143,18000.0,90.95,18000.0,18000.0,92.76,21.34,489.01,19.02,18000.0,68.88,132.37,1462.15,35.23,61.68,1175.09,81.19,43.39,78.65,53.83
instance_158,18000.0,18.06,18000.0,18000.0,17.58,117.32,44.18,20.66,18000.0,56.48,220.45,18000.0,11.7,19.08,18000.0,36.25,19.91,76.59,70.87
instance_336,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_248,18000.0,2.54,18000.0,18000.0,2.06,2.24,1.26,1517.54,18000.0,27.83,467.43,18000.0,0.5,1.51,18000.0,59.19,7.74,36.35,0.96
instance_352,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_39,18000.0,140.89,18000.0,18000.0,121.66,123.95,50.7,18000.0,18000.0,103.83,408.3,18000.0,115.74,1585.28,18000.0,731.37,146.81,114.26,74.27
