instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10
instance_1974,130.548,194.66,81.148,83.376,136.408,89.936,145.6,65.468,231.604,114.076
instance_1314,9.236,6.896,9.744,5.364,3.548,14.348,8.812,6.82,15.804,5.928
instance_392,50000.0,3252.93,1922.94,2291.9,2502.12,1488.12,2615.02,4004.2,3504.27,2437.08
instance_746,60.956,465.176,65.308,500.816,136.104,649.728,549.788,935.268,237.164,175.296
instance_1829,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1346,14.744,12.22,5.82,19.68,6.028,17.908,6.884,6.18,10.476,6.792
instance_531,46.784,22.0,69.788,29.968,46.036,58.812,24.824,32.176,21.34,32.464
instance_606,211.36,171.432,36.0,138.28,91.656,122.024,75.32,56.728,190.996,64.32
instance_1134,50000.0,4058.69,50000.0,50000.0,50000.0,50000.0,2664.7,4790.41,2516.16,50000.0
instance_718,50000.0,50000.0,2167.54,3299.96,1698.93,2236.42,817.856,3328.66,863.288,2166.98
instance_1440,85.896,20.464,15.48,34.096,13.18,18.336,157.184,13.24,16.412,9.372
instance_814,2625.42,40.5,329.356,2638.27,83.34,31.312,122.144,2582.45,28.884,21.46
instance_481,121.016,76.336,73.108,90.188,85.944,133.796,106.832,89.848,232.388,118.572
instance_538,50000.0,50000.0,50000.0,2477.7,50000.0,50000.0,50000.0,494.996,50000.0,702.672
instance_1095,2.104,0.72,52.684,3.136,2.636,7.32,7.604,54.52,4.348,54.856
instance_984,3350.67,4649.96,1855.74,2835.35,2375.81,1149.8,1111.09,1756.4,790.264,1548.0
instance_1647,1900.55,209.308,394.224,163.292,486.508,138.396,437.112,148.188,596.128,266.088
instance_1715,50000.0,50000.0,4223.95,3430.17,50000.0,50000.0,50000.0,3239.06,50000.0,50000.0
instance_1782,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_483,262.98,208.168,190.872,149.208,181.24,252.604,296.204,157.94,598.816,219.312
instance_724,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_647,148.592,80.12,15.144,25.076,14.164,50000.0,13.012,20.6,15.488,17.48
instance_384,0.488,0.072,3.004,3.392,3.744,2.7,6.868,3.172,0.056,2.98
instance_102,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_376,1300.45,1502.89,1269.86,1625.29,1539.75,1701.98,1586.33,2374.52,1463.16,1014.68
instance_1698,50000.0,50000.0,892.7,3508.48,2047.25,4009.14,2158.49,2918.11,50000.0,899.672
instance_1081,50000.0,50000.0,278.464,50000.0,50000.0,50000.0,50000.0,457.152,50000.0,874.36
instance_1190,0.008,0.008,0.036,0.036,0.044,0.048,0.228,0.036,0.008,0.036
instance_712,51.552,31.548,20.408,33.508,18.608,60.256,26.308,16.068,72.372,12.988
instance_361,3148.08,50000.0,50000.0,50000.0,50000.0,4090.74,2309.61,50000.0,50000.0,50000.0
instance_1515,197.14,114.34,43.64,175.92,111.172,166.608,52.208,72.22,156.648,58.976
instance_516,606.388,77.704,14.348,97.992,53.688,106.212,63.84,36.328,211.064,36.812
instance_1889,1065.36,246.244,379.304,895.796,164.348,78.668,130.568,1870.89,31.364,184.204
instance_9,1038.13,604.492,880.744,1382.38,596.184,883.42,1722.05,385.716,576.5,344.208
instance_846,9.664,7.788,9.512,11.968,7.708,13.9,10.764,14.408,11.38,9.66
instance_1987,12.428,11.656,15.708,15.476,9.288,15.252,15.988,12.596,30.7,13.164
instance_279,50000.0,1251.64,1291.28,1845.23,763.256,3270.86,1318.88,838.94,927.984,1321.86
instance_1252,0.012,0.016,0.028,0.048,0.028,0.068,0.316,0.036,0.112,0.036
instance_761,32.652,18.448,27.516,21.32,19.62,38.096,29.108,29.356,34.524,27.996
instance_1613,167.692,74.128,35.78,63.708,24.508,56.944,20.792,40.928,84.668,34.032
instance_638,123.332,51.052,26.624,43.048,13.936,50000.0,20.02,139.7,29.672,42.644
instance_1959,118.412,100.104,33.568,49.252,24.248,50000.0,26.484,73.596,49.5,52.412
instance_939,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1684,50000.0,50000.0,2412.23,50000.0,3530.65,2664.15,50000.0,2818.09,1396.43,1336.61
instance_1111,18.792,15.54,107.088,83.568,96.824,15.664,148.108,83.968,120.376,81.896
instance_1193,0.008,0.008,0.024,0.024,0.032,0.036,0.216,0.024,50000.0,0.024
instance_486,390.308,214.06,199.768,202.204,201.264,301.824,336.108,192.528,964.056,240.196
instance_726,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1118,57.644,18.508,147.66,193.088,108.564,59.992,151.256,90.168,57.288,91.476
instance_1837,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4032.31,50000.0
instance_970,1936.58,83.572,71.608,2862.58,75.148,114.62,61.916,1673.56,35.552,176.636
instance_1963,87.516,72.76,25.176,24.68,15.424,50000.0,20.764,40.792,39.736,23.328
instance_477,1.004,0.932,0.696,1.376,0.704,2.58,0.54,1.096,1.668,1.04
instance_1488,4.152,12.064,6.208,12.068,8.628,20.128,8.416,9.66,11.068,13.256
instance_1835,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4347.99,50000.0
instance_1700,1934.18,1877.63,1339.52,2299.62,1710.29,1787.8,1433.6,1631.46,1916.43,1240.63
instance_1137,50000.0,610.748,878.868,4210.09,985.16,1545.0,873.6,2797.65,482.876,689.82
instance_1977,3919.16,939.844,707.848,1402.41,587.308,901.964,504.416,1197.34,1070.39,855.004
instance_1725,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1836,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_130,50000.0,899.236,50000.0,1297.35,50000.0,2118.09,50000.0,447.652,50000.0,910.608
instance_1582,50000.0,50000.0,50000.0,50000.0,2909.34,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1851,932.796,50000.0,50000.0,50000.0,50000.0,3588.17,50000.0,153.836,641.896,1190.11
instance_1100,107.836,29.18,139.568,2564.3,111.46,112.896,135.944,90.884,274.204,94.068
instance_1739,397.692,50000.0,1615.24,614.796,50000.0,50000.0,50000.0,85.62,50000.0,2367.49
instance_898,81.636,198.536,84.52,23.1,55.552,120.508,39.352,90.708,6.184,19.46
instance_1191,0.008,0.004,0.02,0.02,0.024,0.028,0.172,0.02,50000.0,0.02
instance_914,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_708,128.812,100.224,43.396,172.06,79.416,136.532,109.804,79.648,183.764,70.564
instance_829,1041.23,50000.0,2640.9,691.316,50000.0,1043.66,0.008,662.1,50000.0,1167.59
instance_938,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_236,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1186,0.001,0.001,0.001,0.001,0.001,0.004,0.012,0.001,0.001,0.001
instance_368,367.024,334.228,254.404,196.892,347.016,277.676,552.196,535.864,945.084,239.072
instance_1914,81.16,38.4,9.456,14.68,6.392,21.516,9.756,13.244,18.82,8.928
instance_482,138.292,83.412,85.18,105.016,96.876,149.184,145.748,102.356,284.58,123.428
instance_644,19.308,47.072,24.2,20.98,11.364,50000.0,14.948,34.348,39.568,27.444
instance_96,1016.36,50000.0,2878.31,876.68,50000.0,956.668,0.012,823.476,50000.0,1879.25
instance_176,2312.74,1270.16,988.668,567.108,1481.62,282.516,4241.82,445.3,50000.0,1193.24
instance_717,318.692,154.04,81.864,119.104,111.768,95.492,117.48,51.596,310.316,57.0
instance_801,34.504,4.304,14.2,15.4,4.028,70.86,10.68,66.968,6.64,6.66
instance_1852,2816.4,1015.26,201.132,576.832,196.764,56.204,17.128,155.464,140.136,109.456
instance_1250,0.48,0.112,0.18,0.488,0.076,1.468,0.796,0.164,0.428,0.164
instance_56,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1192,0.008,0.008,0.024,0.024,0.028,0.032,0.208,0.024,0.004,0.024
instance_1824,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1493,50000.0,2373.36,706.72,454.164,393.616,759.072,608.508,2486.94,671.78,831.512
instance_1225,0.044,0.024,50000.0,0.048,0.052,0.052,0.276,0.064,50000.0,0.06
instance_1198,0.001,0.001,0.001,0.001,0.004,0.008,0.024,0.001,0.001,0.001
instance_1939,102.32,322.5,149.676,225.116,56.364,10.364,14.02,27.044,80.584,179.108
instance_1762,2270.82,50000.0,4357.11,4566.32,50000.0,50000.0,50000.0,1681.77,50000.0,2699.11
instance_1584,2800.66,50000.0,50000.0,50000.0,50000.0,1162.54,50000.0,323.176,50000.0,633.492
instance_865,1484.88,207.04,352.676,163.416,213.112,104.288,139.732,217.34,47.404,70.328
instance_1767,760.156,50000.0,1696.59,1266.63,2967.81,1454.58,50000.0,725.188,50000.0,1003.59
instance_1031,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_982,301.356,228.684,62.384,218.32,82.68,165.904,69.452,90.6,116.008,83.436
instance_1681,50000.0,50000.0,761.092,2902.26,1900.43,50000.0,54.064,2865.28,50000.0,1000.89
instance_38,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1858.05,50000.0,422.132,50000.0
instance_493,1429.88,556.852,619.532,469.46,597.716,747.128,908.016,497.596,3111.99,648.884
instance_1532,3.916,5.172,5.052,6.304,7.252,16.64,5.32,8.52,44.948,14.384
instance_498,1201.78,670.988,543.376,436.412,563.296,602.124,810.952,427.076,2169.66,495.568
instance_306,1166.92,1879.28,50000.0,1614.85,50000.0,1535.83,1358.77,2114.58,3258.05,1954.8
instance_1500,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_472,0.104,0.096,0.088,0.12,0.116,0.28,0.364,0.092,0.268,0.084
instance_1900,1855.18,988.892,406.26,225.536,256.86,375.82,270.644,215.128,205.824,46.016
instance_339,100.78,132.512,120.98,2701.98,61.424,152.252,112.796,2630.24,1056.48,113.94
instance_1946,1.068,0.912,17.456,3.264,2.88,6.388,8.968,11.076,8.884,11.412
instance_1255,0.04,0.016,0.036,0.052,0.04,0.12,0.476,0.044,50000.0,0.044
instance_1426,842.34,1637.49,37.936,774.808,172.504,787.244,262.196,586.676,231.88,529.316
instance_489,844.788,426.696,361.788,263.836,376.684,451.288,685.04,303.896,1263.07,421.888
instance_896,66.656,8.968,6.844,5.288,3.36,16.484,2.912,10.064,4.588,8.4
instance_1957,23.564,21.832,5.536,10.292,4.38,50000.0,6.048,10.996,9.164,7.744
instance_144,3716.27,4574.34,1078.93,50000.0,50000.0,1143.75,178.924,50000.0,50000.0,610.388
instance_271,50000.0,1336.38,612.452,1147.19,938.88,1458.54,1351.96,1094.64,50000.0,732.82
instance_986,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1022,107.984,67.528,15.884,27.212,13.384,26.264,12.904,41.172,36.256,17.456
instance_451,68.98,71.824,46.692,29.9,49.068,58.52,75.224,40.628,188.808,69.36
instance_999,28.748,12.992,9.892,14.092,7.756,19.144,6.532,13.416,7.268,13.204
instance_1333,50000.0,50000.0,50000.0,50000.0,50000.0,4828.38,50000.0,50000.0,50000.0,50000.0
instance_1042,33.104,50000.0,2590.17,10.672,50000.0,61.392,50000.0,50000.0,50000.0,15.804
instance_813,50000.0,50000.0,50000.0,3786.32,2764.76,4162.76,1867.33,4015.85,3392.5,50000.0
instance_994,50000.0,50000.0,4628.44,3948.85,2719.75,3988.86,2116.26,3374.28,3722.74,50000.0
instance_357,50000.0,1000.54,1150.74,1679.12,838.012,862.6,694.788,862.948,949.944,1130.12
instance_1594,109.772,38.812,63.36,33.292,46.124,42.564,191.02,57.984,168.268,106.592
instance_691,76.716,17.824,41.992,21.436,7.224,34.424,27.068,22.748,18.348,6.656
instance_649,140.648,135.38,25.42,36.9,18.492,50000.0,20.548,56.972,33.872,37.408
instance_181,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1793,50000.0,50000.0,423.34,50000.0,50000.0,50000.0,50000.0,379.78,50000.0,50000.0
instance_1272,0.001,0.004,0.004,0.004,0.008,0.012,0.044,0.004,0.001,0.004
instance_1495,17.088,39.8,21.004,13.948,21.48,24.18,1.164,21.396,19.464,22.032
instance_484,287.364,213.3,140.036,166.356,189.712,256.956,336.972,184.456,661.868,214.696
instance_1306,5.064,5.32,8.66,5.156,4.164,5.088,6.76,3.928,12.756,3.944
instance_1188,0.001,0.001,0.001,0.001,0.001,0.004,0.012,0.001,50000.0,0.001
instance_1805,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1180,0.001,0.001,0.004,0.004,0.004,0.02,0.036,0.004,0.001,0.004
instance_1688,2144.69,1325.04,318.564,4340.69,179.58,1584.87,37.428,2652.22,5.688,138.196
instance_1743,97.068,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1407.87,50000.0,50000.0
instance_1548,167.816,1203.45,82.672,38.716,100.032,43.256,276.22,73.636,215.56,75.192
instance_1706,91.396,453.772,47.66,227.468,440.636,236.212,91.464,114.916,950.92,97.884
instance_1755,629.4,1103.96,157.04,50000.0,50000.0,442.58,50000.0,103.572,50000.0,184.264
instance_220,41.02,30.464,24.752,25.208,25.048,21.952,25.808,23.564,24.352,22.408
instance_714,43.38,77.14,18.596,62.052,28.324,41.592,36.852,35.348,102.264,40.756
instance_609,352.588,258.46,85.064,281.496,144.82,388.08,99.236,64.952,280.46,55.672
instance_612,50000.0,535.092,2059.98,2584.72,440.716,785.06,556.188,3000.26,4958.1,1305.99
instance_26,487.172,773.988,108.704,400.192,443.08,557.172,386.232,537.044,782.364,271.364
instance_579,5.888,0.804,1.984,1.832,3.612,3.672,9.792,2.26,0.548,1.96
instance_1838,50000.0,50000.0,883.308,50000.0,1745.44,331.58,2962.27,2614.71,1091.17,1134.4
instance_1046,2143.4,50000.0,723.424,50000.0,50000.0,82.428,50000.0,32.468,50000.0,33.964
instance_460,41.0,286.768,566.404,1126.91,1697.42,256.544,1793.08,84.892,2440.14,356.092
instance_564,133.396,137.584,40.388,182.868,66.544,119.7,89.512,86.512,146.02,49.476
instance_1662,58.544,23.504,70.308,47.384,128.632,86.524,115.84,43.276,145.76,89.424
instance_1261,0.004,0.004,0.004,0.004,0.008,0.016,0.06,0.004,50000.0,0.004
instance_1112,21.012,20.52,91.704,100.064,100.304,55.628,113.968,79.376,60.66,84.1
instance_1341,8.36,5.264,12.3,10.96,9.688,13.276,9.684,10.02,19.072,10.412
instance_795,127.656,28.684,18.064,50000.0,53.008,207.528,18.736,2525.16,37.512,36.94
instance_662,4604.54,2305.73,467.132,982.092,352.004,50000.0,276.388,1726.12,284.46,728.524
instance_562,175.32,243.092,327.824,462.984,227.616,331.8,258.652,371.716,377.864,180.324
instance_150,50000.0,50000.0,50000.0,50000.0,50000.0,926.62,50000.0,50000.0,50000.0,50000.0
instance_1679,50000.0,4599.34,1520.91,2795.67,2040.71,3537.59,0.92,3323.18,1718.43,2212.34
instance_871,171.508,55.664,80.656,69.16,71.024,68.444,114.804,77.328,64.988,97.056
instance_37,50000.0,50000.0,50000.0,50000.0,2850.8,50000.0,164.072,50000.0,114.456,50000.0
instance_1742,3553.53,50000.0,50000.0,50000.0,50000.0,614.636,50000.0,158.248,50000.0,50000.0
instance_1479,257.92,98.656,80.992,64.116,46.084,152.832,48.896,168.288,34.268,83.684
instance_903,3.856,1.076,0.512,0.92,0.64,2.748,1.016,0.9,3.98,0.74
instance_1465,41.74,65.772,16.796,28.996,11.156,66.588,22.804,14.58,30.472,22.0
instance_1623,80.764,48.376,33.54,20.656,22.5,48.252,21.52,33.064,37.248,31.668
instance_608,157.0,242.608,92.896,256.456,84.964,196.38,133.556,26.62,229.472,76.104
instance_1195,0.004,0.004,0.02,0.02,0.024,0.024,0.072,0.02,50000.0,0.02
instance_1097,1212.05,50000.0,2015.85,520.256,3590.72,1228.69,50000.0,350.976,50000.0,1370.81
instance_1784,50000.0,50000.0,50000.0,50000.0,50000.0,4600.61,50000.0,2642.07,50000.0,4901.52
instance_1353,215.036,124.664,0.492,0.46,0.464,11.904,3.712,0.464,0.252,0.492
instance_316,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_611,2701.5,699.712,360.22,1115.79,402.736,777.148,275.968,1027.42,536.732,50000.0
instance_334,568.104,3829.64,2397.37,3146.94,50000.0,1812.19,3494.27,2095.22,1526.63,1055.74
instance_1581,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_407,50000.0,50000.0,50000.0,1003.5,50000.0,4444.16,50000.0,1040.66,50000.0,2398.27
instance_1028,432.576,176.052,69.144,101.308,57.992,101.84,51.612,131.008,55.472,79.448
instance_282,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1049.07,50000.0,50000.0
instance_690,50000.0,50000.0,2462.08,50000.0,3474.31,50000.0,4144.34,4302.16,1252.89,2835.34
instance_1909,396.584,224.18,984.676,171.596,50000.0,312.26,232.604,442.612,2613.36,421.276
instance_362,364.688,3161.35,2777.16,509.252,1602.16,201.36,50000.0,433.14,3689.61,11.116
instance_1676,50000.0,50000.0,2449.46,50000.0,50000.0,1815.75,50000.0,50000.0,4053.93,2438.16
instance_715,41.76,46.732,32.652,29.9,37.572,113.664,23.48,22.408,116.944,27.08
instance_532,50000.0,880.812,581.848,459.78,430.436,347.884,446.904,74.736,50000.0,184.748
instance_672,414.856,410.212,133.46,113.756,81.316,50000.0,69.252,263.72,107.96,125.7
instance_1483,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_34,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_418,94.248,50000.0,50000.0,926.696,50000.0,50000.0,50000.0,2231.01,50000.0,4048.4
instance_1221,0.012,0.024,0.096,0.092,0.128,0.068,0.296,0.092,50000.0,0.092
instance_1259,50000.0,0.004,0.004,0.004,0.008,0.016,0.052,0.004,50000.0,0.004
instance_180,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_674,590.592,451.884,111.976,159.716,109.868,50000.0,86.364,292.336,117.316,172.672
instance_750,50000.0,1107.65,1609.49,50000.0,598.968,3933.88,185.52,3306.86,106.048,2234.95
instance_1388,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_143,27.42,305.908,56.928,6.532,100.588,114.872,436.804,47.952,1689.82,100.032
instance_1160,315.492,110.596,161.252,35.32,42.452,172.452,250.676,96.92,33.308,136.532
instance_1825,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1920,191.16,152.9,35.848,113.192,37.86,92.724,45.504,50.488,144.176,45.964
instance_1325,50000.0,3880.7,50000.0,50000.0,4715.19,2212.76,50000.0,2228.19,50000.0,50000.0
instance_1738,936.256,50000.0,1011.63,50000.0,50000.0,1739.65,50000.0,709.112,50000.0,1277.24
instance_1168,50000.0,50000.0,50000.0,50000.0,50000.0,2093.71,1004.5,1805.5,50000.0,4128.52
instance_141,0.052,0.008,0.012,0.016,0.028,0.032,0.072,0.012,0.008,0.012
instance_845,50000.0,677.296,614.612,3717.82,591.22,387.66,329.756,2732.39,223.556,342.252
instance_1564,10.872,64.3,4.184,10.256,15.456,85.404,10.688,3.868,32.992,3.836
instance_1727,864.864,418.536,420.952,408.94,464.292,533.656,685.76,443.648,2662.4,804.876
instance_773,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1913,0.356,0.788,6.284,1.632,0.98,4.924,3.408,5.444,0.204,5.46
instance_1291,0.012,0.012,0.04,0.052,0.052,0.056,0.192,0.044,50000.0,0.044
instance_969,15.828,4.452,8.892,2486.8,3.144,34.44,5.524,645.288,3.412,7.612
instance_1448,102.064,193.036,89.716,43.348,64.468,57.888,201.724,84.332,182.888,156.044
instance_834,12.716,5.812,1.996,3.776,1.664,3.088,2.312,2.164,3.548,1.568
instance_275,835.516,512.68,468.26,1152.19,519.548,1137.18,872.916,489.964,313.176,614.656
instance_1362,1.548,1.92,0.532,0.472,0.468,0.976,2.912,0.5,0.332,0.536
instance_1831,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1780,50000.0,50000.0,3481.27,50000.0,50000.0,50000.0,50000.0,1738.8,50000.0,3081.71
instance_780,0.032,0.096,0.064,0.044,0.12,0.176,0.64,0.064,0.196,0.068
instance_1021,1361.04,127.984,113.304,1031.42,75.408,112.572,35.452,2547.05,24.984,64.468
instance_1503,3.016,3.168,2.66,4.328,2.296,4.016,4.536,2.808,6.304,2.208
instance_346,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2129.53,50000.0,1484.26,50000.0
instance_476,0.496,0.376,0.352,0.64,0.352,1.276,0.872,0.4,0.968,0.404
instance_412,395.42,50000.0,50000.0,50000.0,50000.0,50000.0,1565.54,2715.76,50000.0,899.824
instance_410,50000.0,3508.13,2730.7,687.048,3146.91,2137.46,50000.0,708.292,50000.0,1489.23
instance_1174,0.001,0.001,0.001,0.001,0.001,0.004,0.008,0.001,0.001,0.001
instance_1907,33.312,10.728,21.476,23.012,17.688,28.512,53.332,20.68,53.452,17.124
instance_1552,0.224,0.348,0.072,0.064,0.068,0.144,0.348,0.068,0.04,0.068
instance_1702,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_438,68.796,59.132,48.468,48.18,41.828,63.82,50.872,41.708,1.776,46.936
instance_1142,50000.0,366.48,492.292,4415.79,619.128,742.656,509.292,2639.69,247.252,390.348
instance_1349,2844.72,126.892,0.54,0.576,0.524,1.752,4.016,0.52,0.3,0.536
instance_1015,244.304,130.46,67.724,92.02,61.496,90.032,56.348,149.432,47.664,81.644
instance_1453,9.892,10.596,5.448,16.764,7.508,20.86,10.752,0.212,11.02,0.856
instance_1299,0.016,0.016,0.06,0.06,0.076,0.076,0.268,0.056,50000.0,0.056
instance_1360,7.192,3.204,1.128,0.92,0.936,2.232,7.948,1.068,0.656,1.132
instance_1275,0.004,0.001,0.004,0.004,0.008,0.016,0.052,0.004,50000.0,0.004
instance_265,1508.39,416.14,823.068,180.532,1123.63,398.88,267.164,490.904,1577.25,398.86
instance_1053,50000.0,50000.0,50000.0,50000.0,50000.0,25.052,50000.0,50000.0,50000.0,50000.0
instance_1750,50000.0,50000.0,1706.53,50000.0,50000.0,50000.0,50000.0,1643.34,50000.0,50000.0
instance_1858,492.16,265.588,260.844,594.224,373.196,219.844,612.74,816.568,821.7,234.44
instance_323,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,0.408,50000.0,50000.0,50000.0
instance_892,62.472,72.964,15.328,53.236,26.932,51.228,11.14,31.372,24.508,24.34
instance_1075,1318.34,50.976,5.532,6.48,6.964,9.808,23.496,5.876,31.688,6.0
instance_701,188.016,94.892,137.228,32.76,24.096,33.44,12.404,113.996,9.172,26.068
instance_1774,50000.0,50000.0,3347.86,50000.0,4750.6,50000.0,50000.0,1632.32,50000.0,2412.65
instance_1319,50000.0,244.4,2187.79,1331.83,2836.38,692.592,987.94,432.024,50000.0,98.656
instance_1379,202.4,1955.32,564.136,3098.88,613.952,470.792,1330.94,545.108,881.244,1553.09
instance_1482,50000.0,3930.04,50000.0,4261.95,1829.74,2951.38,1073.14,50000.0,495.268,50000.0
instance_13,50000.0,2514.43,3552.5,3590.35,3631.34,4895.58,50000.0,2897.94,50000.0,3405.72
instance_1307,5.392,6.196,4.712,4.464,5.452,6.492,6.096,5.248,15.928,5.32
instance_62,16.324,8.732,45.5,37.892,20.156,46.384,97.592,52.28,48.452,44.752
instance_696,39.22,259.752,92.056,37.38,27.692,93.724,199.316,73.236,11.3,76.308
instance_1842,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,3465.76,50000.0,2706.48,50000.0
instance_535,1004.68,234.816,350.328,100.572,161.64,144.416,168.88,81.064,1125.91,33.192
instance_1865,1146.7,1175.54,237.628,3076.27,1107.76,1665.05,956.972,833.724,2701.12,681.928
instance_1574,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1244,0.008,0.024,0.016,0.024,0.02,0.028,0.144,0.016,0.06,0.016
