instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18
instance_276,18000.0,18000.0,18000.0,932.08,1.2,2.71,1021.58,1.17,18000.0,18000.0,18000.0,18000.0,18000.0,1.89,1.0,4.96,1.41,2.35
instance_208,18000.0,18000.0,18000.0,18000.0,1.03,2.23,18000.0,0.95,18000.0,18000.0,18000.0,18000.0,18000.0,1.82,0.9,4.0,1.41,2.16
instance_192,18000.0,18000.0,18000.0,16.02,1.18,2.03,20.56,1.13,18000.0,18000.0,18000.0,18000.0,18000.0,1.73,1.0,3.53,1.03,2.12
instance_324,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_231,18000.0,18000.0,18000.0,1372.01,1.1,1.93,1553.79,1.02,18000.0,18000.0,18000.0,18000.0,18000.0,1.8,0.81,3.48,1.16,1.93
instance_318,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_162,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,645.31,18000.0,1362.5,91.06
instance_366,18000.0,18000.0,18000.0,23.43,25.59,111.7,22.46,26.0,18000.0,18000.0,18000.0,18000.0,18000.0,16.33,18000.0,18000.0,10.61,11.31
instance_126,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,426.76,18000.0,18000.0,18000.0,430.15
instance_6,18000.0,0.52,18000.0,0.42,0.01,0.01,0.43,0.01,18000.0,0.05,18000.0,18000.0,18000.0,0.4,0.01,0.02,0.02,0.16
instance_62,18000.0,18000.0,18000.0,18000.0,255.95,18000.0,18000.0,184.25,18000.0,918.4,18000.0,18000.0,18000.0,163.89,79.65,18000.0,124.16,308.7
instance_395,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_481,18000.0,62.99,18000.0,26.64,1.32,1.23,20.24,6.89,18000.0,0.99,18000.0,18000.0,18000.0,1608.89,1.33,1.89,3.7,109.75
instance_194,18000.0,18000.0,18000.0,18000.0,0.97,2.43,18000.0,0.95,102.32,18000.0,18000.0,18000.0,100.35,1.9,0.88,4.01,1.51,2.11
instance_254,18000.0,18000.0,18000.0,297.59,1.07,2.33,319.94,1.03,18000.0,18000.0,18000.0,18000.0,18000.0,1.79,0.78,4.0,1.21,2.45
instance_52,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_314,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_629,18000.0,18000.0,18000.0,98.1,0.52,0.78,94.6,0.3,18000.0,19.85,18000.0,18000.0,18000.0,0.35,0.54,5.2,1.06,0.24
instance_389,18000.0,18000.0,18000.0,6.91,308.82,87.94,5.49,34.86,18000.0,108.88,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,336.3,40.45
instance_38,18000.0,23.51,18000.0,11.71,0.18,0.23,10.8,0.43,18000.0,114.02,18000.0,18000.0,18000.0,18000.0,0.11,0.78,0.2,30.7
instance_166,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,132.16
instance_236,18000.0,18000.0,18000.0,896.74,1.02,2.19,872.24,0.93,18000.0,18000.0,18000.0,18000.0,18000.0,2.02,0.93,3.75,1.32,2.04
instance_378,18000.0,18000.0,18000.0,576.14,18000.0,18000.0,464.1,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,57.09
instance_222,18000.0,18000.0,18000.0,84.34,1.06,1.96,87.75,0.98,93.87,18000.0,18000.0,18000.0,94.2,1.82,0.89,3.48,1.17,1.92
instance_385,18000.0,672.53,18000.0,3.72,35.15,18000.0,3.58,113.9,163.26,18000.0,18000.0,18000.0,163.42,2.48,18000.0,18000.0,15.27,1.67
instance_548,18000.0,18000.0,18000.0,85.32,0.51,0.8,95.8,0.3,18000.0,20.35,18000.0,18000.0,18000.0,0.35,0.53,5.07,1.05,0.23
instance_181,18000.0,18000.0,18000.0,603.82,1.16,3.03,692.53,1.2,130.5,18000.0,18000.0,18000.0,136.48,2.07,0.94,5.36,1.6,2.54
instance_250,18000.0,18000.0,18000.0,18000.0,1.0,2.37,18000.0,0.87,95.09,18000.0,18000.0,18000.0,98.59,1.82,0.9,4.1,1.53,1.98
instance_541,18000.0,18000.0,18000.0,1334.44,3.06,4.66,1344.27,1.9,18000.0,150.57,18000.0,18000.0,18000.0,3.0,6.29,16.98,12.84,1.08
instance_452,18000.0,18000.0,18000.0,107.98,8.17,4.83,125.03,31.35,18000.0,3.52,18000.0,18000.0,18000.0,737.53,6.26,9.37,15.9,202.14
instance_620,18000.0,18000.0,18000.0,18000.0,6.65,8.05,18000.0,3.61,18000.0,221.82,18000.0,18000.0,18000.0,3.21,11.53,22.49,28.33,1.61
instance_268,18000.0,18000.0,18000.0,18000.0,1.01,2.41,1629.97,0.87,99.16,18000.0,18000.0,18000.0,92.91,1.88,0.83,4.19,1.34,2.17
instance_415,18000.0,9.36,18000.0,0.49,0.52,0.24,0.4,0.49,18000.0,0.35,18000.0,18000.0,18000.0,3.42,0.55,0.39,0.65,1.28
instance_171,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,709.24,18000.0,18000.0,18000.0,1533.3
instance_538,18000.0,18000.0,18000.0,18000.0,1.28,2.4,1627.84,0.86,18000.0,8.49,18000.0,18000.0,18000.0,4.07,1.26,9.87,3.74,7.5
instance_132,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1727.86,18000.0,18000.0,301.08
instance_145,18000.0,18000.0,18000.0,18000.0,49.48,1261.26,18000.0,33.47,18000.0,18000.0,18000.0,18000.0,18000.0,998.01,59.24,18000.0,73.03,16.31
instance_495,18000.0,18000.0,18000.0,18000.0,99.17,18000.0,18000.0,18000.0,18000.0,158.42,18000.0,18000.0,18000.0,18000.0,377.44,1644.54,52.71,18000.0
instance_19,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_167,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_125,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_586,1685.1,18000.0,18000.0,1077.95,0.67,1.31,793.85,0.55,18000.0,18000.0,18000.0,998.08,18000.0,1.21,0.61,2.6,2.51,0.75
instance_572,169.95,18000.0,18000.0,63.34,0.27,0.23,72.78,0.17,18000.0,2.42,18000.0,170.51,18000.0,1.15,0.18,0.64,0.72,0.72
instance_227,18000.0,18000.0,18000.0,20.32,0.94,1.59,25.89,0.97,18000.0,18000.0,18000.0,18000.0,18000.0,1.57,0.83,2.71,0.77,1.7
instance_182,18000.0,18000.0,18000.0,43.28,0.94,1.78,40.92,0.94,211.29,18000.0,18000.0,18000.0,214.61,1.8,0.69,3.01,1.02,1.8
instance_297,18000.0,7.43,18000.0,4.61,7.93,3.73,5.96,8.45,18000.0,31.57,18000.0,18000.0,18000.0,6.69,2.45,3.43,2.42,4.03
instance_577,1371.21,18000.0,855.67,31.08,0.23,0.39,31.14,0.14,1082.83,10.85,18000.0,780.53,1075.81,0.19,0.27,2.91,0.5,0.08
instance_336,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_4,18000.0,1184.47,18000.0,1617.75,18000.0,18000.0,1655.7,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_151,18000.0,18000.0,18000.0,18000.0,57.16,41.69,18000.0,44.07,18000.0,18000.0,18000.0,18000.0,18000.0,1339.05,75.66,18000.0,242.32,44.12
instance_432,18000.0,18000.0,18000.0,1494.68,12.58,5.53,18000.0,145.81,18000.0,5.16,18000.0,18000.0,18000.0,738.53,7.73,14.04,21.61,250.72
instance_172,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1495.93,18000.0,18000.0,18000.0,1630.97
instance_529,18000.0,18000.0,18000.0,992.87,18000.0,18000.0,980.59,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_303,18000.0,0.54,18000.0,0.18,0.29,0.21,0.23,0.26,18000.0,0.36,18000.0,18000.0,18000.0,0.53,0.3,0.36,0.4,0.66
instance_603,18000.0,18000.0,18000.0,96.72,0.63,0.76,94.5,0.39,18000.0,16.54,18000.0,18000.0,18000.0,0.27,0.6,1.84,1.33,0.22
instance_376,18000.0,271.51,18000.0,2.84,5.67,99.06,2.26,21.57,18000.0,18000.0,18000.0,18000.0,18000.0,0.66,134.62,18000.0,2.75,0.82
instance_402,18000.0,18000.0,18000.0,437.19,18000.0,18000.0,373.52,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,919.79
instance_304,18000.0,8.98,18000.0,9.23,13.41,12.77,8.91,14.02,18000.0,16.07,18000.0,18000.0,18000.0,106.83,13.6,13.92,14.64,43.13
instance_288,18000.0,3.12,18000.0,1.99,1.68,1.96,1.69,1.68,18000.0,17.04,18000.0,18000.0,18000.0,3.99,1.26,2.11,1.35,2.43
instance_142,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_55,18000.0,18000.0,18000.0,18000.0,134.09,18000.0,18000.0,72.67,18000.0,626.29,18000.0,18000.0,18000.0,941.52,25.98,18000.0,53.63,150.22
instance_178,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,39.12,18000.0,18000.0,18000.0,59.67
instance_621,18000.0,18000.0,18000.0,61.87,0.44,0.61,57.23,0.27,18000.0,14.82,18000.0,18000.0,18000.0,0.29,0.45,3.13,0.94,0.2
instance_328,18000.0,730.96,18000.0,312.34,58.58,25.9,1186.16,124.86,18000.0,160.06,18000.0,18000.0,18000.0,18000.0,54.85,72.92,95.46,18000.0
instance_121,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,761.8,18000.0,18000.0,18000.0,1583.6
instance_47,18000.0,18000.0,18000.0,18000.0,376.22,144.46,18000.0,507.46,18000.0,18000.0,18000.0,18000.0,18000.0,46.25,387.66,442.73,955.4,1.28
instance_134,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,118.45,18000.0,18000.0,18000.0,598.9
instance_599,31.22,18000.0,245.35,4.68,0.12,0.07,4.95,0.08,18000.0,0.62,18000.0,29.83,18000.0,0.09,0.07,0.23,0.21,0.18
instance_216,18000.0,18000.0,18000.0,18000.0,1.16,2.9,18000.0,0.98,122.31,18000.0,18000.0,18000.0,128.55,2.01,1.06,5.08,1.7,2.2
instance_113,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,125.74,18000.0,18000.0,18000.0,530.17
instance_66,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_609,1340.05,18000.0,18000.0,489.79,1.1,0.71,383.96,0.81,18000.0,8.04,18000.0,18000.0,18000.0,4.01,0.81,1.53,3.45,1.43
instance_363,18000.0,18000.0,18000.0,24.37,36.72,88.49,22.88,18.78,18000.0,18000.0,18000.0,18000.0,18000.0,32.7,18000.0,18000.0,19.4,28.94
instance_530,18000.0,34.53,18000.0,12.8,7.02,83.26,25.41,21.71,18000.0,8.21,18000.0,18000.0,18000.0,261.88,3.83,4.78,15.37,106.65
instance_307,18000.0,0.06,2.15,0.0,0.01,0.0,0.0,0.01,0.09,0.01,1.9,18000.0,0.09,0.03,0.01,0.0,0.01,0.03
instance_426,18000.0,11.13,18000.0,1.22,1.46,0.55,1.11,1.33,18000.0,0.66,18000.0,18000.0,18000.0,10.33,1.4,0.92,2.01,3.5
instance_79,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,768.3,18000.0,18000.0,18000.0,976.09
instance_282,18000.0,0.09,2.02,0.0,0.01,0.01,0.0,0.01,0.27,0.01,1.98,18000.0,0.27,0.05,0.01,0.0,0.01,0.04
instance_103,18000.0,18000.0,18000.0,18000.0,178.58,98.96,18000.0,451.02,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,226.47,862.55,1015.79,90.34
instance_493,18000.0,18000.0,18000.0,18000.0,5.61,285.73,1634.68,264.23,18000.0,7.19,18000.0,18000.0,18000.0,18000.0,6.07,17.9,8.82,931.89
instance_133,18000.0,18000.0,18000.0,1510.26,82.76,18000.0,18000.0,54.54,18000.0,167.28,18000.0,18000.0,18000.0,490.88,17.33,18000.0,42.31,134.12
instance_624,18000.0,18000.0,18000.0,246.17,1.1,1.5,229.91,0.66,18000.0,41.21,18000.0,18000.0,18000.0,0.61,1.28,6.49,3.01,0.22
instance_24,18000.0,4.13,18000.0,2.79,0.07,0.07,2.46,0.08,18000.0,0.36,18000.0,18000.0,18000.0,18000.0,0.04,0.17,0.1,3.17
instance_49,18000.0,18000.0,18000.0,18000.0,443.85,143.53,18000.0,624.32,18000.0,18000.0,18000.0,18000.0,18000.0,49.73,368.47,583.82,1090.14,1.43
instance_228,18000.0,18000.0,18000.0,18000.0,0.98,2.61,18000.0,0.96,18000.0,18000.0,18000.0,18000.0,18000.0,2.01,0.98,4.55,1.65,1.99
instance_209,18000.0,18000.0,18000.0,18000.0,1.05,2.5,18000.0,1.05,18000.0,18000.0,18000.0,18000.0,18000.0,1.92,0.94,4.36,1.54,2.15
instance_602,18000.0,18000.0,18000.0,18000.0,5.38,5.48,18000.0,3.47,18000.0,18000.0,18000.0,18000.0,18000.0,9.89,5.77,7.86,22.66,11.71
instance_155,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,93.95,18000.0,18000.0,18000.0,104.47
instance_428,18000.0,18000.0,18000.0,18000.0,22.22,13.08,18000.0,100.74,18000.0,8.54,18000.0,18000.0,18000.0,18000.0,11.39,30.59,23.08,787.32
instance_144,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,934.5,79.82
instance_476,18000.0,18000.0,18000.0,680.03,9.97,4.43,701.61,70.18,18000.0,3.4,18000.0,18000.0,18000.0,397.41,6.3,9.37,20.4,284.85
instance_239,18000.0,18000.0,18000.0,15.98,1.13,1.64,21.01,0.95,18000.0,18000.0,18000.0,18000.0,18000.0,1.63,0.81,2.91,1.01,1.9
instance_5,0.87,1.57,0.55,0.07,0.0,0.0,0.07,0.0,18000.0,0.02,0.51,0.25,18000.0,0.05,0.0,0.0,0.01,0.01
instance_68,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1234.92,18000.0,18000.0,18000.0,18000.0
instance_496,18000.0,18000.0,18000.0,1140.77,19.99,14.4,1226.48,45.67,18000.0,5.18,18000.0,18000.0,18000.0,18000.0,7.41,15.03,22.41,461.2
instance_290,18000.0,6.56,18000.0,2.71,0.48,0.38,1.31,0.45,18000.0,1.28,18000.0,18000.0,18000.0,32.92,0.37,0.45,0.7,10.46
instance_120,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,29.58,18000.0,18000.0,18000.0,38.09
instance_566,18000.0,18000.0,18000.0,245.21,1.1,1.6,236.26,0.68,18000.0,37.82,18000.0,18000.0,18000.0,0.62,1.35,6.57,2.81,0.21
instance_23,18000.0,7.13,18000.0,0.27,0.09,0.1,0.29,0.12,18000.0,8.05,18000.0,18000.0,18000.0,18000.0,0.06,0.17,0.07,0.81
instance_463,18000.0,18000.0,18000.0,25.88,2.53,1.32,26.58,11.96,18000.0,1.4,18000.0,18000.0,18000.0,17.1,2.64,2.5,6.49,14.25
instance_552,18000.0,18000.0,18000.0,188.62,1.14,1.64,166.24,0.7,18000.0,41.55,18000.0,18000.0,18000.0,0.71,1.26,2.66,3.57,1.73
instance_271,18000.0,18000.0,18000.0,18000.0,1.15,2.7,18000.0,1.03,114.72,18000.0,18000.0,18000.0,116.28,2.08,0.91,4.42,1.62,2.34
instance_408,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,70.68,18000.0,18000.0,18000.0,1730.77
instance_595,429.24,18000.0,18000.0,174.42,0.78,0.55,206.51,0.6,18000.0,5.8,18000.0,328.25,18000.0,2.47,1.05,5.05,3.01,1.38
instance_56,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,37.09,18000.0,18000.0,18000.0,136.89
instance_591,18000.0,18000.0,18000.0,60.48,0.38,0.72,59.28,0.23,18000.0,17.63,18000.0,18000.0,18000.0,0.31,0.41,4.62,0.78,0.24
instance_309,18000.0,0.16,9.96,0.01,0.02,0.01,0.01,0.03,11.11,0.03,9.49,18000.0,10.44,0.1,0.02,0.01,0.02,0.08
instance_383,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,101.08
instance_613,18000.0,18000.0,18000.0,96.08,0.64,0.71,95.85,0.39,18000.0,16.63,18000.0,18000.0,18000.0,0.28,0.59,2.07,1.28,0.22
instance_564,18000.0,18000.0,18000.0,105.56,0.64,0.72,104.91,0.39,18000.0,15.65,18000.0,18000.0,18000.0,0.28,0.59,2.02,1.28,0.22
instance_154,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1363.25,18000.0,18000.0,18000.0,664.62
instance_161,18000.0,18000.0,18000.0,18000.0,199.53,18000.0,18000.0,138.72,18000.0,475.21,18000.0,18000.0,18000.0,321.78,71.14,18000.0,96.9,237.61
instance_549,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1063.4,18000.0,18000.0,18000.0,18000.0,18000.0,30.96,11.96,309.69,41.46,20.52
instance_484,18000.0,18000.0,18000.0,57.35,2.26,2.21,46.33,4.54,18000.0,1.8,18000.0,18000.0,18000.0,276.43,2.77,3.93,6.73,56.62
instance_604,18000.0,18000.0,18000.0,90.55,0.51,0.75,90.77,0.31,18000.0,19.87,18000.0,18000.0,18000.0,0.36,0.55,5.22,1.1,0.19
instance_320,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_48,0.93,18000.0,18000.0,18000.0,69.37,75.68,18000.0,95.58,18.25,18000.0,18000.0,173.21,18.43,2.37,272.89,289.21,579.2,1.14
instance_534,10.68,18000.0,18.87,2.03,0.04,0.04,2.3,0.03,38.23,0.36,56.06,10.3,38.15,0.06,0.03,0.14,0.12,0.09
instance_338,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_164,18000.0,18000.0,18000.0,18000.0,320.39,18000.0,18000.0,202.93,18000.0,953.02,18000.0,18000.0,18000.0,18000.0,67.15,18000.0,147.62,311.28
instance_258,18000.0,18000.0,18000.0,1471.01,0.99,2.25,1418.66,0.96,18000.0,18000.0,18000.0,18000.0,18000.0,1.94,0.95,3.92,1.34,2.04
instance_321,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_70,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_574,18000.0,18000.0,18000.0,18000.0,2.37,2.85,18000.0,1.56,18000.0,70.06,18000.0,18000.0,18000.0,1.51,3.03,5.76,7.46,2.2
instance_110,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,269.17,18000.0,18000.0,18000.0,312.69
instance_302,18000.0,6.72,18000.0,3.53,4.54,5.39,1.19,4.31,18000.0,6.51,18000.0,18000.0,18000.0,16.65,5.65,3.21,5.57,23.57
instance_388,18000.0,18000.0,18000.0,547.33,18000.0,18000.0,461.33,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,167.43,18000.0,18000.0,18000.0,300.23
instance_207,18000.0,18000.0,18000.0,17.34,1.08,1.46,17.44,1.01,18000.0,18000.0,18000.0,18000.0,18000.0,1.64,0.73,2.82,1.0,1.85
instance_364,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_14,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_206,18000.0,18000.0,18000.0,18000.0,1.06,2.39,18000.0,1.01,99.31,18000.0,18000.0,18000.0,93.21,1.93,0.93,4.27,1.54,2.12
instance_311,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_272,18000.0,18000.0,18000.0,66.22,1.13,2.13,66.61,1.03,92.67,18000.0,18000.0,18000.0,94.03,1.86,0.86,4.02,1.2,2.07
instance_443,18000.0,18000.0,18000.0,1427.76,130.53,18000.0,18000.0,435.23,18000.0,43.14,18000.0,18000.0,18000.0,18000.0,80.83,172.11,18.6,18000.0
instance_299,18000.0,0.5,18000.0,0.37,0.27,0.29,0.19,0.33,18000.0,0.29,18000.0,18000.0,18000.0,1.04,0.26,0.34,0.36,0.66
instance_508,18000.0,18000.0,18000.0,35.4,3.29,2.09,35.03,19.41,18000.0,1.67,18000.0,18000.0,18000.0,100.48,3.42,3.65,6.16,66.48
instance_585,5.01,749.93,167.67,1.49,0.16,0.13,1.3,0.11,376.22,0.63,18000.0,4.98,374.05,1.23,0.16,0.9,0.6,0.88
instance_183,18000.0,18000.0,18000.0,421.03,1.1,2.45,428.8,1.1,18000.0,18000.0,18000.0,18000.0,18000.0,1.89,0.99,4.03,1.41,2.03
instance_514,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_215,18000.0,18000.0,18000.0,23.93,1.01,1.47,23.75,0.92,18000.0,18000.0,18000.0,18000.0,18000.0,1.7,0.77,2.33,0.86,1.85
instance_256,18000.0,18000.0,18000.0,24.77,0.95,1.63,22.19,0.93,18000.0,18000.0,18000.0,18000.0,18000.0,1.54,0.9,3.08,0.96,1.68
instance_371,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_285,18000.0,0.58,18000.0,0.07,0.13,0.07,0.06,0.12,18000.0,0.14,18000.0,18000.0,18000.0,0.37,0.09,0.07,0.09,0.22
