instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24,algorithm_25,algorithm_26,algorithm_27,algorithm_28,algorithm_29,algorithm_30,algorithm_31
instance_564,4800.0,4800.0,877.04,3742.92,1548.92,4800.0,4800.0,4800.0,2470.96,4800.0,4800.0,4800.0,2768.6,1442.44,1672.28,1036.16,4800.0,3037.96,4800.0,4146.8,4800.0,4800.0,4298.0,4800.0,4800.0,2857.96,2384.12,4800.0,1532.96,1650.4,2993.24
instance_280,4800.0,4788.4,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1525,393.68,0.0,710.56,164.72,4800.0,635.64,212.16,4800.0,1632.12,34.88,0.04,0.0,3.28,4800.0,4800.0,4800.0,0.36,654.32,0.0,4800.0,0.0,7.64,625.36,1457.04,0.0,891.04,3.28,0.0,4774.8,2.84,1483.72
instance_424,1057.48,4800.0,141.72,61.2,50.36,159.48,103.04,536.28,149.84,168.08,4800.0,4800.0,66.2,130.12,44.08,59.76,4800.0,410.24,4800.0,75.48,4800.0,643.64,68.24,139.48,4800.0,76.56,66.68,4800.0,84.76,108.04,166.84
instance_830,4800.0,1.4,446.64,592.44,2.36,1545.4,348.76,4800.0,297.92,1296.08,257.72,1.08,642.44,1110.76,432.92,354.2,77.64,2372.96,4800.0,860.92,1432.6,3145.28,166.04,167.88,9.36,674.08,626.84,2.52,738.04,1328.12,1663.96
instance_1494,4800.0,4800.0,10.0,2.44,2.4,2.08,6.68,4800.0,2.28,1.12,4800.0,4800.0,15.64,5.68,16.8,6.92,4800.0,3.16,4800.0,3.44,4800.0,4800.0,2.48,1.24,4800.0,2.56,16.04,4800.0,5.2,9.6,6.6
instance_155,4800.0,4800.0,876.96,1927.4,894.52,117.6,307.52,194.16,208.52,3164.76,4800.0,4800.0,378.08,325.76,742.72,460.76,4800.0,577.84,4800.0,1457.6,4800.0,4800.0,584.48,4800.0,4800.0,835.12,366.28,4800.0,1894.12,681.88,118.4
instance_1007,1026.8,4800.0,31.2,33.2,19.08,116.72,274.92,206.52,43.96,163.16,4800.0,4800.0,52.52,45.6,27.32,23.36,4800.0,66.64,4800.0,25.88,4800.0,948.52,24.12,138.52,4800.0,28.24,85.8,4800.0,75.4,66.96,29.0
instance_1500,4800.0,0.24,4800.0,4800.0,4800.0,4800.0,1128.08,4800.0,4800.0,4800.0,1.04,0.44,4.76,4800.0,4800.0,4800.0,3.36,2690.4,0.08,4800.0,0.36,4800.0,4800.0,4800.0,0.2,4800.0,3.96,0.12,4800.0,4.12,4800.0
instance_361,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,394.72,4800.0,1986.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_515,4800.0,149.0,254.84,583.12,1640.0,4800.0,636.72,4800.0,86.92,411.48,4800.0,20.6,81.16,12.24,158.92,377.44,68.36,1374.44,4800.0,880.56,1565.0,1796.32,5.44,48.0,32.72,4800.0,75.8,1.4,371.68,252.6,4800.0
instance_159,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,56.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_931,4800.0,712.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,297.92,4800.0,645.44,4800.0,4800.0,4800.0,3125.4,4800.0,4800.0,230.2,4800.0,4800.0,4800.0
instance_545,4800.0,23.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,697.4,921.16,4800.0,4800.0,4800.0,4800.0,4800.0,19.52,4800.0,131.68,4800.0,4800.0,4800.0,297.96,4800.0,878.2,163.6,4800.0,467.48,4800.0
instance_33,4800.0,4800.0,78.08,152.84,33.6,1446.52,4073.2,4800.0,50.96,77.04,4800.0,4800.0,223.84,420.4,301.8,288.96,4800.0,326.36,4800.0,807.36,4800.0,274.48,416.48,80.72,4800.0,143.36,221.28,4800.0,41.56,4800.0,4262.0
instance_632,2275.8,4800.0,880.24,1553.12,1899.92,3836.44,3855.76,3763.2,3409.44,1412.76,4800.0,4800.0,1015.92,1046.16,4800.0,4522.4,4800.0,2278.92,4800.0,1498.56,4800.0,4800.0,4800.0,1767.04,4800.0,1407.2,1018.24,4800.0,1372.32,1301.36,3990.08
instance_1418,833.0,351.04,136.8,6.84,187.28,155.52,219.48,4800.0,27.28,35.48,4800.0,296.0,19.88,206.28,57.56,19.56,1615.52,195.28,4800.0,29.2,4800.0,24.0,231.04,3.64,428.88,9.04,16.12,490.88,152.56,371.32,179.32
instance_413,347.12,4800.0,30.12,8.56,8.48,6.56,2.64,47.52,4.48,4.8,4800.0,4800.0,100.52,8.84,10.88,11.36,4800.0,18.92,6.08,8.48,1835.08,214.92,8.76,4.8,4800.0,8.64,100.04,4800.0,13.44,56.16,10.28
instance_1332,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,271.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,273.6,4800.0,4800.0,729.56,4800.0
instance_1539,4800.0,399.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_494,925.16,4800.0,577.76,344.92,129.68,616.2,1865.64,1991.56,561.76,768.96,4800.0,4800.0,610.48,917.36,152.16,55.64,4800.0,2027.88,4800.0,118.88,4800.0,882.16,179.44,1030.76,4800.0,524.6,624.96,4800.0,327.6,341.76,692.04
instance_428,4800.0,4800.0,4800.0,1097.84,46.16,4800.0,254.44,2343.36,317.6,345.16,4800.0,4800.0,239.88,4800.0,103.96,37.44,4800.0,199.48,4800.0,415.76,4800.0,377.8,4800.0,1071.64,4800.0,3457.8,253.44,4800.0,4800.0,4800.0,281.52
instance_131,4800.0,4800.0,33.8,99.48,17.24,62.4,36.84,569.2,25.64,98.92,4800.0,4800.0,23.8,30.92,15.84,15.52,4800.0,33.08,4800.0,221.76,4800.0,184.6,10.4,57.96,4800.0,54.44,24.0,4800.0,64.96,28.8,21.64
instance_1420,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4804.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_674,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1182.04,4800.0,4800.0,2039.64,2877.68,4800.0,2990.0,4800.0,4800.0,4800.0,4800.0,1173.16,4800.0,4800.0,4800.0,4800.0,4800.0,2619.72,4800.0,4800.0,3083.88,4800.0,4800.0,2883.76,4800.0
instance_1474,2241.8,0.36,1732.84,546.72,4800.0,709.12,81.68,4800.0,2587.56,267.0,2.0,0.08,3.16,990.56,3070.24,1587.84,34.52,815.52,0.4,3227.48,3.2,4800.0,4800.0,695.32,1.6,2266.56,3.2,1.4,1125.92,2.96,4800.0
instance_1409,4800.0,579.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,159.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,344.0,4800.0,651.88,4800.0,4800.0,4800.0,1692.92,4800.0,4800.0,3829.52,4800.0,4800.0,4800.0
instance_1346,4800.0,4800.0,4800.0,878.68,342.56,4307.2,4800.0,4800.0,4800.0,659.08,4800.0,4800.0,4800.0,612.08,1265.04,971.36,4800.0,1881.92,4800.0,889.8,4800.0,4800.0,1070.08,959.96,4800.0,648.12,4800.0,4800.0,2923.32,4800.0,1435.68
instance_963,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,889.08,4800.0,4800.0,4800.0,4800.0,4800.0,37.24,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_722,174.68,4800.0,1198.32,444.92,829.56,1657.48,97.32,4800.0,131.56,108.56,4205.2,4800.0,455.64,88.36,157.88,56.64,4800.0,72.96,4800.0,1655.08,4800.0,230.76,4800.0,108.04,4800.0,1165.84,590.92,4800.0,583.92,4800.0,2830.6
instance_555,1617.76,4800.0,43.04,53.68,22.64,68.44,143.6,348.8,47.36,113.88,4800.0,4800.0,101.28,45.8,38.24,35.0,4800.0,44.12,4800.0,32.4,4800.0,914.48,45.44,80.2,4800.0,38.36,73.88,4800.0,89.16,67.4,47.92
instance_1253,4800.0,240.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,124.12,2123.2,4800.0,4800.0,4800.0,309.72,4800.0,311.52,4800.0,1606.36,4800.0,4800.0,4800.0,376.32,4800.0,981.6,732.88,4800.0,716.24,4800.0
instance_1130,6.12,4800.0,13.16,2.44,2.48,6.48,21.52,11.84,6.6,3.04,4800.0,4800.0,8.28,16.56,4.88,4.0,4800.0,3.52,4800.0,4.12,4800.0,70.64,2.52,3.4,4800.0,2.56,7.52,4800.0,20.64,12.64,4.32
instance_682,4800.0,4800.0,4800.0,3724.6,4800.0,4655.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3205.84,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4025.6,4800.0,4800.0,3153.32,4800.0
instance_282,4800.0,4800.0,241.96,1037.4,106.72,1714.84,475.08,4804.0,157.36,1005.72,4800.0,4800.0,201.12,167.36,84.36,97.52,4800.0,1111.16,4800.0,1110.44,4800.0,2426.48,121.08,663.28,4800.0,241.68,211.84,4800.0,459.16,430.68,4804.0
instance_14,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2524.52,4800.0,4800.0,4508.8,121.84,4800.0,521.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3863.4,4800.0,4800.0,3009.04,4800.0,4800.0,3302.36,4800.0
instance_786,4800.0,4800.0,141.88,4800.0,29.84,7.52,4800.0,528.08,1.4,4800.0,4800.0,4800.0,4800.0,1.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1.0,4800.0,4800.0,2922.64,4800.0,4800.0,77.56,4800.0,4800.0
instance_1263,4800.0,4800.0,3823.12,4347.2,1205.2,4800.0,4800.0,4800.0,3422.6,2387.72,4800.0,4800.0,3816.24,2531.8,4800.0,1225.36,4800.0,4800.0,4800.0,1963.0,4800.0,4800.0,4800.0,2540.2,4800.0,1562.92,3802.84,4800.0,3966.32,4118.4,3582.12
instance_179,4800.0,813.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2360.4,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1217,4800.0,2.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,81.12,519.48,4800.0,4800.0,4800.0,1029.24,4800.0,32.6,4800.0,39.72,4800.0,4800.0,4800.0,35.76,4800.0,552.56,107.04,4800.0,454.44,4800.0
instance_1388,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4564.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_653,4800.0,4800.0,1477.16,2067.68,1192.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,2967.64,515.04,4804.0,4800.0,1959.36,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4804.0,4800.0,4800.0,1105.2,2146.08,4804.0
instance_670,6.0,4800.0,18.88,4.16,2.88,13.64,1.4,4.32,4.8,8.28,4800.0,4800.0,7.64,20.84,2.4,2.16,4800.0,11.32,4800.0,1.88,4800.0,51.04,20.52,2.32,4800.0,2.84,7.48,4800.0,4.24,8.84,4.96
instance_466,4800.0,2.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2101.88,3.8,4800.0,4800.0,4800.0,4800.0,183.24,4800.0,4800.0,4800.0,11.12,4800.0,4800.0,4800.0,2.6,4800.0,4800.0,1.56,4800.0,4800.0,4800.0
instance_96,4800.0,4800.0,13.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,591.84,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3410.52,4800.0
instance_443,4800.0,0.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,351.32,0.64,3.44,4800.0,4800.0,4800.0,0.72,4800.0,0.4,4800.0,0.4,4800.0,4800.0,4800.0,0.36,4800.0,3.44,0.44,4800.0,2.84,4800.0
instance_1246,4800.0,27.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,646.48,2321.48,4800.0,4800.0,4800.0,4800.0,4800.0,279.2,4800.0,91.72,4800.0,4800.0,4800.0,263.16,4800.0,2312.2,1279.92,4800.0,2089.56,4800.0
instance_156,1395.56,0.12,4800.0,1211.08,2547.28,127.96,2721.32,4800.0,118.28,4800.0,643.12,0.16,4800.0,1586.88,166.96,4800.0,0.08,4800.0,4800.0,4800.0,0.04,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.12,4800.0,4800.0,1266.04
instance_1106,2438.64,4800.0,309.8,714.24,309.8,631.84,1842.92,4800.0,639.4,714.8,4800.0,4800.0,834.92,357.28,853.52,442.44,4800.0,993.4,4800.0,934.24,4800.0,1596.16,666.36,406.24,4800.0,635.08,784.32,4800.0,374.92,444.24,1200.72
instance_1554,1721.4,0.16,4800.0,448.32,4800.0,2130.76,2028.88,4800.0,4127.6,1661.24,53.76,0.08,2.6,4800.0,4800.0,4800.0,0.12,460.0,0.04,4800.0,0.04,4800.0,870.44,1834.36,0.12,4800.0,2.64,0.2,4800.0,2.6,4800.0
instance_1128,935.36,4800.0,3.92,709.36,758.12,1985.28,83.2,3223.64,497.32,137.84,0.0,4800.0,0.0,579.88,764.52,73.84,4800.0,203.96,4800.0,3045.52,4800.0,0.36,4800.0,496.48,4800.0,767.84,0.0,4800.0,4.04,0.0,4211.2
instance_1549,4800.0,631.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,290.64,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,41.96,4800.0,182.68,4800.0,4800.0,4800.0,167.84,4800.0,4800.0,903.56,4800.0,4800.0,4800.0
instance_1104,4800.0,160.32,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1003.04,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,365.56,4800.0,12.8,4800.0,4800.0,4800.0,2299.04,4800.0,4800.0,532.12,4800.0,4800.0,4800.0
instance_1589,1871.88,4800.0,806.16,106.28,167.36,494.52,669.4,4804.0,609.0,1494.44,4800.0,4800.0,733.12,267.72,295.76,165.24,4800.0,427.88,4800.0,174.04,4800.0,2573.12,280.32,492.6,4800.0,123.44,730.72,4800.0,1150.4,637.44,164.32
instance_945,8.12,4800.0,14.0,2.84,2.72,5.08,3.68,6.96,8.84,3.44,4800.0,4800.0,15.4,15.24,4.76,3.92,4800.0,3.32,4800.0,4.08,4800.0,39.32,2.76,4.0,4800.0,3.04,15.16,4800.0,10.04,18.8,4.16
instance_43,45.0,4800.0,126.04,19.0,27.36,55.88,68.92,41.92,184.44,272.72,4800.0,4800.0,85.6,77.88,31.12,13.48,4800.0,41.08,4800.0,23.8,4800.0,430.76,30.68,111.72,4800.0,47.08,81.44,4800.0,161.12,46.88,23.32
instance_1560,2.88,4800.0,4.92,0.52,0.4,1.12,0.64,3.92,0.68,5.32,68.56,4800.0,1.16,3.44,1.32,1.76,4800.0,0.52,4800.0,0.6,4800.0,3.2,0.6,0.52,4800.0,0.36,1.52,4800.0,5.6,2.08,0.8
instance_295,3658.72,4800.0,278.08,521.24,248.84,474.76,1382.76,4804.0,412.56,1089.28,4800.0,4800.0,693.72,206.44,741.76,360.6,4800.0,867.48,4800.0,812.72,4800.0,2360.96,518.8,537.08,4800.0,451.4,668.08,4800.0,310.48,428.16,840.04
instance_957,4800.0,700.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4352.8,4800.0,4800.0,4800.0,4800.0,4800.0,2712.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_488,4800.0,4800.0,736.92,371.48,364.16,26.32,29.08,4800.0,202.84,175.04,4800.0,4800.0,362.96,111.72,62.72,13.32,4800.0,244.28,4800.0,12.84,4800.0,4800.0,398.68,408.6,4800.0,560.68,351.88,4800.0,1373.16,300.56,617.56
instance_1325,48.32,4800.0,20.76,9.16,109.0,5.4,1164.84,680.32,19.84,205.12,4800.0,4800.0,188.68,3.24,3.2,334.12,4800.0,11.6,4800.0,162.76,4800.0,74.0,124.28,54.96,4800.0,92.64,205.84,4800.0,489.72,59.36,19.76
instance_695,28.4,0.0,218.28,49.32,52.48,31.76,21.56,266.8,43.28,41.16,0.16,0.04,24.96,42.28,32.72,111.12,0.04,32.04,4800.0,63.28,0.24,69.88,9.2,5.64,0.04,34.56,24.96,0.04,622.76,40.4,3.4
instance_405,505.56,4800.0,284.76,139.4,443.88,278.44,474.2,4800.0,891.84,860.28,4800.0,4800.0,1130.44,291.52,191.68,375.44,4800.0,1818.24,4800.0,630.84,4800.0,972.28,207.12,1382.6,4800.0,631.56,738.12,4800.0,175.28,503.4,255.92
instance_215,4800.0,1661.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1057,754.2,4800.0,85.92,56.8,52.0,100.72,174.04,170.0,107.8,1384.68,4800.0,4800.0,250.48,71.76,45.48,34.64,4800.0,82.84,4800.0,37.68,4800.0,642.92,63.04,342.36,4800.0,81.72,256.4,4800.0,178.92,97.2,48.56
instance_32,3922.68,4800.0,3448.96,4800.0,4800.0,3887.96,421.76,4800.0,4800.0,666.8,40.36,4800.0,198.28,4800.0,4800.0,4300.0,4800.0,1597.56,4800.0,4800.0,4800.0,4800.0,4800.0,672.8,4800.0,4207.2,706.08,4800.0,4033.2,503.52,4800.0
instance_482,178.88,4800.0,496.76,34.36,1107.2,188.04,210.44,1839.8,172.44,181.4,4800.0,4800.0,70.84,917.64,153.0,87.64,4800.0,34.24,4800.0,18.12,4800.0,4608.4,4800.0,49.72,4800.0,54.36,70.92,4800.0,765.52,354.84,530.84
instance_253,4800.0,4800.0,478.76,672.56,222.16,1662.44,2020.4,1049.68,316.28,3623.28,4800.0,4800.0,802.72,278.96,133.72,131.4,4800.0,461.12,4800.0,117.24,4800.0,4800.0,740.0,1860.96,4800.0,513.2,723.36,4800.0,1162.88,278.0,175.32
instance_499,4800.0,15.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,20.08,578.56,4800.0,4800.0,4800.0,1346.4,4800.0,11.08,4800.0,131.84,4800.0,4800.0,4800.0,49.88,4800.0,581.96,135.64,4800.0,519.08,4800.0
