instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10
instance_1777,50000.0,50000.0,4499.57,50000.0,50000.0,4758.74,50000.0,1425.02,50000.0,3308.16
instance_1053,50000.0,50000.0,50000.0,50000.0,50000.0,25.052,50000.0,50000.0,50000.0,50000.0
instance_297,429.18,285.044,211.052,136.82,1017.0,103.268,1289.49,97.636,1603.01,154.68
instance_1097,1212.05,50000.0,2015.85,520.256,3590.72,1228.69,50000.0,350.976,50000.0,1370.81
instance_685,521.328,2552.42,1477.19,810.808,149.532,2555.05,592.528,997.9,1772.96,1867.59
instance_383,50000.0,50000.0,740.016,50000.0,277.504,50000.0,0.348,2629.72,132.232,492.612
instance_1304,323.172,830.74,66.468,959.14,265.82,302.704,584.244,128.396,140.684,327.612
instance_1836,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_285,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4906.2
instance_524,10.948,7.688,2.364,6.48,3.852,17.8,9.344,5.976,15.184,6.288
instance_1798,1240.68,538.436,100.936,195.748,169.788,221.796,704.768,406.18,148.232,82.936
instance_960,134.02,13.696,15.544,3887.61,15.052,36.292,25.132,2527.07,16.02,46.832
instance_146,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1920,191.16,152.9,35.848,113.192,37.86,92.724,45.504,50.488,144.176,45.964
instance_724,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_788,0.024,0.024,0.028,0.104,0.036,0.32,0.468,0.024,0.148,0.028
instance_708,128.812,100.224,43.396,172.06,79.416,136.532,109.804,79.648,183.764,70.564
instance_653,465.748,274.952,51.356,86.976,37.028,50000.0,36.0,126.564,54.356,77.74
instance_1192,0.008,0.008,0.024,0.024,0.028,0.032,0.208,0.024,0.004,0.024
instance_1715,50000.0,50000.0,4223.95,3430.17,50000.0,50000.0,50000.0,3239.06,50000.0,50000.0
instance_896,66.656,8.968,6.844,5.288,3.36,16.484,2.912,10.064,4.588,8.4
instance_323,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,0.408,50000.0,50000.0,50000.0
instance_1088,0.356,573.424,378.788,2.368,2.932,1.624,785.608,3.192,50000.0,3.192
instance_336,1497.73,213.908,247.228,310.24,244.032,312.372,248.8,267.168,102.244,236.96
instance_1850,2149.05,50000.0,490.912,2260.49,50000.0,2507.64,2409.69,2186.09,716.356,1405.15
instance_1141,50000.0,2548.93,2896.52,50000.0,3518.46,50000.0,3141.45,3899.14,2341.23,4006.43
instance_317,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_542,677.24,131.432,29.504,265.232,123.996,311.532,180.708,111.1,399.168,79.828
instance_1631,0.048,0.056,0.004,0.012,0.004,0.028,0.056,0.008,0.012,0.008
instance_1100,107.836,29.18,139.568,2564.3,111.46,112.896,135.944,90.884,274.204,94.068
instance_1717,770.028,414.164,695.152,378.264,525.964,158.96,547.624,428.58,1426.3,566.092
instance_1425,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1591,25.412,10.58,11.892,34.76,15.688,25.092,51.096,21.392,38.504,16.232
instance_328,392.328,190.932,81.636,267.548,51.736,87.236,5.24,1344.08,2.896,94.848
instance_562,175.32,243.092,327.824,462.984,227.616,331.8,258.652,371.716,377.864,180.324
instance_219,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_549,111.996,140.256,49.9,75.128,43.344,102.228,152.384,65.324,110.24,99.088
instance_1905,50000.0,50000.0,50000.0,50000.0,97.596,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1318,3.26,4.404,8.644,6.988,7.024,5.408,7.108,6.248,6.152,6.488
instance_1496,75.316,43.1,32.116,87.66,15.22,62.708,2.976,1.756,21.964,2.312
instance_1709,3603.14,834.68,667.264,649.092,675.576,1082.16,898.792,760.716,50000.0,1215.01
instance_119,1048.37,1905.6,1320.59,674.324,1428.98,1188.18,4260.84,478.792,50000.0,1007.59
instance_55,50000.0,50000.0,50000.0,50000.0,1922.09,50000.0,50000.0,2769.94,50000.0,50000.0
instance_1890,1419.27,2499.61,214.32,350.012,203.332,509.948,147.316,1228.12,113.528,275.948
instance_1275,0.004,0.001,0.004,0.004,0.008,0.016,0.052,0.004,50000.0,0.004
instance_162,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1866,1608.86,1817.64,933.184,2788.11,1560.7,3386.88,896.98,1121.76,50000.0,898.072
instance_147,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1740,3549.48,50000.0,50000.0,898.928,50000.0,1519.82,50000.0,602.708,50000.0,50000.0
instance_1803,50000.0,1085.28,477.276,50000.0,347.424,3225.68,0.416,2883.84,448.964,344.136
instance_209,1.344,2.772,7.608,4.528,2.96,5.12,12.616,3.216,52.552,3.2
instance_1249,0.228,0.196,0.212,0.604,0.2,0.9,1.512,0.132,50000.0,0.132
instance_1817,106.064,328.076,47.612,79.82,32.432,327.276,244.424,81.624,194.228,76.64
instance_1457,0.04,0.04,0.068,0.076,0.072,0.144,0.348,0.072,0.028,0.068
instance_1478,1.396,3.988,1.296,4.244,1.6,3.852,1.252,1.176,5.364,1.036
instance_53,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1946,1.068,0.912,17.456,3.264,2.88,6.388,8.968,11.076,8.884,11.412
instance_1395,203.608,161.484,33.636,91.964,98.348,78.268,129.644,49.968,42.144,39.0
instance_428,1587.7,50000.0,1580.01,2011.79,3160.39,247.656,1919.58,50000.0,50000.0,4342.46
instance_294,272.74,14.308,199.892,100.184,470.304,49.028,269.992,95.816,206.492,11.708
instance_811,686.22,529.7,53.104,128.556,49.872,133.684,168.308,79.184,99.012,59.172
instance_1429,138.052,99.304,17.888,47.124,13.608,57.912,146.636,21.7,26.836,20.816
instance_985,50000.0,50000.0,3351.03,3884.85,2480.75,3384.49,1972.76,4082.87,3021.09,50000.0
instance_1508,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1609,15.128,17.864,8.868,16.24,6.432,37.112,8.856,13.776,26.74,10.54
instance_993,765.344,751.92,63.528,224.232,57.908,136.704,87.664,54.784,108.564,59.22
instance_18,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1278,0.016,0.016,0.048,0.232,0.052,0.072,0.316,0.048,0.012,0.048
instance_1960,8.48,6.916,4.444,4.552,2.328,50000.0,5.628,5.924,12.608,4.9
instance_376,1300.45,1502.89,1269.86,1625.29,1539.75,1701.98,1586.33,2374.52,1463.16,1014.68
instance_1445,435.528,229.288,53.592,108.14,45.992,174.74,193.564,163.84,61.548,111.144
instance_461,991.64,688.54,615.776,403.7,792.292,377.996,698.728,304.372,1647.79,147.98
instance_1183,0.012,0.02,0.06,0.068,0.08,0.068,0.252,0.06,0.14,0.06
instance_962,4910.38,621.292,535.824,50000.0,206.568,1128.18,192.944,3161.74,184.84,222.576
instance_277,50000.0,1418.34,1534.94,1848.14,895.58,3644.61,1443.1,453.9,1855.52,733.18
instance_1725,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_965,50000.0,427.372,675.888,50000.0,516.088,1655.46,228.664,3206.16,197.784,325.616
instance_1042,33.104,50000.0,2590.17,10.672,50000.0,61.392,50000.0,50000.0,50000.0,15.804
instance_1276,0.004,0.004,0.004,0.004,0.008,0.016,0.06,0.004,0.004,0.004
instance_1171,0.001,0.001,0.001,0.001,0.001,0.004,0.012,0.001,50000.0,0.001
instance_1050,257.4,154.228,584.972,613.12,574.744,223.804,241.624,297.868,1054.12,276.416
instance_1592,602.08,77.54,75.696,127.312,38.584,131.988,64.116,179.02,98.776,115.248
instance_1411,192.952,149.248,26.472,39.348,18.764,51.036,21.356,53.28,37.284,41.796
instance_325,50000.0,1002.78,388.692,3824.59,471.648,1812.81,0.372,2690.35,320.968,314.744
instance_228,0.472,0.364,1.524,0.432,0.556,0.684,1.756,1.46,1.028,1.52
instance_1945,1411.49,50000.0,762.296,2549.83,50000.0,73.256,3618.62,50000.0,50000.0,50000.0
instance_371,412.864,475.0,655.54,50000.0,2549.32,1938.75,1129.88,213.004,1373.26,470.6
instance_517,12.688,10.192,8.408,14.092,7.98,17.06,14.452,6.06,5.876,9.608
instance_81,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1602,5.8,6.104,5.34,4.096,3.812,3.82,6.54,5.472,9.912,5.308
instance_42,50000.0,50000.0,50000.0,2987.97,6.624,50000.0,2.376,3218.58,1654.96,50000.0
instance_1116,101.356,63.412,110.096,901.628,101.436,105.344,154.076,2609.13,328.52,93.66
instance_1695,50000.0,50000.0,1219.73,3746.48,2346.88,50000.0,2494.34,3078.33,50000.0,945.34
instance_250,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_561,4210.98,1252.62,1662.48,1495.71,1062.93,1886.22,443.528,1090.78,293.448,1290.82
instance_253,1257.42,50000.0,50000.0,3062.1,985.404,1633.88,1513.2,794.696,845.3,324.976
instance_1172,0.001,0.001,0.001,0.001,0.001,0.004,50000.0,0.001,0.001,0.001
instance_692,1969.34,115.112,220.812,2771.39,152.884,87.268,173.572,2527.64,109.496,88.232
instance_1565,1.788,0.332,2.388,1.14,1.12,2.672,2.936,2.336,2.58,2.316
instance_1140,50000.0,4942.14,4801.18,50000.0,50000.0,50000.0,4887.57,50000.0,2669.03,50000.0
instance_1369,2.732,1.644,2.832,1.3,1.288,3.824,4.28,2.824,0.28,2.88
instance_175,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_118,0.012,0.008,0.012,0.012,0.016,0.028,0.068,0.012,0.048,0.012
instance_1873,0.188,0.04,0.824,0.832,0.944,0.66,2.332,0.828,0.028,0.788
instance_621,0.888,0.632,0.372,0.428,0.312,0.68,0.816,0.356,1.128,0.34
instance_1934,38.648,25.356,7.112,15.052,6.084,20.132,7.008,14.612,10.456,10.904
instance_1237,0.016,0.112,50000.0,0.092,0.028,0.036,0.176,0.024,50000.0,0.024
instance_1099,1969.77,50000.0,1627.02,872.076,2718.63,50000.0,50000.0,431.204,50000.0,860.164
instance_1486,0.848,1.084,0.16,0.324,0.168,0.52,0.276,0.116,0.472,0.132
instance_872,183.888,9.456,35.08,33.344,11.68,20.72,16.576,86.948,1.98,13.112
instance_1028,432.576,176.052,69.144,101.308,57.992,101.84,51.612,131.008,55.472,79.448
instance_1550,1.508,2.944,1.532,1.644,2.08,1.6,0.724,2.096,1.648,2.384
instance_1827,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_531,46.784,22.0,69.788,29.968,46.036,58.812,24.824,32.176,21.34,32.464
instance_1470,9.684,5.84,1.032,9.892,4.588,15.064,2.056,2.784,7.264,4.332
instance_618,12.424,6.64,21.784,30.372,9.92,71.068,15.152,43.668,41.092,18.108
instance_897,153.108,65.564,19.868,22.484,14.96,28.364,20.136,31.776,12.596,23.824
instance_471,0.136,0.104,0.084,0.108,0.084,0.22,0.34,0.088,0.236,0.092
instance_857,191.012,137.7,136.172,199.132,130.8,156.268,165.14,149.444,142.244,105.044
instance_984,3350.67,4649.96,1855.74,2835.35,2375.81,1149.8,1111.09,1756.4,790.264,1548.0
instance_1114,18.38,13.46,87.188,822.772,106.44,19.804,162.348,90.296,60.372,90.02
instance_1549,433.78,4431.7,2200.13,928.468,50000.0,249.152,0.008,665.42,50000.0,2143.52
instance_1641,25.1,8.104,12.64,29.556,12.596,41.328,10.32,15.572,24.764,15.224
instance_1854,2051.04,688.812,25.232,178.864,72.82,66.92,299.624,177.696,296.88,119.404
instance_1966,50000.0,991.908,880.424,2977.96,684.036,414.928,468.404,2882.38,212.716,974.808
instance_126,8.504,119.332,32.048,48.028,56.02,56.28,26.592,25.964,121.436,11.4
instance_835,23.488,8.66,3.088,5.588,2.596,5.352,3.208,2.604,6.448,2.516
instance_626,100.608,42.576,30.024,22.476,20.384,43.068,25.916,25.84,80.604,30.78
instance_1666,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1340,46.808,14.784,26.452,8.908,8.336,14.82,32.084,13.792,26.448,14.832
instance_1702,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_661,1328.29,576.452,402.976,421.028,166.08,50000.0,98.888,905.096,95.736,475.792
instance_1835,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4347.99,50000.0
instance_749,308.348,13.876,26.176,45.732,10.804,18.66,18.704,96.52,12.464,16.384
instance_1446,90.084,26.388,14.068,22.436,16.9,14.172,162.78,47.948,12.824,16.116
instance_1534,50000.0,50000.0,50000.0,50000.0,50000.0,1133.65,50000.0,50000.0,50000.0,50000.0
instance_463,50000.0,3215.13,2518.25,1060.22,3172.75,899.484,2756.04,214.284,50000.0,1046.32
instance_1800,50000.0,486.148,892.716,50000.0,455.184,349.484,292.736,2670.42,160.928,589.016
instance_969,15.828,4.452,8.892,2486.8,3.144,34.44,5.524,645.288,3.412,7.612
instance_1974,130.548,194.66,81.148,83.376,136.408,89.936,145.6,65.468,231.604,114.076
instance_1787,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2763.54,50000.0,3174.4
instance_1197,0.001,0.001,0.001,0.001,0.004,0.008,0.024,0.001,50000.0,0.001
instance_762,50000.0,824.152,561.704,3039.68,504.144,354.612,438.696,2702.6,198.948,356.768
instance_1520,930.728,248.608,165.88,371.46,131.532,250.648,180.504,194.356,272.708,154.636
instance_1570,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_856,1901.38,206.108,398.368,148.02,170.184,156.836,154.712,193.876,43.588,79.96
instance_738,50000.0,844.108,194.664,2580.52,154.484,174.872,306.816,571.796,117.384,215.916
instance_1130,50000.0,264.556,232.968,2835.73,245.344,187.08,201.172,2546.5,131.62,162.0
instance_912,1111.78,174.888,599.484,531.476,621.708,1378.9,1231.56,704.964,1795.67,277.392
instance_1776,50000.0,50000.0,2570.82,50000.0,4283.39,3231.59,50000.0,1137.51,50000.0,1933.97
instance_1707,1035.85,709.508,983.792,734.416,872.7,910.572,792.532,613.936,2840.17,931.348
instance_1286,0.004,0.004,0.012,0.012,0.016,0.02,0.06,0.012,0.004,0.012
instance_1184,0.036,0.032,0.212,0.216,0.264,0.348,0.624,0.204,50000.0,0.212
instance_1809,50000.0,130.12,187.108,3521.01,207.376,127.3,211.676,2454.75,100.248,177.764
instance_1851,932.796,50000.0,50000.0,50000.0,50000.0,3588.17,50000.0,153.836,641.896,1190.11
instance_696,39.22,259.752,92.056,37.38,27.692,93.724,199.316,73.236,11.3,76.308
instance_978,38.684,21.828,10.972,14.352,7.576,18.352,6.872,12.64,8.1,12.892
instance_1310,3.108,2.384,5.108,3.08,2.288,2.592,3.408,4.644,3.84,4.712
instance_133,0.008,0.008,0.02,0.012,0.012,0.028,0.068,0.012,0.044,0.012
instance_1510,29.248,26.356,9.968,53.108,18.188,42.552,22.092,14.312,61.236,16.508
instance_211,3501.16,3352.34,3219.14,3082.93,2928.89,3282.96,3645.21,3380.82,50000.0,2921.15
instance_1306,5.064,5.32,8.66,5.156,4.164,5.088,6.76,3.928,12.756,3.944
instance_1051,1142.56,6.076,239.096,106.536,12.024,30.344,50000.0,50000.0,50000.0,31.408
instance_1432,118.648,33.492,43.788,64.172,28.728,101.968,41.024,62.136,59.6,25.396
instance_1847,743.636,601.964,235.712,612.832,448.076,549.524,733.712,256.508,294.664,145.112
instance_1194,50000.0,50000.0,0.032,0.032,0.036,0.04,0.268,0.032,0.008,0.032
instance_17,870.38,198.048,150.356,140.124,191.492,127.848,366.688,107.344,205.512,143.308
instance_1353,215.036,124.664,0.492,0.46,0.464,11.904,3.712,0.464,0.252,0.492
instance_1775,50000.0,50000.0,2683.81,50000.0,4137.95,4092.22,50000.0,1352.74,50000.0,2619.97
instance_1977,3919.16,939.844,707.848,1402.41,587.308,901.964,504.416,1197.34,1070.39,855.004
instance_1530,0.36,10.528,5.8,6.16,6.68,2.168,30.412,973.612,7.544,7.18
instance_220,41.02,30.464,24.752,25.208,25.048,21.952,25.808,23.564,24.352,22.408
instance_10,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1766,1327.44,50000.0,4013.46,1823.37,50000.0,2080.07,50000.0,727.9,50000.0,2373.1
instance_1134,50000.0,4058.69,50000.0,50000.0,50000.0,50000.0,2664.7,4790.41,2516.16,50000.0
instance_1679,50000.0,4599.34,1520.91,2795.67,2040.71,3537.59,0.92,3323.18,1718.43,2212.34
instance_117,237.288,89.464,22.224,1881.72,1436.17,71.592,416.66,21.728,194.668,121.608
instance_941,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1158,21.06,25.192,8.572,31.176,50.416,89.792,133.028,44.7,377.376,47.212
instance_57,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1829,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_958,50000.0,50000.0,50000.0,50000.0,2206.16,50000.0,3066.68,50000.0,50000.0,50000.0
instance_1423,194.416,200.816,71.028,523.644,113.436,182.54,295.948,166.304,147.152,118.072
instance_1771,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2027.42,50000.0,3671.38
instance_1474,215.12,189.88,100.236,69.416,174.396,91.588,115.024,74.04,263.476,118.264
instance_354,461.968,474.976,205.608,699.148,490.42,407.904,1111.21,288.196,241.7,120.54
instance_554,50000.0,50000.0,759.852,269.948,234.36,2880.32,824.312,685.632,50000.0,2750.08
instance_349,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,4207.59,50000.0,3081.14,50000.0
instance_567,201.972,120.28,43.956,159.112,69.364,179.788,83.58,99.932,138.956,66.016
