instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24,algorithm_25,algorithm_26,algorithm_27,algorithm_28,algorithm_29,algorithm_30,algorithm_31
instance_14,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2524.52,4800.0,4800.0,4508.8,121.84,4800.0,521.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3863.4,4800.0,4800.0,3009.04,4800.0,4800.0,3302.36,4800.0
instance_15,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3878.0,4800.0,4800.0,4800.0,4800.0,759.88,4800.0,3896.24,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_17,4800.0,4800.0,805.08,4417.2,1166.2,864.08,4800.0,4800.0,741.8,339.48,4800.0,4800.0,974.52,1204.92,2245.56,3061.32,4800.0,3956.52,4800.0,4804.0,4800.0,2450.48,389.2,172.04,4800.0,4804.0,704.32,4800.0,1142.0,1186.72,4800.0
instance_18,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2053.08,1710.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2020.32,4800.0,4800.0,854.76,4800.0
instance_20,967.6,4800.0,4.92,747.24,1578.68,2898.44,88.8,4800.0,149.2,199.44,0.0,4800.0,0.0,1108.96,1276.76,423.92,4800.0,108.52,4800.0,1779.92,4800.0,0.36,4800.0,362.84,4800.0,1286.72,0.0,4800.0,4.36,0.0,4800.0
instance_21,4800.0,179.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,161.28,4800.0,4800.0,4800.0,4800.0,4800.0,985.68,4800.0,4800.0,2774.0,4800.0,4800.0,4800.0
instance_22,564.44,4800.0,577.36,1623.0,4721.6,1778.76,3521.72,1185.36,3954.12,249.68,113.76,4800.0,747.88,4800.0,1048.48,591.64,4800.0,2430.24,4800.0,2614.72,4800.0,1.0,4499.2,186.28,4800.0,2014.72,647.08,4800.0,1041.8,708.44,2649.72
instance_24,4800.0,4800.0,431.2,258.28,284.24,337.44,4273.2,1966.4,517.36,4800.0,4800.0,4800.0,438.4,313.52,225.64,130.6,4800.0,311.4,4800.0,149.04,4800.0,4800.0,515.88,2911.44,4800.0,409.92,405.08,4800.0,970.88,427.0,214.68
instance_27,4800.0,1.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,941.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3.76,4800.0,130.24,4800.0,4800.0,4800.0,380.52,4800.0,4800.0,11.0,4800.0,4800.0,4800.0
instance_28,4800.0,4800.0,682.16,4231.6,580.76,4800.0,4800.0,4800.0,1022.88,4800.0,4800.0,4800.0,1278.48,698.8,1778.56,771.04,4800.0,3175.72,4800.0,1196.48,4800.0,4800.0,396.52,4800.0,4800.0,2249.0,1250.56,4800.0,1140.96,993.76,2147.12
instance_30,4800.0,262.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1074.76,4800.0,2775.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_31,0.04,0.04,0.56,0.04,0.04,0.08,0.0,0.04,0.12,0.12,0.84,0.12,0.28,0.68,0.24,0.48,0.12,0.32,0.04,0.4,0.12,25.12,0.04,0.16,0.12,0.04,0.28,0.12,0.04,0.88,0.64
instance_32,3922.68,4800.0,3448.96,4800.0,4800.0,3887.96,421.76,4800.0,4800.0,666.8,40.36,4800.0,198.28,4800.0,4800.0,4300.0,4800.0,1597.56,4800.0,4800.0,4800.0,4800.0,4800.0,672.8,4800.0,4207.2,706.08,4800.0,4033.2,503.52,4800.0
instance_34,4800.0,22.64,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1770.64,6.72,13.88,4800.0,4800.0,4800.0,7.0,4800.0,16.32,4800.0,3.28,4800.0,4800.0,4800.0,6.92,4800.0,13.92,9.96,4800.0,13.32,4800.0
instance_38,1573.56,4800.0,1483.84,1577.4,402.12,3681.2,3285.28,4800.0,494.96,484.32,4800.0,4800.0,838.28,362.0,1035.96,418.0,4800.0,496.96,4800.0,489.04,4800.0,1198.6,4800.0,526.04,4800.0,1571.6,842.36,4800.0,1955.44,995.36,1590.88
instance_40,4800.0,4800.0,1638.72,4800.0,2707.92,4800.0,4800.0,4800.0,1273.48,4800.0,4800.0,4800.0,2588.88,2210.0,4800.0,3838.04,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2619.56,4800.0,3542.8,4800.0,4223.6
instance_41,4800.0,124.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,151.04,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,185.08,4800.0,60.32,4800.0,4800.0,4800.0,566.24,4800.0,4800.0,49.04,4800.0,4800.0,4800.0
instance_42,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,247.36,4800.0,1411.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_43,45.0,4800.0,126.04,19.0,27.36,55.88,68.92,41.92,184.44,272.72,4800.0,4800.0,85.6,77.88,31.12,13.48,4800.0,41.08,4800.0,23.8,4800.0,430.76,30.68,111.72,4800.0,47.08,81.44,4800.0,161.12,46.88,23.32
instance_44,4804.0,4800.0,492.44,3366.6,804.8,4800.0,4800.0,4800.0,2234.52,2707.6,4800.0,4800.0,3049.44,1013.56,2309.0,1301.24,4800.0,4075.6,4800.0,2029.56,4800.0,4800.0,480.6,3098.52,4800.0,2915.24,3038.08,4800.0,542.8,2381.16,4800.0
instance_47,20.08,4800.0,48.16,3.24,3.36,11.16,3.12,16.0,3.72,5.4,17.76,19.68,10.68,9.56,12.68,12.44,22.76,3.48,4800.0,12.92,4800.0,3121.76,3.4,5.28,23.72,3.36,11.84,4800.0,9.6,10.4,12.68
instance_49,4800.0,4800.0,110.84,1124.08,51.96,3.8,4800.0,9.16,0.56,4800.0,4800.0,4800.0,4800.0,1.12,4800.0,4800.0,4800.0,4800.0,4800.0,901.92,4800.0,4800.0,1.28,4800.0,4800.0,2966.28,4800.0,4800.0,46.16,4800.0,4800.0
instance_51,4800.0,2573.52,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2848.6,4800.0,4800.0,4800.0,4800.0,4800.0,254.8,4800.0,4648.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3927.4,4800.0,4800.0,4800.0
instance_52,64.92,68.16,88.32,386.96,96.32,295.04,79.56,17.84,248.16,33.4,4800.0,225.68,78.72,616.12,215.04,111.24,70.44,174.56,4800.0,12.2,4800.0,98.64,630.96,6.28,1109.36,49.2,78.56,514.6,23.64,16.72,65.16
instance_53,4800.0,170.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,128.08,69.0,4800.0,4800.0,4800.0,9.68,4800.0,45.24,4800.0,95.24,4800.0,4800.0,4800.0,219.96,4800.0,67.68,67.48,4800.0,59.8,4800.0
instance_54,1.16,4800.0,1.68,0.32,0.44,0.88,0.4,0.52,0.76,2.92,23.12,4800.0,0.56,3.88,0.64,0.72,4800.0,0.64,4800.0,0.6,4800.0,6.68,0.6,0.4,4800.0,1.56,0.6,4800.0,0.96,2.6,0.76
instance_55,1636.96,4800.0,33.36,414.92,2361.44,330.8,296.92,4800.0,21.36,469.36,0.0,4800.0,61.28,290.8,310.56,15.72,4800.0,24.04,4800.0,1311.88,4800.0,4800.0,336.44,366.76,4800.0,532.24,61.6,4800.0,372.64,180.44,1704.28
instance_56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_57,4800.0,89.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,436.72,4800.0,472.52,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_62,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,191.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_64,4800.0,4800.0,3110.72,4800.0,3141.64,4800.0,4800.0,4800.0,3018.08,4800.0,4800.0,4800.0,4800.0,2211.16,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1648.68,4800.0,4800.0,4368.8,4800.0,4800.0,3103.84,3786.12,4800.0
instance_65,4800.0,9.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4118.0,109.76,4800.0,4800.0,4800.0,4800.0,4800.0,3.88,4800.0,56.64,4800.0,4800.0,4800.0,177.44,4800.0,106.32,32.0,4800.0,66.44,4800.0
instance_66,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1190.4,2.92,0.0,452.56,4800.0,4800.0,4800.0,0.12,4800.0,0.04,4800.0,0.04,4800.0,4800.0,3978.08,0.12,4800.0,453.56,0.0,4800.0,2311.52,4800.0
instance_67,4800.0,13.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,11.44,4.8,4800.0,4800.0,4800.0,43.6,4800.0,4.84,4800.0,13.68,4800.0,4800.0,4800.0,1.0,4800.0,4.2,8.28,4800.0,3.76,4800.0
instance_71,3025.4,4800.0,1278.12,118.64,165.4,389.04,1296.48,2476.84,323.04,1098.32,4800.0,4800.0,402.24,250.4,143.76,180.52,4800.0,111.44,4800.0,82.24,4800.0,4800.0,61.16,3470.28,4800.0,95.36,387.04,4800.0,872.64,170.04,51.96
instance_73,4800.0,1.44,4800.0,4800.0,4800.0,4800.0,3495.2,4800.0,4800.0,4800.0,1160.4,3.56,8.88,4800.0,4800.0,4800.0,4.6,4800.0,0.36,4800.0,0.2,4800.0,4800.0,4800.0,3.24,4800.0,8.96,17.28,4800.0,9.6,4800.0
instance_74,4800.0,2036.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_76,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,3046.12,4800.0,4800.0,2060.4,0.32,0.0,3.24,4800.0,4800.0,4800.0,0.24,4800.0,0.16,4800.0,0.08,4800.0,4800.0,1268.8,0.04,4800.0,3.6,0.04,4800.0,2.88,4800.0
instance_77,0.08,0.04,0.52,0.08,0.08,0.12,0.04,0.08,0.2,0.24,1.24,0.28,0.52,1.8,0.44,0.4,0.28,0.68,185.36,0.4,0.2,1.0,0.08,0.28,0.32,0.08,0.56,0.32,0.12,1.56,0.48
instance_78,2475.8,4800.0,539.4,583.76,242.96,581.04,920.8,3002.36,496.72,566.68,4800.0,4800.0,952.92,263.88,450.16,289.16,4800.0,490.2,4800.0,380.92,4800.0,3206.68,1280.84,731.16,4800.0,307.72,1142.04,4800.0,598.04,678.2,838.96
instance_79,219.2,4800.0,117.64,153.96,110.44,179.8,165.04,590.48,137.08,109.52,4800.0,4800.0,137.88,72.76,94.8,75.88,4800.0,108.56,4800.0,82.68,4800.0,507.32,117.44,187.08,4800.0,107.36,143.12,4800.0,138.8,93.76,172.12
instance_80,26.16,4800.0,16.72,10.96,14.92,27.24,3.8,578.2,11.08,5.48,0.92,4800.0,96.72,21.24,18.8,13.36,4800.0,5.84,4800.0,16.88,4800.0,20.32,475.32,7.72,4800.0,14.56,120.68,4800.0,16.32,109.6,17.12
instance_82,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,285.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,279.08,4800.0,4800.0,100.4,4800.0
instance_83,4205.2,0.04,4800.0,4800.0,4800.0,4800.0,1865.12,4800.0,4800.0,465.8,11.8,0.04,3.2,4800.0,4800.0,1673.84,1.64,1599.4,0.08,4800.0,0.0,4800.0,4800.0,4800.0,0.0,4800.0,3.24,0.04,4800.0,2.92,4800.0
instance_84,4800.0,0.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.4,4.64,4800.0,4800.0,4800.0,9.6,4800.0,0.04,4800.0,0.28,4800.0,4800.0,4800.0,0.6,4800.0,4.72,0.04,4800.0,3.88,4800.0
instance_86,4744.8,108.36,209.92,509.92,1467.6,440.88,1459.4,4800.0,369.52,181.2,103.4,14.0,272.16,749.24,206.08,472.72,6.84,4.2,4800.0,201.76,4800.0,121.72,528.16,325.8,7.04,155.48,297.24,9.36,454.84,718.64,294.28
instance_88,4800.0,4800.0,1131.08,4800.0,4800.0,4800.0,4800.0,4800.0,2735.28,4800.0,4800.0,4800.0,4800.0,4800.0,3930.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4751.2,4800.0,1658.2,4800.0,4800.0
instance_89,4800.0,0.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2145.44,1.04,4.0,4800.0,4800.0,4800.0,0.36,4800.0,4800.0,4800.0,0.76,4800.0,4800.0,4800.0,1.12,4800.0,3.88,0.56,4800.0,2.56,4800.0
instance_91,4800.0,324.64,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,905.16,4800.0,4800.0,4800.0,4800.0,1633.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2108.84,4800.0,4800.0,606.88,4800.0,4800.0,4800.0
instance_94,736.08,4800.0,32.96,24.0,18.2,37.4,55.64,75.36,39.32,36.44,4800.0,4800.0,28.64,36.56,19.28,14.6,4800.0,20.88,4800.0,18.88,4800.0,276.72,26.64,35.96,4800.0,26.44,28.8,4800.0,66.4,52.28,25.44
instance_95,49.56,4800.0,268.64,186.16,240.56,33.6,33.68,4800.0,157.92,8.88,4800.0,4800.0,93.16,88.0,1306.44,347.84,4800.0,80.76,4800.0,72.28,4800.0,233.52,170.64,26.92,4800.0,177.88,92.48,4800.0,496.4,134.56,644.24
instance_96,4800.0,4800.0,13.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,591.84,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3410.52,4800.0
instance_97,745.8,22.0,4800.0,30.48,4511.6,740.6,7.2,4800.0,449.4,1951.52,52.12,5.4,4.92,4800.0,1366.92,4800.0,1.28,585.48,4800.0,4800.0,3.56,4800.0,145.52,893.36,7.32,59.84,4.92,8.56,4800.0,4.56,4768.4
instance_102,4800.0,4800.0,380.92,682.04,76.84,4800.0,1294.72,4800.0,92.84,1436.96,4800.0,4800.0,200.04,1427.72,1317.08,306.84,4800.0,129.52,4800.0,3185.64,4800.0,4800.0,483.2,1323.28,4800.0,537.4,201.0,4800.0,473.12,228.92,4800.0
instance_103,4800.0,2.4,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,960.04,90.36,4800.0,4800.0,4800.0,4800.0,4800.0,4.56,4800.0,195.88,4800.0,4800.0,4800.0,705.52,4800.0,105.0,15.44,4800.0,64.32,4800.0
instance_104,779.8,4800.0,210.4,285.76,529.44,363.72,413.92,1385.08,776.04,275.44,4800.0,4800.0,382.52,392.76,520.36,473.4,4800.0,760.56,4800.0,228.8,4800.0,4800.0,293.52,391.76,4800.0,403.64,383.92,4800.0,225.48,1709.8,402.44
instance_105,0.0,0.08,0.36,0.04,0.0,0.08,0.0,0.0,0.0,0.04,0.12,0.04,0.08,0.08,0.56,0.44,0.04,0.04,4800.0,0.44,0.56,0.4,0.04,0.04,0.04,0.0,0.08,0.04,0.04,0.04,0.56
instance_106,1527.88,4800.0,1696.0,1805.44,1436.12,4800.0,4800.0,1816.52,2930.2,2692.84,4800.0,4800.0,4800.0,1851.8,1255.6,593.4,4800.0,4800.0,4800.0,1206.52,4800.0,1696.92,4804.0,2414.36,4800.0,3571.96,4800.0,4800.0,1942.64,2978.44,4804.0
instance_108,4800.0,11.32,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1588.44,6.72,33.92,4800.0,4800.0,4800.0,4800.0,4800.0,121.4,4800.0,130.4,4800.0,4800.0,4800.0,16.52,4800.0,34.52,16.8,4800.0,33.92,4800.0
instance_109,4800.0,4800.0,91.84,250.88,46.08,2859.52,4800.0,4800.0,60.28,138.76,4800.0,4800.0,215.4,4800.0,4504.0,1903.44,4800.0,417.84,4800.0,4800.0,4800.0,4800.0,339.2,119.84,4800.0,218.12,215.88,4800.0,67.24,204.92,4800.0
instance_111,4800.0,42.24,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3889.72,4242.8,71.08,4800.0,810.68,4800.0,4800.0,149.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,21.12,4800.0,4689.6,11.28,4800.0,4800.0,4800.0
instance_115,4800.0,4800.0,442.8,1512.28,4800.0,4800.0,4800.0,3555.04,247.72,978.64,4800.0,4800.0,4800.0,515.72,3845.68,126.84,4800.0,1469.32,4800.0,4800.0,4800.0,2674.8,1629.92,3545.2,4800.0,2600.12,4800.0,4800.0,350.16,2155.16,931.4
instance_117,344.72,4800.0,225.12,101.76,27.44,300.12,46.68,4800.0,27.68,159.96,4800.0,226.88,38.12,160.88,25.36,326.24,386.64,72.76,4800.0,11.6,4800.0,2204.32,222.36,1980.08,115.32,44.4,41.6,4800.0,61.04,82.92,25.92
instance_118,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,535.36,4800.0,1980.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_119,1190.32,4800.0,264.32,216.12,149.68,1309.24,1934.8,2391.16,266.6,1875.48,4800.0,4800.0,1818.44,387.4,1518.88,309.92,4800.0,400.44,4800.0,111.12,4800.0,4800.0,1660.24,2906.04,4800.0,355.68,2995.32,4800.0,890.44,1395.6,668.92
instance_120,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.04,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0.72,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.08,0.16
instance_121,493.76,0.04,2412.32,2176.08,4800.0,228.64,1139.84,4800.0,4800.0,718.28,59.08,0.36,2.84,4800.0,4800.0,4800.0,0.32,748.64,0.04,4800.0,0.2,4800.0,1673.6,448.6,0.08,4800.0,2.84,0.12,3853.36,2.56,4800.0
instance_122,298.08,4800.0,88.24,36.16,24.28,77.44,122.68,113.24,94.28,59.6,4800.0,4800.0,133.28,42.28,38.16,40.44,4800.0,108.04,4800.0,65.04,4800.0,275.52,49.84,44.52,4800.0,46.08,131.64,4800.0,109.48,51.08,77.2
instance_123,2048.68,4800.0,1184.44,4800.0,2933.16,4800.0,4800.0,4800.0,4270.4,477.68,4681.6,4800.0,4024.4,4800.0,3233.8,1276.48,4800.0,2120.12,4800.0,2140.92,4800.0,1242.88,4800.0,591.12,4800.0,4800.0,4011.2,4800.0,1147.16,3650.72,2240.36
instance_124,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2623.88,4800.0,4800.0,3524.08,280.68,4800.0,409.48,4800.0,4800.0,4800.0,4800.0,3035.36,4800.0,4800.0,4800.0,4800.0,4800.0,4252.0,4800.0,4800.0,3560.4,4800.0,4800.0,3423.8,4800.0
instance_125,4800.0,4800.0,2118.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2438.24,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2730.04,4800.0,4800.0,4800.0,4800.0,2385.64,4800.0,4800.0
instance_128,4800.0,473.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,324.96,3531.68,4800.0,4800.0,4800.0,549.92,4800.0,4800.0,4800.0,1110.44,182.8,4800.0,4800.0,371.64,4800.0,3474.32,91.88,4800.0,4800.0,4800.0
instance_130,4573.2,23.56,4800.0,1001.44,4800.0,4800.0,596.6,4800.0,2814.36,1496.52,4800.0,381.88,4800.0,4800.0,703.24,4800.0,213.56,4800.0,4800.0,3706.28,4800.0,4800.0,4800.0,2841.2,642.6,897.84,4800.0,1113.44,4800.0,3511.52,4800.0
instance_131,4800.0,4800.0,33.8,99.48,17.24,62.4,36.84,569.2,25.64,98.92,4800.0,4800.0,23.8,30.92,15.84,15.52,4800.0,33.08,4800.0,221.76,4800.0,184.6,10.4,57.96,4800.0,54.44,24.0,4800.0,64.96,28.8,21.64
instance_132,4800.0,4800.0,713.12,4800.0,677.08,2555.16,440.76,4800.0,47.24,170.84,4800.0,4800.0,997.72,1398.8,1800.08,893.88,4800.0,4800.0,4800.0,307.28,4800.0,4800.0,4800.0,4800.0,4800.0,629.48,669.88,4800.0,1855.96,484.84,4800.0
instance_135,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,66.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_136,4800.0,4800.0,907.92,4804.0,4804.0,1634.68,4800.0,4800.0,4804.0,700.48,4800.0,4800.0,4242.8,3075.04,4800.0,2041.04,4800.0,1869.56,4800.0,4804.0,4800.0,4800.0,1844.48,4800.0,4800.0,4800.0,1337.8,4800.0,397.68,2444.4,4800.0
instance_139,17.68,4800.0,47.28,8.12,8.04,30.08,5.24,11.88,21.2,12.68,4800.0,4800.0,17.68,64.12,16.16,15.96,4800.0,10.72,4800.0,16.4,4800.0,45.68,8.16,14.48,4800.0,8.36,19.8,4800.0,82.4,44.08,19.28
instance_140,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2148.84,4800.0,4800.0,4016.4,126.84,4800.0,699.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3603.88,4800.0,4800.0,3934.0,4800.0,4800.0,3249.4,4800.0
instance_141,4800.0,21.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,13.32,12.56,4800.0,4800.0,4800.0,39.0,4800.0,2.84,4800.0,11.04,4800.0,4800.0,4800.0,33.92,4800.0,10.88,8.84,4800.0,9.76,4800.0
