instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19
instance_93,18000.0,8.57,18000.0,18000.0,7.82,6.74,12.31,163.21,18000.0,11.56,17.61,18000.0,2.12,2.93,18000.0,29.56,2.31,14.43,11.12
instance_371,18000.0,132.47,18000.0,18000.0,59.57,51.68,105.66,18000.0,18000.0,49.16,206.01,18000.0,99.61,1597.47,18000.0,18000.0,138.0,55.86,127.82
instance_469,18000.0,238.7,18000.0,18000.0,529.24,18000.0,18000.0,1154.2,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1053.6
instance_297,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_143,18000.0,90.95,18000.0,18000.0,92.76,21.34,489.01,19.02,18000.0,68.88,132.37,1462.15,35.23,61.68,1175.09,81.19,43.39,78.65,53.83
instance_564,18000.0,18000.0,18000.0,18000.0,29.79,92.35,57.84,18000.0,18000.0,90.76,18000.0,18000.0,48.96,32.39,18000.0,18000.0,50.88,1027.01,38.27
instance_300,18000.0,19.72,18000.0,18000.0,18.93,1.1,0.61,24.22,18000.0,0.57,15.04,18000.0,1.07,2.86,18000.0,8.76,3.15,0.6,0.87
instance_121,18000.0,0.14,621.0,18000.0,0.15,0.53,0.59,0.37,620.96,18000.0,18000.0,0.81,0.13,0.08,1.21,0.56,0.06,18000.0,0.31
instance_193,18000.0,8.12,18000.0,18000.0,19.7,4.08,20.81,21.88,18000.0,3.51,30.05,18000.0,3.57,2.89,18000.0,6.25,4.01,3.22,10.2
instance_348,18000.0,613.15,18000.0,18000.0,556.86,787.9,772.31,275.3,18000.0,838.57,156.93,18000.0,818.82,111.31,18000.0,69.64,101.82,368.49,635.23
instance_61,18000.0,52.81,18000.0,18000.0,36.76,1.25,63.84,18.62,18000.0,45.16,211.09,18000.0,31.15,1.92,18000.0,2.73,0.95,77.43,4.54
instance_141,771.53,20.84,18000.0,771.37,25.61,12.19,164.72,13.6,18000.0,19.07,74.85,680.19,4.88,21.13,651.92,19.54,12.16,27.34,17.21
instance_456,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1216.72,18000.0,18000.0
instance_98,18000.0,353.72,18000.0,18000.0,508.11,333.13,18000.0,1440.28,18000.0,318.33,285.01,18000.0,643.87,185.54,18000.0,265.5,540.88,353.17,415.37
instance_56,18000.0,2.61,18000.0,18000.0,5.44,1.12,42.69,15.49,18000.0,63.34,198.69,18000.0,1.82,1.3,18000.0,2.5,0.83,48.73,4.0
instance_516,801.12,0.96,18000.0,839.1,0.87,1.79,0.51,47.16,18000.0,0.66,0.87,18000.0,0.63,0.92,18000.0,8.35,1.46,0.41,0.92
instance_48,18000.0,27.58,18000.0,18000.0,29.95,32.17,9.3,18000.0,18000.0,12.19,42.9,18000.0,25.61,19.64,18000.0,119.57,64.62,12.24,13.08
instance_579,18000.0,18000.0,18000.0,18000.0,6.19,40.58,7.35,18000.0,18000.0,213.97,18000.0,18000.0,16.66,26.23,18000.0,18000.0,26.81,42.92,12.64
instance_446,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,2.01,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,5.24,879.07,18000.0,663.68
instance_108,18000.0,574.61,18000.0,18000.0,478.89,8.78,343.87,229.35,18000.0,463.56,1277.85,18000.0,131.91,70.82,18000.0,40.34,39.07,475.84,25.94
instance_51,18000.0,4.73,18000.0,18000.0,4.38,1.15,9.44,16.31,18000.0,36.27,207.68,18000.0,1.23,0.4,18000.0,2.62,0.39,34.74,1.66
instance_450,40.16,0.96,1051.47,40.27,1.91,589.82,18000.0,20.2,18000.0,18000.0,18000.0,3.76,494.74,22.17,6.07,14.72,12.0,18000.0,744.88
instance_225,18000.0,24.01,18000.0,18000.0,36.54,6.46,36.57,3.45,18000.0,3.61,62.04,1566.21,2.31,0.45,1657.25,1.5,0.49,3.75,2.97
instance_331,18000.0,83.83,18000.0,18000.0,84.13,67.7,62.86,124.51,18000.0,54.29,72.93,18000.0,65.97,25.6,18000.0,81.13,26.86,48.99,51.07
instance_500,18000.0,0.04,18000.0,18000.0,0.03,0.02,0.06,0.49,18000.0,0.02,0.08,17.98,0.05,0.09,17.55,0.13,0.04,0.02,0.05
instance_392,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1199.78
instance_580,18000.0,879.31,18000.0,18000.0,1.28,594.6,1.26,18000.0,871.3,18000.0,18000.0,18000.0,73.22,91.2,18000.0,93.78,92.51,1212.25,2.13
instance_101,18000.0,364.21,18000.0,18000.0,290.46,889.31,887.21,18000.0,18000.0,457.62,494.07,18000.0,580.92,144.68,18000.0,360.01,220.55,270.06,409.63
instance_399,18000.0,5.44,18000.0,18000.0,4.77,0.32,0.26,4.28,18000.0,0.36,2.51,18000.0,0.27,0.47,18000.0,2.63,0.47,0.36,0.34
instance_153,18000.0,19.72,18000.0,18000.0,22.83,114.36,71.47,20.98,18000.0,72.47,164.92,18000.0,12.21,15.31,18000.0,37.56,18.19,77.43,38.75
instance_239,18000.0,386.18,18000.0,18000.0,372.64,90.19,356.43,18000.0,18000.0,221.5,1446.23,18000.0,121.53,808.82,18000.0,18000.0,389.76,274.96,91.03
instance_110,18000.0,242.67,18000.0,18000.0,111.07,7.61,167.01,279.38,18000.0,417.44,818.32,18000.0,78.65,12.88,18000.0,43.36,25.33,370.58,18.2
instance_250,18000.0,68.39,18000.0,18000.0,54.32,46.55,35.0,18000.0,18000.0,352.19,18000.0,18000.0,5.03,11.6,18000.0,214.37,23.18,381.69,16.52
instance_303,18000.0,10.82,18000.0,18000.0,10.01,0.52,1.41,1.72,18000.0,0.33,1.92,18000.0,0.56,1.46,18000.0,1.51,1.42,1.01,1.23
instance_576,18000.0,195.55,18000.0,18000.0,187.85,59.39,20.01,18000.0,18000.0,18000.0,18000.0,18000.0,40.51,42.58,18000.0,228.39,92.77,1760.7,55.02
instance_364,18000.0,10.25,18000.0,18000.0,8.97,4.72,14.66,18000.0,18000.0,5.28,9.16,18000.0,13.22,6.76,18000.0,18000.0,12.1,5.07,7.32
instance_440,18000.0,18000.0,18000.0,18000.0,18000.0,17.94,18000.0,0.39,18000.0,18000.0,18000.0,18000.0,86.24,1523.22,18000.0,1.11,6.96,18000.0,96.6
instance_163,18000.0,35.46,18000.0,18000.0,37.27,58.51,87.73,25.0,18000.0,58.18,172.04,18000.0,5.32,34.42,18000.0,29.77,31.13,79.65,51.23
instance_559,18000.0,231.08,18000.0,18000.0,217.29,260.71,67.06,907.99,18000.0,100.69,18000.0,18000.0,26.43,67.86,18000.0,632.26,86.07,18000.0,76.97
instance_470,19.0,7.2,18000.0,18.73,7.3,1398.97,18000.0,281.4,18000.0,18000.0,18000.0,103.67,18000.0,22.24,112.23,21.14,30.59,18000.0,1171.99
instance_356,18000.0,88.22,18000.0,18000.0,53.13,96.45,64.25,36.95,18000.0,100.96,38.57,18000.0,97.92,11.33,18000.0,15.24,11.45,45.95,65.26
instance_596,18000.0,250.4,18000.0,18000.0,296.61,13.82,30.59,611.01,18000.0,105.02,88.24,18000.0,10.73,10.39,18000.0,104.97,48.52,199.1,24.87
instance_374,18000.0,9.87,18000.0,18000.0,59.27,4.14,9.81,18000.0,18000.0,28.8,112.13,18000.0,5.72,60.64,18000.0,18000.0,16.97,24.06,16.37
instance_312,18000.0,27.6,18000.0,18000.0,26.47,0.17,0.07,2.52,18000.0,0.08,2.49,18000.0,0.18,0.36,18000.0,1.23,0.39,0.08,0.15
instance_265,18000.0,3.35,18000.0,18000.0,8.81,2.11,0.69,368.55,18000.0,45.84,18000.0,18000.0,0.68,0.84,18000.0,44.31,5.22,43.2,0.39
instance_360,18000.0,99.01,18000.0,18000.0,67.73,105.98,62.84,46.64,18000.0,102.83,28.79,18000.0,102.62,9.21,18000.0,12.47,9.26,75.94,76.11
instance_311,18000.0,183.88,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1760.82,381.06,18000.0,18000.0,18000.0,18000.0,1398.69,18000.0,695.3,18000.0
instance_63,18000.0,36.62,18000.0,18000.0,50.67,1.35,46.28,19.28,18000.0,49.66,199.06,18000.0,3.69,3.39,18000.0,2.72,1.81,86.67,2.87
instance_249,18000.0,3.67,18000.0,18000.0,1.66,3.25,0.92,829.53,18000.0,61.3,18000.0,18000.0,0.42,0.71,18000.0,66.27,6.4,130.31,0.29
instance_216,18000.0,13.77,18000.0,18000.0,14.25,13.14,63.8,24.77,18000.0,10.35,6.89,18000.0,15.02,6.25,18000.0,78.88,6.34,10.29,14.55
instance_242,18000.0,137.34,18000.0,18000.0,144.27,44.52,98.69,18000.0,18000.0,58.42,476.5,18000.0,32.37,214.98,18000.0,18000.0,98.86,46.98,58.4
instance_340,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_122,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_518,18000.0,0.18,18000.0,18000.0,0.18,0.07,0.1,0.7,18000.0,0.07,0.28,307.3,0.06,0.09,276.61,0.3,0.2,0.07,0.09
instance_410,18000.0,104.99,18000.0,18000.0,18.3,4.21,13.11,18000.0,18000.0,30.25,355.85,18000.0,5.35,80.82,18000.0,1587.53,54.74,31.23,8.07
instance_199,18000.0,14.61,18000.0,18000.0,11.15,4.95,7.35,8.74,18000.0,4.27,96.21,870.14,1.59,0.61,1068.64,5.83,0.73,3.64,1.4
instance_288,18000.0,121.12,18000.0,18000.0,60.7,91.33,98.09,18000.0,18000.0,18000.0,18000.0,18000.0,325.21,18000.0,18000.0,1625.09,78.23,18000.0,201.47
instance_106,18000.0,28.69,18000.0,18000.0,30.35,5.26,22.75,32.6,18000.0,80.19,485.51,18000.0,2.9,1.11,18000.0,13.61,1.45,94.57,8.55
instance_65,18000.0,4.6,18000.0,18000.0,6.78,1.1,13.67,17.08,18000.0,40.84,428.28,18000.0,1.65,0.82,18000.0,2.69,0.62,49.43,3.34
instance_116,18000.0,3.01,18000.0,18000.0,2.98,9.98,2.68,24.18,18000.0,11.02,86.12,18000.0,1.53,3.02,18000.0,32.01,4.09,10.12,0.59
instance_131,18000.0,0.74,18000.0,18000.0,1.39,1.18,0.65,451.38,18000.0,1.42,4.55,18000.0,1.14,6.54,18000.0,10.65,1.92,0.94,0.37
instance_322,18000.0,21.45,18000.0,18000.0,1.41,2.29,1.28,33.55,18000.0,1.63,20.98,18000.0,2.24,5.02,18000.0,12.23,4.93,2.26,2.85
instance_27,18000.0,29.2,18000.0,18000.0,30.77,42.14,13.04,775.0,18000.0,20.14,49.98,18000.0,34.04,30.77,18000.0,148.13,56.65,20.02,19.25
instance_268,18000.0,15.25,18000.0,18000.0,33.62,27.06,104.37,18000.0,18000.0,18000.0,18000.0,18000.0,44.35,455.64,18000.0,470.5,52.25,18000.0,599.52
instance_291,18000.0,35.5,18000.0,18000.0,16.28,13.9,32.64,1290.52,18000.0,760.49,18000.0,18000.0,30.47,53.05,18000.0,107.4,32.67,613.98,85.89
instance_190,18000.0,5.76,18000.0,18000.0,7.75,3.11,7.68,1.46,18000.0,2.03,32.52,1570.71,1.37,0.29,1132.19,0.54,0.31,1.87,1.62
instance_298,18000.0,19.71,18000.0,18000.0,18.28,0.89,0.44,18.23,18000.0,0.45,13.06,18000.0,0.85,2.46,18000.0,7.67,2.51,0.41,0.76
instance_375,18000.0,3.38,18000.0,18000.0,2.83,0.35,1.17,7.26,18000.0,0.75,4.64,18000.0,0.36,0.34,18000.0,3.42,0.46,0.91,0.73
instance_401,18000.0,11.27,18000.0,18000.0,5.22,4.13,2.96,18000.0,18000.0,48.34,53.7,18000.0,1.85,5.38,18000.0,487.18,4.03,50.71,5.99
instance_542,18000.0,4.02,18000.0,18000.0,0.84,1.37,0.27,309.06,18000.0,1.48,10.53,18000.0,0.19,7.81,18000.0,28.38,5.46,0.98,0.33
instance_1,18000.0,81.96,18000.0,18000.0,115.16,80.53,123.56,18000.0,18000.0,259.21,594.07,18000.0,47.91,18000.0,18000.0,483.59,386.09,243.25,88.8
instance_367,18000.0,0.99,18000.0,18000.0,0.81,0.49,0.21,16.21,18000.0,0.23,0.69,18000.0,0.24,0.24,18000.0,4.05,0.24,0.26,0.2
instance_13,18000.0,54.41,18000.0,18000.0,57.83,147.47,164.68,18000.0,18000.0,70.33,359.58,18000.0,77.69,1666.94,18000.0,680.55,157.44,64.29,135.05
instance_270,18000.0,4.55,18000.0,18000.0,3.08,3.28,2.6,365.84,18000.0,120.62,18000.0,18000.0,0.62,0.72,18000.0,48.82,4.42,118.56,1.55
