instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_531,40.32,241.92,11.36,6100.2,28.56,335.68,1.36,39.12
instance_355,4.64,166.92,0.8,61.88,6.44,189.32,1.04,2.84
instance_819,10.96,28800.0,10.68,2010.76,15.32,28800.0,6.96,10.24
instance_97,193.0,82.88,216.64,47.12,227.12,149.88,392.76,198.6
instance_788,6041.48,28800.0,28800.0,28800.0,18029.92,28800.0,28800.0,5756.08
instance_50,870.24,28800.0,1450.88,2521.84,2334.92,28800.0,6417.16,787.24
instance_1012,2527.0,28800.0,4369.2,1811.56,4295.36,28800.0,678.48,2880.12
instance_1066,28692.88,28800.0,13958.0,28800.0,20564.84,28800.0,28800.0,28800.0
instance_437,1205.96,1.28,2403.72,13.64,2237.48,1.92,4.52,932.04
instance_470,4.24,28800.0,0.32,55.6,0.88,28800.0,1.92,3.04
instance_587,70.96,28800.0,96.8,1747.4,89.28,28800.0,326.56,42.44
instance_541,696.36,1314.8,579.12,27.8,704.52,2998.4,2.12,521.28
instance_1077,19.8,0.2,34.32,4.48,44.8,0.2,0.92,20.64
instance_389,46.2,2098.88,27.88,2854.44,47.56,2273.4,350.76,20.64
instance_396,332.4,2018.12,200.76,724.28,236.6,2790.2,449.52,268.08
instance_553,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,3177.16,28800.0
instance_204,22.88,28800.0,21.52,255.52,20.16,28800.0,264.64,22.08
instance_552,7705.12,28800.0,8190.2,7054.2,9665.2,28800.0,28800.0,6293.48
instance_362,28800.0,904.04,28800.0,40.32,28800.0,1333.68,1315.8,28800.0
instance_219,28800.0,28800.0,28800.0,2209.52,28800.0,28800.0,28800.0,28800.0
instance_78,87.6,28800.0,111.24,28800.0,122.36,28800.0,28800.0,98.44
instance_177,1307.52,28800.0,239.16,28800.0,251.08,28800.0,28800.0,732.48
instance_571,28800.0,249.4,28800.0,455.24,28800.0,253.04,523.2,28800.0
instance_99,357.72,138.08,395.96,69.12,573.28,213.76,452.56,270.36
instance_1155,9.12,28800.0,6.2,28800.0,8.64,28800.0,26.36,6.48
instance_943,57.8,28800.0,38.72,28800.0,112.76,28800.0,28800.0,61.68
instance_617,37.08,104.72,62.28,58.96,87.48,28800.0,12.56,29.28
instance_1120,28800.0,28800.0,28800.0,3296.72,28800.0,28800.0,10380.96,28800.0
instance_202,29.92,420.28,25.36,139.76,46.08,390.68,224.92,15.76
instance_976,26669.72,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,11482.28
instance_333,3071.16,43.12,4849.32,174.8,5562.24,59.6,744.88,4329.12
instance_594,4690.96,28800.0,4129.52,28800.0,2900.44,28800.0,28800.0,6405.56
instance_223,62.72,28800.0,131.0,5639.84,207.48,28800.0,479.88,64.16
instance_895,122.96,28800.0,57.96,28800.0,82.56,28800.0,28800.0,102.32
instance_257,2.0,358.28,0.72,18.28,1.64,1163.8,1.24,0.88
instance_1030,35.6,56.4,44.32,134.08,48.32,52.92,4.04,41.6
instance_525,20.88,166.16,10.4,6152.56,11.28,203.2,1.16,14.08
instance_537,97.52,273.0,37.4,55.56,77.24,437.0,1.28,86.44
instance_575,3.8,28800.0,1.48,28800.0,4.0,28800.0,33.96,3.52
instance_639,12136.76,28800.0,10504.8,28800.0,10963.08,28800.0,28800.0,12782.04
instance_393,65.0,2572.48,38.16,128.84,62.64,2934.72,385.76,54.28
instance_861,206.0,3.56,299.04,17.84,321.48,3.6,5.48,229.28
instance_212,130.92,302.56,175.04,161.56,217.96,370.52,257.0,99.92
instance_1011,24.28,151.36,17.72,1484.08,43.64,145.84,4.64,16.96
instance_640,706.96,530.4,1042.28,343.28,1141.6,501.64,466.08,674.52
instance_468,5.72,28800.0,4.8,460.44,10.12,28800.0,132.04,4.8
instance_960,28800.0,18.32,28800.0,37.08,28800.0,17.84,18.32,28800.0
instance_939,103.28,28800.0,356.04,28800.0,353.72,28800.0,28800.0,105.76
instance_61,11476.36,28800.0,28800.0,2690.84,28800.0,28800.0,11237.92,20110.76
instance_1037,942.28,160.4,1153.16,65.76,962.56,151.0,430.28,863.68
instance_415,28800.0,28800.0,28800.0,1037.32,28800.0,28800.0,5115.0,28800.0
instance_445,0.8,28800.0,0.12,24.48,0.64,28800.0,0.72,0.48
instance_161,2.4,133.68,2.24,67.72,1.96,219.84,2.16,2.16
instance_957,250.12,28800.0,134.6,28800.0,126.16,28800.0,1207.72,192.76
instance_645,4.12,28800.0,1.28,409.92,10.56,28800.0,3338.08,2.48
instance_774,22.88,28800.0,7.32,28800.0,45.16,28800.0,28800.0,5.44
instance_505,9.44,28800.0,1.68,28800.0,4.16,28800.0,801.08,5.16
instance_739,10.32,12.0,43.16,722.96,30.64,11.92,3.44,10.16
instance_882,14.76,28800.0,1.28,80.8,13.2,28800.0,21.76,8.4
instance_968,35.6,8.4,67.88,13.84,69.28,8.6,3.8,40.68
instance_1105,23.64,28800.0,1.4,239.68,1.28,28800.0,9.8,15.12
instance_707,1525.32,28800.0,1647.32,28800.0,1520.68,28800.0,28800.0,1190.28
instance_157,4.56,129.72,0.28,63.8,0.92,156.16,3.96,3.72
instance_1003,44.16,28800.0,163.08,28800.0,130.32,28800.0,311.96,44.44
instance_419,13.2,0.56,39.04,4.84,29.32,0.64,1.2,8.64
instance_1131,3124.24,28800.0,15.28,28800.0,25.52,28800.0,225.72,4562.68
instance_455,191.04,2682.0,208.12,232.52,182.12,28800.0,409.36,231.04
instance_975,7198.72,28800.0,15800.12,28800.0,28800.0,28800.0,28800.0,9150.88
instance_1090,149.32,28800.0,1.88,519.16,2.64,28800.0,2.6,113.12
instance_672,43.4,3140.72,48.16,193.72,69.72,2964.92,72.16,26.68
instance_213,179.08,1731.04,242.84,290.36,341.04,1849.36,326.48,281.36
instance_1079,107.92,0.12,154.52,5.0,150.4,0.12,0.88,89.68
instance_494,868.6,0.48,500.36,420.88,593.12,0.52,20.76,1229.56
instance_411,28800.0,28800.0,14172.72,28800.0,13152.84,28800.0,3410.2,24350.68
instance_790,9.76,28800.0,6.08,28800.0,18.52,28800.0,28800.0,8.08
instance_1084,1.64,28800.0,0.2,45.92,0.4,28800.0,4.72,1.2
instance_898,25.12,68.16,18.24,85.56,24.2,63.84,3.92,22.76
instance_991,368.96,28800.0,76.28,28800.0,234.2,28800.0,27839.04,282.28
instance_154,2762.92,28800.0,2675.56,28800.0,3620.72,28800.0,28800.0,2018.92
instance_323,23.76,1.08,4.64,274.0,23.48,11.92,3.12,2.0
instance_186,1913.0,28800.0,1599.36,28800.0,1799.76,28800.0,28800.0,1715.4
instance_211,37.2,28800.0,28.2,235.48,37.12,28800.0,284.16,32.88
instance_110,3.24,645.64,1.92,76.72,3.24,1138.24,11.32,2.28
instance_662,57.32,28800.0,116.32,28800.0,160.8,28800.0,8458.68,86.6
instance_266,8.0,634.92,9.72,43.2,14.96,3160.04,4.08,5.28
instance_474,8.92,2359.76,3.8,94.68,6.68,28800.0,41.76,5.48
instance_18,1757.48,28800.0,2223.4,28800.0,1478.12,28800.0,28800.0,2694.76
instance_131,11223.4,28800.0,1791.92,28800.0,2300.48,28800.0,28800.0,9320.08
instance_933,297.8,3316.12,1842.56,1418.56,3335.88,3330.48,358.56,277.68
instance_341,28800.0,56.24,28800.0,557.48,28800.0,99.8,1440.92,28800.0
instance_1025,2580.48,56.6,2426.0,42.96,4665.84,54.72,150.32,2555.0
instance_759,75.56,183.96,134.48,23.28,123.2,174.76,87.36,69.96
instance_403,28800.0,5236.44,28800.0,3058.64,28800.0,5890.8,7202.0,28800.0
instance_1156,90.6,0.52,66.6,5.6,83.88,0.44,1.12,98.64
instance_356,108.92,570.92,139.44,9.88,118.96,829.96,421.48,59.04
instance_513,28800.0,28800.0,28800.0,28800.0,27483.08,28800.0,28800.0,28800.0
instance_650,188.36,28800.0,137.32,1459.64,139.76,28800.0,1584.56,163.16
instance_875,64.72,28800.0,81.84,28800.0,124.32,28800.0,24800.76,30.76
instance_1177,28800.0,2.08,28800.0,20.04,28800.0,1.84,4.16,28800.0
instance_1145,26.88,28800.0,8.32,75.28,12.56,28800.0,3.92,9.96
instance_329,19.68,8.2,1.68,239.12,42.6,23.84,4.12,5.0
instance_171,14.4,60.56,24.8,107.56,26.36,57.64,3.44,15.72
instance_815,1319.16,1666.08,1634.52,25.76,1125.28,1608.8,122.28,1289.36
instance_615,5.6,28800.0,4.24,32.32,7.88,28800.0,3.76,3.64
instance_1095,20289.08,28800.0,18741.52,28800.0,15429.28,28800.0,89.6,24603.64
instance_732,32.16,2597.32,3.76,80.24,12.12,2646.56,218.8,16.28
instance_429,13610.96,28800.0,9670.48,28800.0,8915.48,28800.0,18931.2,16453.68
instance_472,7.0,2135.52,1.52,76.04,2.88,28800.0,17.08,6.36
instance_188,2349.92,28800.0,2612.68,28800.0,2541.08,28800.0,28800.0,2614.72
instance_53,16625.36,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,12734.8
instance_1151,19.84,28800.0,15.08,28800.0,23.2,28800.0,34.08,19.6
instance_1055,28800.0,175.84,28800.0,890.24,28800.0,224.08,2547.16,28800.0
instance_852,36.64,28800.0,32.68,748.48,41.4,28800.0,409.24,43.44
instance_246,462.64,2.32,139.32,27.12,147.64,5.48,11.84,176.2
instance_695,6613.12,28800.0,1615.32,28800.0,1841.6,28800.0,28800.0,3736.16
instance_1172,17619.48,1.0,6867.12,8.24,14526.04,0.96,2.0,22078.68
instance_166,3.2,44.6,1.2,52.96,3.24,52.16,2.32,2.6
instance_994,28800.0,28800.0,28800.0,97.96,28800.0,28800.0,4324.2,28800.0
instance_520,1.28,28800.0,0.24,28800.0,0.8,28800.0,18.8,1.12
instance_327,15.64,21.88,2.08,672.36,26.8,35.92,5.44,11.96
instance_840,24886.16,27.76,28800.0,69.2,28800.0,27.28,86.96,17752.68
instance_339,208.52,1.24,238.0,167.32,261.28,10.24,4.4,186.76
instance_480,28800.0,4.56,28800.0,791.04,28800.0,4.52,46.28,28800.0
instance_569,16370.04,47.04,7351.96,163.0,7472.88,46.12,111.12,17379.4
instance_352,4.16,109.84,1.4,24.32,4.24,148.36,0.88,1.76
instance_742,193.24,28800.0,439.88,28800.0,621.0,28800.0,28800.0,215.32
instance_717,10297.8,46.28,28800.0,44.96,28800.0,45.28,11.44,11627.76
instance_523,0.08,28800.0,0.08,16.96,0.08,28800.0,0.92,0.08
instance_288,4358.64,28800.0,1798.04,28800.0,2273.96,28800.0,28800.0,3477.44
instance_721,58.52,28800.0,26.32,1260.76,23.64,28800.0,4.04,33.24
instance_181,2147.96,28800.0,2122.56,28800.0,1873.28,28800.0,28800.0,2466.44
instance_141,28800.0,28800.0,2406.84,28800.0,922.64,28800.0,28800.0,16068.6
instance_1165,167.0,0.44,141.16,5.08,169.04,0.4,1.04,131.04
instance_423,30.84,0.04,20.24,4.2,16.6,0.08,0.96,14.56
instance_351,3.68,104.64,0.52,44.72,3.72,152.24,3.64,1.88
instance_810,1385.24,1296.36,4158.16,1330.8,4144.48,1339.6,160.32,1595.84
instance_551,886.56,2847.68,892.4,660.56,825.52,28800.0,348.48,838.72
instance_410,497.4,28800.0,573.52,28800.0,550.28,28800.0,19023.8,506.6
instance_737,23.52,28800.0,6.24,28800.0,37.88,28800.0,13668.92,14.44
instance_499,28800.0,1.96,28800.0,494.84,28800.0,1.96,32.24,28800.0
instance_683,273.08,3017.0,291.84,6291.76,226.36,3456.84,376.28,159.0
instance_409,18703.96,28800.0,8710.56,28800.0,8662.28,28800.0,4027.88,23833.28
instance_441,0.76,28800.0,0.16,30.72,0.52,28800.0,0.8,0.4
instance_545,28800.0,2792.68,28800.0,15695.44,28800.0,6395.76,2429.2,28800.0
instance_1160,53.4,0.4,101.28,5.08,122.32,0.4,1.16,47.6
instance_952,1528.28,28800.0,636.32,28800.0,806.96,28800.0,28800.0,1028.32
instance_338,3594.88,43.84,4868.36,181.64,4473.28,60.68,759.96,5216.16
instance_1143,16.08,28800.0,13.24,64.48,23.84,28800.0,3.92,23.2
instance_509,22.92,28800.0,25.16,28800.0,71.24,28800.0,48.92,62.16
instance_295,38.12,28800.0,43.36,28800.0,64.8,28800.0,306.8,13.08
instance_1007,20.28,28800.0,33.36,994.2,39.4,28800.0,3344.64,12.04
instance_70,28800.0,28800.0,28800.0,11167.8,28800.0,28800.0,28800.0,28800.0
instance_880,4.2,28800.0,2.48,28800.0,12.12,28800.0,6782.4,3.16
instance_160,2189.88,674.0,128.92,289.68,135.64,801.04,303.2,2111.08
instance_381,28800.0,2612.36,28800.0,330.84,28800.0,2667.12,1461.08,28800.0
instance_862,17214.68,28800.0,7843.32,28800.0,7762.16,28800.0,28800.0,12586.44
instance_95,92.28,17.44,104.08,32.32,154.68,43.24,279.52,72.48
instance_716,28800.0,28800.0,28800.0,1380.24,28800.0,28800.0,28800.0,28800.0
instance_1150,15.32,28800.0,12.44,28800.0,18.64,28800.0,27.52,12.44
instance_638,87.28,28800.0,165.04,28800.0,230.6,28800.0,28800.0,77.72
instance_1039,582.88,28800.0,379.64,10978.6,338.32,28800.0,334.08,374.96
instance_793,35.12,28800.0,72.28,28800.0,74.88,28800.0,1284.72,59.08
instance_665,76.4,28800.0,45.36,116.96,82.68,28800.0,271.04,70.24
instance_1126,28.2,28800.0,4.44,11.76,12.4,28800.0,87.16,13.24
instance_528,253.6,1120.08,84.96,6044.72,91.68,2232.8,1.8,87.52
instance_250,28800.0,2.32,28800.0,34.88,28800.0,6.48,15.92,28800.0
instance_200,18.08,2.88,24.4,26.08,28.16,2.64,3.48,14.76
instance_475,13.36,2415.56,5.24,953.72,9.52,28800.0,133.48,8.28
instance_1118,935.72,28800.0,621.64,277.4,605.52,28800.0,5.24,677.0
instance_90,18.16,18.72,16.32,1136.08,25.44,34.64,245.76,19.0
instance_1029,284.24,28800.0,401.96,28800.0,368.72,28800.0,28800.0,230.08
instance_700,15489.16,28800.0,10870.72,28800.0,10738.52,28800.0,28800.0,19326.0
instance_763,1964.72,28800.0,1819.64,28800.0,1718.76,28800.0,4678.96,2893.12
instance_738,664.8,95.08,574.48,66.28,700.8,91.44,19.28,728.16
instance_42,19.52,28800.0,9.36,70.96,20.24,28800.0,1457.96,12.68
instance_308,577.96,28800.0,369.08,28800.0,341.36,28800.0,28800.0,603.0
instance_1082,0.8,28800.0,0.08,31.8,0.32,28800.0,4.08,0.24
instance_647,13.08,28800.0,5.28,28800.0,13.72,28800.0,28800.0,3.6
instance_1136,96.8,28800.0,30.8,28800.0,67.36,28800.0,465.56,304.44
instance_664,108.68,28800.0,139.76,672.56,149.8,28800.0,138.56,56.12
instance_416,358.0,28800.0,409.16,59.84,422.76,28800.0,978.28,315.32
instance_1002,43.88,28800.0,86.4,286.12,81.96,28800.0,880.04,82.84
instance_282,7.72,28800.0,0.32,16.24,1.76,28800.0,1.36,2.16
instance_1133,10415.8,28800.0,272.4,28800.0,104.96,28800.0,266.64,9485.0
instance_560,2.56,39.8,1.52,103.68,4.24,38.48,2.08,1.6
instance_336,4592.52,29.32,4064.0,156.12,4760.88,47.92,426.84,4484.84
instance_24,3.12,28800.0,0.92,108.76,2.0,28800.0,2.24,2.68
instance_908,30.72,784.52,17.88,4164.28,26.64,754.72,2.08,22.24
instance_670,5228.6,28800.0,6090.96,28800.0,6667.32,28800.0,28800.0,6175.8
instance_304,177.64,28800.0,145.56,28800.0,167.32,28800.0,18076.76,201.8
instance_16,39.92,28800.0,14.6,28800.0,32.36,28800.0,28800.0,28.48
instance_985,517.52,28800.0,440.44,328.64,533.6,28800.0,500.4,656.08
instance_572,28800.0,284.8,28800.0,507.84,28800.0,287.92,503.4,28800.0
instance_741,452.52,169.44,721.8,44.36,724.08,148.84,471.88,288.88
instance_427,309.24,28800.0,812.88,28800.0,769.48,28800.0,28800.0,254.32
instance_244,110.0,0.88,157.8,16.24,111.0,3.12,6.4,106.2
instance_1154,1754.24,28800.0,1262.76,28800.0,1401.64,28800.0,22988.52,1881.2
instance_422,23.64,0.04,16.6,4.32,22.8,0.08,0.96,14.6
instance_729,49.16,28800.0,47.6,28800.0,78.44,28800.0,8410.6,29.6
instance_446,18.4,28800.0,8.36,76.08,13.28,28800.0,7.96,14.96
instance_105,1.76,33.0,0.28,190.12,0.88,35.12,0.8,1.44
instance_517,0.04,28800.0,0.08,16.16,0.04,28800.0,0.92,0.08
instance_1130,1167.88,28800.0,11.48,28800.0,31.48,28800.0,146.08,1396.0
instance_43,104.64,28800.0,186.84,358.72,120.72,28800.0,5195.16,83.04
instance_801,13.52,28800.0,40.92,67.72,98.36,28800.0,118.72,24.96
instance_621,614.16,625.2,656.76,70.36,584.8,28800.0,89.44,373.6
instance_1123,1.44,28800.0,0.56,21.6,0.96,28800.0,2.24,1.76
instance_846,13.48,28800.0,4.4,28800.0,17.88,28800.0,28800.0,2.8
instance_463,5.8,28800.0,0.64,164.88,0.96,28800.0,8.04,3.84
instance_711,121.32,2254.36,179.64,36.32,195.4,2330.56,49.8,143.08
instance_837,48.68,2276.56,36.6,77.4,53.2,2442.92,17.0,39.52
instance_354,4.08,114.16,0.84,60.96,4.08,146.6,0.88,2.72
instance_764,263.52,28800.0,361.04,28800.0,361.8,28800.0,28800.0,214.04
instance_405,30.64,521.44,29.8,88.96,51.56,630.92,270.48,25.24
instance_1138,358.44,28800.0,23.8,28800.0,59.6,28800.0,601.44,252.12
instance_881,198.68,28800.0,236.08,28800.0,255.56,28800.0,28800.0,171.36
instance_443,28800.0,3468.84,15311.56,2176.8,18619.96,8054.0,13967.28,28800.0
instance_193,5804.48,28800.0,4138.84,28800.0,3200.0,28800.0,2696.08,4446.88
instance_306,311.6,28800.0,116.28,28800.0,109.44,28800.0,28800.0,350.92
instance_63,28800.0,28800.0,28800.0,3866.08,28800.0,28800.0,28800.0,28800.0
instance_916,577.4,28800.0,457.28,28800.0,843.24,28800.0,28800.0,482.48
instance_892,24.4,28800.0,11.28,28800.0,31.48,28800.0,28800.0,19.68
instance_534,109.36,1229.52,38.44,6743.36,88.32,2371.92,1.96,105.76
instance_377,52.24,1251.48,39.72,78.0,47.24,1376.64,327.12,30.0
instance_671,514.2,28800.0,343.2,734.72,368.04,28800.0,23.56,256.88
instance_681,2.56,191.0,0.68,52.72,4.36,197.28,8.96,2.6
instance_928,28.32,54.8,71.32,3657.84,103.76,53.48,4.0,27.96
instance_199,7.68,5.24,6.64,27.16,16.64,4.96,4.16,17.32
instance_402,28800.0,5249.28,28800.0,2781.8,28800.0,5846.12,4707.2,28800.0
instance_418,12.64,1.0,30.08,5.2,40.12,0.96,1.56,32.36
instance_281,300.28,28800.0,281.72,28800.0,383.72,28800.0,28800.0,279.76
instance_907,9.24,58.28,0.48,366.32,2.72,55.52,3.28,1.4
instance_183,53.24,28800.0,62.96,28800.0,84.48,28800.0,6135.64,42.52
instance_378,52.12,1263.48,35.0,77.96,46.24,1408.4,315.0,41.32
instance_612,2.0,632.12,0.6,4826.36,0.68,28800.0,3.6,1.92
instance_1018,5.84,28800.0,0.8,11.04,7.72,28800.0,1.56,2.44
instance_591,155.4,28800.0,239.88,28800.0,189.88,28800.0,343.32,80.4
instance_430,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,324.8,28800.0
instance_1032,91.2,8.24,112.8,30.48,84.4,8.08,5.2,99.48
instance_408,442.88,28800.0,507.16,28800.0,435.72,28800.0,11308.88,317.4
instance_229,466.28,28800.0,369.68,4765.6,474.72,28800.0,3574.92,454.2
instance_602,8.4,28800.0,8.56,307.48,8.48,28800.0,34.16,7.84
instance_297,51.8,28800.0,35.04,28800.0,48.52,28800.0,28800.0,21.92
instance_401,4396.36,2541.32,5286.36,1110.88,3212.68,3013.8,1032.64,4050.04
instance_367,28800.0,919.52,28800.0,37.76,28800.0,1325.28,1371.04,28800.0
instance_1042,158.44,34.52,224.96,52.56,213.92,32.32,256.96,168.44
instance_770,210.56,28800.0,300.84,28800.0,234.84,28800.0,3316.64,245.72
instance_1015,18.28,1469.48,14.08,260.36,23.16,1402.08,296.32,30.72
instance_258,1.52,251.48,0.84,18.4,2.64,669.68,1.48,1.04
instance_657,199.12,28800.0,267.2,28800.0,232.28,28800.0,28800.0,165.88
instance_66,28800.0,28800.0,28800.0,1057.48,28800.0,28800.0,28800.0,28800.0
instance_726,18416.48,28800.0,20726.4,28800.0,19673.12,28800.0,8253.04,14749.8
instance_576,3.72,28800.0,1.44,28800.0,3.84,28800.0,35.4,3.72
instance_220,28800.0,28800.0,28800.0,3568.08,28800.0,28800.0,28800.0,28800.0
instance_379,238.16,328.56,174.6,60.32,207.16,368.04,301.12,166.44
instance_138,177.36,28800.0,148.84,28800.0,196.4,28800.0,28800.0,137.76
instance_628,62.56,1504.76,37.28,293.0,67.6,28800.0,715.64,26.64
instance_175,292.32,474.8,292.88,76.16,313.12,482.44,591.12,412.36
instance_1020,8109.72,28800.0,4872.64,28800.0,6478.2,28800.0,28800.0,8034.04
instance_426,3491.8,28800.0,2886.36,28800.0,3409.84,28800.0,28800.0,3750.44
instance_655,6540.56,28800.0,18335.36,28800.0,20418.56,28800.0,28800.0,6806.6
instance_816,233.52,28800.0,332.88,979.84,398.2,28800.0,543.08,172.68
instance_582,18.96,28800.0,6.68,28800.0,17.24,28800.0,520.96,3.44
