instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10
instance_1966,50000.0,991.908,880.424,2977.96,684.036,414.928,468.404,2882.38,212.716,974.808
instance_402,50000.0,50000.0,3148.16,1920.98,4941.3,3470.6,50000.0,1401.32,50000.0,2158.25
instance_1175,0.001,0.001,0.001,0.001,0.001,0.004,0.012,0.001,50000.0,0.001
instance_504,172.8,113.532,31.516,14.668,20.548,28.568,82.036,20.616,8.084,26.42
instance_275,835.516,512.68,468.26,1152.19,519.548,1137.18,872.916,489.964,313.176,614.656
instance_604,3.516,0.608,0.416,0.452,50000.0,0.98,58.172,0.364,1.248,0.304
instance_418,94.248,50000.0,50000.0,926.696,50000.0,50000.0,50000.0,2231.01,50000.0,4048.4
instance_1607,1.024,1.46,1.612,1.232,0.928,1.732,2.56,1.672,4.764,1.668
instance_937,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1574,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1666,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_138,2732.14,591.804,50000.0,1652.78,4948.64,50000.0,50000.0,50000.0,50000.0,109.852
instance_126,8.504,119.332,32.048,48.028,56.02,56.28,26.592,25.964,121.436,11.4
instance_1428,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_69,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1297,0.008,0.008,0.028,0.028,0.036,0.036,0.116,0.028,50000.0,0.024
instance_1173,0.001,0.001,0.001,0.001,0.001,0.004,0.008,0.001,50000.0,0.001
instance_28,913.436,454.676,374.884,199.052,684.592,298.76,909.452,204.768,939.528,429.28
instance_354,461.968,474.976,205.608,699.148,490.42,407.904,1111.21,288.196,241.7,120.54
instance_182,0.728,0.344,1.832,2.492,0.836,2.068,3.192,1.876,10.652,1.948
instance_587,0.68,0.424,2.552,1.508,1.184,2.104,3.78,3.704,0.272,2.98
instance_1703,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_612,50000.0,535.092,2059.98,2584.72,440.716,785.06,556.188,3000.26,4958.1,1305.99
instance_569,1.916,0.892,13.456,8.016,4.896,11.7,31.892,10.304,6.396,7.208
instance_1650,332.912,133.884,148.828,125.16,170.152,237.808,166.084,102.652,535.76,188.588
instance_1251,0.012,0.016,0.016,0.032,0.02,0.06,0.176,0.024,50000.0,0.024
instance_744,50000.0,922.792,178.256,197.744,152.192,156.552,202.688,416.64,111.328,185.3
instance_1575,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1312,2.592,3.08,9.396,2.668,1.996,3.848,5.368,9.116,4.704,8.64
instance_992,50000.0,50000.0,50000.0,50000.0,50000.0,4947.3,50000.0,50000.0,50000.0,50000.0
instance_443,0.824,3.972,0.716,13.032,0.32,2.712,0.252,0.208,0.9,0.196
instance_507,0.008,0.008,0.008,0.008,0.012,0.024,0.08,0.008,0.024,0.008
instance_1311,2.876,2.12,5.636,2.112,1.844,3.04,4.004,5.564,3.716,5.544
instance_1243,0.008,0.068,0.012,0.016,0.016,0.024,0.116,0.012,50000.0,0.012
instance_390,2142.7,2764.93,678.604,456.412,480.912,763.008,239.488,1535.24,127.052,442.096
instance_223,6.864,0.828,2.308,2.96,1.956,3.684,6.16,1.944,4.332,1.88
instance_1603,25.28,36.996,7.036,15.264,11.9,18.872,10.848,9.02,27.552,8.376
instance_467,0.008,0.008,0.016,0.012,0.016,0.04,0.184,0.012,0.032,0.012
instance_1619,50000.0,50000.0,50000.0,0.244,50000.0,0.552,50000.0,1.0,1.9,1.06
instance_1403,130.288,140.316,3.636,3.236,61.992,200.944,65.424,102.26,365.644,220.56
instance_1874,0.2,0.036,0.864,0.876,0.968,0.684,2.356,0.848,0.028,0.816
instance_577,4.008,2.892,5.088,6.92,6.468,7.152,12.912,5.76,13.48,5.02
instance_1554,1047.43,50000.0,50000.0,489.44,2844.73,70.692,3997.13,250.276,50000.0,217.392
instance_881,165.452,5.752,7.24,13.724,8.68,16.544,12.048,50.624,5.844,12.56
instance_560,261.108,136.088,25.484,59.896,8.132,35.648,11.372,400.036,13.88,10.508
instance_1568,50000.0,1078.13,50000.0,50000.0,50000.0,1116.39,3584.41,3224.97,1404.2,3914.74
instance_1171,0.001,0.001,0.001,0.001,0.001,0.004,0.012,0.001,50000.0,0.001
instance_1302,1.832,2.728,2.376,3.56,1.852,4.64,11.192,2.248,5.328,2.452
instance_1438,37.732,26.396,8.16,20.1,11.268,24.236,54.116,20.0,7.048,11.584
instance_1279,0.02,0.012,0.084,0.084,0.096,0.132,0.38,0.084,50000.0,0.084
instance_36,50000.0,4402.04,3606.73,50000.0,3323.46,50000.0,3689.52,4365.87,761.5,2960.24
instance_1389,1138.0,760.424,248.4,231.508,375.268,308.748,495.796,187.596,458.808,355.664
instance_1342,70.58,49.328,17.416,79.336,11.52,14.484,27.548,20.684,48.984,12.876
instance_679,121.212,63.044,24.536,29.916,14.028,50000.0,18.652,70.036,36.516,32.988
instance_1122,7.816,7.108,47.824,51.26,58.468,24.852,48.016,50.668,28.6,49.748
instance_1281,0.004,0.004,0.012,0.012,0.016,0.02,0.048,0.012,50000.0,0.012
instance_1932,45.532,13.812,30.692,46.88,11.372,77.68,13.268,93.74,19.136,44.792
instance_1206,0.008,0.008,0.04,0.044,0.048,0.056,0.22,0.04,0.088,0.04
instance_820,2725.25,532.844,165.6,1008.04,70.648,427.128,50.356,2577.78,17.9,77.956
instance_1826,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_791,70.688,5.508,15.12,2610.48,7.016,73.072,4.284,2494.07,11.936,25.812
instance_655,3485.83,460.024,91.408,171.008,72.0,50000.0,65.744,288.288,89.676,134.516
instance_1286,0.004,0.004,0.012,0.012,0.016,0.02,0.06,0.012,0.004,0.012
instance_784,0.212,0.536,0.756,0.624,0.396,0.192,0.936,0.056,0.9,0.052
instance_758,50000.0,1169.68,1995.47,1161.54,923.3,525.628,1074.95,1235.02,645.588,859.416
instance_1904,50000.0,4529.92,3155.9,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_85,4963.66,50000.0,596.432,4999.63,50000.0,1097.12,1751.78,2661.79,992.236,330.58
instance_43,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1967,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1315,17.388,8.612,5.94,16.02,3.032,6.856,8.752,6.252,18.684,6.852
instance_1008,58.688,67.188,12.44,37.592,14.496,24.556,11.484,27.672,38.712,19.316
instance_1513,30.904,18.216,9.412,48.188,19.464,41.596,17.088,11.696,57.628,10.6
instance_1705,2950.94,50000.0,298.892,2361.9,50000.0,492.912,2236.18,465.476,50000.0,583.192
instance_832,50000.0,50000.0,50000.0,1209.12,50000.0,228.904,0.012,2346.7,111.68,3710.48
instance_225,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_876,3120.25,156.624,307.248,900.7,107.132,306.2,129.76,2544.78,1.412,164.844
instance_1283,0.001,0.001,0.004,0.004,0.004,0.012,0.024,0.004,50000.0,0.004
instance_1288,0.012,0.016,0.06,0.064,0.076,0.068,0.244,0.06,0.14,0.06
instance_128,137.72,272.524,187.04,280.272,336.368,72.456,100.84,3.216,1283.02,132.308
instance_1866,1608.86,1817.64,933.184,2788.11,1560.7,3386.88,896.98,1121.76,50000.0,898.072
instance_1303,37.66,58.96,16.668,42.12,14.88,73.312,111.908,14.952,37.144,28.168
instance_63,40.976,28.492,100.768,112.64,61.976,115.064,178.568,117.792,93.12,112.132
instance_1788,50000.0,1937.07,1118.92,1209.52,2005.38,1278.69,1592.98,982.512,1609.22,678.312
instance_631,2169.7,678.088,381.632,604.244,293.264,643.616,245.14,697.496,381.64,268.876
instance_1484,34.556,23.584,7.956,15.104,6.628,23.528,6.248,26.728,16.604,16.32
instance_1797,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1785,50000.0,642.204,50000.0,1002.16,50000.0,864.268,3799.58,401.1,50000.0,470.012
instance_329,1502.86,2824.73,379.792,2887.95,233.208,951.368,8.996,2729.85,5.28,319.892
instance_1939,102.32,322.5,149.676,225.116,56.364,10.364,14.02,27.044,80.584,179.108
instance_490,950.84,592.352,747.036,429.196,511.316,730.976,956.728,471.532,2466.18,803.86
instance_160,50000.0,50000.0,1323.23,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1296,0.004,0.004,0.012,0.012,0.016,0.02,0.064,0.012,0.004,0.012
instance_675,380.112,290.728,122.412,95.52,74.832,50000.0,64.208,319.204,50.012,201.836
instance_516,606.388,77.704,14.348,97.992,53.688,106.212,63.84,36.328,211.064,36.812
instance_1815,45.668,194.7,65.316,38.096,15.288,114.776,213.644,83.996,132.244,53.6
instance_283,457.084,379.22,156.144,189.004,227.364,737.404,596.364,589.848,216.996,55.792
instance_811,686.22,529.7,53.104,128.556,49.872,133.684,168.308,79.184,99.012,59.172
instance_1193,0.008,0.008,0.024,0.024,0.032,0.036,0.216,0.024,50000.0,0.024
instance_1076,921.392,50000.0,1678.21,445.704,3884.66,1159.67,50000.0,425.712,50000.0,1396.7
instance_572,5.592,2.38,22.82,8.196,6.996,15.42,32.532,26.212,1.584,22.796
instance_1456,0.348,0.364,1.692,0.476,0.344,0.828,0.988,1.624,0.104,1.684
instance_667,4499.47,4688.94,851.312,1305.31,749.352,50000.0,416.04,1994.66,412.84,1157.92
instance_1119,266.812,30.352,120.124,2774.39,123.928,18.824,133.292,87.22,118.468,88.748
instance_664,774.352,525.58,176.896,325.492,155.072,50000.0,111.9,736.212,101.98,379.836
instance_6,50000.0,1583.02,2620.0,50000.0,2456.48,50000.0,1552.65,3668.38,1100.76,2194.51
instance_850,50000.0,1175.43,1247.22,50000.0,567.936,2473.08,150.756,3487.03,93.44,2316.72
instance_1071,50000.0,50000.0,360.12,50000.0,50000.0,50000.0,50000.0,1321.2,50000.0,1766.87
instance_1064,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,5.132,50000.0,13.876
instance_1493,50000.0,2373.36,706.72,454.164,393.616,759.072,608.508,2486.94,671.78,831.512
instance_494,70.504,1.232,47.936,200.092,82.824,69.388,73.7,1.64,12.296,60.912
instance_1247,0.024,0.072,0.024,0.028,0.024,0.056,0.336,0.02,50000.0,0.02
instance_1855,50000.0,843.656,32.292,145.164,256.48,285.368,410.56,97.812,689.3,130.92
instance_1412,1009.94,475.892,58.8,88.428,37.068,107.196,33.684,136.62,67.056,83.72
instance_1067,50000.0,1.664,112.456,143.984,176.444,8.072,50.764,105.848,18.98,116.02
instance_484,287.364,213.3,140.036,166.356,189.712,256.956,336.972,184.456,661.868,214.696
instance_737,50000.0,2082.75,744.796,1170.59,734.552,414.316,587.672,1547.86,227.692,393.276
instance_463,50000.0,3215.13,2518.25,1060.22,3172.75,899.484,2756.04,214.284,50000.0,1046.32
instance_1137,50000.0,610.748,878.868,4210.09,985.16,1545.0,873.6,2797.65,482.876,689.82
instance_261,916.952,506.396,109.252,218.116,232.968,127.792,190.956,196.168,150.88,266.356
instance_700,1198.35,50000.0,3597.26,1270.04,50000.0,727.788,0.012,580.772,50000.0,1358.16
instance_564,133.396,137.584,40.388,182.868,66.544,119.7,89.512,86.512,146.02,49.476
instance_1660,134.84,107.5,73.008,223.636,72.728,181.244,123.036,251.104,164.196,148.596
instance_920,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_105,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1430,166.356,119.8,28.268,71.044,24.08,111.124,163.212,69.156,41.792,36.748
instance_757,193.3,141.292,111.84,160.1,111.468,143.008,131.348,132.384,107.34,90.468
instance_1257,0.036,0.02,0.02,0.04,0.044,0.096,0.228,0.02,50000.0,0.024
instance_1709,3603.14,834.68,667.264,649.092,675.576,1082.16,898.792,760.716,50000.0,1215.01
instance_1092,50000.0,50000.0,484.432,50000.0,50000.0,50000.0,50000.0,193.564,50000.0,900.364
instance_1205,0.008,0.008,0.032,0.132,0.04,0.048,0.16,0.032,50000.0,0.032
instance_496,719.912,464.32,348.672,276.14,342.356,427.804,516.688,313.936,1659.53,418.468
instance_1189,0.008,0.008,0.028,0.028,0.036,0.044,0.2,0.028,50000.0,0.028
instance_1943,444.352,417.188,1067.24,251.908,1140.5,302.148,950.176,120.84,1064.8,2758.8
instance_405,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2514.35,2649.37
instance_871,171.508,55.664,80.656,69.16,71.024,68.444,114.804,77.328,64.988,97.056
instance_1689,50000.0,1350.97,530.792,3159.72,464.536,1869.26,506.284,2671.11,352.908,378.576
instance_469,0.056,0.04,0.06,0.072,0.052,0.124,0.284,0.048,0.116,0.048
instance_951,50000.0,184.688,273.02,50000.0,850.876,587.164,375.512,3808.89,74.928,310.276
instance_77,0.044,0.036,0.084,0.072,0.088,0.148,0.444,0.08,0.704,0.08
instance_30,50000.0,3214.52,4042.07,1709.0,50000.0,4767.32,50000.0,1388.78,50000.0,3104.79
instance_693,50000.0,121.468,297.772,4833.4,45.468,34.928,36.24,2522.85,25.068,24.672
instance_1291,0.012,0.012,0.04,0.052,0.052,0.056,0.192,0.044,50000.0,0.044
instance_1552,0.224,0.348,0.072,0.064,0.068,0.144,0.348,0.068,0.04,0.068
instance_1964,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,1659.35,50000.0
instance_180,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1780,50000.0,50000.0,3481.27,50000.0,50000.0,50000.0,50000.0,1738.8,50000.0,3081.71
instance_382,657.9,393.94,137.488,146.096,247.716,270.84,161.72,263.472,122.548,206.348
instance_692,1969.34,115.112,220.812,2771.39,152.884,87.268,173.572,2527.64,109.496,88.232
instance_716,168.86,217.02,29.072,168.464,116.284,183.568,132.38,17.552,197.444,58.088
instance_1471,8.264,6.348,2.136,8.904,1.784,17.208,5.932,5.628,10.364,5.204
instance_1998,3.648,2.764,19.2,7.824,7.728,7.2,27.148,14.224,3.368,14.776
instance_185,9.492,8.124,9.78,22.32,7.392,16.248,10.664,14.644,30.208,9.636
instance_1859,561.412,224.296,16.8,70.356,34.628,98.236,57.46,28.724,151.436,49.18
instance_1133,626.224,22.516,46.552,48.42,22.348,38.276,29.208,911.84,12.524,14.536
instance_1727,864.864,418.536,420.952,408.94,464.292,533.656,685.76,443.648,2662.4,804.876
instance_1873,0.188,0.04,0.824,0.832,0.944,0.66,2.332,0.828,0.028,0.788
instance_1052,159.984,136.708,42.552,252.112,56.952,151.376,158.476,122.14,95.456,139.452
instance_977,126.012,97.372,50.22,2639.49,40.216,313.596,34.392,2536.68,24.74,51.828
instance_1933,1.344,0.252,2.316,1.724,0.572,3.876,2.544,2.4,0.172,2.356
instance_571,11.768,1.86,14.436,5.68,4.488,18.912,8.872,8.524,0.872,8.504
instance_1631,0.048,0.056,0.004,0.012,0.004,0.028,0.056,0.008,0.012,0.008
instance_1136,50000.0,1412.02,1416.2,4891.29,1408.69,2914.06,1223.05,3030.14,681.444,1387.82
instance_1025,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1452,10.432,8.692,2.972,15.12,4.756,16.468,0.956,9.284,10.8,8.044
instance_1168,50000.0,50000.0,50000.0,50000.0,50000.0,2093.71,1004.5,1805.5,50000.0,4128.52
instance_884,102.812,72.892,20.716,20.016,17.608,34.44,25.428,26.316,11.732,33.228
instance_1398,36.492,22.664,25.312,24.984,15.808,22.48,22.612,24.188,20.872,25.256
instance_1377,278.88,50000.0,152.94,1060.44,284.564,310.792,855.916,291.864,2127.16,598.716
instance_203,51.496,40.952,35.544,58.916,45.264,89.484,53.58,65.08,142.752,51.356
instance_302,1708.2,2119.38,854.196,240.044,2790.7,1503.42,4561.98,768.304,50000.0,1446.96
instance_1059,398.488,224.24,436.04,417.612,462.956,235.648,315.848,302.164,745.124,241.564
instance_1860,3780.22,629.748,94.14,111.056,386.164,420.368,162.392,54.596,3165.84,32.676
instance_559,206.688,323.0,256.692,337.904,194.24,110.396,142.052,403.548,96.008,162.464
instance_593,179.988,132.392,53.588,44.8,15.724,108.16,130.644,74.064,141.512,100.372
instance_1686,50000.0,305.828,111.316,2635.12,72.388,555.732,88.58,2618.76,89.152,105.792
instance_806,50000.0,50000.0,50000.0,50000.0,50000.0,4732.93,50000.0,50000.0,50000.0,50000.0
instance_582,2.084,0.972,1.976,1.96,2.136,3.988,8.892,2.024,0.62,1.976
instance_1676,50000.0,50000.0,2449.46,50000.0,50000.0,1815.75,50000.0,50000.0,4053.93,2438.16
instance_1215,0.008,0.012,0.076,0.08,0.148,0.068,0.244,0.076,50000.0,0.076
instance_1661,1634.61,677.172,833.904,2024.26,688.576,1643.8,50000.0,2133.85,1031.86,1656.92
instance_1620,454.364,462.664,6.148,6.032,6.236,80.884,9.704,4.516,11.2,4.292
instance_1600,3479.74,477.532,269.616,2719.11,238.968,428.184,149.412,2872.1,232.728,305.988
instance_1200,50000.0,50000.0,0.024,0.024,0.028,0.024,0.112,0.024,0.004,0.024
instance_1252,0.012,0.016,0.028,0.048,0.028,0.068,0.316,0.036,0.112,0.036
instance_103,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_255,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_301,483.164,792.888,1151.31,48.264,1701.11,210.26,1810.31,45.18,2502.98,595.812
instance_194,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,3328.68
instance_49,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1384,25.052,444.72,107.288,110.9,271.22,71.552,667.92,96.052,4371.26,260.296
instance_347,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,2908.84,50000.0,2126.74,50000.0
instance_472,0.104,0.096,0.088,0.12,0.116,0.28,0.364,0.092,0.268,0.084
instance_1127,267.024,19.556,117.172,2545.27,62.032,58.476,57.972,2531.38,118.38,87.364
instance_391,1046.89,906.492,358.384,560.832,471.368,254.86,319.528,484.752,435.436,340.764
instance_829,1041.23,50000.0,2640.9,691.316,50000.0,1043.66,0.008,662.1,50000.0,1167.59
instance_1632,6.588,10.748,12.128,5.288,8.156,15.048,7.368,15.576,6.996,1.176
instance_1748,4123.74,50000.0,2056.26,50000.0,50000.0,50000.0,50000.0,2155.43,50000.0,50000.0
instance_628,2.188,3.536,55.104,220.476,49.536,220.436,20.812,36.904,21.136,35.752
instance_698,237.428,575.648,287.828,125.4,362.408,63.956,0.012,91.704,64.396,200.22
instance_1735,3478.6,50000.0,507.592,50000.0,50000.0,453.88,50000.0,1024.52,50000.0,696.24
instance_939,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_389,1.332,0.14,10.94,11.132,13.496,3.984,19.22,11.96,0.108,11.24
instance_1834,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_94,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_843,83.292,69.308,16.424,69.1,16.0,54.88,31.712,25.332,62.488,24.284
instance_652,223.42,225.4,38.6,51.552,28.388,50000.0,24.956,75.476,49.084,55.168
instance_167,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_233,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1542,33.508,40.368,9.752,17.904,11.152,35.208,16.936,19.296,30.688,13.932
instance_221,48.08,8.536,16.832,18.312,17.032,14.596,22.704,17.008,14.212,17.636
instance_717,318.692,154.04,81.864,119.104,111.768,95.492,117.48,51.596,310.316,57.0
instance_68,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1664,21.584,9.068,16.06,21.76,13.924,25.268,51.292,19.616,24.536,21.408
instance_1156,2.264,10.464,5.12,2.6,12.92,72.248,6.132,1.836,44.404,10.868
instance_1208,0.012,0.012,0.06,0.056,0.072,0.072,50000.0,0.06,0.012,0.06
instance_1867,61.42,25.336,108.372,115.556,66.9,124.504,100.12,203.048,263.764,119.36
instance_890,205.884,192.324,60.796,57.656,52.548,67.384,57.668,64.48,76.704,74.472
instance_727,50000.0,4571.15,601.328,1502.74,750.932,354.832,456.588,1713.53,421.7,413.996
instance_1224,0.156,0.06,0.048,0.092,0.08,0.372,0.472,0.048,0.192,0.048
instance_1043,2.608,13.616,147.168,109.004,1.696,246.708,164.468,88.836,97.312,168.212
instance_305,2523.38,338.548,3276.81,1020.32,50000.0,494.576,50000.0,251.372,50000.0,1918.91
instance_1724,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1097,1212.05,50000.0,2015.85,520.256,3590.72,1228.69,50000.0,350.976,50000.0,1370.81
instance_109,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_918,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1642,50.64,30.324,76.308,97.18,107.788,39.796,21.572,59.64,317.056,89.988
instance_738,50000.0,844.108,194.664,2580.52,154.484,174.872,306.816,571.796,117.384,215.916
instance_1594,109.772,38.812,63.36,33.292,46.124,42.564,191.02,57.984,168.268,106.592
instance_754,50000.0,99.196,136.524,1376.71,192.98,361.792,103.008,1667.66,56.12,102.22
instance_111,782.06,515.124,506.552,1184.49,583.496,1689.15,417.924,2685.19,177.212,687.12
instance_1254,0.328,50000.0,0.252,0.444,0.244,0.736,0.6,0.72,0.94,0.336
instance_1616,3.532,1.14,2.012,2.132,2.288,3.884,8.86,2.096,0.58,2.124
instance_323,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,0.408,50000.0,50000.0,50000.0
instance_952,360.772,7.504,137.704,3024.8,31.34,81.408,15.512,2490.83,6.176,30.764
instance_1190,0.008,0.008,0.036,0.036,0.044,0.048,0.228,0.036,0.008,0.036
instance_750,50000.0,1107.65,1609.49,50000.0,598.968,3933.88,185.52,3306.86,106.048,2234.95
instance_18,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1525,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
instance_1352,13.48,7.292,1.396,1.244,1.108,21.236,8.752,1.22,0.612,1.252
instance_852,187.644,45.4,39.508,107.748,42.656,62.216,45.96,205.196,43.988,28.252
instance_1560,5.336,1.932,5.804,8.712,6.056,16.452,11.356,8.812,10.088,11.652
instance_299,656.36,1105.42,1380.25,97.912,982.94,670.008,3391.8,359.312,365.804,440.38
instance_882,50000.0,547.148,542.872,3663.86,581.812,396.048,401.608,2656.7,19.272,294.804
instance_1124,36.668,46.66,59.964,2595.72,142.42,14.336,75.736,42.468,58.112,41.624
instance_669,185.096,16.96,30.828,7.356,15.788,50000.0,9.532,21.088,19.828,10.0
instance_452,58.376,41.892,28.384,43.984,32.872,52.652,31.344,44.592,73.496,27.244
instance_232,50000.0,50000.0,50000.0,50000.0,50000.0,4974.94,50000.0,50000.0,50000.0,4375.49
instance_1197,0.001,0.001,0.001,0.001,0.004,0.008,0.024,0.001,50000.0,0.001
instance_499,206.14,46.604,26.232,358.38,32.944,239.916,106.904,378.936,114.916,98.92
instance_387,1.184,0.136,12.628,13.368,13.932,4.08,19.568,11.688,0.108,10.724
instance_855,28.0,30.3,29.98,44.7,40.236,34.836,41.228,27.236,34.384,29.18
instance_1951,202.02,111.724,37.948,68.076,26.308,50000.0,40.3,78.216,51.732,63.976
instance_141,0.052,0.008,0.012,0.016,0.028,0.032,0.072,0.012,0.008,0.012
instance_1546,2007.08,20.424,61.844,788.476,31.644,38.368,41.604,2489.38,19.048,14.808
instance_1626,1.684,1.024,2.4,1.332,1.988,3.036,6.06,2.236,0.476,2.012
instance_785,0.012,0.06,0.028,0.044,0.064,0.048,0.324,0.02,0.092,0.024
