instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24,algorithm_25,algorithm_26,algorithm_27,algorithm_28,algorithm_29,algorithm_30,algorithm_31
instance_100,71.64,4800.0,111.72,39.88,38.24,69.6,108.76,79.24,113.0,67.6,4800.0,4800.0,69.88,130.2,71.68,72.64,4804.0,55.92,4800.0,72.08,4800.0,316.72,37.2,53.6,4800.0,42.48,72.6,4800.0,109.84,73.16,72.96
instance_617,4800.0,222.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,302.68,4800.0,846.44,4800.0,4800.0,4800.0,512.76,4800.0,4800.0,547.68,4800.0,4800.0,4800.0
instance_1333,4800.0,4800.0,30.72,18.36,18.92,39.64,36.4,204.76,55.04,36.48,4800.0,4800.0,81.56,38.32,58.0,17.32,4800.0,24.72,4800.0,17.36,4800.0,104.72,21.48,27.68,4800.0,20.04,83.48,4800.0,48.52,118.0,22.76
instance_1395,4800.0,0.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1.56,3.32,4800.0,4800.0,4800.0,0.28,4800.0,0.84,4800.0,6.36,4800.0,4800.0,4800.0,1.12,4800.0,3.36,0.84,4800.0,2.64,4800.0
instance_220,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.0,0.08,0.08,0.24,0.2,0.0,0.04,0.0,0.16,0.0,1.2,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.12,0.2
instance_275,4800.0,11.08,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.92,10.76,4800.0,4800.0,4800.0,174.4,4800.0,3.96,4800.0,1.64,4800.0,4800.0,4800.0,4.72,4800.0,10.4,0.48,4800.0,9.04,4800.0
instance_522,9.92,4800.0,1.32,0.6,0.76,1.08,1.44,5.4,1.24,0.8,4800.0,4800.0,1.6,4.72,1.56,1.24,4800.0,0.72,4800.0,1.12,4800.0,4.2,1.12,0.88,4800.0,0.76,1.6,4800.0,1.56,3.92,1.28
instance_1296,95.16,4800.0,93.12,73.04,48.72,169.32,176.96,208.32,59.12,86.36,350.36,4800.0,90.16,77.52,66.12,42.4,4800.0,55.16,4800.0,51.64,4800.0,104.44,157.8,101.92,4800.0,77.96,88.36,4800.0,130.4,54.6,68.92
instance_461,4800.0,0.04,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,6.08,20.92,4800.0,4800.0,4800.0,12.72,4800.0,6.08,4800.0,12.44,4800.0,4800.0,4800.0,5.72,4800.0,21.76,4.88,4800.0,18.2,4800.0
instance_1321,4800.0,4800.0,2287.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3565.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3250.6,4800.0,4800.0
instance_1034,21.64,4800.0,17.84,4.4,4.08,7.72,5.92,23.4,8.8,3.56,2.88,4800.0,10.48,13.56,6.28,5.12,4800.0,6.2,4800.0,4.76,4800.0,8.52,11.0,4.08,4800.0,4.36,10.68,4800.0,27.4,7.56,5.88
instance_57,4800.0,89.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,436.72,4800.0,472.52,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_55,1636.96,4800.0,33.36,414.92,2361.44,330.8,296.92,4800.0,21.36,469.36,0.0,4800.0,61.28,290.8,310.56,15.72,4800.0,24.04,4800.0,1311.88,4800.0,4800.0,336.44,366.76,4800.0,532.24,61.6,4800.0,372.64,180.44,1704.28
instance_658,6.56,4800.0,29.04,3.04,2.84,7.16,1.96,29.28,12.88,4.36,111.6,4800.0,8.92,35.08,5.04,4.64,4800.0,4.68,4800.0,5.08,4800.0,14.16,2.72,3.8,4800.0,4.0,8.56,4800.0,24.4,27.92,5.4
instance_1554,1721.4,0.16,4800.0,448.32,4800.0,2130.76,2028.88,4800.0,4127.6,1661.24,53.76,0.08,2.6,4800.0,4800.0,4800.0,0.12,460.0,0.04,4800.0,0.04,4800.0,870.44,1834.36,0.12,4800.0,2.64,0.2,4800.0,2.6,4800.0
instance_1489,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3734.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_768,1222.16,4800.0,536.04,583.84,241.2,554.44,716.68,1557.56,498.44,454.24,4800.0,4800.0,931.16,264.56,448.12,278.88,4800.0,469.4,4800.0,372.32,4800.0,4033.2,1257.52,641.96,4800.0,301.4,928.52,4800.0,688.08,678.52,797.76
instance_421,4800.0,0.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2283.64,0.44,3.68,4800.0,4800.0,4800.0,0.88,4800.0,0.2,4800.0,0.2,4800.0,4800.0,4800.0,0.08,4800.0,3.96,0.48,4800.0,3.08,4800.0
instance_259,4800.0,1884.92,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2637.32,1023.28,4800.0,4800.0,4800.0,4800.0,4800.0
instance_756,4800.0,26.64,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4439.6,31.64,4800.0,4800.0,1640.36,4800.0,1.36,4800.0,4800.0,4800.0,4800.0,4800.0,3915.84,4800.0,11.28,4800.0,4800.0,109.64,3686.28,4800.0,4800.0
instance_221,4800.0,876.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4252.4,4463.6,4800.0,4800.0,100.04,4800.0,4800.0,4800.0,2044.44,2000.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,98.52,4800.0,4800.0,19.32,4800.0
instance_936,4600.8,0.0,4800.0,2315.96,4800.0,826.36,1672.16,4800.0,1300.56,100.76,7.28,0.04,3.2,354.2,4800.0,4800.0,0.12,2745.36,0.12,4800.0,0.04,4800.0,4800.0,1751.32,0.04,4800.0,3.32,0.04,605.56,2.84,4800.0
instance_1399,4800.0,4800.0,353.12,204.16,222.32,556.0,4800.0,1671.24,411.36,4800.0,4800.0,4800.0,482.64,259.72,180.6,104.04,4800.0,398.6,4800.0,120.72,4800.0,4800.0,402.12,4800.0,4800.0,321.64,660.4,4800.0,761.92,365.2,166.4
instance_902,0.0,0.0,0.16,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,401.96,205.84,0.0,0.0,0.0,0.2,0.0,4.12,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.2
instance_336,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2504.92,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_820,4800.0,0.52,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1273.08,2.84,4800.0,4800.0,4800.0,4800.0,8.2,4800.0,4800.0,4800.0,1.96,4800.0,4800.0,4800.0,8.0,4800.0,4800.0,0.16,4800.0,4800.0,4800.0
instance_127,4800.0,24.2,4800.0,2997.92,4800.0,970.72,4800.0,4800.0,4800.0,4800.0,144.6,13.72,3.36,422.8,4800.0,4800.0,1.4,666.84,4800.0,4800.0,2.44,4800.0,1823.44,953.32,1.4,1739.88,3.52,1.24,4800.0,2.68,4800.0
instance_1175,4800.0,4800.0,114.76,4800.0,152.96,229.0,4800.0,4800.0,3.12,4800.0,4800.0,4800.0,8.64,3.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4.68,4800.0,4800.0,4800.0,7.64,4800.0,983.72,97.84,4800.0
instance_972,72.44,4800.0,153.32,43.64,45.2,42.64,38.52,59.8,117.6,176.52,4800.0,4800.0,69.36,219.28,467.28,469.0,4800.0,92.36,4800.0,471.84,4800.0,200.28,46.72,94.88,4800.0,45.12,70.12,4800.0,302.6,115.0,471.8
instance_1086,4800.0,4800.0,188.04,935.16,228.76,1532.24,3337.48,4804.0,375.88,2836.44,4800.0,4800.0,532.32,275.84,672.08,337.08,4800.0,1083.12,4800.0,855.36,4800.0,4800.0,151.48,1540.08,4800.0,675.16,512.88,4800.0,370.04,382.56,968.48
instance_368,4800.0,562.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2497.08,4800.0,4800.0,4338.4,4800.0,4800.0,4800.0
instance_27,4800.0,1.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,941.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3.76,4800.0,130.24,4800.0,4800.0,4800.0,380.52,4800.0,4800.0,11.0,4800.0,4800.0,4800.0
instance_43,45.0,4800.0,126.04,19.0,27.36,55.88,68.92,41.92,184.44,272.72,4800.0,4800.0,85.6,77.88,31.12,13.48,4800.0,41.08,4800.0,23.8,4800.0,430.76,30.68,111.72,4800.0,47.08,81.44,4800.0,161.12,46.88,23.32
instance_327,4800.0,4800.0,1557.64,317.4,927.8,1577.68,1301.72,1774.32,731.2,4800.0,4800.0,4800.0,883.96,258.76,195.24,132.92,4800.0,209.4,4800.0,358.88,4800.0,3212.32,1205.96,4800.0,4800.0,197.68,880.28,4800.0,596.12,754.52,301.04
instance_406,4800.0,4800.0,2025.8,3581.2,2292.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2044.68,810.28,4800.0,4800.0,3728.08,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1667.04,2482.68,4800.0
instance_1534,0.04,0.0,0.32,0.04,0.0,0.04,0.0,0.04,0.08,0.04,0.68,0.08,0.12,0.44,0.32,0.24,0.08,0.16,0.04,0.24,0.08,15.84,0.0,0.12,0.08,0.04,0.16,0.08,0.04,1094.88,0.32
instance_1019,4800.0,2021.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4004.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1384,4800.0,0.04,4800.0,4800.0,4800.0,290.44,4800.0,4800.0,4800.0,4800.0,36.36,0.28,3.16,4800.0,4800.0,4800.0,3.96,3256.76,0.0,4800.0,0.0,4800.0,4800.0,4800.0,0.4,4800.0,3.24,0.0,4800.0,3.0,4800.0
instance_446,4800.0,4800.0,136.88,87.52,45.56,85.68,346.12,161.92,148.64,45.08,4800.0,4800.0,163.6,39.36,42.96,1471.08,4800.0,166.36,4800.0,545.72,4800.0,230.44,104.16,41.4,4800.0,251.24,139.8,4800.0,374.04,59.52,3665.96
instance_776,4800.0,300.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,466.4,4800.0,4800.0,4800.0,4800.0,4800.0,1575.0,4800.0,4800.0,2479.48,4800.0,4800.0,4800.0
instance_669,4800.0,0.04,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,333.56,0.24,4800.0,4800.0,4800.0,4800.0,0.36,4800.0,0.04,4800.0,0.0,4800.0,4800.0,4800.0,0.16,4800.0,4800.0,0.04,4800.0,4800.0,4800.0
instance_595,4800.0,4800.0,552.68,4800.0,4804.0,4800.0,4800.0,4800.0,954.24,4800.0,4800.0,4800.0,1193.56,2147.2,4804.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,1167.12,4800.0,1175.92,4707.2,4804.0
instance_115,4800.0,4800.0,442.8,1512.28,4800.0,4800.0,4800.0,3555.04,247.72,978.64,4800.0,4800.0,4800.0,515.72,3845.68,126.84,4800.0,1469.32,4800.0,4800.0,4800.0,2674.8,1629.92,3545.2,4800.0,2600.12,4800.0,4800.0,350.16,2155.16,931.4
instance_647,4800.0,4800.0,106.8,239.64,53.72,621.0,268.64,4250.8,67.12,127.52,4800.0,4800.0,220.76,96.56,141.28,101.04,4800.0,345.44,4800.0,129.08,4800.0,4800.0,305.8,179.6,4800.0,175.08,246.64,4800.0,54.24,203.6,159.88
instance_1097,162.28,4800.0,1.24,0.72,0.6,1.12,5.28,3.2,0.8,0.8,4800.0,4800.0,1.16,2.4,2.04,1.08,4800.0,0.96,4800.0,1.6,4800.0,9.4,1.0,1.32,4800.0,0.68,1.16,4800.0,1.36,5.24,1.84
instance_1263,4800.0,4800.0,3823.12,4347.2,1205.2,4800.0,4800.0,4800.0,3422.6,2387.72,4800.0,4800.0,3816.24,2531.8,4800.0,1225.36,4800.0,4800.0,4800.0,1963.0,4800.0,4800.0,4800.0,2540.2,4800.0,1562.92,3802.84,4800.0,3966.32,4118.4,3582.12
instance_288,373.0,4800.0,220.04,109.24,28.48,283.76,45.16,4800.0,28.88,151.88,4800.0,201.16,44.6,165.4,27.2,336.08,373.28,86.04,4800.0,10.48,4800.0,1624.88,219.84,1902.6,137.24,45.0,40.16,4800.0,63.16,84.88,26.96
instance_871,4800.0,73.32,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,114.08,4800.0,663.44,4800.0,4800.0,4800.0,2290.8,4800.0,4800.0,477.2,4800.0,4800.0,4800.0
instance_688,814.52,0.0,1679.56,1247.56,4800.0,606.84,221.8,4800.0,4800.0,1179.16,0.12,0.0,3.2,4800.0,4800.0,4800.0,0.0,405.6,0.0,4800.0,0.0,4800.0,97.08,15.48,0.0,396.28,3.08,0.0,2568.48,3.08,463.64
instance_1457,267.8,4800.0,238.96,81.84,86.8,135.64,146.0,396.36,354.24,267.32,4800.0,4800.0,215.2,196.04,101.04,70.52,4800.0,84.88,4800.0,106.8,4800.0,1306.04,95.08,195.12,4800.0,107.28,214.48,4800.0,336.0,192.36,109.88
instance_1177,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,34.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1110,1988.88,4800.0,23.6,22.04,23.4,829.56,42.88,101.84,21.44,12.6,4800.0,4800.0,18.2,42.36,29.08,14.72,4800.0,41.36,4800.0,20.44,4800.0,1.4,458.52,17.88,4800.0,41.28,18.52,4800.0,27.04,44.32,44.84
instance_1564,4800.0,40.52,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,33.16,11.12,4800.0,4800.0,4800.0,36.88,4800.0,15.12,4800.0,2.72,4800.0,4800.0,4800.0,33.6,4800.0,10.84,18.12,4800.0,12.04,4800.0
instance_167,4804.0,4800.0,791.52,172.04,326.8,805.68,400.12,4574.8,951.8,4800.0,4800.0,4800.0,504.84,511.4,621.28,61.32,4800.0,160.16,4800.0,460.16,4800.0,4800.0,387.28,4800.0,4800.0,457.32,503.16,4800.0,1105.04,484.48,182.2
instance_1045,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,474.84,4800.0,2082.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1008,1425.48,4800.0,34.32,35.04,22.52,69.12,159.28,272.64,21.28,95.92,4800.0,4800.0,21.84,29.4,43.4,27.92,4800.0,45.76,4800.0,27.24,4800.0,363.04,63.4,437.2,4800.0,31.64,21.2,4800.0,68.76,51.48,69.24
instance_639,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,198.28,4800.0,259.0,4800.0,4800.0,4800.0,407.16,4800.0,4800.0,4800.0,1714.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,977.36,250.96,4800.0,403.52,4800.0,4800.0,4800.0,4800.0
instance_1353,4800.0,4800.0,4.68,532.0,22.44,4800.0,695.16,4.24,33.2,4445.2,4800.0,4800.0,1340.32,23.44,4.48,7.44,4800.0,4800.0,4800.0,16.16,4800.0,76.32,1236.96,4800.0,4800.0,2355.8,1349.48,4800.0,5.24,50.72,21.72
instance_1185,4800.0,1005.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4247.2,4800.0,4800.0,101.52,4800.0,4800.0,4800.0,1995.76,2412.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,93.6,4800.0,4800.0,21.36,4800.0
instance_765,4548.0,4800.0,4800.0,1024.32,1918.84,3355.32,791.6,4800.0,773.8,802.56,4800.0,4800.0,2474.92,1437.0,3286.44,1082.76,4800.0,388.84,4800.0,990.24,4800.0,4800.0,4800.0,860.36,4800.0,1356.0,1829.12,4800.0,4800.0,2122.0,4800.0
instance_378,4800.0,4800.0,4800.0,4514.0,4800.0,4800.0,4800.0,4800.0,4800.0,2451.64,0.08,4800.0,0.0,4800.0,4800.0,1934.76,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1143.6,4800.0,4800.0,0.0,4800.0,4800.0,0.0,4800.0
instance_1566,939.04,4800.0,2668.48,1006.68,4800.0,4800.0,2777.96,4800.0,4800.0,4800.0,4800.0,4800.0,1301.72,2539.84,4800.0,3714.56,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,2216.4,1224.08,4800.0,2027.56,591.8,4804.0
instance_863,4800.0,53.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,710.44,1031.96,4800.0,4800.0,4800.0,53.2,4800.0,4800.0,4800.0,70.92,4800.0,4800.0,4800.0,419.56,4800.0,2023.28,3144.16,4800.0,1642.16,4800.0
instance_1571,4800.0,1.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4770.4,0.68,4800.0,4800.0,4800.0,4800.0,636.0,4800.0,4800.0,4800.0,1.64,4800.0,4800.0,4800.0,2.4,4800.0,4800.0,1.84,4800.0,4800.0,4800.0
instance_1528,958.24,4800.0,4800.0,2247.12,2579.08,3947.04,4756.8,4800.0,1888.28,775.96,1786.76,4800.0,4800.0,3843.44,1418.56,766.92,4800.0,3349.16,4800.0,1310.28,4800.0,4800.0,4800.0,720.64,4800.0,4288.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1584,4800.0,4800.0,203.84,6.6,6.6,285.08,4.52,40.2,29.8,10.12,4800.0,7.04,18.0,167.04,43.12,51.84,7.52,5.56,4800.0,59.6,4800.0,1081.8,6.88,9.88,7.8,6.56,19.32,4800.0,4.96,54.8,16.12
instance_444,2719.8,0.0,4800.0,1927.6,4800.0,1250.68,4800.0,4800.0,1169.64,4562.0,17.04,0.16,2.72,4800.0,4800.0,4800.0,0.24,4800.0,0.0,4800.0,0.0,4800.0,4800.0,1694.52,0.12,389.96,2.68,0.12,4800.0,2.4,4800.0
instance_509,4800.0,4800.0,4804.0,4800.0,3724.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0
instance_298,496.96,0.08,60.96,365.44,2191.72,184.0,4.0,3379.76,128.56,174.4,3.36,0.0,86.68,330.52,1385.0,42.76,0.44,62.44,0.08,685.68,0.12,295.08,324.28,12.36,0.0,703.04,87.04,0.28,1198.52,86.52,220.44
instance_1415,140.8,4800.0,220.2,96.96,211.24,88.84,143.72,318.08,106.76,68.2,4800.0,4800.0,173.8,97.24,206.56,16.2,4800.0,88.72,4800.0,20.72,4800.0,262.72,1497.48,602.76,4800.0,112.48,171.8,4800.0,147.8,94.36,32.44
instance_944,1730.84,4800.0,4800.0,4345.6,4800.0,2651.72,385.44,4800.0,4800.0,692.2,64.0,4800.0,220.6,4800.0,4800.0,4800.0,4800.0,553.24,4800.0,4800.0,4800.0,4800.0,4800.0,725.36,4800.0,4800.0,963.92,4800.0,4800.0,971.88,4800.0
instance_448,4800.0,0.08,4800.0,4800.0,4800.0,4800.0,2154.8,4800.0,4800.0,1609.8,20.36,0.64,4800.0,4800.0,4800.0,4800.0,5.8,1318.16,4800.0,4800.0,0.52,4800.0,4800.0,3925.88,0.56,4800.0,4800.0,0.12,4800.0,1791.28,4800.0
instance_473,1251.96,1.28,4800.0,4800.0,4800.0,368.4,2643.2,4800.0,4800.0,4420.8,415.4,2.32,3.2,4800.0,4800.0,4800.0,4.24,154.32,4.04,4800.0,0.32,4800.0,4800.0,4800.0,2.16,4800.0,3.24,5.16,4800.0,4.44,4800.0
instance_1282,4800.0,708.88,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1657.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_329,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2316.64,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
