instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18
instance_417,18000.0,6.21,18000.0,2.98,0.74,1.47,1.43,1.04,18000.0,0.53,18000.0,18000.0,18000.0,35.16,0.96,1.21,1.36,14.5
instance_134,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,118.45,18000.0,18000.0,18000.0,598.9
instance_472,18000.0,31.95,18000.0,15.48,0.89,0.51,13.88,2.57,18000.0,0.62,18000.0,18000.0,18000.0,93.79,0.99,1.03,3.88,13.53
instance_317,18000.0,92.66,18000.0,39.19,16.7,5.87,33.23,24.77,18000.0,108.34,18000.0,18000.0,18000.0,18000.0,6.69,11.28,17.81,381.89
instance_218,18000.0,18000.0,18000.0,61.7,1.04,1.99,52.35,0.97,642.57,18000.0,18000.0,18000.0,623.68,1.75,0.87,3.13,1.07,1.98
instance_199,18000.0,18000.0,18000.0,18000.0,1.09,2.49,18000.0,0.99,1271.74,18000.0,18000.0,18000.0,1289.11,1.92,0.93,4.39,1.56,2.02
instance_480,18000.0,18000.0,18000.0,18000.0,12.46,7.37,18000.0,29.34,18000.0,4.22,18000.0,18000.0,18000.0,18000.0,7.47,14.05,43.92,249.47
instance_282,18000.0,0.09,2.02,0.0,0.01,0.01,0.0,0.01,0.27,0.01,1.98,18000.0,0.27,0.05,0.01,0.0,0.01,0.04
instance_29,1.16,0.13,0.42,0.11,0.0,0.01,0.12,0.0,0.04,0.07,0.44,0.04,0.04,1.19,0.0,0.02,0.01,0.12
instance_224,18000.0,18000.0,18000.0,88.75,1.05,1.77,95.26,1.06,69.46,18000.0,18000.0,18000.0,67.61,1.72,0.86,3.5,1.14,1.88
instance_602,18000.0,18000.0,18000.0,18000.0,5.38,5.48,18000.0,3.47,18000.0,18000.0,18000.0,18000.0,18000.0,9.89,5.77,7.86,22.66,11.71
instance_201,18000.0,18000.0,18000.0,230.54,1.18,2.52,232.83,1.07,18000.0,18000.0,18000.0,18000.0,18000.0,2.08,0.96,4.3,1.34,2.16
instance_217,18000.0,18000.0,18000.0,66.86,1.01,1.83,66.49,1.01,87.42,18000.0,18000.0,18000.0,85.56,1.83,0.85,3.25,1.08,1.77
instance_449,18000.0,110.75,18000.0,70.69,2.07,2.62,69.89,42.04,18000.0,1.3,18000.0,18000.0,18000.0,18000.0,2.0,3.49,6.07,115.4
instance_47,18000.0,18000.0,18000.0,18000.0,376.22,144.46,18000.0,507.46,18000.0,18000.0,18000.0,18000.0,18000.0,46.25,387.66,442.73,955.4,1.28
instance_225,18000.0,18000.0,18000.0,31.25,1.07,1.62,27.91,1.01,18000.0,18000.0,18000.0,18000.0,18000.0,1.79,0.9,2.81,1.05,1.98
instance_426,18000.0,11.13,18000.0,1.22,1.46,0.55,1.11,1.33,18000.0,0.66,18000.0,18000.0,18000.0,10.33,1.4,0.92,2.01,3.5
instance_266,18000.0,18000.0,18000.0,58.11,0.98,1.8,60.0,0.97,125.36,18000.0,18000.0,18000.0,126.51,1.7,0.84,3.35,1.02,1.8
instance_344,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_10,18000.0,221.73,18000.0,17.43,1.39,51.98,19.2,1.5,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0.23,1.94,0.24,628.79
instance_408,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,70.68,18000.0,18000.0,18000.0,1730.77
instance_239,18000.0,18000.0,18000.0,15.98,1.13,1.64,21.01,0.95,18000.0,18000.0,18000.0,18000.0,18000.0,1.63,0.81,2.91,1.01,1.9
instance_465,18000.0,18000.0,18000.0,222.28,8.25,5.28,174.16,35.24,18000.0,3.88,18000.0,18000.0,18000.0,18000.0,7.12,8.34,16.52,207.42
instance_428,18000.0,18000.0,18000.0,18000.0,22.22,13.08,18000.0,100.74,18000.0,8.54,18000.0,18000.0,18000.0,18000.0,11.39,30.59,23.08,787.32
instance_385,18000.0,672.53,18000.0,3.72,35.15,18000.0,3.58,113.9,163.26,18000.0,18000.0,18000.0,163.42,2.48,18000.0,18000.0,15.27,1.67
instance_101,18000.0,18000.0,18000.0,18000.0,128.8,18000.0,18000.0,101.88,18000.0,685.94,18000.0,18000.0,18000.0,60.65,81.51,18000.0,85.23,194.12
instance_147,18000.0,18000.0,18000.0,18000.0,699.2,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,495.44,18000.0,18000.0,169.68
instance_622,18000.0,18000.0,18000.0,86.23,0.52,0.84,91.55,0.31,18000.0,20.08,18000.0,18000.0,18000.0,0.36,0.55,5.21,1.11,0.18
instance_495,18000.0,18000.0,18000.0,18000.0,99.17,18000.0,18000.0,18000.0,18000.0,158.42,18000.0,18000.0,18000.0,18000.0,377.44,1644.54,52.71,18000.0
instance_42,18000.0,18000.0,18000.0,383.98,18000.0,18000.0,256.21,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,847.14,1493.57,18000.0
instance_444,18000.0,18000.0,18000.0,68.17,3.42,1.97,61.0,16.07,18000.0,1.8,18000.0,18000.0,18000.0,45.9,2.81,3.36,11.81,48.76
instance_340,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,238.28,18000.0,18000.0,1699.2,18000.0
instance_400,18000.0,33.82,18000.0,0.21,0.02,0.03,0.22,0.02,4.66,0.18,18000.0,18000.0,4.64,0.05,0.09,18000.0,0.03,18.03
instance_612,18000.0,18000.0,18000.0,18000.0,8.39,18000.0,18000.0,5.24,18000.0,185.6,18000.0,18000.0,18000.0,15.54,10.15,160.28,38.88,12.21
instance_466,18000.0,18000.0,18000.0,18000.0,16.29,11.57,18000.0,149.38,18000.0,6.26,18000.0,18000.0,18000.0,18000.0,8.41,17.77,29.49,404.85
instance_544,18000.0,18000.0,18000.0,1751.48,3.84,4.76,1707.74,2.02,18000.0,193.16,18000.0,18000.0,18000.0,3.93,7.31,17.63,16.85,1.12
instance_300,18000.0,0.97,18000.0,0.28,0.35,0.22,0.32,0.31,18000.0,0.69,18000.0,18000.0,18000.0,0.85,0.23,0.35,0.27,0.65
instance_67,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,39.67,18000.0,18000.0,18000.0,50.67
instance_70,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_321,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_85,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,12.34,18000.0,18000.0,37.19,26.12
instance_202,18000.0,18000.0,18000.0,19.63,1.15,1.8,17.59,1.03,18000.0,18000.0,18000.0,18000.0,18000.0,1.65,0.9,3.25,0.96,1.94
instance_565,367.0,18000.0,18000.0,351.81,0.67,16.23,403.54,0.43,18000.0,4.74,18000.0,431.82,18000.0,1.81,0.5,1.58,1.71,1.26
instance_490,18000.0,18000.0,18000.0,34.9,3.6,2.0,46.76,26.4,18000.0,2.1,18000.0,18000.0,18000.0,70.3,3.72,4.41,8.35,53.49
instance_365,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1780.39,18000.0,18000.0,18000.0,18000.0
instance_347,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_624,18000.0,18000.0,18000.0,246.17,1.1,1.5,229.91,0.66,18000.0,41.21,18000.0,18000.0,18000.0,0.61,1.28,6.49,3.01,0.22
instance_31,18000.0,54.85,18000.0,4.45,2.08,8.07,5.5,3.09,18000.0,15.7,18000.0,18000.0,18000.0,18000.0,1.06,1.53,0.76,18000.0
instance_471,18000.0,18000.0,18000.0,406.67,2.18,2.58,412.51,22.94,18000.0,1.26,18000.0,18000.0,18000.0,392.79,1.89,4.74,10.22,69.78
instance_397,18000.0,18000.0,18000.0,321.66,18000.0,18000.0,335.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,744.53
instance_16,18000.0,378.23,18000.0,108.99,18000.0,18000.0,73.61,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_164,18000.0,18000.0,18000.0,18000.0,320.39,18000.0,18000.0,202.93,18000.0,953.02,18000.0,18000.0,18000.0,18000.0,67.15,18000.0,147.62,311.28
instance_135,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_421,18000.0,18000.0,18000.0,93.05,3.94,5.31,157.44,8.28,18000.0,3.45,18000.0,18000.0,18000.0,1082.87,5.21,6.6,8.02,204.2
instance_345,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_526,18000.0,18000.0,18000.0,1734.7,18000.0,18000.0,1586.42,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_77,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,905.31
instance_556,421.81,18000.0,18000.0,302.71,0.79,0.43,220.9,0.53,18000.0,5.36,18000.0,298.25,18000.0,3.6,0.65,1.5,2.49,1.72
instance_182,18000.0,18000.0,18000.0,43.28,0.94,1.78,40.92,0.94,211.29,18000.0,18000.0,18000.0,214.61,1.8,0.69,3.01,1.02,1.8
instance_389,18000.0,18000.0,18000.0,6.91,308.82,87.94,5.49,34.86,18000.0,108.88,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,336.3,40.45
instance_521,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_580,18000.0,18000.0,18000.0,1172.51,1.91,2.44,1265.13,1.15,18000.0,60.28,18000.0,18000.0,18000.0,2.02,2.04,4.57,5.67,1.33
instance_593,18000.0,18000.0,18000.0,104.28,0.65,0.7,105.92,0.39,18000.0,16.3,18000.0,18000.0,18000.0,0.27,0.59,1.97,1.27,0.22
instance_196,18000.0,18000.0,18000.0,28.43,1.08,1.76,26.05,1.11,18000.0,18000.0,18000.0,18000.0,18000.0,1.67,0.92,3.25,0.98,1.82
instance_232,18000.0,18000.0,18000.0,19.64,1.11,1.67,19.96,1.02,18000.0,18000.0,18000.0,18000.0,18000.0,1.63,0.8,2.98,1.1,2.01
instance_177,18000.0,18000.0,18000.0,18000.0,142.72,123.92,18000.0,138.77,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,121.04,18000.0,485.22,61.79
instance_60,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_181,18000.0,18000.0,18000.0,603.82,1.16,3.03,692.53,1.2,130.5,18000.0,18000.0,18000.0,136.48,2.07,0.94,5.36,1.6,2.54
instance_435,18000.0,7.47,18000.0,0.53,0.9,0.36,0.54,0.84,18000.0,0.43,18000.0,18000.0,18000.0,6.5,0.84,0.56,1.06,2.32
instance_227,18000.0,18000.0,18000.0,20.32,0.94,1.59,25.89,0.97,18000.0,18000.0,18000.0,18000.0,18000.0,1.57,0.83,2.71,0.77,1.7
instance_505,18000.0,18000.0,18000.0,18000.0,24.14,1304.31,18000.0,58.29,18000.0,21.83,18000.0,18000.0,18000.0,18000.0,16.5,96.73,33.69,1182.67
instance_464,18000.0,18000.0,18000.0,83.68,6.08,3.13,82.77,93.77,18000.0,2.28,18000.0,18000.0,18000.0,690.12,4.68,5.68,13.66,108.24
instance_51,18000.0,18000.0,18000.0,18000.0,375.29,140.14,18000.0,523.75,18000.0,18000.0,18000.0,18000.0,18000.0,46.15,377.91,440.71,978.1,1.32
instance_156,18000.0,18000.0,18000.0,18000.0,19.94,12.03,18000.0,16.04,18000.0,485.7,18000.0,18000.0,18000.0,339.28,28.5,171.47,100.39,30.15
instance_166,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,132.16
instance_423,18000.0,18000.0,18000.0,295.66,2.43,2.0,240.54,14.68,18000.0,1.64,18000.0,18000.0,18000.0,271.45,1.96,4.27,10.89,50.9
instance_132,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1727.86,18000.0,18000.0,301.08
instance_62,18000.0,18000.0,18000.0,18000.0,255.95,18000.0,18000.0,184.25,18000.0,918.4,18000.0,18000.0,18000.0,163.89,79.65,18000.0,124.16,308.7
instance_429,18000.0,18000.0,18000.0,180.31,5.86,5.72,226.28,52.03,18000.0,4.09,18000.0,18000.0,18000.0,1230.97,6.43,12.59,12.26,216.49
instance_609,1340.05,18000.0,18000.0,489.79,1.1,0.71,383.96,0.81,18000.0,8.04,18000.0,18000.0,18000.0,4.01,0.81,1.53,3.45,1.43
instance_68,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1234.92,18000.0,18000.0,18000.0,18000.0
instance_256,18000.0,18000.0,18000.0,24.77,0.95,1.63,22.19,0.93,18000.0,18000.0,18000.0,18000.0,18000.0,1.54,0.9,3.08,0.96,1.68
instance_482,18000.0,18000.0,18000.0,109.12,5.74,1.86,102.26,41.99,18000.0,2.04,18000.0,18000.0,18000.0,49.55,3.81,4.34,20.52,82.68
instance_307,18000.0,0.06,2.15,0.0,0.01,0.0,0.0,0.01,0.09,0.01,1.9,18000.0,0.09,0.03,0.01,0.0,0.01,0.03
instance_141,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,44.62,18000.0,18000.0,18000.0,78.78
instance_95,18000.0,18000.0,18000.0,18000.0,17.94,160.86,18000.0,14.6,18000.0,18000.0,18000.0,18000.0,18000.0,242.27,12.2,18000.0,31.32,8.0
instance_179,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,333.12,18000.0,18000.0,18000.0,278.5
instance_594,18000.0,18000.0,18000.0,75.92,0.45,0.64,62.62,0.27,18000.0,11.93,18000.0,18000.0,18000.0,0.28,0.41,1.77,0.96,0.33
instance_214,18000.0,18000.0,18000.0,517.95,1.09,2.38,603.07,1.04,18000.0,18000.0,18000.0,18000.0,18000.0,1.99,0.91,4.16,1.37,2.05
instance_28,3.01,0.07,0.35,0.01,0.0,0.0,0.01,0.0,0.11,0.03,0.33,2.29,0.09,0.2,0.0,0.01,0.0,0.06
instance_381,18000.0,1120.9,18000.0,10.97,341.39,18000.0,9.67,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,2.04,18000.0,18000.0,18000.0,1.95
instance_188,18000.0,18000.0,18000.0,18000.0,1.06,2.21,18000.0,0.98,18000.0,18000.0,18000.0,18000.0,18000.0,2.06,0.9,4.21,1.64,2.08
instance_404,18000.0,33.23,18000.0,0.21,0.02,0.04,0.21,0.02,4.47,0.23,18000.0,18000.0,4.46,0.05,0.06,18000.0,0.03,15.43
instance_128,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1648.71,18000.0,18000.0,18000.0,18000.0
instance_301,18000.0,25.1,18000.0,15.17,20.79,42.42,39.12,21.0,18000.0,320.18,18000.0,18000.0,18000.0,53.26,88.87,49.64,92.1,28.35
instance_237,18000.0,18000.0,18000.0,18000.0,1.11,2.57,18000.0,1.03,545.43,18000.0,18000.0,18000.0,562.83,2.07,1.01,3.94,1.87,2.13
instance_494,18000.0,7.0,18000.0,0.37,0.48,0.24,0.32,0.45,18000.0,0.32,18000.0,18000.0,18000.0,2.9,0.55,0.38,0.71,1.24
instance_413,18000.0,18000.0,18000.0,18000.0,11.57,4.02,1664.26,36.84,18000.0,4.54,18000.0,18000.0,18000.0,339.14,6.89,14.25,20.38,186.69
instance_517,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_8,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_422,18000.0,18000.0,18000.0,307.33,8.62,3.44,336.27,30.97,18000.0,2.75,18000.0,18000.0,18000.0,248.2,5.2,6.55,30.04,107.92
instance_546,909.33,18000.0,18000.0,128.01,1.33,18000.0,157.23,0.71,18000.0,8.49,18000.0,776.22,18000.0,2.75,0.67,2.73,2.53,1.77
instance_436,18000.0,18000.0,18000.0,18000.0,22.14,20.18,18000.0,66.47,18000.0,10.24,18000.0,18000.0,18000.0,18000.0,10.67,33.11,34.03,832.33
instance_122,18000.0,18000.0,18000.0,18000.0,504.19,18000.0,18000.0,318.56,18000.0,1352.0,18000.0,18000.0,18000.0,18000.0,94.6,18000.0,200.61,369.59
instance_278,18000.0,18000.0,18000.0,37.48,0.97,1.54,43.29,0.98,18000.0,18000.0,18000.0,18000.0,18000.0,1.71,0.83,2.74,1.02,1.84
instance_90,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_523,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_550,18000.0,18000.0,18000.0,65.64,0.38,0.65,57.76,0.23,18000.0,18.18,18000.0,18000.0,18000.0,0.33,0.41,4.79,0.77,0.23
instance_190,18000.0,18000.0,18000.0,18000.0,0.96,2.23,18000.0,0.89,111.08,18000.0,18000.0,18000.0,116.02,1.95,0.93,4.06,1.62,1.94
instance_586,1685.1,18000.0,18000.0,1077.95,0.67,1.31,793.85,0.55,18000.0,18000.0,18000.0,998.08,18000.0,1.21,0.61,2.6,2.51,0.75
instance_476,18000.0,18000.0,18000.0,680.03,9.97,4.43,701.61,70.18,18000.0,3.4,18000.0,18000.0,18000.0,397.41,6.3,9.37,20.4,284.85
instance_26,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_536,18000.0,18000.0,18000.0,239.47,1.1,1.58,234.98,0.67,18000.0,41.95,18000.0,18000.0,18000.0,0.61,1.28,6.63,3.03,0.22
instance_104,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,353.67,18000.0,1258.62,134.78
instance_43,0.68,18000.0,18000.0,18000.0,41.56,18000.0,18000.0,99.44,18000.0,18000.0,18000.0,18000.0,18000.0,49.84,18000.0,18000.0,18000.0,3.75
instance_608,18000.0,18000.0,18000.0,238.64,2.62,3.84,235.81,1.5,18000.0,18000.0,18000.0,18000.0,18000.0,2.6,2.06,3.44,5.28,0.79
instance_160,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,393.48,18000.0,18000.0,1612.88,68.27
instance_395,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_318,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_125,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_61,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,48.25,18000.0,18000.0,740.91,189.53
instance_377,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_138,18000.0,18000.0,18000.0,18000.0,367.27,18000.0,18000.0,559.61,18000.0,18000.0,18000.0,18000.0,18000.0,297.02,18000.0,18000.0,18000.0,358.38
instance_383,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,101.08
instance_265,18000.0,18000.0,18000.0,35.7,1.11,2.1,46.43,1.01,169.8,18000.0,18000.0,18000.0,168.37,1.95,0.88,3.54,1.18,2.09
instance_531,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_402,18000.0,18000.0,18000.0,437.19,18000.0,18000.0,373.52,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,919.79
