instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24,algorithm_25,algorithm_26,algorithm_27,algorithm_28,algorithm_29,algorithm_30,algorithm_31
instance_840,104.04,1.84,148.04,32.52,163.84,16.24,234.08,139.72,81.16,30.48,6.6,19.08,159.56,112.92,146.12,143.16,76.8,141.6,4800.0,135.32,3.72,72.76,51.96,3.92,5.68,118.64,157.72,0.32,198.8,171.16,149.6
instance_966,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_680,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,128.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,128.08,4800.0,4800.0,42.0,4800.0
instance_1051,4800.0,4800.0,2069.36,1989.16,4800.0,4059.2,1151.76,4800.0,4614.8,982.16,4800.0,4800.0,103.68,3072.64,4800.0,2972.04,4800.0,3773.44,4800.0,4690.0,4800.0,4800.0,4800.0,2237.36,4800.0,142.48,106.56,4800.0,1822.64,4800.0,4800.0
instance_688,814.52,0.0,1679.56,1247.56,4800.0,606.84,221.8,4800.0,4800.0,1179.16,0.12,0.0,3.2,4800.0,4800.0,4800.0,0.0,405.6,0.0,4800.0,0.0,4800.0,97.08,15.48,0.0,396.28,3.08,0.0,2568.48,3.08,463.64
instance_826,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1398.12,4800.0,1632.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1257,0.04,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.64,0.08,0.12,0.4,0.24,0.28,0.08,0.16,0.04,0.28,0.08,12.84,0.0,0.08,0.08,0.04,0.12,0.04,0.04,1219.6,0.32
instance_36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,7.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1490,1541.36,4800.0,4800.0,3927.68,4800.0,4800.0,4800.0,4800.0,4800.0,1583.52,4800.0,4800.0,4659.2,2995.48,4800.0,4800.0,4800.0,1843.08,4800.0,4307.6,4800.0,4800.0,4800.0,4800.0,4800.0,2385.12,4735.2,4800.0,4800.0,4150.4,2172.28
instance_1352,64.4,4800.0,132.56,11.44,21.76,21.32,3.48,30.72,25.2,90.44,4800.0,4800.0,17.24,68.28,19.24,18.64,4800.0,15.8,4800.0,16.2,4800.0,4800.0,4800.0,61.44,4800.0,17.92,17.2,4800.0,89.36,4800.0,23.96
instance_141,4800.0,21.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,13.32,12.56,4800.0,4800.0,4800.0,39.0,4800.0,2.84,4800.0,11.04,4800.0,4800.0,4800.0,33.92,4800.0,10.88,8.84,4800.0,9.76,4800.0
instance_1244,4800.0,34.88,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.92,10.2,4800.0,4800.0,4800.0,321.64,4800.0,41.04,4800.0,53.6,4800.0,4800.0,4800.0,1.68,4800.0,11.92,1.28,4800.0,9.24,4800.0
instance_1169,4800.0,2568.88,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,114.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_559,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2234.68,4800.0,4800.0,3288.0,296.76,4800.0,421.08,4800.0,4800.0,4800.0,4800.0,3725.56,4800.0,4800.0,4800.0,4800.0,4800.0,3762.36,4800.0,4800.0,3613.36,4800.0,4800.0,3554.2,4800.0
instance_874,286.52,4800.0,190.44,204.04,362.24,469.6,33.88,4800.0,125.4,98.32,86.72,4800.0,144.04,136.8,279.64,152.12,4800.0,79.24,4800.0,263.64,4800.0,736.96,4800.0,55.36,4800.0,338.88,239.92,4800.0,185.64,239.16,460.88
instance_637,154.24,4800.0,52.44,80.52,90.72,144.56,256.04,335.96,77.96,105.12,4800.0,4800.0,109.68,43.44,149.96,86.88,4800.0,133.72,4800.0,102.96,4800.0,326.56,146.4,105.48,4800.0,184.04,77.92,4800.0,56.4,63.44,236.48
instance_173,462.6,4800.0,46.96,23.08,10.72,33.56,56.8,115.92,28.24,50.88,4800.0,4800.0,33.72,27.48,17.96,12.6,4800.0,17.8,4800.0,14.84,4800.0,403.12,13.6,147.44,4800.0,14.76,27.6,4800.0,48.84,25.96,17.6
instance_1443,4800.0,4800.0,1484.96,377.2,700.76,1041.08,4800.0,4800.0,1712.28,2575.64,4800.0,4800.0,1703.68,676.08,813.88,195.44,4800.0,1625.76,4800.0,350.96,4800.0,4800.0,304.2,1242.64,4800.0,1052.56,1477.56,4800.0,3396.2,934.64,903.8
instance_344,4800.0,93.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,353.96,222.16,4800.0,4800.0,4800.0,4800.0,4800.0,54.12,4800.0,42.28,4800.0,4800.0,4800.0,254.36,4800.0,227.72,16.56,4800.0,188.2,4800.0
instance_163,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,901.16,4800.0,4800.0,1612.48,59.6,4800.0,290.48,4800.0,4800.0,4800.0,4800.0,3149.0,4800.0,4800.0,4800.0,4800.0,4800.0,1700.44,4800.0,4800.0,1639.48,4800.0,4800.0,1842.6,4800.0
instance_606,4800.0,783.64,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,133.64,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1106.16,4800.0,4800.0,1360.92,4800.0,4800.0,4800.0
instance_288,373.0,4800.0,220.04,109.24,28.48,283.76,45.16,4800.0,28.88,151.88,4800.0,201.16,44.6,165.4,27.2,336.08,373.28,86.04,4800.0,10.48,4800.0,1624.88,219.84,1902.6,137.24,45.0,40.16,4800.0,63.16,84.88,26.96
instance_1291,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1273.96,4800.0,4800.0,4631.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4.64,4800.0,737.48,4800.0,4800.0,4605.6,4800.0,4800.0,4800.0,4800.0
instance_1191,0.16,0.04,0.92,0.28,0.28,0.08,0.0,0.04,0.24,0.4,0.76,0.36,1.08,1.04,1.16,1.12,0.36,0.4,0.08,0.52,0.08,10.0,0.32,0.56,0.36,0.28,1.08,0.4,0.28,1.64,0.56
instance_509,4800.0,4800.0,4804.0,4800.0,3724.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0
instance_825,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1938.88,4800.0,4800.0,4800.0,4800.0,1669.92,4800.0,4800.0,4800.0,3309.0,11.44,4800.0,4800.0,4800.0,4800.0,4800.0,2755.16,4800.0,4800.0,4800.0
instance_544,4800.0,0.52,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4.68,5.32,4800.0,4800.0,4800.0,175.96,4800.0,0.36,4800.0,0.56,4800.0,4800.0,4800.0,3.28,4800.0,5.36,2.92,4800.0,4.84,4800.0
instance_978,4800.0,11.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,611.84,199.04,4800.0,4800.0,4800.0,4800.0,4800.0,21.28,4800.0,73.96,4800.0,4800.0,4800.0,150.12,4800.0,197.56,15.4,4800.0,133.52,4800.0
instance_512,0.0,0.0,0.28,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.48,0.04,0.12,0.24,0.28,0.28,0.04,0.08,0.04,0.28,0.04,7.48,0.0,0.04,0.04,0.0,0.12,0.04,0.0,0.24,0.32
instance_1172,2514.2,4800.0,51.32,36.68,14.88,34.0,10.08,56.16,25.32,54.56,4800.0,4800.0,20.48,38.48,13.08,17.84,4800.0,16.32,4800.0,11.0,4800.0,143.24,10.96,78.72,4800.0,10.44,19.52,4800.0,159.44,34.44,12.68
instance_615,45.76,4800.0,5.48,12.32,16.92,3.36,89.36,3.4,1.32,2.48,4800.0,4800.0,2.16,4.44,16.24,6.36,4800.0,50.36,4800.0,11.4,4800.0,6.64,2.04,1.6,4800.0,12.24,2.4,4800.0,4.32,8.76,19.12
instance_838,4800.0,176.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,29.76,1518.32,4800.0,4800.0,4800.0,199.72,4800.0,4800.0,4800.0,135.72,4800.0,4800.0,4800.0,7.92,4800.0,1493.72,19.56,4800.0,4800.0,4800.0
instance_208,4800.0,4800.0,4800.0,4800.0,4313.6,4800.0,4800.0,4800.0,940.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,6.8,4800.0,4800.0,4800.0,4800.0,4800.0,3055.04,4800.0,340.6,4800.0
instance_589,8.28,4800.0,3.88,2.24,1.52,4.96,3.76,5.0,5.32,3.12,4800.0,4800.0,8.52,8.88,2.44,2.4,4800.0,3.28,4800.0,2.2,4800.0,10.96,1.76,4.32,4800.0,1.96,7.12,4800.0,6.2,9.36,2.24
instance_1007,1026.8,4800.0,31.2,33.2,19.08,116.72,274.92,206.52,43.96,163.16,4800.0,4800.0,52.52,45.6,27.32,23.36,4800.0,66.64,4800.0,25.88,4800.0,948.52,24.12,138.52,4800.0,28.24,85.8,4800.0,75.4,66.96,29.0
instance_223,0.2,4800.0,0.32,0.12,0.24,0.16,0.04,0.36,0.12,0.12,0.04,4800.0,0.32,0.24,0.4,0.32,4800.0,0.12,4800.0,0.32,4800.0,0.24,0.32,0.12,4800.0,0.16,0.28,4800.0,0.16,0.24,0.28
instance_710,0.08,0.0,3467.76,0.0,0.0,0.0,0.12,0.0,0.0,626.4,0.36,0.0,0.08,0.12,0.6,638.12,0.0,0.04,0.16,0.24,0.0,4800.0,0.0,1444.76,0.0,0.2,0.08,0.0,3828.32,0.04,0.36
instance_1095,4800.0,4800.0,1268.4,4800.0,614.36,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2788.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3467.16,4800.0,4800.0,4800.0,4800.0,4800.0,1564.04,4800.0,4800.0
instance_919,4800.0,4800.0,184.08,518.8,52.24,1589.88,4800.0,4800.0,71.72,234.16,4800.0,4800.0,264.64,338.48,283.44,310.8,4800.0,927.08,4800.0,318.32,4800.0,4800.0,1051.72,182.08,4800.0,318.0,260.76,4800.0,61.0,4800.0,565.84
instance_830,4800.0,1.4,446.64,592.44,2.36,1545.4,348.76,4800.0,297.92,1296.08,257.72,1.08,642.44,1110.76,432.92,354.2,77.64,2372.96,4800.0,860.92,1432.6,3145.28,166.04,167.88,9.36,674.08,626.84,2.52,738.04,1328.12,1663.96
instance_136,4800.0,4800.0,907.92,4804.0,4804.0,1634.68,4800.0,4800.0,4804.0,700.48,4800.0,4800.0,4242.8,3075.04,4800.0,2041.04,4800.0,1869.56,4800.0,4804.0,4800.0,4800.0,1844.48,4800.0,4800.0,4800.0,1337.8,4800.0,397.68,2444.4,4800.0
instance_497,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3155.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_318,4800.0,94.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,383.16,397.64,4800.0,4800.0,4800.0,1000.56,4800.0,183.36,4800.0,12.04,4800.0,4800.0,4800.0,183.8,4800.0,408.6,43.56,4800.0,346.36,4800.0
instance_1004,110.84,4800.0,94.52,22.96,32.96,47.6,4.28,116.72,38.6,26.12,4800.0,4800.0,51.72,67.28,28.44,31.84,4800.0,27.56,4800.0,23.4,4800.0,423.72,26.6,33.24,4800.0,34.44,44.08,4800.0,74.0,4800.0,39.48
instance_1259,4800.0,58.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,49.56,10.92,4800.0,4800.0,4800.0,21.04,4800.0,4800.0,4800.0,98.16,4800.0,4800.0,4800.0,94.88,2798.56,11.04,2331.28,4800.0,8.8,4800.0
instance_423,26.64,4800.0,97.76,18.36,18.36,40.44,8.56,23.36,33.8,13.08,4800.0,4800.0,24.76,7.0,55.16,55.68,4804.0,17.68,4800.0,55.84,4800.0,106.56,18.8,13.88,4800.0,18.48,24.2,4800.0,41.24,20.0,55.68
instance_654,4800.0,4800.0,796.96,4800.0,357.16,3633.48,4800.0,4800.0,2219.08,4800.0,4800.0,4800.0,4765.2,1448.84,4804.0,3610.92,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1027.96,4800.0,4800.0,4800.0,4618.0,4800.0,718.36,4804.0,4800.0
instance_587,2974.52,4800.0,383.72,364.48,244.16,453.44,916.48,4804.0,494.0,545.4,4800.0,4800.0,210.92,463.24,220.48,189.72,4800.0,741.88,4800.0,567.96,4800.0,1145.64,331.48,381.72,4800.0,363.68,212.0,4800.0,238.92,299.96,437.52
instance_1126,4800.0,1326.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1409.64,785.12,4800.0,4800.0,4800.0,1866.56,4800.0,4800.0,4800.0,60.24,4.92,4800.0,4800.0,4462.8,4800.0,783.84,1515.04,291.44,4800.0,4800.0
instance_1461,4800.0,0.92,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2.72,6.12,4800.0,4800.0,4800.0,4368.8,4800.0,0.52,4800.0,2.52,4800.0,4800.0,4800.0,0.12,4800.0,6.88,0.12,4800.0,4.32,4800.0
instance_1377,1702.04,4800.0,109.8,77.72,155.88,321.4,671.08,476.6,290.16,797.08,4800.0,4800.0,132.64,228.96,176.6,231.0,4800.0,148.04,4800.0,255.28,4800.0,2463.72,153.24,1861.28,4800.0,145.92,141.72,4800.0,142.6,255.08,103.88
instance_683,4800.0,1.88,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.8,4.92,4800.0,4800.0,4800.0,0.88,4800.0,0.12,4800.0,2.2,4800.0,4800.0,4800.0,0.56,4800.0,4.56,0.36,4800.0,3.44,4800.0
instance_684,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4532.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1001,4800.0,4800.0,534.68,4.44,4.56,499.12,4800.0,4800.0,13.08,4.0,4800.0,4800.0,7.24,21.48,8.36,8.32,4800.0,3.84,4800.0,8.36,4800.0,4800.0,4.8,3.92,4800.0,4.8,7.48,4800.0,123.08,16.24,9.68
instance_539,4800.0,2.08,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,0.4,4.4,4800.0,4800.0,4800.0,1.44,4800.0,0.2,4800.0,0.68,4800.0,4800.0,4800.0,0.84,4800.0,4.4,0.56,4800.0,3.72,4800.0
instance_1289,4800.0,3.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2450.08,4800.0,12.92,14.52,4800.0,4800.0,4800.0,15.4,4800.0,13.16,4800.0,0.12,4800.0,4800.0,4800.0,16.64,4800.0,14.64,3.72,4800.0,14.4,4800.0
instance_1343,4800.0,55.32,4800.0,4800.0,4800.0,2406.76,4800.0,4800.0,4800.0,4800.0,1174.28,5.36,313.04,4800.0,4800.0,4800.0,11.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3.48,4800.0,312.64,2.84,4800.0,706.04,4800.0
instance_735,2500.96,4800.0,203.44,286.84,66.24,553.96,1868.16,4800.0,125.12,1016.32,4800.0,4800.0,228.88,236.32,86.48,210.12,4800.0,123.08,4800.0,250.48,4800.0,4800.0,27.28,231.48,4800.0,325.36,235.04,4800.0,87.52,52.48,512.96
instance_837,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4735.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2273.6,4800.0,4800.0,3404.52,4800.0,4800.0,4800.0
instance_1516,738.48,4800.0,104.28,69.64,31.64,140.76,282.84,161.76,98.04,219.68,4800.0,4800.0,164.92,53.56,45.2,22.64,4800.0,43.96,4800.0,38.32,4800.0,2721.08,38.8,547.52,4800.0,47.8,156.16,4800.0,100.12,62.96,64.8
instance_1135,4751.6,4800.0,790.8,3457.12,1756.2,4800.0,4800.0,4800.0,972.52,2875.32,4800.0,4800.0,1410.04,690.0,3102.32,3415.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4044.4,4800.0,4800.0,1436.48,4800.0,1028.4,2454.8,4800.0
instance_971,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,776.8,4800.0,4800.0,903.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1020.12,4800.0,3616.04,927.48,4800.0,4800.0,740.68,4800.0
instance_413,347.12,4800.0,30.12,8.56,8.48,6.56,2.64,47.52,4.48,4.8,4800.0,4800.0,100.52,8.84,10.88,11.36,4800.0,18.92,6.08,8.48,1835.08,214.92,8.76,4.8,4800.0,8.64,100.04,4800.0,13.44,56.16,10.28
instance_1408,0.64,17.4,2.24,1.44,1.44,2.32,0.52,0.64,2.32,2.68,4.32,11.8,2.56,8.36,2.0,1.88,25.2,2.24,4800.0,1.96,9.64,287.28,1.52,3.08,5.52,1.44,2.68,2.52,1.0,5.28,2.2
instance_54,1.16,4800.0,1.68,0.32,0.44,0.88,0.4,0.52,0.76,2.92,23.12,4800.0,0.56,3.88,0.64,0.72,4800.0,0.64,4800.0,0.6,4800.0,6.68,0.6,0.4,4800.0,1.56,0.6,4800.0,0.96,2.6,0.76
instance_791,1321.56,4800.0,1134.64,994.32,4804.0,4800.0,2293.16,4804.0,78.92,305.8,4800.0,4800.0,446.96,553.32,3321.4,464.84,4800.0,564.36,4800.0,1363.04,4800.0,4389.2,4800.0,2600.68,4800.0,1646.96,377.6,4800.0,175.72,3085.04,501.36
instance_1548,4800.0,13.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2790.4,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3.08,4800.0,65.6,4800.0,4800.0,4800.0,950.36,4800.0,4800.0,7.92,4800.0,4800.0,4800.0
instance_1063,19.48,4800.0,24.64,18.04,16.24,27.64,4.0,131.88,5.24,7.36,7.28,4800.0,55.76,15.56,19.44,24.0,4800.0,4.12,4800.0,19.88,4800.0,19.6,4800.0,3.4,4800.0,32.04,63.68,4800.0,11.68,53.76,20.64
instance_1235,467.2,4800.0,1920.32,1276.84,4800.0,1180.24,157.32,4800.0,4804.0,262.6,27.96,4800.0,188.64,3812.04,2576.8,1647.12,4800.0,212.12,4800.0,4800.0,4800.0,4800.0,4800.0,271.2,4800.0,2293.8,487.72,4800.0,2455.8,493.92,4800.0
instance_985,4800.0,0.16,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,343.04,0.24,4.24,4800.0,4800.0,4800.0,0.12,4800.0,0.08,4800.0,0.04,4800.0,4800.0,4800.0,0.12,4800.0,4.32,0.04,4800.0,3.48,4800.0
instance_1510,4800.0,4800.0,129.28,536.44,83.84,168.92,219.2,696.04,171.72,810.56,4800.0,4800.0,237.04,102.72,56.44,90.64,4800.0,288.4,4800.0,126.68,4800.0,1095.8,101.88,681.24,4800.0,178.4,141.24,4800.0,320.84,168.08,94.44
instance_1097,162.28,4800.0,1.24,0.72,0.6,1.12,5.28,3.2,0.8,0.8,4800.0,4800.0,1.16,2.4,2.04,1.08,4800.0,0.96,4800.0,1.6,4800.0,9.4,1.0,1.32,4800.0,0.68,1.16,4800.0,1.36,5.24,1.84
instance_1375,4800.0,134.16,4800.0,4800.0,4800.0,3534.16,4800.0,4800.0,4800.0,4800.0,4291.2,0.16,230.88,4800.0,4800.0,4800.0,5.56,4800.0,4800.0,4800.0,29.0,4800.0,4800.0,4800.0,2.24,4800.0,177.32,163.04,4800.0,151.92,4800.0
instance_785,52.52,4800.0,42.96,38.04,83.08,79.16,6.36,649.36,14.2,13.32,16.04,4800.0,66.32,46.16,52.4,14.4,4800.0,22.6,4800.0,22.8,4800.0,35.04,4800.0,5.32,4800.0,85.56,122.16,4800.0,37.8,111.2,25.8
instance_244,54.96,0.2,963.56,1423.48,2108.84,54.72,164.6,4800.0,78.76,23.92,0.72,0.12,5.24,196.76,179.16,26.96,5.64,354.76,0.04,27.0,0.72,19.8,143.88,10.68,0.12,819.56,5.28,0.16,2716.56,4.76,1612.84
instance_416,2881.96,4800.0,120.76,316.2,74.44,589.44,441.8,3525.48,104.68,133.92,4800.0,4800.0,251.32,167.48,197.32,122.44,4800.0,474.64,4800.0,259.84,4800.0,326.48,539.64,143.24,4800.0,329.24,248.24,4800.0,72.24,203.08,371.6
instance_1500,4800.0,0.24,4800.0,4800.0,4800.0,4800.0,1128.08,4800.0,4800.0,4800.0,1.04,0.44,4.76,4800.0,4800.0,4800.0,3.36,2690.4,0.08,4800.0,0.36,4800.0,4800.0,4800.0,0.2,4800.0,3.96,0.12,4800.0,4.12,4800.0
instance_1161,1814.24,3.28,4800.0,3309.88,4800.0,309.4,625.48,4800.0,4800.0,752.96,53.08,0.44,2.8,488.64,4800.0,4800.0,20.2,1391.92,0.2,4800.0,0.64,4800.0,4800.0,65.68,0.48,3661.36,2.96,0.6,309.6,2.88,4800.0
instance_632,2275.8,4800.0,880.24,1553.12,1899.92,3836.44,3855.76,3763.2,3409.44,1412.76,4800.0,4800.0,1015.92,1046.16,4800.0,4522.4,4800.0,2278.92,4800.0,1498.56,4800.0,4800.0,4800.0,1767.04,4800.0,1407.2,1018.24,4800.0,1372.32,1301.36,3990.08
instance_914,1809.12,1.04,140.24,1.12,1.0,2.28,175.52,1967.08,3.56,0.96,4800.0,40.12,2.04,3.72,2608.08,2152.52,4800.0,0.8,1.24,2091.4,144.48,4800.0,1.0,0.96,49.28,0.96,2.2,3.48,16.2,2.32,2103.68
instance_854,1036.12,4800.0,364.4,1777.84,4800.0,1030.0,2011.96,1342.88,584.24,776.68,4800.0,4800.0,167.96,272.36,4800.0,4800.0,4800.0,615.24,4800.0,191.32,4800.0,3685.36,4800.0,766.24,4800.0,654.12,165.52,4800.0,322.2,297.88,1808.16
instance_29,4800.0,4800.0,546.36,1434.8,862.12,3652.56,4800.0,4800.0,1369.96,2519.0,4800.0,4800.0,974.88,339.0,1083.52,853.36,4800.0,1818.04,4800.0,1351.4,4800.0,3275.16,4800.0,1847.84,4800.0,3745.92,799.92,4800.0,720.52,1318.64,4426.8
