instance,POSNEG.RATIO.CLAUSE.coeff.variation,VCG.CLAUSE.min,VCG.CLAUSE.coeff.variation,HORNY.VAR.coeff.variation,BINARY.
sat/gto_p60c233.cnf.bz2,0.27697515,0.015384615,0.693423948,0.339012816,0.712643678
sat/gto_p60c235.cnf.bz2,0.268050046,0.014814815,0.754275017,0.335570672,0.748592871
sat/gto_p60c238.cnf.bz2,0.285513384,0.01459854,0.742465577,0.334766359,0.74863388
sat/gto_p60c239.cnf.bz2,0.325619784,0.015748031,0.800531227,0.359755736,0.696252465
sat/gto_p60c241.cnf.bz2,0.335857278,0.015503876,0.748463892,0.37085241,0.689320388
sat/gto_p60c243.cnf.bz2,0.31456481,0.014705882,0.766419432,0.365659992,0.717314488
sat/huck.col.11.cnf.bz2,0.014008295,0.003898635,1.266003621,0.638870677,0.944084756
sat/Karatsuba4477457x5308417.cnf.bz2,0.659739879,0.002580645,0.315109773,0.667833768,0.012096995
sat/Karatsuba6972593x13466917.cnf.bz2,0.667371159,0.00257732,0.313979087,0.60211987,0.012697548
sat/Karatsuba7654321x1234567.cnf.bz2,0.665040355,0.002617801,0.31983688,0.595274897,0.013637158
sat/le450_15a.col.15.cnf.bz2,0.00660304,0.000343643,1.664091334,0.457423315,0.92846769
sat/le450_15b.col.15.cnf.bz2,0.000965092,0.000343584,1.664100296,0.444151013,0.928492715
sat/le450_15c.col.15.cnf.bz2,0.0,0.00034188,1.664100589,0.28645439,0.928571429
sat/lei450-05b-05.cnf.bz2,0.575900403,0.001481481,0.116894842,0.353553391,0.030436253
sat/less-cy-caa.rules.4-9.cnf.bz2,0.877960088,6.5738e-05,0.183511911,1.478043003,0.367837152
sat/mchess_15.cnf.bz2,0.411221245,0.007067138,0.326363439,0.179728062,0.449612403
sat/mchess_17.cnf.bz2,0.406155253,0.00536193,0.327961707,0.141220788,0.452879581
sat/mchess_18.cnf.bz2,0.404182725,0.00477327,0.329250419,0.150068912,0.451856148
sat/Nb11T118.cnf.bz2,0.584001553,6.614e-06,0.249438874,4.801138721,0.006410256
sat/Nb13T165.cnf.bz2,0.582088621,2.852e-06,0.248867088,5.700590202,0.004573171
sat/Nb13T166.cnf.bz2,0.582059902,2.835e-06,0.248858448,5.700504444,0.004545455
sat/Nb29T6.cnf.bz2,0.734642802,8.32e-06,0.289072485,12.416797454,0.15
sat/Nb37T6.cnf.bz2,0.734523943,3.995e-06,0.289072485,15.884023184,0.15
sat/Nb39T6.cnf.bz2,0.734501844,3.41e-06,0.289072485,16.750627185,0.15
sat/Nb42T6.cnf.bz2,0.734472641,2.728e-06,0.289072485,18.050428799,0.15
sat/Nb44T6.cnf.bz2,0.734455384,2.372e-06,0.289072485,18.916904791,0.15
sat/Nb45T6.cnf.bz2,0.73444733,2.217e-06,0.289072485,19.35012762,0.15
sat/Nb8T60.cnf.bz2,0.590587718,3.4188e-05,0.251386598,3.446742123,0.012711864
sat/Nb8T62.cnf.bz2,0.590153607,3.3068e-05,0.251258424,3.446197955,0.012295082
sat/newton_3_4_true-unreach-call.i.cnf.bz2,0.700984295,1.5442e-05,0.543765453,2.173603458,0.176120875
sat/pals_floodmax.5_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,0.74154874,0.00069541,0.479296464,0.570168585,0.249159256
sat/pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf.bz2,0.874231262,0.0003885,0.960160344,1.550414174,0.208279516
sat/prime_200560490131.cnf.bz2,0.565252931,0.00095511,0.26805151,0.861758862,0.192352744
sat/Problem11_label51_false-unreach-call.c.cnf.bz2,0.671405753,2.807e-06,0.647737021,6.264639518,0.174541627
sat/Problem14_label14_false-unreach-call.c.cnf.bz2,0.695787679,3.626e-06,0.863438352,5.618674507,0.180976566
sat/Problem14_label19_true-unreach-call.c.cnf.bz2,0.695997206,3.626e-06,0.887888714,5.614397121,0.181250741
sat/Problem14_label48_true-unreach-call.c.cnf.bz2,0.696658479,2.493e-06,1.002064047,5.617511999,0.181904285
sat/Problem14_label55_true-unreach-call.c.cnf.bz2,0.696787447,2.493e-06,1.012568872,5.61817775,0.182040016
sat/Problem14_label57_false-unreach-call.c.cnf.bz2,0.695807769,3.626e-06,0.865154567,5.614973138,0.180994388
sat/quadratic_loose_error.c.cnf.bz2,0.673022987,2.7364e-05,0.628917709,1.916539397,0.172809434
sat/queen13_13.col.13.cnf.bz2,0.0,0.001075847,1.421338109,0.077339804,0.956521739
sat/queen15_15.col.15.cnf.bz2,0.0,0.000683761,1.568929081,0.076443976,0.962962963
sat/queen8_12.col.12.cnf.bz2,0.0,0.002083333,1.341640786,0.080396065,0.952380952
sat/queen8-8-9.cnf.bz2,0.802415236,0.0078125,0.127454416,0.577350269,0.028469751
sat/ramsey-30-4.cnf.bz2,1.0,0.006896552,0.0,0.0,0.0
sat/ramsey-32-4.cnf.bz2,1.0,0.006048387,0.0,0.0,0.0
sat/satcoin-genesis-SAT-1024.cnf.bz2,0.371437909,2.2695e-05,0.148791106,0.605226528,0.02116847
sat/satcoin-genesis-SAT-128.cnf.bz2,0.371500845,2.2775e-05,0.148957289,0.604667413,0.021483015
sat/satcoin-genesis-SAT-16.cnf.bz2,0.371303174,2.2788e-05,0.148930594,0.604395577,0.02146262
sat/satcoin-genesis-SAT-256.cnf.bz2,0.371177308,2.273e-05,0.148810827,0.605090521,0.021238578
sat/satcoin-genesis-SAT-3.cnf.bz2,0.371318402,2.2898e-05,0.149222539,0.603343922,0.022096787
sat/satcoin-genesis-SAT-32.cnf.bz2,0.371298284,2.2788e-05,0.148930132,0.604395324,0.021460916
sat/satcoin-genesis-SAT-4096.cnf.bz2,0.371568782,2.2662e-05,0.148773102,0.605582624,0.021033336
sat/satcoin-genesis-SAT-5.cnf.bz2,0.371332968,2.2788e-05,0.148936841,0.604402321,0.021472991
sat/satcoin-genesis-SAT-512.cnf.bz2,0.371172429,2.273e-05,0.148811655,0.605090344,0.021233406
sat/satcoin-genesis-SAT-64.cnf.bz2,0.371293394,2.2788e-05,0.148930773,0.604395248,0.021459213
sat/satcoin-genesis-SAT-7.cnf.bz2,0.37132825,2.2788e-05,0.148934101,0.60440189,0.021469509
sat/satcoin-genesis-SAT-8.cnf.bz2,0.371318472,2.2788e-05,0.148934058,0.604393144,0.021469584
sat/satcoin-genesis-SAT-9.cnf.bz2,0.37132808,2.2788e-05,0.148934363,0.604401611,0.021467805
sat/school1_nsh.col.14.cnf.bz2,0.000943778,0.000487805,1.587688278,0.381434904,0.923008859
sat/sdiv15prop.cnf.bz2,0.78062148,0.001490313,0.330955576,0.850160027,0.307603497
sat/sdiv17prop.cnf.bz2,0.778030989,0.001157407,0.335577911,0.893724888,0.306676919
sat/si2-b03m-m400-03.cnf.bz2,0.805292078,0.001754386,0.213670743,0.92876151,0.016583011
sat/si2-b03m-m800-03.cnf.bz2,0.849782539,0.00079713,0.25770718,0.612208787,0.03352291
sat/sqrt_ineq_2.c.cnf.bz2,0.605504295,1.8814e-05,0.632875749,2.069881836,0.153382119
sat/sqrt_ineq_3.c.cnf.bz2,0.605552136,1.881e-05,0.632845976,2.069464907,0.153382573
sat/sted5_0x0-50.cnf.bz2,0.786717786,0.000861698,0.198896044,1.039305025,0.070059079
sat/sted5_0x24204-50.cnf.bz2,0.782184495,0.000861698,0.349276681,1.038959876,0.067022706
sat/terminator_03_true-unreach-call_true-termination.i.cnf.bz2,0.571891212,2.7889e-05,2.122882826,7.494987159,0.111455755
sat/TimetableCNFEncoding_16_UNKNOWN.cnf.bz2,0.665344901,9.087e-06,1.340491105,1.219516477,0.20472655
sat/TimetableCNFEncoding_17_UNKNOWN.cnf.bz2,0.654684868,7.931e-06,1.43464465,1.24885282,0.192767065
sat/TimetableCNFEncoding_20_UNKNOWN.cnf.bz2,0.65069081,7.476e-06,1.468392648,1.26613762,0.189680577
sat/TimetableCNFEncoding_3_UNKNOWN.cnf.bz2,0.655425351,8.097e-06,1.420648049,1.238252868,0.193868671
sat/udiv35prop.cnf.bz2,0.70808976,0.000418323,0.539382641,1.255231404,0.285903001
sat/udiv45prop.cnf.bz2,0.707539012,0.000251541,0.592669376,1.423293859,0.284171238
sat/udiv46prop.cnf.bz2,0.707495055,0.000240616,0.59774222,1.439016767,0.284037749
sat/udiv47prop.cnf.bz2,0.707452683,0.000230388,0.602773104,1.454569231,0.283909712
sat/uniqinv25prop.cnf.bz2,0.87185194,0.000878349,0.45875718,1.24930992,0.329876346
sat/uniqinv30prop.cnf.bz2,0.870987739,0.00060024,0.461426814,1.374194338,0.330526888
sat/uniqinv47prop.cnf.bz2,0.869297152,0.000237643,0.404168977,1.734491716,0.331588506
