instance,Basic.featuretime,HORNY.VAR.entropy,POSNEG.RATIO.CLAUSE.min,reducedVars,VG.mean
causal-discovery/causal_n6_i1_N500_uai13_harddeps_int.wcnf,0.0,0.074023,0.0,4620.225352,0.028169
causal-discovery/causal_n6_i3_N500_uai14_harddeps_int.wcnf,0.0,0.0,0.0,-512.0,0.0
causal-discovery/causal_n6_i8_N1000_uai14_constant_int.wcnf,0.0,0.0,0.0,-512.0,0.0
causal-discovery/causal_n7_i7_N1000_uai14_harddeps_int.wcnf,0.0,0.0,0.0,-512.0,0.0
causal-discovery/causal_n7_i8_N1000_uai14_constant_int.wcnf,0.01,0.0,0.0,-512.0,0.0
CircuitDebuggingProblems/ac97_ctrl-debug.dimacs.wcnf,0.0,0.0,0.0,-512.0,0.0
CircuitDebuggingProblems/divider-debug.dimacs.wcnf,,,,,
CircuitDebuggingProblems/mrisc-debug.dimacs.wcnf,0.0,0.0,0.0,-512.0,0.0
CircuitDebuggingProblems/rsdecoder-debug.dimacs.wcnf,,,,,
CircuitDebuggingProblems/spi-debug.dimacs.wcnf,,,,,
CircuitDebuggingProblems/vga-debug.dimacs.wcnf,,,,,
CircuitDebuggingProblems/wb-debug.dimacs.wcnf,0.0,0.0,0.0,-512.0,0.0
CircuitTraceCompaction/ctrl.wcnf,0.0,0.0,0.0,-512.0,0.0
CircuitTraceCompaction/mrisc_mem2wire.wcnf,,,,,
CircuitTraceCompaction/spi.wcnf,0.0,0.0,0.0,-512.0,0.0
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf,,,,,
close_solutions/SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.3.wcnf,,,,,
close_solutions/SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SAT.cnf.wcnf.2.wcnf,0.0,0.0,0.0,-512.0,0.0
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-10.cnf.wcnf.3.wcnf,,,,,
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.2.wcnf,0.0,0.0,0.0,-512.0,0.0
close_solutions/SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.8.wcnf,0.0,0.0,0.0,-512.0,0.0
close_solutions/SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.8.wcnf,0.0,0.0,0.0,-512.0,0.0
close_solutions/SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0.170-NOTKNOWN.cnf.wcnf.6.wcnf,,,,,
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.1.wcnf,,,,,
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.5.wcnf,,,,,
close_solutions/teams16_l6a.cnf.wcnf,0.05,1.775754,0.0,-0.000337,0.000634
close_solutions/TEAMS20_l10aa.cnf.wcnf,0.1,1.747468,0.0,-0.000183,0.000398
ConsistentQueryAnswering/synthetic-12.wcnf,0.02,0.0,1.0,3.988327,0.000111
ConsistentQueryAnswering/synthetic-14.wcnf,0.0,0.0,1.0,5.81374,0.000349
ConsistentQueryAnswering/synthetic-21.wcnf,0.02,0.0,1.0,5.077659,9.4e-05
des/cnf.10.p.8.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.14.t.7.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.15.p.7.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.16.p.6.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.16.p.7.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.17.p.10.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.18.d.7.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.18.p.8.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.20.d.10.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.20.p.5.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.20.p.7.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.9.p.10.wcnf,0.0,0.0,0.0,-512.0,0.0
des/cnf.9.p.8.wcnf,0.0,0.0,0.0,-512.0,0.0
drmx-cryptogen/geffe128_1.wcnf,0.0,2.303096,0.0,0.0,0.002828
drmx-cryptogen/geffe128_4.wcnf,0.01,2.303096,0.0,0.0,0.002828
drmx-cryptogen/geffe128_5.wcnf,0.01,2.303096,0.0,0.0,0.002828
drmx-cryptogen/threshold128_0.wcnf,0.01,1.985141,0.0,0.0,0.002684
drmx-cryptogen/threshold128_2.wcnf,0.02,1.985141,0.0,0.0,0.002684
drmx-cryptogen/threshold128_3.wcnf,0.0,1.985141,0.0,0.0,0.002684
drmx-cryptogen/threshold128_5.wcnf,0.0,1.985141,0.0,0.0,0.002684
drmx-cryptogen/threshold128_6.wcnf,0.01,1.985141,0.0,0.0,0.002684
drmx-cryptogen/threshold128_8.wcnf,0.01,1.985141,0.0,0.0,0.002684
drmx-cryptogen/wolfram72_1.wcnf,0.05,0.308547,0.0,0.0,0.000352
drmx-cryptogen/wolfram72_5.wcnf,0.05,0.308547,0.0,0.0,0.000352
drmx-cryptogen/wolfram72_8.wcnf,0.04,0.308547,0.0,0.0,0.000352
drmx-cryptogen/wolfram72_9.wcnf,0.05,0.308547,0.0,0.0,0.000352
drmx-cryptogen/wolfram80_1.wcnf,0.06,0.283551,0.0,0.0,0.000286
drmx-cryptogen/wolfram80_5.wcnf,0.07,0.283551,0.0,0.0,0.000286
drmx-cryptogen/wolfram80_6.wcnf,0.06,0.283551,0.0,0.0,0.000286
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf,0.0,0.0,0.0,-512.0,0.0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf,0.0,0.0,0.0,-512.0,0.0
extension-enforcement/extension-enforcement_strict_com_150_0.05_0_15_2.wcnf,0.0,0.0,0.0,-512.0,0.0
extension-enforcement/extension-enforcement_strict_com_150_0.05_3_30_0.wcnf,0.0,0.0,0.0,-512.0,0.0
extension-enforcement/extension-enforcement_strict_com_150_0.2_4_8_3.wcnf,0.0,0.0,0.0,-512.0,0.0
extension-enforcement/extension-enforcement_strict_com_200_0.05_1_40_1.wcnf,,,,,
extension-enforcement/extension-enforcement_strict_com_200_0.05_4_20_3.wcnf,0.0,0.0,0.0,-512.0,0.0
fault-diagnosis/s38417_nan_explicit_0_0.wcnf,,,,,
fault-diagnosis/s38584_nan_explicit_12_0.wcnf,,,,,
fault-diagnosis/s38584_nan_explicit_15_0.wcnf,,,,,
fault-diagnosis/s38584_nan_explicit_19_0.wcnf,0.01,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_26_0.wcnf,0.0,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_27_0.wcnf,0.0,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_3_0.wcnf,,,,,
fault-diagnosis/s38584_nan_explicit_30_0.wcnf,0.01,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_33_0.wcnf,0.0,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_35_0.wcnf,0.0,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_37_0.wcnf,0.0,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_40_0.wcnf,0.0,0.0,0.0,-512.0,0.0
fault-diagnosis/s38584_nan_explicit_49_0.wcnf,0.0,0.0,0.0,-512.0,0.0
frb/frb35-17-2.partial.wcnf,0.02,4.122577,0.0,0.0,0.00342
frb/frb35-17-3.partial.wcnf,0.01,4.292485,0.0,0.0,0.003421
frb/frb35-17-5.partial.wcnf,0.02,4.202499,0.0,0.0,0.003418
frb/frb40-19-3.partial.wcnf,0.03,4.205485,0.0,0.0,0.002674
frb/frb40-19-4.partial.wcnf,0.03,4.232651,0.0,0.0,0.002673
frb/frb40-19-5.partial.wcnf,0.02,4.251973,0.0,0.0,0.002673
gen-hyper-tw/GenHyperTW_dubois21.wcnf,,,,,
HaplotypeAssembly/splitedReads_0.matrix.wcnf,0.0,0.0,0.0,-512.0,0.0
HaplotypeAssembly/splitedReads_158.matrix.wcnf,0.0,0.0,0.0,-512.0,0.0
HaplotypeAssembly/splitedReads_160.matrix.wcnf,0.0,0.0,0.0,-512.0,0.0
HaplotypeAssembly/splitedReads_18.matrix.wcnf,0.0,0.0,0.0,-512.0,0.0
HaplotypeAssembly/splitedReads_414.matrix.wcnf,0.0,0.0,0.0,-512.0,0.0
jobshop/ft10-808-1090.wcnf,0.0,0.023406,0.0,388.580986,0.007042
jobshop/orb08-894-1058.wcnf,0.0,0.036801,0.0,646.042169,0.012048
kbtree/kbtree9_7_3_5_30_3.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
kbtree/kbtree9_7_3_5_40_1.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
kbtree/kbtree9_7_3_5_50_4.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
kbtree/kbtree9_7_3_5_50_6.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
kbtree/kbtree9_7_3_5_70_5.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
kbtree/kbtree9_7_3_5_80_2.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
kbtree/kbtree9_7_3_5_90_4.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
kbtree/kbtree9_7_3_5_90_5.wcsp.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-apex4.a.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-count.b.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-e64.b.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-ex5.pi.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-f51m.b.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-jac3.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-max1024.pi.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-prom2.pi.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-rot.b.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
logic-synthesis/normalized-sao2.b.opb.msat.wcnf,0.01,0.0,0.0,-512.0,0.0
maxclique/keller4.clq.wcnf,0.0,0.0,0.0,-512.0,0.0
maxclique/keller5.clq.wcnf,0.01,0.0,0.0,-512.0,0.0
maxclique/p_hat300-1.clq.wcnf,0.0,0.0,0.0,-512.0,0.0
maxclique/san1000.clq.wcnf,0.0,0.0,0.0,-512.0,0.0
maxclique/san200_0.9_3.clq.wcnf,0.0,0.0,0.0,-512.0,0.0
maxcut/san400_0.5_1.clq.wcnf,0.0,2.355685,0.333333,0.0,0.026883
MaximumCommonSub-GraphExtraction/g2_n26e25_n48e52.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g2_n38e52_n53e67.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g2_n50e50_n58e61.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g2_n61e85_n120e154.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g2_n67e83_n68e73.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g2_n92e110_n96e105.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n30e43_n40e53_n44e48.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n34e43_n59e60_n71e84.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n35e48_n41e57_n56e65.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n37e36_n37e35_n39e39.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n39e39_n81e90_n91e99.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n39e42_n61e85_n72e77.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n52e77_n57e74_n58e75.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n66e77_n74e84_n94e112.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g3_n67e86_n89e98_n130e150.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g4_n58e71_n61e85_n100e127_n104e131.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g4_n69e80_n69e80_n69e80_n79e87.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,0.0,0.0,0.0,-512.0,0.0
MaximumCommonSub-GraphExtraction/g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf,0.0,0.0,0.0,-512.0,0.0
maxone/3col140_5_1.shuffled.cnf.wcnf,0.0,0.0,0.0,-512.0,0.0
maxone/3col140_5_10.shuffled.cnf.wcnf,0.0,0.0,0.0,-512.0,0.0
maxone/3col140_5_3.shuffled.cnf.wcnf,0.0,1.251251,0.0,0.0,0.010852
maxone/3col140_5_6.shuffled.cnf.wcnf,0.0,1.211137,0.0,0.0,0.010852
maxone/3col140_5_7.shuffled.cnf.wcnf,0.0,1.255952,0.0,0.0,0.010852
maxone/3col140_5_8.shuffled.cnf.wcnf,0.01,1.116463,0.0,0.0,0.010852
maxone/3col140_5_9.shuffled.cnf.wcnf,0.0,0.0,0.0,-512.0,0.0
maxone/dp06s06.shuffled.cnf.wcnf,0.0,0.0,0.0,-512.0,0.0
MaxSATQueriesinInterpretableClassifiers/compas_train_8_CNF_2_1.wcnf,0.0,0.0,0.0,-512.0,0.0
MaxSATQueriesinInterpretableClassifiers/compas_train_9_DNF_3_1.wcnf,0.0,0.0,0.0,-512.0,0.0
MaxSATQueriesinInterpretableClassifiers/heart_train_0_DNF_2_1.wcnf,0.0,0.0,0.0,-512.0,0.0
MaxSATQueriesinInterpretableClassifiers/heart_train_0_DNF_3_1.wcnf,0.0,0.0,0.0,-512.0,0.0
MaxSATQueriesinInterpretableClassifiers/ionosphere_train_1_DNF_1_1.wcnf,0.0,0.0,0.0,-512.0,0.0
MaxSATQueriesinInterpretableClassifiers/ionosphere_train_2_CNF_2_1.wcnf,0.0,0.0,0.0,-512.0,0.0
MaxSATQueriesinInterpretableClassifiers/wdbc_train_0_CNF_3_1.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b14_C-mbd14-0225.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b14_C-mbd14-0307.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b17_C-mbd14-0304.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b17_C-mbd14-0370.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b20_C-mbd14-0328.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b20_C-mbd14-0354.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b21_C-mbd14-0205.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b21_C-mbd14-0217.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b21_C-mbd14-0267.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b21_C-mbd14-0295.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b21_C-mbd14-0349.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b22_C-mbd14-0222.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b22_C-mbd14-0223.wcnf,0.0,0.0,0.0,-512.0,0.0
mbd/b22_C-mbd14-0240.wcnf,0.0,0.0,0.0,-512.0,0.0
min-fill/MinFill_R0_miles1500.wcnf,,,,,
min-fill/MinFill_R0_mulsol.i.3.wcnf,,,,,
min-fill/MinFill_R0_mulsol.i.4.wcnf,,,,,
min-fill/MinFill_R0_myciel5.wcnf,0.0,0.0,0.0,-512.0,0.0
min-fill/MinFill_R3_david.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/10tree1020p.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/10tree115p.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/10tree125p.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/10tree315p.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/10tree320p.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/10tree730p.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/10tree825p.wcnf,0.01,0.0,0.0,-512.0,0.0
mqc/15tree101p.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/15tree301posib.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/15tree401posib.wcnf,0.0,0.0,0.0,-512.0,0.0
mqc/15tree501p.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_add_4_33.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_add_5_33.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_cvc-add3-carry2-gadget_33.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_cvc-add3-carry2-gadget_9999.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_cvc-plus_4_33.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_mult_3_5_399.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_mult_3_5_9999.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_mult_3_6_399.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_mult_4_4_9999.wcnf,0.0,0.0,0.0,-512.0,0.0
optic/gen_square_5_399.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/apt-cudf-universe0ea62c_l1.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand196_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand209_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand21_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand290_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand308_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand313_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand507_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand7_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand717_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
packup/rand943_l2.wcnf,0.0,0.0,0.0,-512.0,0.0
protein_ins/1bpi_.2knt_.g.wcnf.t.wcnf,,,,,
protein_ins/1bpi_.5pti_.g.wcnf.t.wcnf,,,,,
protein_ins/2knt_.5pti_.g.wcnf.t.wcnf,,,,,
protein_ins/3ebx_.1era_.g.wcnf.t.wcnf,,,,,
protein_ins/p1.wcnf.t.wcnf,,,,,
pseudoBoolean/normalized-g15x15.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
pseudoBoolean/normalized-ssa7552-038.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
pseudoBoolean/normalized-ssa7552-159.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
pseudoBoolean/normalized-ssa7552-160.opb.msat.wcnf,0.0,0.0,0.0,-512.0,0.0
railway-transport/pesp_5min.wcnf,,,,,
ramsey/ram_k3_n9.ra0.wcnf,0.0,0.781247,0.714286,0.0,0.17284
reversi/rev66-10.wcnf,0.0,0.0,0.0,-512.0,0.0
reversi/rev66-6.wcnf,0.01,0.0,0.0,-512.0,0.0
reversi/rev66-8.wcnf,0.0,0.0,0.0,-512.0,0.0
rna-alignment/k50-23-49.rna.pre.wcnf,0.0,0.0,0.0,-512.0,0.0
scheduling/cnf_10_center.wcnf,,,,,
scheduling/cnf_12_center.wcnf,,,,,
SeanSafarpour/c6_DD_s3_f1_e2_v1-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf,0.0,0.0,0.0,-512.0,0.0
SeanSafarpour/dividers9.dimacs.filtered.wcnf,0.0,0.0,0.0,-512.0,0.0
SeanSafarpour/fpu8-problem.dimacs_24.filtered.wcnf,,,,,
SeanSafarpour/mem_ctrl1.dimacs.filtered.wcnf,,,,,
SeanSafarpour/rsdecoder_fsm1.dimacs.filtered.wcnf,,,,,
SeanSafarpour/rsdecoder-problem.dimacs_34.filtered.wcnf,,,,,
SeanSafarpour/spi-problem.dimacs_42.filtered.wcnf,,,,,
SeanSafarpour/wb_4m8s3.dimacs.filtered.wcnf,,,,,
SeanSafarpour/wb1.dimacs.filtered.wcnf,0.0,0.0,0.0,-512.0,0.0
set-covering/scpclr10_maxsat.wcnf,0.01,0.0,0.0,-512.0,0.0
tpr/b14-s_PathRelaxation_FS_25.wcnf,0.0,0.0,0.0,-512.0,0.0
tpr/b14-s_PathRelaxation_FS_46.wcnf,0.0,0.0,0.0,-512.0,0.0
tpr/b18-s_PathRelaxation_Set_FS_32.wcnf,,,,,
tpr/b21-s_PathRelaxation_FS_47.wcnf,0.0,0.0,0.0,-512.0,0.0
tpr/b21-s_PathRelaxation_FS_48.wcnf,0.0,0.0,0.0,-512.0,0.0
tpr/b21-s_PathRelaxation_Set_FS_31.wcnf,0.0,0.0,0.0,-512.0,0.0
treewidth-computation/TWComp_1dj7_N73.wcnf,,,,,
treewidth-computation/TWComp_1en2_N69.wcnf,0.0,0.0,0.0,-512.0,0.0
treewidth-computation/TWComp_celar09pp_N67.wcnf,0.0,0.0,0.0,-512.0,0.0
treewidth-computation/TWComp_david_N87.wcnf,,,,,
treewidth-computation/TWComp_eil51.tsp_N51.wcnf,0.0,0.0,0.0,-512.0,0.0
treewidth-computation/TWComp_huck_N74.wcnf,,,,,
treewidth-computation/TWComp_mulsol.i.5-pp_N119.wcnf,,,,,
treewidth-computation/TWComp_myciel4_N23.wcnf,0.0,0.0,0.0,-512.0,0.0
treewidth-computation/TWComp_ship-ship-pp_N30.wcnf,0.0,0.0,0.0,-512.0,0.0
treewidth-computation/TWComp_win95pts_N76.wcnf,,,,,
uaq/uaq-nr-nr130-nc43-n3-k2-rpp4-ppr2-plb50.wcnf,0.0,0.047865,0.0,11.31405,0.016529
uaq/uaq-nr-nr150-nc50-n3-k2-rpp4-ppr2-plb50.wcnf,0.0,0.042165,0.0,11.269504,0.014184
uaq/uaq-nr-nr220-nc73-n3-k2-rpp4-ppr2-plb50.wcnf,0.0,0.028941,0.0,11.171946,0.00905
uaq/uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb100.wcnf,0.0,0.0,0.0,-512.0,0.0
uaq/uaq-plb-nr250-nc83-n5-k2-rpp3-ppr5-plb90.wcnf,0.0,0.0,0.0,-512.0,0.0
uaq/uaq-ppr-nr200-nc66-n5-k2-rpp4-ppr6-plb100.wcnf,0.0,0.0,0.0,-512.0,0.0
uaq/uaq-rpp-nr100-nc33-n3-k2-rpp28-ppr2-plb20.wcnf,0.0,0.0,0.0,-512.0,0.0
uaq/uaq-rpp-nr100-nc33-n3-k2-rpp6-ppr2-plb20.wcnf,0.0,0.0,0.0,-512.0,0.0
vpa/UAutomizer_4BitCounterPointer_true-termination_true-valid-memsafety.c_Abstraction1.wcnf,0.0,0.0,0.0,-512.0,0.0
vpa/UAutomizer_c.03-alloca_true-termination_true-no-overflow.c.i_Abstraction3.wcnf,0.01,0.0,0.0,-512.0,0.0
vpa/UAutomizer_cstrpbrk_diffterm_alloca_true-termination.c.i_Abstraction4.wcnf,0.0,0.0,0.0,-512.0,0.0
vpa/UAutomizer_ll_append-alloca_false-termination.c.i_Abstraction1.wcnf,0.0,0.0,0.0,-512.0,0.0
wqueens/wqueens16_14.wcsp.dir.wcnf,0.0,0.0,0.0,-512.0,0.0
xai-mindset2/house-votes-84.wcnf,0.0,0.0,0.0,-512.0,0.0
xai-mindset2/lupus.wcnf,0.0,0.0,0.0,-512.0,0.0
xai-mindset2/tae.wcnf,0.0,0.0,0.0,-512.0,0.0
