instance,MaxHS,Open.WBO.g,Open.WBO.ms,Open.WBO.ms.pre,QMaxSAT2018,UWrMaxSAT,maxino2018
causal-discovery/causal_n5_i7_N1000_uai13_harddeps_int.wcnf,12.5694,30.7883,175.549,55.3683,13.1282,6.9935,8.13372
causal-discovery/causal_n5_i8_N10000_uai13_harddeps_int.wcnf,16.552,16.7562,118.752,26.6523,11.2292,7.43526,10.6737
causal-discovery/causal_n6_i1_N500_uai13_harddeps_int.wcnf,384.995,464.712,1323.06,661.413,232.701,140.976,439.374
causal-discovery/causal_n6_i3_N500_uai14_harddeps_int.wcnf,18.7102,5.28923,30.3437,6.96624,16.4915,3.28958,10.2841
causal-discovery/causal_n6_i8_N1000_uai14_constant_int.wcnf,19.0821,1.34141,20.7763,10.2832,3.7501,0.87316,2.89073
causal-discovery/causal_n7_i7_N1000_uai14_harddeps_int.wcnf,270.692,133.075,247.007,85.0644,422.192,397.767,418.648
causal-discovery/causal_n7_i8_N1000_uai14_constant_int.wcnf,2.42338,3.04844,36.285,11.9766,19.8338,2.02034,1.13378
CircuitDebuggingProblems/ac97_ctrl-debug.dimacs.wcnf,11.9716,1.21796,1.50216,11.2357,23.1496,1.74029,1.60182
CircuitDebuggingProblems/divider-debug.dimacs.wcnf,21.7802,1.86496,2.0416,26.1102,343.277,3.37414,8.7945
CircuitDebuggingProblems/mrisc-debug.dimacs.wcnf,39.7201,3.94287,4.56934,85.0149,510.863,13.1134,23.3235
CircuitDebuggingProblems/rsdecoder-debug.dimacs.wcnf,110.886,4.31263,4.74476,260.568,2056.07,31.1163,35.2287
CircuitDebuggingProblems/spi-debug.dimacs.wcnf,58.5776,20.5306,939.054,191.356,3600.0,17.8371,70.0842
CircuitDebuggingProblems/vga-debug.dimacs.wcnf,32.5348,2.8101,3.32697,24.1632,54.6412,4.77055,4.47842
CircuitDebuggingProblems/wb-debug.dimacs.wcnf,21.456,3.4868,2.98563,9.67102,3600.0,7.29993,34.6498
CircuitTraceCompaction/ctrl.wcnf,56.1535,0.273619,1.62828,0.762026,0.143775,0.134788,0.127351
CircuitTraceCompaction/mrisc_mem2wire.wcnf,250.014,69.8844,287.4,127.762,56.1404,18.6781,22.7197
CircuitTraceCompaction/spi.wcnf,3600.0,8.8885,38.1388,37.6036,3.28045,4.81161,1.71019
close_solutions/SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf,484.956,7.03138,29.9827,116.908,384.899,119.264,271.118
close_solutions/SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.3.wcnf,284.781,7.92201,8.62997,279.319,608.841,81.3586,116.072
close_solutions/SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SAT.cnf.wcnf.2.wcnf,0.77945,11.7099,18.6114,13.407,54.9421,1.15843,1.60491
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-10.cnf.wcnf.3.wcnf,3600.0,79.2455,107.284,131.878,3600.0,3600.0,3600.0
close_solutions/SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.2.wcnf,179.283,57.2907,114.782,88.0301,120.57,40.7929,30.6137
close_solutions/SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.8.wcnf,27.5616,9.2318,248.148,3.87498,944.968,3.83232,1.43366
close_solutions/SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.8.wcnf,325.997,3.88423,4.79316,8.74647,3600.0,180.572,350.052
close_solutions/SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0.170-NOTKNOWN.cnf.wcnf.6.wcnf,961.991,240.019,1325.17,954.357,3600.0,446.68,1535.01
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.1.wcnf,113.685,2.52168,4.25253,9.17286,3600.0,95.6869,2070.06
close_solutions/SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.5.wcnf,65.0856,2.13081,3.47178,16.5126,3574.95,8.02475,1.84281
close_solutions/teams16_l6a.cnf.wcnf,8.15448,2.64475,19.2703,20.8254,3600.0,1.82354,3.84876
close_solutions/TEAMS20_l10aa.cnf.wcnf,4.26552,7.20021,34.6955,0.82472,3600.0,0.372178,19.9884
ConsistentQueryAnswering/synthetic-12.wcnf,0.320844,0.155425,0.17658,0.959508,31.6525,3600.0,1.46059
ConsistentQueryAnswering/synthetic-14.wcnf,0.103609,0.058841,0.061783,0.340413,4.80294,0.08284,0.104684
ConsistentQueryAnswering/synthetic-21.wcnf,0.388228,2.36099,2.39132,1.29697,102.359,0.322734,1.19915
des/cnf.10.p.8.wcnf,388.137,36.6636,174.796,120.294,3600.0,18.1233,117.736
des/cnf.14.t.7.wcnf,38.5204,14.4879,84.4942,91.9873,3600.0,5.25285,25.0584
des/cnf.15.p.7.wcnf,578.99,270.422,260.022,139.214,3600.0,45.4578,138.952
des/cnf.16.p.6.wcnf,261.154,283.425,255.412,149.825,3600.0,57.2568,117.991
des/cnf.16.p.7.wcnf,418.206,89.8708,193.045,120.158,3600.0,41.3567,158.522
des/cnf.17.p.10.wcnf,736.372,446.703,373.254,205.757,3600.0,567.836,1526.94
des/cnf.18.d.7.wcnf,16.5451,14.5845,50.1494,54.1767,3600.0,5.91564,31.654
des/cnf.18.p.8.wcnf,644.522,379.397,272.191,133.069,3600.0,64.9546,323.604
des/cnf.20.d.10.wcnf,16.8247,17.8355,56.4225,81.4472,3600.0,6.90022,54.3017
des/cnf.20.p.5.wcnf,591.936,81.6231,131.34,84.2391,3600.0,227.16,124.789
des/cnf.20.p.7.wcnf,663.265,270.292,154.719,155.949,3600.0,471.488,557.069
des/cnf.9.p.10.wcnf,215.333,17.2048,102.977,50.2648,3600.0,6.02508,27.9808
des/cnf.9.p.8.wcnf,134.451,19.5412,72.0135,45.6223,3600.0,7.45501,23.0355
drmx-cryptogen/geffe128_1.wcnf,47.0589,26.9257,13.7974,3600.0,3600.0,8.26699,186.777
drmx-cryptogen/geffe128_4.wcnf,7.38317,108.065,37.2293,3600.0,3600.0,479.48,377.391
drmx-cryptogen/geffe128_5.wcnf,21.7065,13.9086,55.8017,3600.0,3600.0,3600.0,8.08919
drmx-cryptogen/threshold128_0.wcnf,65.1299,169.211,67.3465,3600.0,3600.0,116.351,107.139
drmx-cryptogen/threshold128_2.wcnf,65.892,168.927,82.3076,3600.0,3600.0,143.24,398.49
drmx-cryptogen/threshold128_3.wcnf,1.19599,73.3613,40.3947,3600.0,3600.0,3.20516,130.768
drmx-cryptogen/threshold128_5.wcnf,57.856,333.575,99.0394,3600.0,3600.0,12.519,256.969
drmx-cryptogen/threshold128_6.wcnf,38.3823,91.4436,54.3036,3600.0,3600.0,71.6346,144.115
drmx-cryptogen/threshold128_8.wcnf,65.7146,67.3429,214.242,3600.0,3600.0,759.675,935.439
drmx-cryptogen/wolfram72_1.wcnf,5.93989,26.7833,69.749,3600.0,3600.0,6.88889,7.30996
drmx-cryptogen/wolfram72_5.wcnf,19.2562,31.4504,103.595,3600.0,3600.0,10.799,5.83379
drmx-cryptogen/wolfram72_8.wcnf,24.285,31.0661,82.2523,3600.0,3600.0,5.21636,23.6314
drmx-cryptogen/wolfram72_9.wcnf,1.32623,38.321,90.8165,3600.0,3600.0,3.96476,15.1142
drmx-cryptogen/wolfram80_1.wcnf,30.0392,84.2523,142.173,3600.0,3600.0,20.3371,125.331
drmx-cryptogen/wolfram80_5.wcnf,35.8973,80.1552,102.055,3600.0,3600.0,13.2579,206.329
drmx-cryptogen/wolfram80_6.wcnf,21.2838,37.0252,134.861,3600.0,3600.0,14.81,22.7651
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf,3387.76,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
extension-enforcement/extension-enforcement_non-strict_stb_200_0.05_4_10_4.wcnf,982.8,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
extension-enforcement/extension-enforcement_strict_com_150_0.05_0_15_2.wcnf,115.651,15.5138,56.4532,16.0617,3600.0,3600.0,1.71177
extension-enforcement/extension-enforcement_strict_com_150_0.05_3_30_0.wcnf,243.432,309.604,303.793,33.8519,3600.0,11.7663,0.935626
extension-enforcement/extension-enforcement_strict_com_150_0.2_4_8_3.wcnf,305.001,3600.0,3600.0,8.44887,3600.0,3.71105,0.321216
extension-enforcement/extension-enforcement_strict_com_200_0.05_1_40_1.wcnf,15.049,2.5518,93.3365,13.8512,3600.0,19.2366,2.60649
extension-enforcement/extension-enforcement_strict_com_200_0.05_4_20_3.wcnf,788.745,3600.0,3600.0,46.0661,3600.0,25.8164,1.06952
fault-diagnosis/s38417_nan_explicit_0_0.wcnf,1.73644,1.67399,1.83245,8.31812,0.400128,1.69116,0.557149
fault-diagnosis/s38584_nan_explicit_12_0.wcnf,3600.0,113.021,249.682,228.712,3600.0,117.348,104.126
fault-diagnosis/s38584_nan_explicit_15_0.wcnf,3600.0,3600.0,2525.46,2514.41,3600.0,158.018,469.331
fault-diagnosis/s38584_nan_explicit_19_0.wcnf,3600.0,66.0524,162.776,139.851,580.915,82.3781,67.3163
fault-diagnosis/s38584_nan_explicit_26_0.wcnf,3600.0,21.7229,141.597,207.356,43.8745,57.3214,51.4132
fault-diagnosis/s38584_nan_explicit_27_0.wcnf,3600.0,50.0072,203.392,109.241,492.021,56.1634,64.2735
fault-diagnosis/s38584_nan_explicit_3_0.wcnf,3600.0,3600.0,3600.0,1792.27,3600.0,62.274,1520.33
fault-diagnosis/s38584_nan_explicit_30_0.wcnf,3600.0,66.9851,152.45,158.637,1892.77,53.7235,121.026
fault-diagnosis/s38584_nan_explicit_33_0.wcnf,3600.0,17.3001,205.203,49.5398,31.6511,29.7374,24.5211
fault-diagnosis/s38584_nan_explicit_35_0.wcnf,3600.0,37.1325,55.5481,36.4785,197.096,48.5009,46.2889
fault-diagnosis/s38584_nan_explicit_37_0.wcnf,3600.0,17.1476,245.029,31.2491,29.8036,37.8136,25.3308
fault-diagnosis/s38584_nan_explicit_40_0.wcnf,3600.0,28.9841,205.917,124.53,44.6867,36.3069,28.3557
fault-diagnosis/s38584_nan_explicit_49_0.wcnf,421.522,15.2016,37.0635,29.5416,21.242,36.1795,28.4725
frb/frb35-17-2.partial.wcnf,77.267,25.6881,48.9104,3600.0,79.0653,12.3283,3600.0
frb/frb35-17-3.partial.wcnf,31.8289,4.40648,16.1002,3600.0,12.9333,2.17579,3600.0
frb/frb35-17-5.partial.wcnf,6.30631,69.1801,23.3447,3600.0,81.9355,17.4982,3600.0
frb/frb40-19-3.partial.wcnf,3600.0,1011.78,85.0069,3600.0,1775.54,109.928,3600.0
frb/frb40-19-4.partial.wcnf,286.177,5.26938,178.765,3600.0,373.946,252.107,3600.0
frb/frb40-19-5.partial.wcnf,89.3245,250.9,84.9273,3600.0,796.624,62.2771,3600.0
gen-hyper-tw/GenHyperTW_dubois21.wcnf,3600.0,3600.0,807.179,343.318,3600.0,3600.0,3600.0
HaplotypeAssembly/splitedReads_0.matrix.wcnf,939.787,3600.0,3600.0,3600.0,3600.0,337.168,3600.0
HaplotypeAssembly/splitedReads_158.matrix.wcnf,8.46016,0.532005,0.763558,1.3754,12.2345,2.18999,1.65572
HaplotypeAssembly/splitedReads_160.matrix.wcnf,11.9869,0.606547,0.930633,1.46977,10.1486,2.74247,2.06827
HaplotypeAssembly/splitedReads_18.matrix.wcnf,5.90446,1.0286,2.32091,0.429621,8.70952,1.43267,1.04197
HaplotypeAssembly/splitedReads_414.matrix.wcnf,8.67178,1.55357,2.62289,1.74091,10.0181,2.07882,1.62924
jobshop/ft10-808-1090.wcnf,247.625,72.5812,519.949,309.885,32.4325,79.8792,90.2375
jobshop/orb08-894-1058.wcnf,39.1876,17.1705,201.808,91.7322,12.7284,17.9656,16.8489
kbtree/kbtree9_7_3_5_30_3.wcsp.wcnf,73.971,9.8237,21.8551,14.2813,194.938,81.0839,801.317
kbtree/kbtree9_7_3_5_40_1.wcsp.wcnf,274.403,2720.82,3600.0,1044.68,3600.0,3600.0,3600.0
kbtree/kbtree9_7_3_5_50_4.wcsp.wcnf,178.246,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
kbtree/kbtree9_7_3_5_50_6.wcsp.wcnf,79.4994,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
kbtree/kbtree9_7_3_5_70_5.wcsp.wcnf,78.5184,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
kbtree/kbtree9_7_3_5_80_2.wcsp.wcnf,57.5266,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
kbtree/kbtree9_7_3_5_90_4.wcsp.wcnf,16.1714,2916.37,2059.86,3600.0,3600.0,3600.0,3600.0
kbtree/kbtree9_7_3_5_90_5.wcsp.wcnf,26.005,3600.0,3600.0,2255.25,3600.0,3600.0,3600.0
logic-synthesis/normalized-apex4.a.opb.msat.wcnf,5.37609,0.234549,0.712198,0.383853,3600.0,2.79763,0.561911
logic-synthesis/normalized-count.b.opb.msat.wcnf,0.211601,0.032211,5.72152,6.65497,13.8822,0.149001,0.047806
logic-synthesis/normalized-e64.b.opb.msat.wcnf,1.09735,0.191247,3.14579,4.13797,3600.0,4.33697,1.47148
logic-synthesis/normalized-ex5.pi.opb.msat.wcnf,3.81349,3600.0,3600.0,3600.0,3600.0,3058.7,3600.0
logic-synthesis/normalized-f51m.b.opb.msat.wcnf,0.230662,0.061171,7.27127,6.30834,43.047,0.112006,0.060839
logic-synthesis/normalized-jac3.opb.msat.wcnf,3.8234,78.3419,345.724,911.603,3600.0,1.17279,0.418561
logic-synthesis/normalized-max1024.pi.opb.msat.wcnf,1.42034,3600.0,3600.0,3600.0,3600.0,3600.0,87.3888
logic-synthesis/normalized-prom2.pi.opb.msat.wcnf,2.57205,1316.59,752.567,3600.0,3600.0,3600.0,3600.0
logic-synthesis/normalized-rot.b.opb.msat.wcnf,1.24033,3600.0,3600.0,79.4683,3600.0,853.335,3600.0
logic-synthesis/normalized-sao2.b.opb.msat.wcnf,0.155502,42.5266,72.8405,0.456494,605.275,0.036574,0.011498
maxclique/keller4.clq.wcnf,21.7134,16.7008,45.409,81.5372,7.06432,3.02564,29.8416
maxclique/keller5.clq.wcnf,3600.0,3129.17,656.186,709.24,3600.0,3600.0,3600.0
maxclique/p_hat300-1.clq.wcnf,286.73,42.2933,54.2861,60.2028,8.87111,4.12885,26.3212
maxclique/san1000.clq.wcnf,2.61481,53.9198,71.6024,230.802,3600.0,4.13892,3600.0
maxclique/san200_0.9_3.clq.wcnf,0.382384,1008.21,801.557,1952.58,3600.0,5.20916,3600.0
maxcut/san400_0.5_1.clq.wcnf,620.409,3600.0,3600.0,1052.74,3600.0,3600.0,3600.0
MaximumCommonSub-GraphExtraction/g2_n26e25_n48e52.wcnf,997.754,0.195684,1.76595,3.72116,0.2517,0.187784,0.311195
MaximumCommonSub-GraphExtraction/g2_n38e52_n53e67.wcnf,3600.0,22.9471,26.7978,15.6891,63.7204,12.9291,64.1357
MaximumCommonSub-GraphExtraction/g2_n50e50_n58e61.wcnf,2604.96,13.5654,15.5616,11.8177,470.761,11.6514,20.8095
MaximumCommonSub-GraphExtraction/g2_n61e85_n120e154.wcnf,664.242,158.397,61.1323,32.2808,3600.0,46.1562,79.1592
MaximumCommonSub-GraphExtraction/g2_n67e83_n68e73.wcnf,3600.0,1347.63,286.573,173.672,3600.0,640.277,1235.54
MaximumCommonSub-GraphExtraction/g2_n92e110_n96e105.wcnf,56.7058,1.54395,5.51148,6.24318,47.7942,1.23649,1.51313
MaximumCommonSub-GraphExtraction/g3_n30e43_n40e53_n44e48.wcnf,3600.0,3600.0,165.36,134.495,201.779,301.044,553.511
MaximumCommonSub-GraphExtraction/g3_n34e43_n59e60_n71e84.wcnf,518.361,505.977,43.6508,40.7598,217.853,114.847,164.526
MaximumCommonSub-GraphExtraction/g3_n35e48_n41e57_n56e65.wcnf,3600.0,141.692,81.8478,3600.0,241.546,354.133,432.389
MaximumCommonSub-GraphExtraction/g3_n37e36_n37e35_n39e39.wcnf,1507.04,1737.39,142.803,102.242,702.981,200.407,762.568
MaximumCommonSub-GraphExtraction/g3_n39e39_n81e90_n91e99.wcnf,4.93421,0.922326,5.80375,5.37413,1.01898,0.265912,0.255657
MaximumCommonSub-GraphExtraction/g3_n39e42_n61e85_n72e77.wcnf,483.632,1105.98,143.262,149.285,3600.0,2708.47,2256.96
MaximumCommonSub-GraphExtraction/g3_n52e77_n57e74_n58e75.wcnf,3600.0,92.9078,144.043,28.5451,346.7,35.5849,12.6735
MaximumCommonSub-GraphExtraction/g3_n66e77_n74e84_n94e112.wcnf,3600.0,58.3223,68.5954,31.7159,201.861,15.1734,30.521
MaximumCommonSub-GraphExtraction/g3_n67e86_n89e98_n130e150.wcnf,585.731,297.795,155.736,77.2158,3600.0,3.04194,10.1588
MaximumCommonSub-GraphExtraction/g4_n58e71_n61e85_n100e127_n104e131.wcnf,373.041,143.844,25.4088,28.0599,37.4343,14.7836,20.7538
MaximumCommonSub-GraphExtraction/g4_n69e80_n69e80_n69e80_n79e87.wcnf,12.7412,1.05816,5.56074,6.80619,1.24836,0.626108,0.775144
MaximumCommonSub-GraphExtraction/g7_n13e12_n13e12_n13e12_n13e12_n14e13_n15e14_n24e31.wcnf,479.728,70.1573,45.5812,80.7086,3600.0,66.371,59.4694
MaximumCommonSub-GraphExtraction/g8_n44e59_n44e58_n47e63_n58e76_n67e94_n75e107_n123e161_n133e175.wcnf,541.624,17.5539,21.3938,37.2964,102.279,11.9683,11.9812
maxone/3col140_5_1.shuffled.cnf.wcnf,43.5084,15.0758,32.4475,44.1289,4.34597,16.3041,7.4263
maxone/3col140_5_10.shuffled.cnf.wcnf,29.1513,14.8535,32.1699,45.3258,3.54595,12.5262,7.36258
maxone/3col140_5_3.shuffled.cnf.wcnf,38.379,15.4248,41.1388,39.8332,3.7352,16.0269,4.88693
maxone/3col140_5_6.shuffled.cnf.wcnf,69.1712,18.9945,39.8856,54.769,3.80062,14.2886,7.39299
maxone/3col140_5_7.shuffled.cnf.wcnf,25.1751,17.5102,36.8233,32.1785,3.27953,13.5407,6.51781
maxone/3col140_5_8.shuffled.cnf.wcnf,68.608,16.3798,31.4675,40.2557,3.47713,13.324,7.35345
maxone/3col140_5_9.shuffled.cnf.wcnf,69.7981,20.3015,30.3251,43.0798,3.78118,13.7118,7.96017
maxone/dp06s06.shuffled.cnf.wcnf,2.69136,311.048,132.048,372.6,39.426,1.02054,1.86935
MaxSATQueriesinInterpretableClassifiers/compas_train_8_CNF_2_1.wcnf,3600.0,3600.0,3600.0,3600.0,3600.0,80.1753,3600.0
MaxSATQueriesinInterpretableClassifiers/compas_train_9_DNF_3_1.wcnf,1664.08,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
MaxSATQueriesinInterpretableClassifiers/heart_train_0_DNF_2_1.wcnf,15.1946,32.3053,31.3593,12.9505,19.6888,2.71946,55.2265
MaxSATQueriesinInterpretableClassifiers/heart_train_0_DNF_3_1.wcnf,3600.0,3600.0,3600.0,1195.98,3600.0,3600.0,3600.0
MaxSATQueriesinInterpretableClassifiers/ionosphere_train_1_DNF_1_1.wcnf,0.562529,0.666227,6.14252,0.281539,0.58562,0.037482,0.018508
MaxSATQueriesinInterpretableClassifiers/ionosphere_train_2_CNF_2_1.wcnf,3600.0,3600.0,1375.79,241.032,1491.07,1081.78,3600.0
MaxSATQueriesinInterpretableClassifiers/wdbc_train_0_CNF_3_1.wcnf,3600.0,3600.0,3600.0,1921.04,3600.0,3600.0,3600.0
mbd/b14_C-mbd14-0225.wcnf,629.098,44.4605,78.8179,95.4551,3600.0,35.1545,1939.83
mbd/b14_C-mbd14-0307.wcnf,83.4279,14.6805,44.2468,265.455,495.299,24.3103,106.692
mbd/b17_C-mbd14-0304.wcnf,3.16965,0.6771,0.706179,1.52497,5.31713,0.941045,0.433427
mbd/b17_C-mbd14-0370.wcnf,7.96314,0.654877,0.888133,1.32117,39.0676,1.4919,0.587368
mbd/b20_C-mbd14-0328.wcnf,19.0637,1.34497,13.6494,16.0937,29.8301,1.04547,0.49495
mbd/b20_C-mbd14-0354.wcnf,31.8053,1.80846,24.7767,15.4468,149.837,1.34783,0.681584
mbd/b21_C-mbd14-0205.wcnf,66.5858,3.07197,25.958,23.8833,113.261,1.64568,2.54599
mbd/b21_C-mbd14-0217.wcnf,143.473,1.59293,31.1307,20.5338,31.6371,1.05188,0.393874
mbd/b21_C-mbd14-0267.wcnf,51.9197,5.42542,30.9172,16.0795,161.587,1.34075,3.84457
mbd/b21_C-mbd14-0295.wcnf,210.547,6.56008,53.9403,171.364,536.949,4.96369,12.4222
mbd/b21_C-mbd14-0349.wcnf,71.9281,2.00482,28.3119,14.9668,25.2581,0.788711,0.562914
mbd/b22_C-mbd14-0222.wcnf,6.11067,0.989732,1.01106,6.79708,13.5844,1.0129,0.475158
mbd/b22_C-mbd14-0223.wcnf,6.52197,0.94613,0.98002,0.963195,15.2106,0.952751,0.432789
mbd/b22_C-mbd14-0240.wcnf,21.0834,0.936634,1.779,3.33348,21.5781,1.4554,0.603251
min-fill/MinFill_R0_miles1500.wcnf,515.389,3600.0,3600.0,3600.0,3600.0,3600.0,550.785
min-fill/MinFill_R0_mulsol.i.3.wcnf,376.363,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
min-fill/MinFill_R0_mulsol.i.4.wcnf,370.362,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
min-fill/MinFill_R0_myciel5.wcnf,275.251,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
min-fill/MinFill_R3_david.wcnf,58.0079,3600.0,3600.0,3600.0,2547.51,3600.0,3600.0
mqc/10tree1020p.wcnf,33.9763,19.2713,40.4181,28.6642,41.9901,36.8249,15.9581
mqc/10tree115p.wcnf,7.61893,4.3843,15.847,14.1259,13.1439,4.36068,4.56971
mqc/10tree125p.wcnf,57.9162,39.2081,65.1736,27.9917,54.9542,130.67,22.623
mqc/10tree315p.wcnf,17.6261,8.49404,17.2486,13.891,13.6024,9.55775,6.03232
mqc/10tree320p.wcnf,12.5346,7.75245,21.8251,9.45965,12.5708,2.34488,4.39713
mqc/10tree730p.wcnf,122.348,91.5529,161.795,71.1066,100.96,415.012,75.2105
mqc/10tree825p.wcnf,11.8337,17.2917,38.1049,19.9446,18.5465,2.91445,4.22228
mqc/15tree101p.wcnf,3.43827,3.44249,16.6942,25.7816,43.4846,6.09357,4.56942
mqc/15tree301posib.wcnf,15.2328,8.68334,42.889,44.2329,28.6823,9.17728,5.81548
mqc/15tree401posib.wcnf,9.0113,6.89186,44.6388,42.2232,44.3068,6.07919,6.87808
mqc/15tree501p.wcnf,20.3832,17.2611,60.5489,54.8458,26.5177,30.5133,12.6153
optic/gen_add_4_33.wcnf,32.2765,0.277632,3.78406,12.3837,3600.0,0.126665,5.55173
optic/gen_add_5_33.wcnf,1660.36,3600.0,3600.0,198.072,3600.0,27.7072,4.75976
optic/gen_cvc-add3-carry2-gadget_33.wcnf,7.28211,3.33512,14.7512,53.7021,3600.0,0.780303,13.3155
optic/gen_cvc-add3-carry2-gadget_9999.wcnf,3.06251,1.30897,8.56492,12.5625,2040.43,1.57176,59.9203
optic/gen_cvc-plus_4_33.wcnf,27.1771,0.154771,1.22052,65.2072,3600.0,0.127024,0.150609
optic/gen_mult_3_5_399.wcnf,3.77204,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
optic/gen_mult_3_5_9999.wcnf,1586.88,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
optic/gen_mult_3_6_399.wcnf,2.84089,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
optic/gen_mult_4_4_9999.wcnf,3.79167,3600.0,1652.82,235.577,3600.0,3600.0,3600.0
