instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95
instance_40,2.91928,18.1593,6.28698,0.0,0.0,0.0,3.21214,3.0325,0.0630091,0.0,0.156111,3.0464,0.356751,470.552,1652.06,151.0,807.387,6.49185,1.0,6.49185,4.03841,446.0,0.0,1.13198,1342.0,8099.05,2803.99,0.0,0.0,0.0,0.0,0.0,442.0,394.0,0.0,0.0,0.0,0.0,0.0,0.991031,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.00896861,1.0,0.302611,0.00224215,-0.936989,17129.0,147.062,17129.0,19.8157,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.30457,116.475,72.3319,0.744287,7.37103,11.8969,152.0,1.37509,3.22311,3.85872,572.0,567.897,2384.91,10.0,17129.0,17129.0,0.0,3.0,1.5,363.0,544.0,394.0,2.30203,0.883408,1302.0,45891.0,28498.8
instance_38,2.48312,14.9305,6.11686,0.0,0.0,0.0,2.86457,2.51538,0.0603253,0.0,0.148196,2.81466,0.367529,491.86,1728.91,151.0,784.361,6.30378,1.0,6.30378,3.65189,474.0,0.0,1.20305,1426.0,7077.06,2899.39,0.0,0.0,0.0,0.0,0.0,470.0,394.0,0.0,0.0,0.0,0.0,0.0,0.991561,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.00843882,1.0,0.334749,0.0021097,-1.06383,14030.0,140.718,14030.0,19.8149,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.98731,99.703,61.4825,0.625335,7.05117,11.4622,152.0,1.30004,3.11866,3.77284,391.0,541.993,2316.18,9.0,14030.0,14030.0,0.0,2.0,1.0,182.0,182.0,394.0,0.923858,0.831224,1177.0,39283.0,24224.1
instance_76,3.26239,23.36,6.33779,0.0,0.0,0.0,2.93132,3.66339,0.593685,0.0,1.06809,4.89714,3.109,436.173,1218.84,133.0,1210.05,12.8727,1.0,1.0,1.0,343.0,0.0,1.15488,1030.0,8012.49,2173.86,38.0,10.0,44.0,0.0,0.0,256.0,253.0,0.110787,0.0291545,0.148148,0.0,0.0,0.746356,0.851852,0.0699708,0.0,24.0,0.0,2.0,3.0,0.666667,0.00874636,82.0,21.7641,0.239067,14.3845,4010.0,1.976,48.9024,0.615487,5.0,0.0,2.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,3.76768,2029.36,667.442,1.4435,1.58573,1.72438,217.0,2.37655,4.03255,4.88808,413.0,463.535,2092.13,82.0,7500.0,3750.0,0.0,2.0,0.0512821,507.0,375.0,297.0,2.9697,0.865889,1119.0,602719.0,198230.0
instance_16,3.66518,16.344,3.2144,0.0,0.0,0.0,1.43494,1.75573,1.13901,0.0,1.71685,2.49959,2.0337,327.643,544.556,65.0,133.06,15.5369,2.0,2.0,1.0,224.0,0.0,0.82963,651.0,3661.06,720.026,0.0,0.0,56.0,0.0,0.0,165.0,214.0,0.0,0.0,0.207407,0.0,0.0,0.736607,0.792593,0.0,0.0,0.0,0.0,2.0,15.0,0.133333,0.0669643,1.0,0.328867,0.00446429,-1.38694,10001.0,2.83334,10001.0,0.533938,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,3.04074,3529.75,1724.03,0.483894,3.43363,3.52305,144.0,1.9356,1.82734,2.05257,520.0,403.92,1360.37,16.0,70201.0,35100.5,0.0,2.0,0.25,715.0,309.0,270.0,3.79259,1.20536,821.0,953033.0,465489.0
instance_64,3.03846,18.9247,6.63227,0.0,0.0,0.0,1.18481,1.0267,0.0843892,0.0,0.468167,0.698827,0.468167,31.9069,102.72,16.0,99.8732,8.31272,2.0,13.3164,4.32911,26.0,0.0,0.787879,79.0,492.042,172.439,0.0,0.0,0.0,0.0,0.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,0.884615,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.666667,0.115385,1.0,0.417722,0.0384615,-1.26803,1001.0,9.55539,1001.0,5.47342,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,2.39394,104.758,58.5934,0.459199,1.56308,2.85785,1.0,1.99257,0.982603,2.12982,48.0,35.6797,185.764,4.0,1001.0,1001.0,0.0,4.0,4.0,86.0,63.0,33.0,4.51515,1.26923,79.0,3457.0,1933.58
instance_72,2.9273,4.10788,1.36393,0.0,0.0,0.0,1.56983,2.08912,0.501015,0.0,1.208,2.27412,0.611212,5473.88,6842.93,101.0,218.125,5.94589,2.0,2.0,1.0,4168.0,0.0,1.45785,11128.0,17121.7,5684.85,728.0,1724.0,2635.0,0.0,0.0,1616.0,224.0,0.174664,0.413628,0.921651,0.0,0.0,0.387716,0.0783491,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.234325,0.000239923,-0.281542,2233.0,657.143,2233.0,53.0949,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.26758,3.39804,1.71139,2.71958,12.3579,24.3961,2518.0,1.72257,0.307802,0.734646,2959.0,3989.74,3102.78,160.0,2233.0,2233.0,0.0,2.0,0.01875,462.0,403.0,2859.0,0.302553,0.68594,12201.0,9715.0,4892.86
instance_10,5.28433,10.4643,1.91066,0.0,0.0,0.0,1.04929,1.26087,0.424092,63.0,2.02819,3.84601,1.70562,3950.46,5744.79,28.0,100.846,5.04232,1.0,1.0,1.0,2170.0,0.0,1.06686,6539.0,22707.5,4146.12,417.0,0.0,676.0,0.0,0.0,1553.0,1358.0,0.192166,0.0,0.33235,0.0,0.0,0.715668,0.66765,0.0,0.0,0.0,0.0,5.0,86.0,0.0581395,0.0396313,1.0,0.177379,0.000460829,-0.592475,23.0,2.724,23.0,1.23925,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.63766,8.44346,3.51681,1.38845,1.39116,1.70059,1460.0,1.69694,2.20874,2.27572,3336.0,3460.59,4370.76,28.0,42.0,23.0,0.0,2.0,0.107143,2431.0,206.0,2034.0,1.29646,0.937327,11467.0,17174.0,7153.2
instance_67,2.48178,13.8389,5.97642,0.0,0.0,0.0,10.2068,1.92512,0.551806,0.0,0.949189,2.62064,2.09625,12547.3,36620.6,2666.0,2693.8,10.6008,1.0,2.0,1.0,11061.0,0.0,0.98224,27653.0,153072.0,66105.2,0.0,0.0,2665.0,0.0,0.0,8396.0,8596.0,0.0,0.0,0.236657,0.0,0.0,0.759063,0.763343,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.410222,9.04077e-05,-0.507963,468527000.0,11106.0,468527000.0,106.113,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.43771,42186.8,41895.9,1.16107,104.653,105.379,8196.0,0.385334,1.77318,1.81654,13526.0,12289.3,63432.4,62.0,468527000.0,468527000.0,0.0,2.0,0.511628,3066.0,2666.0,11261.0,0.509013,1.01808,27451.0,475066000.0,471790000.0
instance_71,2.49562,3.26965,1.29065,0.0,0.0,0.0,1.10699,1.21271,0.406658,0.0,1.11116,1.97764,0.86074,4188.3,5139.36,106.0,117.609,5.2608,2.0,2.0,1.0,3428.0,0.0,1.79476,8255.0,11208.4,4424.35,667.0,1738.0,1756.0,0.0,0.0,918.0,154.0,0.194574,0.507001,0.919372,0.0,0.0,0.267795,0.0806283,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.223261,0.000291715,-0.473728,6247.0,1142.12,6247.0,43.6846,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.47906,5.46963,4.04695,1.63963,26.1219,35.3082,1714.0,2.4107,0.207349,0.882961,2015.0,3175.82,2006.54,76.0,6247.0,6247.0,0.0,2.0,0.0526316,377.0,423.0,1910.0,0.418848,0.557176,8555.0,10447.0,7729.67
instance_73,2.43596,3.03223,1.24391,0.0,0.0,0.0,1.41107,1.40998,0.434511,0.0,1.03069,1.84888,0.559629,8246.89,9796.31,191.0,203.384,5.90889,2.0,2.0,1.0,6918.0,0.0,2.06816,16297.0,20977.0,8605.39,1187.0,3918.0,3091.0,0.0,0.0,1623.0,254.0,0.171581,0.566349,0.924066,0.0,0.0,0.234605,0.0759342,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.198493,0.00014455,-0.455431,10689.0,1986.48,10689.0,57.8166,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.03797,5.38087,3.95211,1.75989,34.341,46.7554,3034.0,2.57374,0.161263,0.887744,3535.0,5815.03,3460.29,101.0,10689.0,10689.0,0.0,2.0,0.029703,652.0,763.0,3345.0,0.423019,0.483521,16852.0,17999.0,13219.8
instance_88,3.04109,3.89295,1.33518,0.0,0.0,0.0,1.23429,1.40003,0.608322,0.0,1.554,2.14788,0.760872,47341.0,56090.6,60.0,297.252,4.9542,1.0,1.0,1.0,34682.0,0.0,1.21134,81529.0,135015.0,46306.6,7485.0,18780.0,25575.0,0.0,0.0,5561.0,3056.0,0.215818,0.541491,0.893263,0.0,0.0,0.160343,0.106737,0.00432501,0.0,150.0,0.0,2.0,6.0,0.333333,0.000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.6838,2.4338,0.930163,1.87318,1.82135,2.00469,21270.0,1.68144,0.102056,0.653575,31172.0,41925.6,30089.6,124.0,101.0,50.5,0.0,2.0,0.0165289,3253.0,141.0,28631.0,0.118543,0.825529,105471.0,69682.0,26631.5
instance_57,7.77108,33.8696,4.30745,0.0,0.0,0.0,1.26467,1.26917,0.0260503,0.0,0.974876,3.23214,0.0,161.256,336.08,42.0,179.073,4.39232,2.0,7.32193,3.66096,83.0,0.0,0.805825,247.0,2811.17,357.518,61.0,0.0,0.0,0.0,0.0,21.0,103.0,0.73494,0.0,0.0,0.0,0.0,0.253012,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0120482,1.0,0.15969,0.0120482,-0.659876,821.0,30.0936,821.0,10.0956,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,6.26214,27.2816,15.0372,1.27344,2.88182,5.31195,62.0,1.43939,2.36244,2.61906,103.0,186.347,445.526,22.0,821.0,821.0,0.0,8.0,0.909091,83.0,885.0,103.0,9.39806,1.24096,645.0,2810.0,1548.83
instance_28,5.59763,10.4205,2.21837,0.0,0.0,0.0,2.78946,2.02309,0.771102,0.0,1.89972,3.33892,1.732,1568.11,2363.15,92.0,318.646,7.94251,1.0,1.0,1.0,1014.0,0.0,1.10458,3010.0,10566.4,2249.43,296.0,121.0,583.0,0.0,0.0,475.0,335.0,0.291913,0.119329,0.635076,0.0,0.0,0.468442,0.364924,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00197239,4.0,0.646934,0.00394477,-0.230855,236.0,21.215,59.0,4.97799,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,6.18301,11.1242,2.03681,1.52938,4.06089,4.5308,758.0,1.70171,0.892915,1.37173,857.0,1547.86,1223.85,41.0,246.0,123.0,0.0,1.0,0.0645161,320.0,471.0,918.0,0.861656,0.905325,5676.0,10212.0,1869.79
instance_78,3.27273,23.0741,6.0336,0.0,0.0,0.0,2.64688,3.36617,0.540854,0.0,1.07629,5.49867,3.11128,334.618,936.031,103.0,937.93,12.2706,1.0,1.0,1.0,264.0,0.0,1.22222,797.0,6091.55,1592.87,43.0,7.0,30.0,0.0,0.0,188.0,186.0,0.162879,0.0265152,0.138889,0.0,0.0,0.712121,0.861111,0.0606061,0.0,16.0,0.0,2.0,3.0,0.666667,0.0113636,49.0,12.25,0.185606,11.0938,2949.0,2.51646,60.1837,0.925111,5.0,0.0,2.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,1171.88,331.729,1.01408,1.63922,1.71787,178.0,2.25514,4.38649,5.11021,284.0,366.26,1524.15,49.0,4941.0,2470.5,0.0,2.0,0.105263,311.0,340.0,216.0,3.01389,0.818182,864.0,253127.0,71653.6
instance_9,5.26369,10.4239,1.90887,0.0,0.0,0.0,1.05198,1.26475,0.424711,63.0,2.02318,3.84407,1.70575,3945.02,5738.23,28.0,100.846,5.04232,1.0,1.0,1.0,2173.0,0.0,1.06676,6545.0,22651.1,4147.98,414.0,0.0,679.0,0.0,0.0,1556.0,1358.0,0.19052,0.0,0.333333,0.0,0.0,0.716061,0.666667,0.0,0.0,0.0,0.0,5.0,86.0,0.0581395,0.0395766,1.0,0.178091,0.000460193,-0.593574,26.0,3.08277,26.0,1.49588,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.61512,8.43397,3.51319,1.38468,1.39234,1.70295,1463.0,1.71473,2.20699,2.27117,3342.0,3463.81,4372.18,29.0,42.0,26.0,0.0,2.0,0.103448,2434.0,209.0,2037.0,1.2975,0.937414,11438.0,17180.0,7156.38
instance_68,2.4766,13.699,5.94959,0.0,0.0,0.0,6.33433,1.27848,0.552259,0.0,0.980024,3.09631,2.3028,4909.36,14336.8,1035.0,1051.81,10.6008,1.0,2.0,1.0,4337.0,0.0,0.977462,10843.0,59412.4,25803.4,0.0,0.0,1034.0,0.0,0.0,3303.0,3403.0,0.0,0.0,0.23304,0.0,0.0,0.761586,0.76696,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.41309,0.000230574,-0.602061,229599.0,364.785,229599.0,65.4599,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,2.42078,629.41,339.958,0.974835,5.55736,10.1698,3203.0,0.436668,1.90257,1.93318,5271.0,4886.75,25031.4,22.0,229599.0,229599.0,0.0,2.0,0.285714,1235.0,1035.0,4437.0,0.511607,1.02306,10741.0,2792690.0,1508390.0
instance_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_5,2.78059,9.52003,3.42974,0.0,0.0,0.0,1.79325,0.856931,0.650545,0.0,1.02998,3.18638,1.57639,305.48,625.204,79.0,84.3038,6.35755,2.0,2.0,1.0,237.0,0.0,0.752381,633.0,2256.25,812.848,0.0,0.0,78.0,0.0,0.0,159.0,237.0,0.0,0.0,0.247619,0.0,0.0,0.670886,0.752381,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.477997,0.00421941,-1.31779,79.0,2.22406,79.0,1.12315,5.0,0.0,3.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.09206,35.5206,17.2426,0.396121,1.08984,1.12889,183.0,1.72383,1.83,2.4088,315.0,295.554,1033.97,5.0,83.0,79.0,0.0,2.0,0.666667,181.0,80.0,315.0,0.828571,1.32911,659.0,11189.0,5431.42
instance_90,3.13701,4.23667,1.42985,0.0,0.0,0.0,2.35305,2.20491,0.779699,0.0,1.49634,2.02524,0.695143,462077.0,556332.0,200.0,1331.64,6.65821,1.0,1.0,1.0,342972.0,0.0,1.22108,796364.0,1453060.0,490399.0,70450.0,195600.0,249750.0,0.0,0.0,46416.0,31127.0,0.20541,0.570309,0.889179,0.0,0.0,0.135335,0.110821,0.00145784,0.0,500.0,0.0,2.0,6.0,0.333333,1.74941e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.83052,2.39723,0.903389,3.3622,2.6107,2.38692,207365.0,1.63946,0.0377213,0.59564,310367.0,410299.0,287254.0,404.0,101.0,101.0,0.0,2.0,0.00498753,31744.0,317.0,280877.0,0.114146,0.81895,1075910.0,673327.0,253741.0
instance_3,2.78182,10.0799,3.65225,0.0,0.0,0.0,1.88092,0.838245,0.6359,0.0,1.02796,3.42943,1.79914,355.351,750.758,89.0,94.4757,6.53916,2.0,2.0,1.0,275.0,0.0,0.757576,737.0,2771.99,1004.37,0.0,0.0,88.0,0.0,0.0,187.0,275.0,0.0,0.0,0.242424,0.0,0.0,0.68,0.757576,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.47451,0.00363636,-1.34852,89.0,2.13163,89.0,1.0728,5.0,0.0,3.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.10744,41.7521,19.8518,0.389678,1.05484,1.07807,211.0,1.68971,1.98962,2.51008,363.0,346.253,1259.52,6.0,93.0,89.0,0.0,2.0,0.666667,201.0,90.0,363.0,0.801653,1.32,765.0,15156.0,7206.22
