instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95
instance_12,2.75627,3.18185,1.21657,0.0,0.0,0.0,2.11849,1.86568,0.33199,0.0,1.4762,2.09287,0.825535,10811.3,12679.5,170.0,176.409,7.40939,1.0,2.0,1.0,8497.0,0.0,1.23611,19680.0,27036.2,10337.2,2618.0,1416.0,4757.0,0.0,0.0,1894.0,2117.0,0.308109,0.166647,0.692028,0.0,0.0,0.222902,0.307972,0.0734377,0.0,624.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.40704,2.19625,0.906051,0.945796,1.63497,2.50399,6758.0,1.26425,0.17195,0.650492,8247.0,9695.29,7198.67,19.0,170.0,170.0,0.0,2.0,0.105263,1661.0,940.0,6874.0,0.378382,0.808991,23420.0,15097.0,6228.2
instance_38,2.48312,14.9305,6.11686,0.0,0.0,0.0,2.86457,2.51538,0.0603253,0.0,0.148196,2.81466,0.367529,491.86,1728.91,151.0,784.361,6.30378,1.0,6.30378,3.65189,474.0,0.0,1.20305,1426.0,7077.06,2899.39,0.0,0.0,0.0,0.0,0.0,470.0,394.0,0.0,0.0,0.0,0.0,0.0,0.991561,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.00843882,1.0,0.334749,0.0021097,-1.06383,14030.0,140.718,14030.0,19.8149,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.98731,99.703,61.4825,0.625335,7.05117,11.4622,152.0,1.30004,3.11866,3.77284,391.0,541.993,2316.18,9.0,14030.0,14030.0,0.0,2.0,1.0,182.0,182.0,394.0,0.923858,0.831224,1177.0,39283.0,24224.1
instance_65,2.89333,18.2263,6.62929,0.0,0.0,0.0,1.68808,1.48093,0.0444314,0.0,0.279024,0.305691,0.102158,85.1699,289.691,32.0,213.063,7.02588,2.0,13.3164,4.12159,75.0,0.0,1.0274,226.0,1366.97,497.197,0.0,0.0,0.0,0.0,0.0,72.0,73.0,0.0,0.0,0.0,0.0,0.0,0.96,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.666667,0.04,1.0,0.336406,0.0133333,-1.4785,1001.0,10.8983,1001.0,7.93809,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,2.9726,91.8493,37.729,0.44883,1.24693,3.0314,8.0,2.13953,0.858155,2.2147,112.0,100.062,408.186,6.0,1001.0,1001.0,0.0,3.0,3.0,184.0,130.0,73.0,4.30137,0.973333,217.0,6705.0,2754.22
instance_95,2.8339,9.5335,3.22376,0.0,0.0,0.0,2.29389,5.13632,0.875814,0.0,1.31415,4.44301,2.26161,1117.21,2195.2,191.0,1453.25,10.7964,2.0,2.0,1.0,885.0,0.0,0.987723,2453.0,8437.15,2853.03,0.0,0.0,220.0,0.0,0.0,647.0,676.0,0.0,0.0,0.245536,0.0,0.0,0.731073,0.754464,0.0,0.0,0.0,0.0,1.0,18.0,0.0555556,0.020339,1.0,0.357257,0.00112994,-1.37238,7442110.0,447.675,7442110.0,29.7472,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.79911,16623.9,12464.0,0.468343,15.0157,19.9534,761.0,1.64999,3.09673,2.99575,951.0,1222.23,3443.88,10.0,7442110.0,7442110.0,0.0,2.0,0.333333,246.0,328.0,896.0,0.640625,1.01243,2508.0,14895000.0,11167800.0
instance_86,3.03951,3.88293,1.33339,0.0,0.0,0.0,1.23507,1.40138,0.605716,0.0,1.55262,2.14606,0.757453,47303.6,56024.6,60.0,297.252,4.9542,1.0,1.0,1.0,34679.0,0.0,1.21124,81520.0,134656.0,46240.5,7485.0,18780.0,25575.0,0.0,0.0,5558.0,3056.0,0.215837,0.541538,0.893263,0.0,0.0,0.16027,0.106737,0.00432538,0.0,150.0,0.0,2.0,6.0,0.333333,0.000173015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.68157,2.43058,0.929637,1.86677,1.81894,2.00509,21270.0,1.68037,0.102802,0.651926,31172.0,41923.8,30081.2,121.0,101.0,50.5,0.0,2.0,0.0165289,3253.0,149.0,28631.0,0.118822,0.825601,105407.0,69590.0,26616.4
instance_85,2.94712,2.95185,1.00074,0.0,0.0,0.0,0.488125,0.49928,0.0166215,0.0,1.18798,1.1902,0.000503628,48240.6,48270.6,25.0,58.0482,2.32193,1.0,1.0,1.0,32637.0,0.0,2.06825,96231.0,96339.7,32661.2,2188.0,1616.0,12840.0,0.0,0.0,27465.0,2940.0,0.0670405,0.0495144,0.813688,0.0,0.0,0.84153,0.186312,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880.0,1.30511,0.0440063,0.493224,15065.0,23081.6,15880.5,153.0,5.0,5.0,0.0,2.0,0.0130719,693.0,69.0,15780.0,0.048289,0.4835,96185.0,31788.0,14040.5
instance_35,2.88255,7.53884,2.81203,0.0,0.0,0.0,0.871095,1.4102,0.814154,15.0,1.29551,2.84316,1.79854,387.244,751.52,14.0,119.797,15.9773,2.0,2.0,1.0,298.0,0.0,1.04561,852.0,2246.57,837.984,54.0,14.0,236.0,0.0,0.0,228.0,49.0,0.181208,0.0469799,0.82807,0.0,0.0,0.765101,0.17193,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00671141,1.0,0.331781,0.0033557,-0.531786,64513.0,56.369,64513.0,9.32762,0.0,5.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,3.01404,1144.48,685.105,1.25656,5.93602,6.90035,269.0,0.735642,1.03036,0.876457,283.0,348.62,660.135,28.0,64513.0,64513.0,0.0,2.0,0.25,28.0,211.0,285.0,0.838596,0.956376,859.0,326176.0,195255.0
instance_96,2.74359,8.69044,3.07143,0.0,0.0,0.0,0.276452,0.455993,0.399221,0.0,0.996694,3.32839,1.8379,110.418,223.1,8.0,14.5601,6.04439,2.0,2.0,1.0,78.0,0.0,0.438202,224.0,677.854,239.572,0.0,8.0,16.0,0.0,0.0,69.0,162.0,0.0,0.102564,0.0898876,0.0,0.0,0.884615,0.910112,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0128205,1.0,0.831776,0.0128205,-0.139393,66.0,7.42604,66.0,4.26291,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.20225,8.88764,4.27512,1.20684,1.50743,1.87317,69.0,4.6498,2.58123,5.75536,264.0,103.406,296.712,7.0,66.0,66.0,0.0,1.0,0.857143,176.0,89.0,178.0,1.48876,2.28205,214.0,1582.0,760.971
instance_97,2.29793,4.73318,2.12795,0.0,0.0,0.0,0.364678,1.09354,0.680621,0.0,0.856289,2.17891,1.44453,11487.5,19140.6,16.0,107.892,6.84799,2.0,2.0,1.0,9905.0,0.0,1.4215,24055.0,46882.1,21077.3,2676.0,3128.0,6620.0,0.0,0.0,4099.0,348.0,0.270167,0.3158,0.950057,0.0,0.0,0.413831,0.0499426,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.000201918,1.0,0.306138,0.000100959,-0.244747,299.0,86.7844,299.0,17.1486,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.2665,3.44532,1.29525,2.83502,5.0024,5.58117,6634.0,0.823144,0.384949,0.776803,12938.0,8253.43,7386.5,198.0,299.0,299.0,0.0,1.0,0.133333,629.0,5990.0,6968.0,0.949914,0.703483,22761.0,24007.0,9025.32
instance_3,2.78182,10.0799,3.65225,0.0,0.0,0.0,1.88092,0.838245,0.6359,0.0,1.02796,3.42943,1.79914,355.351,750.758,89.0,94.4757,6.53916,2.0,2.0,1.0,275.0,0.0,0.757576,737.0,2771.99,1004.37,0.0,0.0,88.0,0.0,0.0,187.0,275.0,0.0,0.0,0.242424,0.0,0.0,0.68,0.757576,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.47451,0.00363636,-1.34852,89.0,2.13163,89.0,1.0728,5.0,0.0,3.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.10744,41.7521,19.8518,0.389678,1.05484,1.07807,211.0,1.68971,1.98962,2.51008,363.0,346.253,1259.52,6.0,93.0,89.0,0.0,2.0,0.666667,201.0,90.0,363.0,0.801653,1.32,765.0,15156.0,7206.22
instance_88,3.04109,3.89295,1.33518,0.0,0.0,0.0,1.23429,1.40003,0.608322,0.0,1.554,2.14788,0.760872,47341.0,56090.6,60.0,297.252,4.9542,1.0,1.0,1.0,34682.0,0.0,1.21134,81529.0,135015.0,46306.6,7485.0,18780.0,25575.0,0.0,0.0,5561.0,3056.0,0.215818,0.541491,0.893263,0.0,0.0,0.160343,0.106737,0.00432501,0.0,150.0,0.0,2.0,6.0,0.333333,0.000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.6838,2.4338,0.930163,1.87318,1.82135,2.00469,21270.0,1.68144,0.102056,0.653575,31172.0,41925.6,30089.6,124.0,101.0,50.5,0.0,2.0,0.0165289,3253.0,141.0,28631.0,0.118543,0.825529,105471.0,69682.0,26631.5
instance_63,2.78947,17.8368,6.61503,0.0,0.0,0.0,1.33078,1.26808,0.0567495,0.0,0.380891,0.380891,0.127419,65.8704,221.052,26.0,173.113,7.02588,2.0,13.3164,3.82911,57.0,0.0,1.11765,172.0,1016.7,377.057,0.0,0.0,0.0,0.0,0.0,54.0,51.0,0.0,0.0,0.0,0.0,0.0,0.947368,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.666667,0.0526316,1.0,0.320755,0.0175439,-1.51767,1001.0,9.70736,1001.0,6.80384,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,3.11765,103.118,45.7193,0.447558,1.27977,2.97139,8.0,2.34733,0.761105,2.43614,84.0,74.1553,297.612,6.0,1001.0,1001.0,0.0,2.0,2.0,126.0,96.0,51.0,4.35294,0.894737,159.0,5259.0,2331.68
instance_45,4.21071,20.3746,3.37074,0.0,0.0,0.0,1.14049,2.01686,0.817423,0.0,1.72205,2.15069,1.32999,2382.0,4013.57,57.0,684.02,12.0004,2.0,2.0,1.0,1400.0,0.0,2.14724,3341.0,28524.5,4719.03,90.0,549.0,363.0,0.0,0.0,397.0,289.0,0.0642857,0.392143,0.556748,0.0,0.0,0.283571,0.443252,0.0,0.0,0.0,0.0,1.0,364.0,0.00274725,0.26,1.0,0.110602,0.000714286,-1.16388,13651.0,17.7209,13651.0,7.75888,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,9.04141,770.334,68.0001,0.764165,2.15506,8.03137,369.0,2.79624,0.701652,1.56049,1417.0,1756.1,1973.78,57.0,13651.0,13651.0,0.0,2.0,0.0350877,1024.0,817.0,652.0,2.82362,0.465714,5895.0,502258.0,44336.1
instance_78,3.27273,23.0741,6.0336,0.0,0.0,0.0,2.64688,3.36617,0.540854,0.0,1.07629,5.49867,3.11128,334.618,936.031,103.0,937.93,12.2706,1.0,1.0,1.0,264.0,0.0,1.22222,797.0,6091.55,1592.87,43.0,7.0,30.0,0.0,0.0,188.0,186.0,0.162879,0.0265152,0.138889,0.0,0.0,0.712121,0.861111,0.0606061,0.0,16.0,0.0,2.0,3.0,0.666667,0.0113636,49.0,12.25,0.185606,11.0938,2949.0,2.51646,60.1837,0.925111,5.0,0.0,2.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,1171.88,331.729,1.01408,1.63922,1.71787,178.0,2.25514,4.38649,5.11021,284.0,366.26,1524.15,49.0,4941.0,2470.5,0.0,2.0,0.105263,311.0,340.0,216.0,3.01389,0.818182,864.0,253127.0,71653.6
instance_36,2.77143,15.5127,5.65173,0.0,0.0,0.0,1.79707,1.68945,0.0949574,0.0,0.432602,2.63299,0.934466,192.935,628.154,54.0,261.292,5.88264,1.0,2.0,1.0,175.0,0.0,1.23239,530.0,2714.73,989.054,1.0,0.0,2.0,0.0,0.0,170.0,140.0,0.00571429,0.0,0.0140845,0.0,0.0,0.971429,0.985915,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0228571,1.0,0.292784,0.00571429,-0.872446,4001.0,53.1421,4001.0,11.8584,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.41549,75.2887,46.764,0.810614,4.39706,7.12427,57.0,1.45361,2.68902,3.50755,200.0,205.686,769.199,12.0,4001.0,4001.0,0.0,2.0,1.0,123.0,184.0,142.0,2.16197,0.811429,485.0,10691.0,6640.49
instance_30,5.13006,10.021,2.22451,0.0,0.0,0.0,2.72975,1.89824,0.760528,0.0,1.90044,3.14621,1.59082,1973.8,2961.77,92.0,310.664,7.87652,1.0,1.0,1.0,1261.0,0.0,1.12791,3798.0,12636.5,2805.11,343.0,174.0,783.0,0.0,0.0,622.0,335.0,0.272006,0.137986,0.700358,0.0,0.0,0.493259,0.299642,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00158604,4.0,0.691297,0.00317209,-0.193758,225.0,24.6811,56.25,5.51093,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.78623,9.11628,1.59914,1.59324,4.29712,4.66671,949.0,1.63615,0.757836,1.18764,1057.0,1793.26,1397.25,51.0,235.0,117.5,0.0,1.0,0.0645161,302.0,489.0,1118.0,0.707513,0.886598,6469.0,10192.0,1787.84
instance_40,2.91928,18.1593,6.28698,0.0,0.0,0.0,3.21214,3.0325,0.0630091,0.0,0.156111,3.0464,0.356751,470.552,1652.06,151.0,807.387,6.49185,1.0,6.49185,4.03841,446.0,0.0,1.13198,1342.0,8099.05,2803.99,0.0,0.0,0.0,0.0,0.0,442.0,394.0,0.0,0.0,0.0,0.0,0.0,0.991031,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.00896861,1.0,0.302611,0.00224215,-0.936989,17129.0,147.062,17129.0,19.8157,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.30457,116.475,72.3319,0.744287,7.37103,11.8969,152.0,1.37509,3.22311,3.85872,572.0,567.897,2384.91,10.0,17129.0,17129.0,0.0,3.0,1.5,363.0,544.0,394.0,2.30203,0.883408,1302.0,45891.0,28498.8
instance_26,9.0,12.4634,1.85394,0.0,0.0,0.0,2.63214,2.4954,0.879586,0.0,1.584,2.98531,1.34622,619.2,856.248,92.0,313.97,7.81378,1.0,1.0,1.0,424.0,0.0,0.931868,1124.0,5284.5,786.072,180.0,0.0,120.0,0.0,0.0,122.0,335.0,0.424528,0.0,0.263736,0.0,0.0,0.287736,0.736264,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.00471698,4.0,0.476939,0.00943396,-0.387345,215.0,11.4697,53.75,3.42871,0.0,0.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,8.38681,18.7451,4.40236,1.35038,3.05353,3.24171,292.0,1.90386,1.34483,1.92263,394.0,930.39,742.071,31.0,225.0,112.5,0.0,1.0,0.0645161,314.0,475.0,455.0,1.73407,1.07311,3816.0,8529.0,2003.08
instance_4,2.78519,10.0202,3.61782,0.0,0.0,0.0,1.87401,0.843925,0.639246,0.0,1.02867,3.63654,1.77733,349.165,733.536,88.0,93.4594,6.55459,2.0,2.0,1.0,270.0,0.0,0.756303,723.0,2705.45,976.81,0.0,0.0,87.0,0.0,0.0,183.0,270.0,0.0,0.0,0.243697,0.0,0.0,0.677778,0.756303,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.474734,0.0037037,-1.28191,88.0,2.13991,88.0,1.07334,5.0,0.0,3.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.10644,41.1232,19.6261,0.409751,1.06202,1.07732,207.0,1.68418,2.10792,2.65545,357.0,339.135,1229.76,7.0,94.0,88.0,0.0,2.0,0.666667,199.0,89.0,357.0,0.806723,1.32222,752.0,14681.0,7006.5
instance_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instance_100,2.4261,4.89063,1.86595,0.0,0.0,0.0,0.795546,1.29454,0.42647,0.0,0.636943,3.20399,1.60536,1636.28,2738.14,33.0,50.3438,5.78136,2.0,1.0,0.5,1448.0,0.0,1.41961,3837.0,7081.63,2701.89,194.0,431.0,847.0,0.0,0.0,822.0,173.0,0.133978,0.297652,0.830392,0.0,0.0,0.56768,0.169608,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.000690608,1.0,0.29035,0.000690608,-0.506131,12.0,3.20587,12.0,1.13249,0.0,0.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,3.44412,3.74314,1.35937,1.40211,1.94781,2.35677,845.0,1.66802,1.13764,0.888445,1852.0,1375.92,1310.54,43.0,56.0,28.0,0.0,1.0,0.0952381,602.0,509.0,1020.0,1.08922,0.70442,3513.0,3818.0,1386.56
instance_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
