instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_1075,19.68,0.2,34.0,4.48,44.64,0.24,1.0,20.72
instance_480,28800.0,4.56,28800.0,791.04,28800.0,4.52,46.28,28800.0
instance_92,69.16,126.96,93.88,34.76,88.52,189.64,323.28,85.16
instance_415,28800.0,28800.0,28800.0,1037.32,28800.0,28800.0,5115.0,28800.0
instance_136,173.32,28800.0,93.88,28800.0,220.28,28800.0,28800.0,108.36
instance_530,98.12,1162.16,39.6,12.84,72.92,2218.92,1.92,41.36
instance_16,39.92,28800.0,14.6,28800.0,32.36,28800.0,28800.0,28.48
instance_773,64.64,271.88,94.28,88.24,108.36,577.52,4.84,74.76
instance_777,1652.52,28800.0,1335.2,5333.96,1200.28,28800.0,353.52,1481.52
instance_323,23.76,1.08,4.64,274.0,23.48,11.92,3.12,2.0
instance_547,589.88,28800.0,812.52,4431.28,714.96,28800.0,309.8,478.4
instance_76,53.2,28800.0,92.0,28800.0,136.84,28800.0,28800.0,32.84
instance_1178,28800.0,4.96,28800.0,38.0,28800.0,4.84,9.24,28800.0
instance_368,2.08,46.8,0.6,6.0,1.36,45.96,0.68,1.44
instance_1045,28800.0,958.2,28800.0,715.2,28800.0,964.32,3302.48,28800.0
instance_470,4.24,28800.0,0.32,55.6,0.88,28800.0,1.92,3.04
instance_206,25.44,28800.0,17.32,219.68,28.88,28800.0,293.36,24.64
instance_637,6943.32,28800.0,1435.08,28800.0,2459.2,28800.0,28800.0,4572.12
instance_350,6.6,76.56,2.64,13.2,5.64,129.72,127.6,3.96
instance_616,3.36,575.12,3.16,50.08,6.44,28800.0,2.52,2.56
instance_1074,168.12,1.64,741.08,39.28,791.04,28800.0,28.08,134.28
instance_334,51.0,1.36,32.72,200.04,66.56,11.76,5.04,22.32
instance_24,3.12,28800.0,0.92,108.76,2.0,28800.0,2.24,2.68
instance_684,113.68,854.4,124.16,109.72,108.24,862.0,236.08,99.56
instance_167,11.68,113.56,7.6,6701.68,16.44,157.72,3.28,9.84
instance_527,126.0,1136.36,58.32,7085.04,61.0,2248.28,1.92,101.6
instance_629,50.08,1330.16,63.0,561.2,80.88,28800.0,961.08,31.36
instance_1125,29.4,28800.0,6.56,63.12,9.36,28800.0,14.72,9.28
instance_952,1528.28,28800.0,636.32,28800.0,806.96,28800.0,28800.0,1028.32
instance_896,140.6,28800.0,91.12,28800.0,225.36,28800.0,2022.2,74.2
instance_133,5397.12,28800.0,2810.52,28800.0,2885.24,28800.0,28800.0,6640.36
instance_351,3.68,104.64,0.52,44.72,3.72,152.24,3.64,1.88
instance_905,63.48,70.92,124.44,14.8,112.96,76.4,381.96,58.68
instance_360,33.24,477.4,24.48,7.96,40.64,618.44,284.72,20.64
instance_35,256.12,28800.0,222.92,235.68,221.48,28800.0,28800.0,211.76
instance_296,44.56,28800.0,42.24,28800.0,63.76,28800.0,21636.76,25.56
instance_813,27.88,3.68,67.28,22.64,77.12,3.68,3.76,35.92
instance_670,5228.6,28800.0,6090.96,28800.0,6667.32,28800.0,28800.0,6175.8
instance_631,1.12,28800.0,0.16,39.16,0.72,28800.0,3.4,1.24
instance_799,444.44,28800.0,696.04,28800.0,1419.88,28800.0,7714.4,382.64
instance_627,14.72,725.36,25.16,28800.0,32.72,28800.0,64.52,7.76
instance_978,7411.4,28800.0,3748.36,28800.0,3814.8,28800.0,28800.0,16421.68
instance_583,20.92,28800.0,6.88,28800.0,39.32,28800.0,523.12,5.68
instance_1097,2954.36,28800.0,1251.64,350.88,1608.48,28800.0,3.12,2300.6
instance_201,10.44,5.52,9.16,27.36,13.4,5.2,3.88,6.4
instance_209,45.96,28800.0,20.52,257.84,30.2,28800.0,271.12,33.92
instance_41,16.72,28800.0,8.72,71.36,15.52,28800.0,1469.52,14.08
instance_232,6938.0,28800.0,4072.6,2177.52,5953.08,28800.0,2922.12,4879.08
instance_474,8.92,2359.76,3.8,94.68,6.68,28800.0,41.76,5.48
instance_801,13.52,28800.0,40.92,67.72,98.36,28800.0,118.72,24.96
instance_185,86.0,28800.0,146.2,28800.0,201.48,28800.0,368.12,61.4
instance_405,30.64,521.44,29.8,88.96,51.56,630.92,270.48,25.24
instance_819,10.96,28800.0,10.68,2010.76,15.32,28800.0,6.96,10.24
instance_1126,28.2,28800.0,4.44,11.76,12.4,28800.0,87.16,13.24
instance_685,24.64,4.0,14.96,7.88,21.04,4.4,1.8,18.76
instance_715,10305.8,19.64,20268.92,63.4,20996.96,19.44,47.28,11520.84
instance_887,121.96,238.16,93.64,196.56,107.04,224.44,2.72,53.28
instance_861,206.0,3.56,299.04,17.84,321.48,3.6,5.48,229.28
instance_70,28800.0,28800.0,28800.0,11167.8,28800.0,28800.0,28800.0,28800.0
instance_597,26535.32,28800.0,10525.96,1948.04,9521.36,28800.0,627.52,19114.36
instance_326,9.04,16.0,1.44,374.64,13.96,26.16,4.08,3.44
instance_858,48.84,28800.0,237.28,28800.0,279.6,28800.0,28800.0,56.96
instance_37,868.2,28800.0,1017.92,602.44,1362.8,28800.0,28800.0,796.96
instance_97,193.0,82.88,216.64,47.12,227.12,149.88,392.76,198.6
instance_859,45.16,5.4,62.64,11.52,68.0,5.48,3.52,48.12
instance_789,36.92,1.32,25.76,23.52,41.0,1.2,3.64,23.88
instance_695,6613.12,28800.0,1615.32,28800.0,1841.6,28800.0,28800.0,3736.16
instance_1161,82.44,0.48,71.36,5.2,79.8,0.48,1.2,118.24
instance_414,1241.88,28800.0,1257.32,285.68,1159.44,28800.0,28800.0,1214.92
instance_988,27.04,2394.64,8.56,243.6,26.84,2217.6,266.64,7.08
instance_483,28800.0,133.4,28800.0,28800.0,28800.0,145.64,906.76,28800.0
instance_892,24.4,28800.0,11.28,28800.0,31.48,28800.0,28800.0,19.68
instance_551,886.56,2847.68,892.4,660.56,825.52,28800.0,348.48,838.72
instance_586,178.16,28800.0,433.56,28800.0,786.88,28800.0,28800.0,163.56
instance_1104,3.76,28800.0,0.84,237.96,1.16,28800.0,8.96,2.56
instance_53,16625.36,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,12734.8
instance_377,52.24,1251.48,39.72,78.0,47.24,1376.64,327.12,30.0
instance_927,10046.96,437.84,22104.44,82.72,23376.48,415.12,715.72,11408.56
instance_445,0.8,28800.0,0.12,24.48,0.64,28800.0,0.72,0.48
instance_1082,0.8,28800.0,0.08,31.8,0.32,28800.0,4.08,0.24
instance_929,28800.0,28800.0,28800.0,2476.52,28800.0,28800.0,2494.96,28800.0
instance_225,405.52,28800.0,740.6,577.56,607.72,28800.0,7728.8,299.52
instance_851,25.6,28800.0,8.88,28800.0,41.76,28800.0,28800.0,25.96
instance_192,4720.8,28800.0,2569.4,28800.0,2607.36,28800.0,1831.32,1772.76
instance_562,12.4,33.56,14.2,118.56,19.96,32.48,1.32,5.64
instance_469,7.64,28800.0,4.92,460.64,12.16,28800.0,143.68,8.32
instance_691,87.2,28800.0,199.0,28800.0,230.6,28800.0,23811.6,101.6
instance_871,49.2,24.08,49.28,536.6,41.76,23.2,3.92,35.64
instance_71,1135.8,573.36,1126.36,160.64,1219.0,948.76,332.16,991.64
instance_311,2013.76,28800.0,950.04,28800.0,1092.6,28800.0,28800.0,1915.4
instance_361,40.84,524.44,22.28,5.28,48.08,660.24,301.24,23.16
instance_835,2083.84,2094.08,2774.8,148.84,2576.8,2263.0,2831.36,2752.44
instance_50,870.24,28800.0,1450.88,2521.84,2334.92,28800.0,6417.16,787.24
instance_248,339.32,0.16,244.6,12.24,270.56,1.64,3.56,623.6
instance_661,307.04,1114.04,408.6,39.28,419.84,924.48,347.32,336.16
instance_338,3594.88,43.84,4868.36,181.64,4473.28,60.68,759.96,5216.16
instance_718,28800.0,8728.04,28800.0,579.68,28800.0,28800.0,641.44,28800.0
instance_918,20781.0,28800.0,11564.44,28800.0,9327.24,28800.0,25015.56,28800.0
instance_1179,28800.0,7.72,28800.0,52.16,28800.0,8.16,20.4,28800.0
instance_1037,942.28,160.4,1153.16,65.76,962.56,151.0,430.28,863.68
instance_1145,26.88,28800.0,8.32,75.28,12.56,28800.0,3.92,9.96
instance_636,2.8,1138.4,1.56,33.28,6.92,1169.72,4.36,0.8
instance_805,63.12,28800.0,344.56,28800.0,339.84,28800.0,28800.0,123.48
instance_219,28800.0,28800.0,28800.0,2209.52,28800.0,28800.0,28800.0,28800.0
instance_290,20.24,28800.0,46.84,28800.0,43.52,28800.0,124.56,14.04
instance_380,13238.0,1164.2,6958.56,151.84,8837.0,1491.2,643.56,17382.84
instance_1056,28800.0,399.6,28800.0,1515.4,28800.0,519.6,16199.0,28800.0
instance_186,1913.0,28800.0,1599.36,28800.0,1799.76,28800.0,28800.0,1715.4
instance_280,3.2,28800.0,0.12,13.4,0.96,28800.0,1.12,0.6
instance_14,26.2,28800.0,16.6,28800.0,33.04,28800.0,28800.0,18.16
instance_959,1175.56,28800.0,1180.24,4282.04,1165.88,28800.0,7090.28,1362.76
instance_475,13.36,2415.56,5.24,953.72,9.52,28800.0,133.48,8.28
instance_674,1387.96,28800.0,917.96,3469.12,947.88,28800.0,1007.4,1082.36
instance_106,1.36,40.88,0.36,56.88,1.28,59.16,4.12,0.8
instance_277,2.56,182.2,0.84,27.52,1.72,435.04,2.04,4.24
instance_256,28800.0,26.96,28800.0,222.52,28800.0,47.04,553.4,28800.0
instance_1000,596.32,28800.0,640.0,28800.0,613.12,28800.0,347.92,674.16
instance_865,3.8,28800.0,1.2,580.92,3.56,28800.0,576.44,2.24
instance_759,75.56,183.96,134.48,23.28,123.2,174.76,87.36,69.96
instance_417,5199.88,28800.0,4046.96,28800.0,4340.36,28800.0,981.4,5370.68
instance_214,211.48,28800.0,315.84,637.28,260.08,28800.0,631.52,198.56
instance_806,116.4,28800.0,126.4,28800.0,215.88,28800.0,28800.0,121.28
instance_305,209.44,28800.0,135.04,28800.0,164.6,28800.0,28800.0,121.48
instance_289,4.2,28800.0,0.32,83.48,1.56,28800.0,4.68,2.8
instance_864,353.12,28800.0,220.24,28800.0,407.44,28800.0,28800.0,303.4
instance_1057,418.04,51.64,372.04,98.56,343.24,50.08,2.48,315.36
instance_396,332.4,2018.12,200.76,724.28,236.6,2790.2,449.52,268.08
instance_867,85.96,28800.0,63.64,28800.0,231.64,28800.0,28800.0,94.56
instance_794,441.64,16.12,591.6,171.6,519.24,15.48,29.0,417.84
instance_493,28800.0,163.92,28800.0,19457.32,28800.0,176.32,807.6,28800.0
instance_673,80.04,57.52,186.76,28800.0,163.0,57.76,11.76,95.24
instance_516,106.0,28800.0,264.2,28800.0,308.28,28800.0,7526.2,108.56
instance_1009,1.64,30.88,0.24,411.52,1.84,29.36,0.96,0.88
instance_1064,28800.0,28800.0,10082.16,28800.0,11441.84,28800.0,28800.0,28800.0
instance_1124,14.0,28800.0,13.28,40.72,10.0,28800.0,6.84,10.76
instance_683,273.08,3017.0,291.84,6291.76,226.36,3456.84,376.28,159.0
instance_352,4.16,109.84,1.4,24.32,4.24,148.36,0.88,1.76
instance_897,48.76,28800.0,43.48,28800.0,65.12,28800.0,8135.88,45.8
instance_1110,1678.4,28800.0,7.48,28800.0,5.56,28800.0,16.04,1301.92
instance_1016,9.92,28800.0,2.6,86.88,28.68,28800.0,1.0,8.8
instance_389,46.2,2098.88,27.88,2854.44,47.56,2273.4,350.76,20.64
instance_604,15.72,28800.0,10.76,311.32,12.08,28800.0,122.52,11.72
instance_999,604.08,19.2,763.36,4220.8,845.28,21.32,8.64,507.8
instance_421,13.2,1.04,48.0,5.2,42.56,0.92,1.48,34.36
instance_281,300.28,28800.0,281.72,28800.0,383.72,28800.0,28800.0,279.76
instance_1095,20289.08,28800.0,18741.52,28800.0,15429.28,28800.0,89.6,24603.64
instance_498,28800.0,266.04,28800.0,28800.0,28800.0,286.36,1726.16,28800.0
instance_742,193.24,28800.0,439.88,28800.0,621.0,28800.0,28800.0,215.32
instance_343,28800.0,730.8,28800.0,1851.84,28800.0,916.84,28800.0,28800.0
instance_913,49.56,28800.0,75.28,74.48,99.84,28800.0,11.88,44.48
instance_625,2.92,844.28,1.92,56.04,4.52,28800.0,1.36,2.16
instance_329,19.68,8.2,1.68,239.12,42.6,23.84,4.12,5.0
instance_449,1.56,28800.0,0.24,15.2,0.84,28800.0,0.92,1.68
instance_116,20.88,62.32,40.8,33.96,55.04,595.08,6.88,20.0
instance_205,26.8,28800.0,20.44,247.32,20.36,28800.0,289.12,20.16
instance_29,24.84,28800.0,5.92,48.8,20.16,28800.0,4245.92,10.4
instance_312,28800.0,28800.0,2070.44,28800.0,2022.72,28800.0,28800.0,9705.0
instance_1027,80.72,28800.0,83.64,28800.0,56.44,28800.0,28800.0,49.48
instance_369,4.4,279.68,2.0,71.68,7.24,323.6,245.68,3.68
instance_435,973.64,1.04,1830.12,13.04,1750.68,1.6,4.2,924.68
instance_538,1370.48,1127.08,409.16,6031.68,454.24,2232.48,2.08,800.88
instance_197,7.36,1.92,1.08,24.24,1.84,1.72,2.96,3.6
instance_367,28800.0,919.52,28800.0,37.76,28800.0,1325.28,1371.04,28800.0
instance_1061,28800.0,3656.88,28800.0,5266.12,28800.0,7414.84,28800.0,28800.0
instance_159,408.04,379.64,19.28,111.96,22.08,381.12,18.84,380.6
instance_1123,1.44,28800.0,0.56,21.6,0.96,28800.0,2.24,1.76
instance_161,2.4,133.68,2.24,67.72,1.96,219.84,2.16,2.16
instance_67,28800.0,28800.0,28800.0,1776.16,28800.0,28800.0,28800.0,28800.0
instance_1120,28800.0,28800.0,28800.0,3296.72,28800.0,28800.0,10380.96,28800.0
instance_536,432.28,1308.28,601.52,21.6,515.04,3059.64,2.12,382.8
instance_198,2.48,1.84,1.04,24.28,2.16,1.76,3.08,5.44
instance_1012,2527.0,28800.0,4369.2,1811.56,4295.36,28800.0,678.48,2880.12
instance_937,28663.88,28800.0,20292.72,28800.0,24317.04,28800.0,28800.0,28800.0
instance_121,11623.68,32.12,2544.36,109.64,2651.36,32.64,7.84,9586.44
instance_217,8386.04,28800.0,5118.52,409.48,4943.76,28800.0,343.16,10264.08
instance_654,72.92,425.16,140.92,33.68,125.88,523.84,5.2,82.32
instance_796,9.32,28800.0,0.8,142.96,4.32,28800.0,17132.12,3.88
instance_60,875.44,28800.0,1820.6,173.76,1536.24,28800.0,86.72,1247.48
instance_1032,91.2,8.24,112.8,30.48,84.4,8.08,5.2,99.48
instance_611,1.52,28800.0,0.44,76.8,0.44,28800.0,3.2,0.96
instance_494,868.6,0.48,500.36,420.88,593.12,0.52,20.76,1229.56
instance_317,28800.0,7.04,28800.0,55.88,28800.0,8.52,26.8,28800.0
instance_1039,582.88,28800.0,379.64,10978.6,338.32,28800.0,334.08,374.96
instance_933,297.8,3316.12,1842.56,1418.56,3335.88,3330.48,358.56,277.68
instance_1108,17.76,28800.0,1.36,179.48,2.52,28800.0,7.56,8.8
instance_885,1890.64,28800.0,1497.88,28800.0,1435.24,28800.0,28800.0,1764.68
instance_686,117.92,28800.0,271.04,28800.0,217.24,28800.0,28800.0,104.44
instance_626,7.76,983.48,3.24,118.52,6.32,28800.0,8.84,4.88
instance_149,471.84,28800.0,378.28,28800.0,442.68,28800.0,28800.0,301.52
instance_394,79.28,2437.44,49.88,1814.68,91.64,2781.4,386.16,62.32
instance_1071,204.24,1.44,821.32,39.52,914.44,28800.0,23.52,252.24
instance_203,25.12,2533.56,14.4,185.88,14.48,2948.12,233.16,19.32
instance_662,57.32,28800.0,116.32,28800.0,160.8,28800.0,8458.68,86.6
instance_432,860.32,1.32,2226.48,13.56,2244.64,1.92,4.4,847.64
instance_257,2.0,358.28,0.72,18.28,1.64,1163.8,1.24,0.88
instance_745,13.4,28800.0,5.36,28800.0,16.72,28800.0,119.0,7.36
instance_472,7.0,2135.52,1.52,76.04,2.88,28800.0,17.08,6.36
instance_3,8136.52,28800.0,5462.28,248.96,6692.16,28800.0,186.0,5419.24
instance_860,7.4,28800.0,3.84,28800.0,11.88,28800.0,1916.0,3.96
instance_385,6.72,315.52,1.96,35.4,6.28,361.84,244.36,4.68
instance_374,10.48,626.44,6.72,79.64,12.32,682.28,259.24,6.08
instance_139,3271.56,28800.0,250.04,28800.0,286.88,28800.0,28800.0,2520.6
instance_1054,28800.0,63.36,28800.0,155.24,28800.0,87.08,582.12,28800.0
instance_521,1.68,28800.0,0.16,28800.0,0.68,28800.0,21.6,1.0
instance_502,28800.0,2.0,28800.0,490.88,28800.0,1.96,31.84,28800.0
instance_930,56.28,28800.0,107.52,1502.8,172.12,28800.0,297.32,84.04
instance_939,103.28,28800.0,356.04,28800.0,353.72,28800.0,28800.0,105.76
instance_535,178.76,1122.72,28.24,5869.92,99.04,2049.2,1.92,176.76
instance_5,28800.0,28800.0,28800.0,4044.2,28800.0,28800.0,28800.0,28800.0
instance_820,11.68,28800.0,1.56,28800.0,14.76,28800.0,28800.0,5.2
instance_452,2425.4,7238.6,1483.52,868.32,1701.52,28800.0,1830.24,2284.6
instance_723,15.88,1.76,34.0,7.84,33.12,2.24,1.96,12.24
instance_594,4690.96,28800.0,4129.52,28800.0,2900.44,28800.0,28800.0,6405.56
instance_51,735.0,28800.0,453.84,2461.76,533.64,28800.0,28800.0,514.92
instance_567,28800.0,293.84,28800.0,502.52,28800.0,298.08,539.48,28800.0
instance_940,43.28,8.6,69.08,12.64,100.96,8.32,4.08,29.92
instance_599,9.24,28800.0,5.88,405.0,9.6,28800.0,159.12,8.84
instance_1127,21.04,28800.0,8.04,1846.04,10.92,28800.0,100.68,21.8
instance_486,28800.0,27.92,28800.0,1450.6,28800.0,30.84,161.44,28800.0
instance_590,9353.44,28800.0,12850.04,28800.0,10410.96,28800.0,28800.0,11012.0
instance_1060,28800.0,1019.16,28800.0,858.12,28800.0,1913.72,27353.24,28800.0
instance_221,28800.0,28800.0,28800.0,3142.76,28800.0,28800.0,28800.0,28800.0
instance_196,787.76,28800.0,618.48,28800.0,698.28,28800.0,543.64,564.84
instance_1163,52.96,0.04,38.16,4.12,47.4,0.08,0.8,32.52
instance_1068,20.2,28800.0,19.68,28800.0,23.36,28800.0,23.56,16.0
instance_371,7.04,488.0,1.08,67.28,5.8,537.56,252.76,3.24
instance_511,270.88,28800.0,428.16,28800.0,492.64,28800.0,1870.16,212.28
instance_1116,474.32,28800.0,34.24,28800.0,201.84,28800.0,206.28,301.12
instance_292,32.44,28800.0,12.76,28800.0,55.64,28800.0,115.04,13.16
instance_910,55.24,214.52,126.16,304.84,97.76,204.24,145.88,61.52
instance_847,20.72,28800.0,2.24,28800.0,13.76,28800.0,28800.0,7.76
instance_703,25.68,19.92,19.36,10.28,19.92,18.84,2.16,29.92
instance_420,27.56,1.08,39.12,5.12,46.04,0.96,1.48,36.88
instance_283,10.72,28800.0,0.4,20.2,2.16,28800.0,1.32,2.44
instance_299,391.88,28800.0,430.76,28800.0,688.44,28800.0,28800.0,278.16
instance_1063,786.28,28800.0,701.36,28800.0,858.16,28800.0,6486.96,656.4
instance_30,47.68,28800.0,21.32,60.2,37.36,28800.0,8321.04,37.96
instance_427,309.24,28800.0,812.88,28800.0,769.48,28800.0,28800.0,254.32
instance_63,28800.0,28800.0,28800.0,3866.08,28800.0,28800.0,28800.0,28800.0
instance_936,237.36,28800.0,578.72,28800.0,608.16,28800.0,28800.0,259.08
instance_1135,120.64,28800.0,9.84,28800.0,53.96,28800.0,144.36,82.84
instance_227,451.16,28800.0,668.0,28800.0,1195.88,28800.0,9856.52,258.04
instance_996,322.32,28800.0,502.92,28800.0,926.76,28800.0,28800.0,314.24
instance_623,0.4,28800.0,0.12,28.8,0.32,28800.0,1.84,0.2
instance_605,14.2,28800.0,9.56,263.92,14.12,28800.0,125.28,17.08
instance_355,4.64,166.92,0.8,61.88,6.44,189.32,1.04,2.84
instance_401,4396.36,2541.32,5286.36,1110.88,3212.68,3013.8,1032.64,4050.04
instance_130,479.56,28800.0,554.48,28800.0,792.84,28800.0,28800.0,561.72
instance_407,48.36,1087.04,30.08,59.24,39.68,1391.72,297.52,27.6
instance_306,311.6,28800.0,116.28,28800.0,109.44,28800.0,28800.0,350.92
instance_1159,113.04,0.48,76.8,4.8,88.8,0.4,1.04,61.24
instance_556,28800.0,6621.44,28800.0,10292.8,28800.0,28800.0,13792.92,28800.0
instance_301,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,7294.32
instance_540,888.96,1314.2,1905.36,269.32,1171.32,2727.2,2.36,729.24
instance_433,40.28,0.08,34.84,7.52,68.08,0.08,2.0,31.44
instance_321,28800.0,6.92,28800.0,55.72,28800.0,8.32,26.64,28800.0
instance_751,1.08,28800.0,0.96,65.8,1.44,28800.0,25.68,0.88
instance_630,52.0,1455.16,50.64,1286.88,81.16,28800.0,2402.96,39.12
instance_934,13319.96,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,10786.08
instance_992,2112.92,28800.0,2125.92,28800.0,1966.36,28800.0,28800.0,4532.04
instance_1166,210.92,0.48,103.6,5.28,139.2,0.48,1.08,124.96
instance_1154,1754.24,28800.0,1262.76,28800.0,1401.64,28800.0,22988.52,1881.2
instance_174,271.52,329.92,269.48,60.6,272.48,331.0,556.64,331.6
instance_272,402.48,19.2,371.28,88.04,377.32,1263.4,5.32,469.96
instance_869,2.48,2831.28,0.48,41.76,3.0,2711.04,107.92,1.44
instance_328,18.52,1.28,14.68,252.84,41.36,11.84,3.6,5.6
instance_632,67.52,28800.0,100.44,28800.0,116.96,28800.0,4752.68,55.16
instance_980,109.96,28800.0,56.2,28800.0,85.4,28800.0,28800.0,105.12
instance_465,6.68,28800.0,0.48,204.52,1.76,28800.0,7.12,4.4
instance_36,982.64,28800.0,834.4,345.28,1292.04,28800.0,28800.0,395.36
instance_199,7.68,5.24,6.64,27.16,16.64,4.96,4.16,17.32
instance_564,41.48,33.92,56.12,124.0,83.96,34.12,35.84,32.64
instance_140,28800.0,28800.0,5215.2,28800.0,6377.16,28800.0,28800.0,28800.0
instance_737,23.52,28800.0,6.24,28800.0,37.88,28800.0,13668.92,14.44
instance_971,2.76,28800.0,0.72,185.96,2.8,28800.0,5.64,2.12
instance_314,12.32,0.72,19.64,11.76,32.0,1.28,3.8,9.76
instance_264,10.68,545.52,12.08,22.44,20.44,2915.56,3.96,7.96
instance_747,180.76,28800.0,289.6,28800.0,325.6,28800.0,28800.0,152.4
instance_977,6411.28,28800.0,3705.36,28800.0,4177.92,28800.0,28800.0,8201.12
