instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_944,4190.8,28800.0,3700.48,28800.0,3334.28,28800.0,28800.0,2324.56
instance_600,9.56,28800.0,5.6,396.8,8.52,28800.0,162.36,10.6
instance_305,209.44,28800.0,135.04,28800.0,164.6,28800.0,28800.0,121.48
instance_317,28800.0,7.04,28800.0,55.88,28800.0,8.52,26.8,28800.0
instance_968,35.6,8.4,67.88,13.84,69.28,8.6,3.8,40.68
instance_123,28800.0,941.96,28800.0,409.44,28800.0,1399.2,11161.68,28800.0
instance_337,4135.96,39.84,4278.24,172.24,4773.8,56.6,642.68,3359.0
instance_234,28800.0,28800.0,28800.0,3226.2,28800.0,28800.0,28800.0,28800.0
instance_575,3.8,28800.0,1.48,28800.0,4.0,28800.0,33.96,3.52
instance_85,5.4,19.56,3.44,28.12,4.72,25.04,244.24,4.64
instance_905,63.48,70.92,124.44,14.8,112.96,76.4,381.96,58.68
instance_341,28800.0,56.24,28800.0,557.48,28800.0,99.8,1440.92,28800.0
instance_469,7.64,28800.0,4.92,460.64,12.16,28800.0,143.68,8.32
instance_870,79.92,28800.0,35.84,28800.0,78.8,28800.0,28800.0,43.36
instance_338,3594.88,43.84,4868.36,181.64,4473.28,60.68,759.96,5216.16
instance_888,2353.28,28800.0,1631.56,28800.0,1915.8,28800.0,28800.0,1899.24
instance_736,60.4,28800.0,106.56,28800.0,149.76,28800.0,28800.0,67.92
instance_926,1215.84,28800.0,646.6,28800.0,885.08,28800.0,28800.0,916.04
instance_443,28800.0,3468.84,15311.56,2176.8,18619.96,8054.0,13967.28,28800.0
instance_240,72.28,2.44,131.96,25.2,97.12,6.08,11.44,548.48
instance_363,574.12,50.84,305.44,127.56,342.16,70.2,1.92,416.28
instance_383,28800.0,2553.28,28800.0,3440.4,28800.0,2872.32,1618.24,28800.0
instance_315,33.16,0.8,71.6,11.8,116.6,1.84,3.84,24.24
instance_605,14.2,28800.0,9.56,263.92,14.12,28800.0,125.28,17.08
instance_110,3.24,645.64,1.92,76.72,3.24,1138.24,11.32,2.28
instance_526,200.28,906.88,57.96,5753.16,64.36,1533.28,1.96,68.48
instance_592,373.04,28800.0,654.2,28800.0,549.04,28800.0,28800.0,274.96
instance_996,322.32,28800.0,502.92,28800.0,926.76,28800.0,28800.0,314.24
instance_619,261.0,665.0,206.96,171.16,243.4,28800.0,76.0,138.36
instance_680,77.08,113.76,77.4,64.68,63.0,109.28,8.4,59.92
instance_750,8.36,28800.0,2.16,28800.0,6.88,28800.0,3032.84,6.64
instance_106,1.36,40.88,0.36,56.88,1.28,59.16,4.12,0.8
instance_1147,12.44,28800.0,1.68,28800.0,3.2,28800.0,30.68,10.64
instance_433,40.28,0.08,34.84,7.52,68.08,0.08,2.0,31.44
instance_555,28800.0,876.72,20311.24,148.36,12491.72,2232.52,342.12,28800.0
instance_757,174.32,28800.0,343.6,28800.0,260.44,28800.0,28800.0,207.84
instance_437,1205.96,1.28,2403.72,13.64,2237.48,1.92,4.52,932.04
instance_920,2458.48,28800.0,1457.04,28800.0,1683.72,28800.0,28800.0,2568.6
instance_485,28800.0,5.04,28800.0,787.24,28800.0,5.36,44.2,28800.0
instance_1141,28800.0,28800.0,8592.68,28800.0,28800.0,28800.0,11234.88,28800.0
instance_448,28800.0,9993.68,28800.0,2090.48,28800.0,10924.32,9023.12,28800.0
instance_997,3.28,8.08,0.92,22.16,3.44,7.84,3.52,3.04
instance_1108,17.76,28800.0,1.36,179.48,2.52,28800.0,7.56,8.8
instance_625,2.92,844.28,1.92,56.04,4.52,28800.0,1.36,2.16
instance_987,83.44,28800.0,182.64,28800.0,300.0,28800.0,28800.0,58.96
instance_340,28800.0,8.04,28800.0,257.28,28800.0,29.12,59.4,28800.0
instance_462,6.04,28800.0,0.56,295.92,1.2,28800.0,4.88,3.64
instance_1168,28800.0,1.08,20183.24,8.48,12704.88,1.04,1.84,25438.0
instance_295,38.12,28800.0,43.36,28800.0,64.8,28800.0,306.8,13.08
instance_1082,0.8,28800.0,0.08,31.8,0.32,28800.0,4.08,0.24
instance_554,5040.4,2071.56,4630.28,152.68,4723.68,28800.0,468.36,6465.28
instance_244,110.0,0.88,157.8,16.24,111.0,3.12,6.4,106.2
instance_520,1.28,28800.0,0.24,28800.0,0.8,28800.0,18.8,1.12
instance_224,226.24,28800.0,382.16,1094.24,328.56,28800.0,2062.16,184.32
instance_1016,9.92,28800.0,2.6,86.88,28.68,28800.0,1.0,8.8
instance_711,121.32,2254.36,179.64,36.32,195.4,2330.56,49.8,143.08
instance_639,12136.76,28800.0,10504.8,28800.0,10963.08,28800.0,28800.0,12782.04
instance_548,6483.84,28800.0,4805.56,28800.0,5542.84,28800.0,28800.0,8026.4
instance_353,3.52,110.0,1.44,24.16,4.56,147.64,0.88,2.36
instance_581,28.48,28800.0,7.36,28800.0,17.08,28800.0,482.0,4.92
instance_401,4396.36,2541.32,5286.36,1110.88,3212.68,3013.8,1032.64,4050.04
instance_127,91.88,28800.0,183.28,28800.0,233.72,28800.0,28800.0,104.44
instance_1034,24.24,28800.0,133.72,4883.64,137.8,28800.0,1281.76,23.48
instance_1120,28800.0,28800.0,28800.0,3296.72,28800.0,28800.0,10380.96,28800.0
instance_92,69.16,126.96,93.88,34.76,88.52,189.64,323.28,85.16
instance_201,10.44,5.52,9.16,27.36,13.4,5.2,3.88,6.4
instance_1027,80.72,28800.0,83.64,28800.0,56.44,28800.0,28800.0,49.48
instance_954,671.84,829.28,795.52,824.92,862.92,795.16,445.72,939.2
instance_760,140.76,28800.0,273.0,1274.12,276.16,28800.0,360.08,179.92
instance_834,38.76,25.08,21.76,253.96,34.88,24.4,1.28,29.28
instance_225,405.52,28800.0,740.6,577.56,607.72,28800.0,7728.8,299.52
instance_409,18703.96,28800.0,8710.56,28800.0,8662.28,28800.0,4027.88,23833.28
instance_364,28800.0,192.4,9384.32,84.32,9856.0,299.52,570.92,22569.6
instance_893,20.56,28800.0,79.0,1891.8,85.92,28800.0,441.72,18.08
instance_595,19034.36,28800.0,10344.0,28800.0,13086.76,28800.0,28800.0,17160.2
instance_1023,36.88,28800.0,24.8,28800.0,24.64,28800.0,2314.32,34.08
instance_627,14.72,725.36,25.16,28800.0,32.72,28800.0,64.52,7.76
instance_155,7264.72,28800.0,14347.64,28800.0,14019.04,28800.0,28800.0,4853.12
instance_135,83.6,28800.0,66.84,28800.0,108.52,28800.0,28800.0,81.44
instance_732,32.16,2597.32,3.76,80.24,12.12,2646.56,218.8,16.28
instance_715,10305.8,19.64,20268.92,63.4,20996.96,19.44,47.28,11520.84
instance_153,354.68,28800.0,311.32,28800.0,337.52,28800.0,28800.0,271.28
instance_447,951.8,1872.16,549.0,421.88,851.76,5143.72,302.84,808.0
instance_955,24824.92,28800.0,28800.0,28800.0,26398.44,28800.0,28800.0,28800.0
instance_249,28800.0,0.84,14340.64,19.48,7864.48,3.28,6.72,28800.0
instance_3,8136.52,28800.0,5462.28,248.96,6692.16,28800.0,186.0,5419.24
instance_325,5.64,13.12,1.36,372.0,14.68,25.84,3.92,3.28
instance_479,538.4,0.4,326.96,335.8,353.52,0.48,18.8,533.92
instance_356,108.92,570.92,139.44,9.88,118.96,829.96,421.48,59.04
instance_658,1233.92,26.32,1070.6,422.0,1065.28,25.44,37.92,923.68
instance_107,1.08,140.48,0.68,57.92,2.48,156.92,3.6,0.6
instance_547,589.88,28800.0,812.52,4431.28,714.96,28800.0,309.8,478.4
instance_603,11.68,28800.0,9.92,287.2,11.32,28800.0,122.2,10.32
instance_1012,2527.0,28800.0,4369.2,1811.56,4295.36,28800.0,678.48,2880.12
instance_169,40.84,320.48,18.8,7876.2,20.32,442.0,6.24,40.0
instance_27,19.04,28800.0,6.56,48.32,17.96,28800.0,3920.72,10.0
instance_70,28800.0,28800.0,28800.0,11167.8,28800.0,28800.0,28800.0,28800.0
instance_621,614.16,625.2,656.76,70.36,584.8,28800.0,89.44,373.6
instance_293,14.32,28800.0,4.76,28800.0,30.0,28800.0,284.16,9.32
instance_232,6938.0,28800.0,4072.6,2177.52,5953.08,28800.0,2922.12,4879.08
instance_571,28800.0,249.4,28800.0,455.24,28800.0,253.04,523.2,28800.0
instance_1156,90.6,0.52,66.6,5.6,83.88,0.44,1.12,98.64
instance_788,6041.48,28800.0,28800.0,28800.0,18029.92,28800.0,28800.0,5756.08
instance_924,4.08,28800.0,2.92,342.48,12.0,28800.0,105.6,5.0
instance_801,13.52,28800.0,40.92,67.72,98.36,28800.0,118.72,24.96
instance_858,48.84,28800.0,237.28,28800.0,279.6,28800.0,28800.0,56.96
instance_417,5199.88,28800.0,4046.96,28800.0,4340.36,28800.0,981.4,5370.68
instance_614,16.16,28800.0,3.84,31.92,6.76,28800.0,3.8,3.88
instance_964,73.48,4.48,109.32,5.96,139.08,4.28,1.04,60.72
instance_1157,29.72,0.08,23.68,4.08,27.36,0.0,0.8,33.08
instance_1056,28800.0,399.6,28800.0,1515.4,28800.0,519.6,16199.0,28800.0
instance_237,92.76,0.84,56.08,15.8,84.4,3.36,4.32,35.72
instance_1046,28800.0,2271.84,28800.0,1278.48,28800.0,2316.72,13986.44,28800.0
instance_209,45.96,28800.0,20.52,257.84,30.2,28800.0,271.12,33.92
instance_6,5121.32,28800.0,6241.68,312.16,6484.32,28800.0,417.04,5696.44
instance_542,947.04,191.32,372.6,36.48,412.92,276.68,304.52,908.6
instance_990,319.12,28800.0,425.56,28800.0,442.52,28800.0,28800.0,354.16
instance_770,210.56,28800.0,300.84,28800.0,234.84,28800.0,3316.64,245.72
instance_833,5556.8,28800.0,12824.0,9308.8,6665.12,28800.0,1366.16,4843.88
instance_900,186.56,28800.0,239.48,743.16,243.96,28800.0,28800.0,174.16
instance_804,541.92,28800.0,608.16,28800.0,717.96,28800.0,28800.0,575.32
instance_9,46.64,28800.0,21.6,28800.0,45.2,28800.0,2957.04,32.96
instance_350,6.6,76.56,2.64,13.2,5.64,129.72,127.6,3.96
instance_501,22345.4,1.32,24401.64,930.12,9994.12,1.28,30.12,19907.24
instance_195,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,2540.92,28800.0
instance_891,632.88,28800.0,431.8,28800.0,683.6,28800.0,19853.52,601.2
instance_569,16370.04,47.04,7351.96,163.0,7472.88,46.12,111.12,17379.4
instance_1051,28800.0,379.56,13205.92,710.56,23356.4,403.44,7988.52,28800.0
instance_86,8.72,40.8,5.84,31.2,8.32,42.76,273.6,7.24
instance_268,26.0,271.56,19.88,30.08,39.52,2392.28,3.04,29.68
instance_62,28800.0,28800.0,28800.0,4842.16,28800.0,28800.0,28800.0,28800.0
instance_863,15.68,28800.0,4.68,28800.0,18.4,28800.0,28800.0,7.44
instance_100,615.36,9.76,556.64,84.4,557.48,17.32,289.0,632.84
instance_953,64.6,28800.0,171.8,28800.0,160.88,28800.0,28800.0,105.92
instance_1128,14.96,28800.0,6.84,11.92,13.84,28800.0,91.52,9.4
instance_617,37.08,104.72,62.28,58.96,87.48,28800.0,12.56,29.28
instance_940,43.28,8.6,69.08,12.64,100.96,8.32,4.08,29.92
instance_613,3.6,28800.0,2.24,4.32,5.16,28800.0,1.08,7.76
instance_104,28800.0,153.88,28800.0,132.72,28800.0,254.28,2074.28,28800.0
instance_131,11223.4,28800.0,1791.92,28800.0,2300.48,28800.0,28800.0,9320.08
instance_138,177.36,28800.0,148.84,28800.0,196.4,28800.0,28800.0,137.76
instance_1025,2580.48,56.6,2426.0,42.96,4665.84,54.72,150.32,2555.0
instance_583,20.92,28800.0,6.88,28800.0,39.32,28800.0,523.12,5.68
instance_311,2013.76,28800.0,950.04,28800.0,1092.6,28800.0,28800.0,1915.4
instance_1087,2.64,28800.0,0.44,28800.0,1.36,28800.0,2.28,1.84
instance_387,36.32,1584.8,23.96,355.6,43.28,2026.36,316.6,23.44
instance_474,8.92,2359.76,3.8,94.68,6.68,28800.0,41.76,5.48
instance_739,10.32,12.0,43.16,722.96,30.64,11.92,3.44,10.16
instance_570,28800.0,127.84,28800.0,315.16,28800.0,127.76,264.44,28800.0
instance_354,4.08,114.16,0.84,60.96,4.08,146.6,0.88,2.72
instance_615,5.6,28800.0,4.24,32.32,7.88,28800.0,3.76,3.64
instance_292,32.44,28800.0,12.76,28800.0,55.64,28800.0,115.04,13.16
instance_1032,91.2,8.24,112.8,30.48,84.4,8.08,5.2,99.48
instance_415,28800.0,28800.0,28800.0,1037.32,28800.0,28800.0,5115.0,28800.0
instance_979,80.4,28800.0,110.4,28800.0,129.56,28800.0,21609.04,86.08
instance_142,5910.32,28800.0,1004.12,28800.0,1364.68,28800.0,28800.0,9750.88
instance_60,875.44,28800.0,1820.6,173.76,1536.24,28800.0,86.72,1247.48
instance_918,20781.0,28800.0,11564.44,28800.0,9327.24,28800.0,25015.56,28800.0
instance_1114,35.12,28800.0,9.68,268.64,20.48,28800.0,74.48,74.36
instance_1100,28800.0,28800.0,28800.0,4947.28,28800.0,28800.0,6191.8,28800.0
instance_1136,96.8,28800.0,30.8,28800.0,67.36,28800.0,465.56,304.44
instance_745,13.4,28800.0,5.36,28800.0,16.72,28800.0,119.0,7.36
instance_752,1260.04,965.0,1089.8,180.28,1313.52,904.4,4.36,1247.04
instance_1091,46.04,28800.0,1.12,28800.0,1.32,28800.0,2.4,107.44
instance_1075,19.68,0.2,34.0,4.48,44.64,0.24,1.0,20.72
instance_907,9.24,58.28,0.48,366.32,2.72,55.52,3.28,1.4
instance_1057,418.04,51.64,372.04,98.56,343.24,50.08,2.48,315.36
instance_854,10670.28,28800.0,5591.32,28800.0,5771.52,28800.0,28800.0,7974.32
instance_598,28800.0,28800.0,28800.0,10959.76,28800.0,28800.0,28800.0,28800.0
instance_664,108.68,28800.0,139.76,672.56,149.8,28800.0,138.56,56.12
instance_985,517.52,28800.0,440.44,328.64,533.6,28800.0,500.4,656.08
instance_1065,1500.4,28800.0,1396.76,28800.0,1321.72,28800.0,28800.0,1642.28
instance_802,42.16,28800.0,32.6,28800.0,58.16,28800.0,6120.68,25.76
instance_596,3670.24,28800.0,2346.68,1604.48,2343.52,28800.0,748.24,3380.2
instance_820,11.68,28800.0,1.56,28800.0,14.76,28800.0,28800.0,5.2
instance_647,13.08,28800.0,5.28,28800.0,13.72,28800.0,28800.0,3.6
instance_203,25.12,2533.56,14.4,185.88,14.48,2948.12,233.16,19.32
instance_1017,223.92,28800.0,256.04,28800.0,469.8,28800.0,28800.0,132.36
instance_776,207.88,28800.0,832.92,225.08,864.24,28800.0,161.32,208.48
instance_316,43.92,1.12,57.8,13.88,59.92,2.48,4.32,23.24
instance_901,250.64,28800.0,397.64,28800.0,415.88,28800.0,28800.0,231.48
instance_675,33.28,112.24,57.64,51.92,43.4,107.92,5.12,29.8
instance_133,5397.12,28800.0,2810.52,28800.0,2885.24,28800.0,28800.0,6640.36
instance_165,1348.84,1933.92,245.08,16736.08,310.92,2418.64,289.0,1363.92
instance_1083,1.04,28800.0,0.12,66.4,0.4,28800.0,4.16,0.88
instance_458,0.08,28800.0,0.12,5.0,0.12,28800.0,0.52,0.08
instance_1112,754.6,28800.0,8.12,28800.0,6.56,28800.0,15.6,1842.44
instance_269,23.68,664.64,26.6,39.48,56.68,3520.08,60.96,26.64
instance_741,452.52,169.44,721.8,44.36,724.08,148.84,471.88,288.88
instance_302,7.6,28800.0,1.52,28800.0,7.28,28800.0,574.76,4.2
instance_881,198.68,28800.0,236.08,28800.0,255.56,28800.0,28800.0,171.36
instance_1010,96.08,28800.0,159.88,28800.0,146.52,28800.0,4488.76,120.32
instance_38,1096.08,28800.0,1022.8,501.08,1342.44,28800.0,28800.0,1194.52
instance_872,1984.6,4547.04,1361.84,28800.0,1664.2,4319.4,170.16,1981.04
instance_473,6.76,2313.56,3.2,97.04,4.68,28800.0,41.04,5.96
instance_301,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,7294.32
instance_1137,284.56,28800.0,22.48,28800.0,81.96,28800.0,618.24,236.76
instance_439,0.96,836.32,0.44,6.64,0.72,28800.0,1.0,0.88
instance_808,28800.0,2144.28,28800.0,2340.48,28800.0,2052.2,2289.08,28800.0
instance_388,37.08,1798.52,25.44,2560.48,42.08,2189.16,352.48,28.56
instance_152,16348.44,28800.0,8700.52,28800.0,7829.24,28800.0,28800.0,10386.12
instance_68,28800.0,28800.0,28800.0,3886.6,28800.0,28800.0,28800.0,28800.0
instance_59,69.76,2217.28,107.68,141.8,86.52,4455.12,6.6,73.52
instance_850,64.2,17.28,105.44,28800.0,96.04,15.68,4.4,129.4
instance_821,204.76,28800.0,203.4,28800.0,253.64,28800.0,28800.0,155.28
instance_1177,28800.0,2.08,28800.0,20.04,28800.0,1.84,4.16,28800.0
instance_108,1.84,141.12,0.24,31.68,3.24,163.56,4.0,1.04
instance_868,31.6,5.8,62.56,5649.6,63.8,5.68,3.92,27.48
instance_845,1845.0,33.12,1153.8,54.96,1281.28,33.68,28.4,1350.08
instance_84,3.44,28800.0,1.28,588.68,5.0,28800.0,862.88,2.96
instance_416,358.0,28800.0,409.16,59.84,422.76,28800.0,978.28,315.32
instance_1006,11.52,28800.0,4.96,1379.76,14.92,28800.0,491.48,14.0
instance_817,94.32,176.76,303.08,134.16,270.4,168.28,5.72,126.4
instance_308,577.96,28800.0,369.08,28800.0,341.36,28800.0,28800.0,603.0
instance_1067,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,3873.92,28800.0
instance_562,12.4,33.56,14.2,118.56,19.96,32.48,1.32,5.64
instance_700,15489.16,28800.0,10870.72,28800.0,10738.52,28800.0,28800.0,19326.0
instance_83,3.16,28800.0,1.24,565.76,4.96,28800.0,864.0,3.0
instance_303,172.36,28800.0,50.4,28800.0,94.04,28800.0,17721.64,73.52
instance_506,18.4,28800.0,7.44,28800.0,8.64,28800.0,48.12,11.84
instance_859,45.16,5.4,62.64,11.52,68.0,5.48,3.52,48.12
instance_790,9.76,28800.0,6.08,28800.0,18.52,28800.0,28800.0,8.08
instance_1102,1.56,28800.0,0.08,4.68,0.36,28800.0,0.64,1.32
instance_373,12.76,591.64,6.44,62.24,10.24,652.64,260.88,6.48
instance_1079,107.92,0.12,154.52,5.0,150.4,0.12,0.88,89.68
instance_685,24.64,4.0,14.96,7.88,21.04,4.4,1.8,18.76
instance_672,43.4,3140.72,48.16,193.72,69.72,2964.92,72.16,26.68
instance_661,307.04,1114.04,408.6,39.28,419.84,924.48,347.32,336.16
instance_285,11.68,28800.0,6.88,28800.0,17.0,28800.0,54.0,4.72
instance_115,7.16,467.16,5.6,29.28,10.48,1062.56,3.0,4.04
instance_638,87.28,28800.0,165.04,28800.0,230.6,28800.0,28800.0,77.72
instance_714,91.64,172.88,121.24,332.28,87.84,166.64,83.32,95.8
instance_48,749.68,28800.0,2484.0,2063.6,1713.68,28800.0,2557.16,586.12
instance_686,117.92,28800.0,271.04,28800.0,217.24,28800.0,28800.0,104.44
instance_217,8386.04,28800.0,5118.52,409.48,4943.76,28800.0,343.16,10264.08
instance_994,28800.0,28800.0,28800.0,97.96,28800.0,28800.0,4324.2,28800.0
instance_508,21.76,28800.0,24.24,28800.0,23.44,28800.0,45.04,18.6
instance_657,199.12,28800.0,267.2,28800.0,232.28,28800.0,28800.0,165.88
instance_300,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,16496.04
instance_18,1757.48,28800.0,2223.4,28800.0,1478.12,28800.0,28800.0,2694.76
instance_297,51.8,28800.0,35.04,28800.0,48.52,28800.0,28800.0,21.92
instance_546,2.56,219.8,0.4,5.48,1.76,348.88,0.6,2.24
instance_429,13610.96,28800.0,9670.48,28800.0,8915.48,28800.0,18931.2,16453.68
instance_813,27.88,3.68,67.28,22.64,77.12,3.68,3.76,35.92
instance_347,2.8,109.36,1.72,55.2,3.12,157.0,2.24,2.04
instance_1109,194.12,28800.0,16.16,28800.0,4.4,28800.0,14.96,38.24
instance_718,28800.0,8728.04,28800.0,579.68,28800.0,28800.0,641.44,28800.0
instance_480,28800.0,4.56,28800.0,791.04,28800.0,4.52,46.28,28800.0
instance_682,101.52,28800.0,103.04,28800.0,113.04,28800.0,28800.0,77.84
instance_966,9928.84,28800.0,3911.52,28800.0,4149.88,28800.0,28800.0,8828.24
instance_227,451.16,28800.0,668.0,28800.0,1195.88,28800.0,9856.52,258.04
instance_71,1135.8,573.36,1126.36,160.64,1219.0,948.76,332.16,991.64
instance_42,19.52,28800.0,9.36,70.96,20.24,28800.0,1457.96,12.68
instance_206,25.44,28800.0,17.32,219.68,28.88,28800.0,293.36,24.64
instance_902,3110.16,28800.0,3966.48,28800.0,4081.04,28800.0,1081.76,3347.2
instance_35,256.12,28800.0,222.92,235.68,221.48,28800.0,28800.0,211.76
instance_1154,1754.24,28800.0,1262.76,28800.0,1401.64,28800.0,22988.52,1881.2
instance_476,11.52,28800.0,5.52,842.36,10.56,28800.0,126.76,6.8
instance_504,12.2,28800.0,2.76,28800.0,5.32,28800.0,808.4,6.28
instance_769,28800.0,28800.0,28800.0,211.56,28800.0,28800.0,1601.2,28800.0
instance_951,162.32,28800.0,226.76,28800.0,224.92,28800.0,8948.0,138.4
instance_694,63.32,28800.0,80.2,8299.4,105.68,28800.0,1127.04,111.48
instance_402,28800.0,5249.28,28800.0,2781.8,28800.0,5846.12,4707.2,28800.0
instance_140,28800.0,28800.0,5215.2,28800.0,6377.16,28800.0,28800.0,28800.0
instance_726,18416.48,28800.0,20726.4,28800.0,19673.12,28800.0,8253.04,14749.8
instance_887,121.96,238.16,93.64,196.56,107.04,224.44,2.72,53.28
instance_851,25.6,28800.0,8.88,28800.0,41.76,28800.0,28800.0,25.96
instance_1103,2.24,28800.0,1.04,191.72,1.2,28800.0,2.24,1.6
instance_298,50.36,28800.0,26.16,28800.0,82.08,28800.0,28800.0,24.64
instance_151,2278.36,28800.0,2043.56,28800.0,2032.72,28800.0,28800.0,1682.12
instance_1040,42.88,28800.0,39.76,384.2,48.56,28800.0,848.84,17.92
instance_564,41.48,33.92,56.12,124.0,83.96,34.12,35.84,32.64
instance_258,1.52,251.48,0.84,18.4,2.64,669.68,1.48,1.04
instance_375,21.36,456.28,16.6,63.2,24.04,538.4,270.48,13.2
instance_1002,43.88,28800.0,86.4,286.12,81.96,28800.0,880.04,82.84
instance_720,24.92,749.04,39.6,48.48,34.0,940.4,262.6,25.6
instance_255,28800.0,10.24,28800.0,128.76,28800.0,23.08,63.0,28800.0
instance_284,121.92,28800.0,89.32,28800.0,171.04,28800.0,28800.0,68.6
instance_1146,12.0,28800.0,3.36,28800.0,4.36,28800.0,26.24,12.24
instance_362,28800.0,904.04,28800.0,40.32,28800.0,1333.68,1315.8,28800.0
instance_324,5.4,8.2,1.0,239.16,13.6,21.24,3.56,2.24
instance_163,38.0,249.4,4.56,6473.0,6.16,372.16,7.28,28.64
instance_167,11.68,113.56,7.6,6701.68,16.44,157.72,3.28,9.84
instance_654,72.92,425.16,140.92,33.68,125.88,523.84,5.2,82.32
instance_971,2.76,28800.0,0.72,185.96,2.8,28800.0,5.64,2.12
instance_197,7.36,1.92,1.08,24.24,1.84,1.72,2.96,3.6
instance_120,1230.28,4425.84,1387.04,1372.04,1597.96,28800.0,4294.48,1145.44
instance_419,13.2,0.56,39.04,4.84,29.32,0.64,1.2,8.64
instance_705,274.72,28800.0,291.8,28800.0,235.16,28800.0,28800.0,253.32
instance_386,27.96,431.68,15.88,89.28,31.92,518.52,276.6,17.68
instance_782,210.84,28800.0,376.28,1402.44,415.84,28800.0,6495.88,185.32
instance_967,110.64,28800.0,96.4,3698.64,159.64,28800.0,1594.76,102.2
instance_866,67.96,28800.0,242.04,28800.0,169.0,28800.0,28800.0,95.84
instance_157,4.56,129.72,0.28,63.8,0.92,156.16,3.96,3.72
instance_259,5.72,973.8,3.32,12.36,7.28,1567.68,2.0,4.24
instance_367,28800.0,919.52,28800.0,37.76,28800.0,1325.28,1371.04,28800.0
instance_816,233.52,28800.0,332.88,979.84,398.2,28800.0,543.08,172.68
instance_799,444.44,28800.0,696.04,28800.0,1419.88,28800.0,7714.4,382.64
instance_669,93.04,28800.0,189.32,28800.0,136.6,28800.0,3150.6,70.96
instance_273,10251.12,281.48,8595.96,49.08,7674.92,2138.08,129.56,11332.72
instance_29,24.84,28800.0,5.92,48.8,20.16,28800.0,4245.92,10.4
instance_936,237.36,28800.0,578.72,28800.0,608.16,28800.0,28800.0,259.08
instance_80,58.64,28800.0,60.88,28800.0,81.44,28800.0,28800.0,33.0
instance_511,270.88,28800.0,428.16,28800.0,492.64,28800.0,1870.16,212.28
instance_716,28800.0,28800.0,28800.0,1380.24,28800.0,28800.0,28800.0,28800.0
instance_349,3.0,95.12,1.24,29.28,2.24,175.8,4.0,1.28
instance_245,383.08,1.12,89.72,20.16,261.96,4.0,9.48,605.16
instance_389,46.2,2098.88,27.88,2854.44,47.56,2273.4,350.76,20.64
instance_41,16.72,28800.0,8.72,71.36,15.52,28800.0,1469.52,14.08
instance_288,4358.64,28800.0,1798.04,28800.0,2273.96,28800.0,28800.0,3477.44
instance_105,1.76,33.0,0.28,190.12,0.88,35.12,0.8,1.44
instance_96,182.52,63.04,132.04,1244.12,201.52,98.92,321.4,138.64
instance_574,9.72,33.08,9.64,140.92,19.76,32.12,5.04,6.12
instance_89,189.6,271.0,299.2,1775.52,296.44,415.08,269.52,196.52
