instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18
instance_33,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_418,18000.0,18000.0,18000.0,18000.0,26.88,18000.0,18000.0,18000.0,18000.0,73.6,18000.0,18000.0,18000.0,18000.0,24.33,740.42,16.96,18000.0
instance_329,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_61,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,48.25,18000.0,18000.0,740.91,189.53
instance_208,18000.0,18000.0,18000.0,18000.0,1.03,2.23,18000.0,0.95,18000.0,18000.0,18000.0,18000.0,18000.0,1.82,0.9,4.0,1.41,2.16
instance_3,1311.29,0.19,871.57,0.04,0.01,0.04,0.04,0.01,18000.0,0.18,860.62,1278.29,18000.0,6.65,0.01,0.03,0.02,0.31
instance_556,421.81,18000.0,18000.0,302.71,0.79,0.43,220.9,0.53,18000.0,5.36,18000.0,298.25,18000.0,3.6,0.65,1.5,2.49,1.72
instance_351,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,150.4
instance_37,18000.0,87.9,18000.0,10.24,0.17,0.43,9.88,0.12,18000.0,52.42,18000.0,18000.0,18000.0,18000.0,0.1,0.74,0.2,85.22
instance_119,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,120.31,18000.0,18000.0,18000.0,411.07
instance_49,18000.0,18000.0,18000.0,18000.0,443.85,143.53,18000.0,624.32,18000.0,18000.0,18000.0,18000.0,18000.0,49.73,368.47,583.82,1090.14,1.43
instance_101,18000.0,18000.0,18000.0,18000.0,128.8,18000.0,18000.0,101.88,18000.0,685.94,18000.0,18000.0,18000.0,60.65,81.51,18000.0,85.23,194.12
instance_205,18000.0,18000.0,18000.0,161.64,1.16,2.58,210.1,1.08,18000.0,18000.0,18000.0,18000.0,18000.0,1.7,0.91,4.37,1.38,2.03
instance_145,18000.0,18000.0,18000.0,18000.0,49.48,1261.26,18000.0,33.47,18000.0,18000.0,18000.0,18000.0,18000.0,998.01,59.24,18000.0,73.03,16.31
instance_8,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_493,18000.0,18000.0,18000.0,18000.0,5.61,285.73,1634.68,264.23,18000.0,7.19,18000.0,18000.0,18000.0,18000.0,6.07,17.9,8.82,931.89
instance_319,18000.0,50.78,18000.0,8.62,17.23,3.97,20.19,17.17,18000.0,8.45,18000.0,18000.0,18000.0,369.64,4.21,6.4,9.92,83.78
instance_24,18000.0,4.13,18000.0,2.79,0.07,0.07,2.46,0.08,18000.0,0.36,18000.0,18000.0,18000.0,18000.0,0.04,0.17,0.1,3.17
instance_548,18000.0,18000.0,18000.0,85.32,0.51,0.8,95.8,0.3,18000.0,20.35,18000.0,18000.0,18000.0,0.35,0.53,5.07,1.05,0.23
instance_11,18000.0,117.1,18000.0,11.0,3.73,63.31,11.07,10.07,18000.0,586.84,18000.0,18000.0,18000.0,18000.0,1.91,11.58,2.97,18000.0
instance_110,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,269.17,18000.0,18000.0,18000.0,312.69
instance_291,18000.0,79.7,18000.0,158.32,23.94,7.85,87.21,111.5,18000.0,27.58,18000.0,18000.0,18000.0,18000.0,6.08,6.86,17.53,256.02
instance_411,18000.0,18000.0,18000.0,18000.0,16.51,6.38,18000.0,34.38,18000.0,7.18,18000.0,18000.0,18000.0,18000.0,7.89,19.13,26.89,500.15
instance_496,18000.0,18000.0,18000.0,1140.77,19.99,14.4,1226.48,45.67,18000.0,5.18,18000.0,18000.0,18000.0,18000.0,7.41,15.03,22.41,461.2
instance_416,18000.0,6.1,18000.0,0.35,0.76,0.31,0.35,0.73,18000.0,0.37,18000.0,18000.0,18000.0,5.64,0.77,0.5,0.87,1.89
instance_143,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,25.12,18000.0,18000.0,18000.0,82.64
instance_414,18000.0,6.98,18000.0,0.46,0.65,0.24,0.4,0.62,18000.0,0.28,18000.0,18000.0,18000.0,3.33,0.56,0.39,0.67,1.51
instance_404,18000.0,33.23,18000.0,0.21,0.02,0.04,0.21,0.02,4.47,0.23,18000.0,18000.0,4.46,0.05,0.06,18000.0,0.03,15.43
instance_17,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
instance_377,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_251,18000.0,18000.0,18000.0,53.79,0.98,1.61,48.52,0.92,64.88,18000.0,18000.0,18000.0,64.88,1.82,0.85,3.07,1.08,1.74
instance_376,18000.0,271.51,18000.0,2.84,5.67,99.06,2.26,21.57,18000.0,18000.0,18000.0,18000.0,18000.0,0.66,134.62,18000.0,2.75,0.82
instance_129,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,374.0,18000.0,18000.0,18000.0,431.33
instance_503,18000.0,18000.0,18000.0,299.68,2.65,2.9,300.29,9.21,18000.0,1.57,18000.0,18000.0,18000.0,237.05,2.3,6.71,14.52,64.83
instance_619,18000.0,18000.0,18000.0,383.59,1.16,2.16,347.87,0.68,18000.0,58.5,18000.0,18000.0,18000.0,0.79,1.86,9.91,3.76,0.84
instance_294,18000.0,4.79,18000.0,4.27,3.9,4.65,6.04,5.39,18000.0,12.47,18000.0,18000.0,18000.0,12.04,3.54,6.3,4.12,9.65
instance_273,18000.0,18000.0,18000.0,48.8,1.07,1.81,54.49,1.0,106.49,18000.0,18000.0,18000.0,110.05,1.83,0.94,3.45,1.15,1.82
instance_467,18000.0,18000.0,18000.0,600.64,2.71,2.79,584.53,20.37,18000.0,1.6,18000.0,18000.0,18000.0,18000.0,2.54,5.09,10.37,139.01
instance_305,18000.0,8.26,18000.0,3.91,10.14,5.67,5.39,13.92,18000.0,26.54,18000.0,18000.0,18000.0,38.17,4.28,9.41,6.33,13.38
instance_133,18000.0,18000.0,18000.0,1510.26,82.76,18000.0,18000.0,54.54,18000.0,167.28,18000.0,18000.0,18000.0,490.88,17.33,18000.0,42.31,134.12
instance_38,18000.0,23.51,18000.0,11.71,0.18,0.23,10.8,0.43,18000.0,114.02,18000.0,18000.0,18000.0,18000.0,0.11,0.78,0.2,30.7
instance_552,18000.0,18000.0,18000.0,188.62,1.14,1.64,166.24,0.7,18000.0,41.55,18000.0,18000.0,18000.0,0.71,1.26,2.66,3.57,1.73
instance_225,18000.0,18000.0,18000.0,31.25,1.07,1.62,27.91,1.01,18000.0,18000.0,18000.0,18000.0,18000.0,1.79,0.9,2.81,1.05,1.98
instance_228,18000.0,18000.0,18000.0,18000.0,0.98,2.61,18000.0,0.96,18000.0,18000.0,18000.0,18000.0,18000.0,2.01,0.98,4.55,1.65,1.99
instance_523,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_195,18000.0,18000.0,18000.0,76.03,1.06,1.76,76.77,0.94,99.21,18000.0,18000.0,18000.0,98.23,1.7,0.76,3.18,1.03,1.87
instance_353,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,399.95
instance_201,18000.0,18000.0,18000.0,230.54,1.18,2.52,232.83,1.07,18000.0,18000.0,18000.0,18000.0,18000.0,2.08,0.96,4.3,1.34,2.16
instance_54,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_250,18000.0,18000.0,18000.0,18000.0,1.0,2.37,18000.0,0.87,95.09,18000.0,18000.0,18000.0,98.59,1.82,0.9,4.1,1.53,1.98
instance_557,18000.0,18000.0,18000.0,52.25,0.45,0.8,61.4,0.27,18000.0,19.24,18000.0,18000.0,18000.0,0.33,0.47,4.77,0.9,0.18
instance_604,18000.0,18000.0,18000.0,90.55,0.51,0.75,90.77,0.31,18000.0,19.87,18000.0,18000.0,18000.0,0.36,0.55,5.22,1.1,0.19
instance_261,18000.0,18000.0,18000.0,14.52,1.03,1.44,17.52,0.99,18000.0,18000.0,18000.0,18000.0,18000.0,1.62,0.86,2.93,0.95,1.96
instance_80,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,197.62,18000.0,18000.0,18000.0,308.46
instance_431,18000.0,78.83,18000.0,50.46,1.91,1.07,44.83,14.66,18000.0,1.09,18000.0,18000.0,18000.0,18000.0,1.59,1.86,4.34,61.56
instance_469,18000.0,18000.0,18000.0,1202.86,11.46,6.02,1077.11,77.59,18000.0,4.82,18000.0,18000.0,18000.0,18000.0,6.42,13.02,22.99,791.52
instance_18,18000.0,18000.0,18000.0,1425.44,18000.0,18000.0,1203.53,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1695.41,18000.0,18000.0,18000.0
instance_584,26.84,18000.0,18000.0,23.94,0.19,0.46,20.17,0.15,18000.0,1.33,18000.0,30.66,18000.0,0.17,0.18,3.27,0.71,0.27
instance_48,0.93,18000.0,18000.0,18000.0,69.37,75.68,18000.0,95.58,18.25,18000.0,18000.0,173.21,18.43,2.37,272.89,289.21,579.2,1.14
instance_135,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_388,18000.0,18000.0,18000.0,547.33,18000.0,18000.0,461.33,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,167.43,18000.0,18000.0,18000.0,300.23
instance_155,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,93.95,18000.0,18000.0,18000.0,104.47
instance_277,18000.0,18000.0,18000.0,135.49,1.07,2.09,145.81,1.01,120.44,18000.0,18000.0,18000.0,126.89,1.74,0.86,3.92,1.1,1.94
instance_610,28.76,18000.0,1210.02,5.45,0.13,0.08,4.83,0.08,18000.0,0.64,18000.0,28.07,18000.0,0.12,0.08,0.26,0.25,0.34
instance_429,18000.0,18000.0,18000.0,180.31,5.86,5.72,226.28,52.03,18000.0,4.09,18000.0,18000.0,18000.0,1230.97,6.43,12.59,12.26,216.49
instance_364,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_75,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,417.14,18000.0,18000.0,18000.0,763.62
instance_278,18000.0,18000.0,18000.0,37.48,0.97,1.54,43.29,0.98,18000.0,18000.0,18000.0,18000.0,18000.0,1.71,0.83,2.74,1.02,1.84
instance_573,20.26,18000.0,18000.0,15.34,0.18,0.14,19.4,0.11,1359.74,1.1,18000.0,20.13,1369.8,0.62,0.18,0.48,0.64,0.6
instance_130,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1424.92
instance_386,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,392.91,18000.0,18000.0,18000.0,373.1
instance_132,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1727.86,18000.0,18000.0,301.08
instance_457,18000.0,9.24,18000.0,0.74,1.15,0.49,0.69,1.17,18000.0,0.56,18000.0,18000.0,18000.0,7.46,1.14,0.76,1.75,3.3
instance_417,18000.0,6.21,18000.0,2.98,0.74,1.47,1.43,1.04,18000.0,0.53,18000.0,18000.0,18000.0,35.16,0.96,1.21,1.36,14.5
instance_263,18000.0,18000.0,18000.0,18000.0,1.01,2.56,18000.0,0.97,1617.2,18000.0,18000.0,18000.0,1595.96,1.88,0.88,4.56,1.4,2.08
instance_592,0.7,32.98,105.78,15.68,0.06,0.29,17.68,0.04,0.25,10.2,120.45,3.79,0.26,0.13,0.13,2.97,0.14,0.04
instance_28,3.01,0.07,0.35,0.01,0.0,0.0,0.01,0.0,0.11,0.03,0.33,2.29,0.09,0.2,0.0,0.01,0.0,0.06
instance_116,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,43.03,18000.0,18000.0,18000.0,54.53
instance_347,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_267,18000.0,18000.0,18000.0,18000.0,1.06,2.79,18000.0,1.0,18000.0,18000.0,18000.0,18000.0,1791.16,2.01,1.07,4.88,1.68,2.26
instance_438,18000.0,4.63,18000.0,0.29,0.38,0.2,0.34,0.38,18000.0,0.25,18000.0,18000.0,18000.0,3.58,0.48,0.35,0.77,1.35
instance_247,18000.0,18000.0,18000.0,40.82,0.96,1.77,46.1,0.91,80.18,18000.0,18000.0,18000.0,80.9,1.73,0.76,2.8,0.88,1.81
instance_111,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,182.68
instance_171,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,709.24,18000.0,18000.0,18000.0,1533.3
instance_629,18000.0,18000.0,18000.0,98.1,0.52,0.78,94.6,0.3,18000.0,19.85,18000.0,18000.0,18000.0,0.35,0.54,5.2,1.06,0.24
instance_342,18000.0,1759.73,18000.0,18000.0,507.85,385.95,18000.0,394.38,18000.0,575.44,18000.0,18000.0,18000.0,721.28,18000.0,345.68,18000.0,18000.0
instance_368,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_443,18000.0,18000.0,18000.0,1427.76,130.53,18000.0,18000.0,435.23,18000.0,43.14,18000.0,18000.0,18000.0,18000.0,80.83,172.11,18.6,18000.0
instance_170,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1689.22,18000.0,18000.0,18000.0,552.66
instance_99,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,498.88,18000.0,18000.0,18000.0,18000.0
instance_456,18000.0,18000.0,18000.0,386.3,1.42,1.42,343.52,5.58,18000.0,1.2,18000.0,18000.0,18000.0,114.19,1.76,3.45,10.17,48.74
instance_502,18000.0,18000.0,18000.0,275.08,5.7,2.58,285.56,39.41,18000.0,2.59,18000.0,18000.0,18000.0,535.65,4.5,5.27,23.32,158.09
instance_543,18000.0,18000.0,18000.0,18000.0,6.31,8.94,18000.0,3.67,18000.0,221.96,18000.0,18000.0,18000.0,2.26,9.07,23.09,21.21,2.63
instance_572,169.95,18000.0,18000.0,63.34,0.27,0.23,72.78,0.17,18000.0,2.42,18000.0,170.51,18000.0,1.15,0.18,0.64,0.72,0.72
instance_585,5.01,749.93,167.67,1.49,0.16,0.13,1.3,0.11,376.22,0.63,18000.0,4.98,374.05,1.23,0.16,0.9,0.6,0.88
instance_473,18000.0,18000.0,18000.0,40.41,3.16,1.95,41.56,26.63,18000.0,1.77,18000.0,18000.0,18000.0,154.99,3.66,3.92,7.32,105.57
instance_432,18000.0,18000.0,18000.0,1494.68,12.58,5.53,18000.0,145.81,18000.0,5.16,18000.0,18000.0,18000.0,738.53,7.73,14.04,21.61,250.72
instance_583,18000.0,18000.0,18000.0,74.7,0.44,0.66,61.41,0.28,18000.0,11.57,18000.0,18000.0,18000.0,0.29,0.41,1.83,0.96,0.33
instance_397,18000.0,18000.0,18000.0,321.66,18000.0,18000.0,335.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,744.53
instance_153,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,62.95,18000.0,18000.0,18000.0,91.52
instance_160,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,393.48,18000.0,18000.0,1612.88,68.27
instance_372,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_338,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_67,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,39.67,18000.0,18000.0,18000.0,50.67
instance_59,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_217,18000.0,18000.0,18000.0,66.86,1.01,1.83,66.49,1.01,87.42,18000.0,18000.0,18000.0,85.56,1.83,0.85,3.25,1.08,1.77
instance_322,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,461.07,18000.0,18000.0,18000.0
instance_184,18000.0,18000.0,18000.0,18000.0,1.01,2.9,18000.0,1.04,120.81,18000.0,18000.0,18000.0,121.61,1.93,0.99,4.89,1.47,2.29
instance_574,18000.0,18000.0,18000.0,18000.0,2.37,2.85,18000.0,1.56,18000.0,70.06,18000.0,18000.0,18000.0,1.51,3.03,5.76,7.46,2.2
instance_449,18000.0,110.75,18000.0,70.69,2.07,2.62,69.89,42.04,18000.0,1.3,18000.0,18000.0,18000.0,18000.0,2.0,3.49,6.07,115.4
instance_126,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,426.76,18000.0,18000.0,18000.0,430.15
instance_334,18000.0,18000.0,18000.0,849.1,134.45,87.74,18000.0,174.63,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,118.83,300.74,89.1,18000.0
instance_253,18000.0,18000.0,18000.0,18.06,1.04,1.73,21.76,1.09,18000.0,18000.0,18000.0,18000.0,18000.0,2.0,0.94,3.29,0.98,1.83
instance_582,11.81,18000.0,22.62,2.47,0.04,0.04,2.67,0.03,38.22,0.36,32.72,10.85,38.19,0.16,0.04,0.17,0.12,0.05
instance_239,18000.0,18000.0,18000.0,15.98,1.13,1.64,21.01,0.95,18000.0,18000.0,18000.0,18000.0,18000.0,1.63,0.81,2.91,1.01,1.9
instance_512,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1206.51,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_257,18000.0,18000.0,18000.0,57.16,1.12,1.99,52.65,1.05,75.8,18000.0,18000.0,18000.0,75.5,1.9,0.85,3.4,1.14,1.84
instance_157,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,44.66,18000.0,18000.0,294.23,60.23
instance_385,18000.0,672.53,18000.0,3.72,35.15,18000.0,3.58,113.9,163.26,18000.0,18000.0,18000.0,163.42,2.48,18000.0,18000.0,15.27,1.67
instance_407,18000.0,263.34,18000.0,2.77,4.59,82.75,3.18,24.04,18000.0,18000.0,18000.0,18000.0,18000.0,0.65,183.6,18000.0,8.37,0.75
instance_350,18000.0,18000.0,18000.0,259.33,18000.0,18000.0,261.67,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,405.92,18000.0,18000.0,18000.0,485.22
instance_108,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_535,18000.0,18000.0,18000.0,18000.0,5.18,4.96,18000.0,3.05,18000.0,134.2,18000.0,18000.0,18000.0,7.69,4.87,7.2,14.34,4.65
instance_348,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_241,18000.0,18000.0,18000.0,176.52,1.03,2.1,187.56,0.9,18000.0,18000.0,18000.0,18000.0,18000.0,1.84,0.76,3.81,1.12,1.98
instance_308,18000.0,15.99,18000.0,15.83,31.71,7.24,5.66,14.65,18000.0,31.15,18000.0,18000.0,18000.0,254.23,19.2,14.07,18.77,57.58
instance_422,18000.0,18000.0,18000.0,307.33,8.62,3.44,336.27,30.97,18000.0,2.75,18000.0,18000.0,18000.0,248.2,5.2,6.55,30.04,107.92
instance_328,18000.0,730.96,18000.0,312.34,58.58,25.9,1186.16,124.86,18000.0,160.06,18000.0,18000.0,18000.0,18000.0,54.85,72.92,95.46,18000.0
instance_40,18000.0,24.9,18000.0,5.38,0.12,0.18,5.21,0.21,18000.0,13.5,18000.0,18000.0,18000.0,18000.0,0.09,0.79,0.19,17.15
instance_618,18000.0,18000.0,18000.0,18000.0,7.34,7.75,18000.0,3.81,18000.0,219.0,18000.0,18000.0,18000.0,3.25,11.53,24.1,31.45,1.79
instance_390,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_563,724.51,18000.0,18000.0,1201.55,1.36,204.6,18000.0,1.02,18000.0,18000.0,18000.0,1592.31,18000.0,7.12,1.66,4.98,4.27,2.73
instance_206,18000.0,18000.0,18000.0,18000.0,1.06,2.39,18000.0,1.01,99.31,18000.0,18000.0,18000.0,93.21,1.93,0.93,4.27,1.54,2.12
instance_27,18000.0,0.58,18000.0,0.31,0.01,0.0,0.36,0.01,18000.0,0.04,18000.0,18000.0,18000.0,0.38,0.01,0.02,0.02,0.15
instance_477,18000.0,18000.0,18000.0,188.22,7.88,6.75,195.53,52.98,18000.0,4.03,18000.0,18000.0,18000.0,341.78,6.88,9.39,19.53,162.11
instance_142,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
instance_254,18000.0,18000.0,18000.0,297.59,1.07,2.33,319.94,1.03,18000.0,18000.0,18000.0,18000.0,18000.0,1.79,0.78,4.0,1.21,2.45
instance_317,18000.0,92.66,18000.0,39.19,16.7,5.87,33.23,24.77,18000.0,108.34,18000.0,18000.0,18000.0,18000.0,6.69,11.28,17.81,381.89
instance_625,18000.0,18000.0,18000.0,18000.0,2.64,3.28,18000.0,1.58,18000.0,63.06,18000.0,18000.0,18000.0,2.12,3.04,8.12,8.01,0.93
instance_466,18000.0,18000.0,18000.0,18000.0,16.29,11.57,18000.0,149.38,18000.0,6.26,18000.0,18000.0,18000.0,18000.0,8.41,17.77,29.49,404.85
instance_98,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,719.68,18000.0,18000.0,18000.0,126.65
instance_367,18000.0,18000.0,18000.0,750.8,18000.0,18000.0,747.54,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,135.2
instance_292,18000.0,1.14,18000.0,0.33,0.33,0.32,0.31,0.36,18000.0,1.77,18000.0,18000.0,18000.0,0.85,0.26,0.72,0.31,0.66
instance_55,18000.0,18000.0,18000.0,18000.0,134.09,18000.0,18000.0,72.67,18000.0,626.29,18000.0,18000.0,18000.0,941.52,25.98,18000.0,53.63,150.22
instance_39,18000.0,572.7,18000.0,492.14,18000.0,18000.0,421.84,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,1144.93,356.53,901.61,539.61
instance_232,18000.0,18000.0,18000.0,19.64,1.11,1.67,19.96,1.02,18000.0,18000.0,18000.0,18000.0,18000.0,1.63,0.8,2.98,1.1,2.01
