instance,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37
instance_329,216804.0,1806892.0,0.00127,2.48147,1.10118,2.0,5.0,0.11999,2e-05,6.52543,0.0,0.00143,0.00143,2e-05,0.2046,0.0,9e-05,9e-05,0.4393,0.30909,0.0,0.875,0.875,0.09207,2.06698,0.0,1.0,1.0,0.00277,0.1526,0.21351,2e-05,0.0,0.0,0.00143,0.00143,0.99035
instance_61,76058.0,214221.0,0.00335,46416.98438,9086.60352,1412.0,50000.0,0.35504,3e-05,1.48114,1e-05,0.00047,0.00046,3e-05,2.06098,1e-05,0.00131,0.0013,0.48924,0.09146,0.22222,0.9901,0.76788,0.42233,0.29728,0.0,1.0,1.0,0.0012,0.66175,0.99692,3e-05,0.0,1e-05,0.00047,0.00046,0.99692
instance_208,18169.0,112632.0,0.16218,2549298.75,5638546.0,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.21215,1.24868,0.0,0.99979,0.99979,0.47716,0.47145,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_3,129.0,1037.0,0.09643,1.63,0.4828,1.0,2.0,0.1244,0.02118,0.61305,0.00289,0.05593,0.05304,0.02118,0.30063,0.00775,0.03101,0.02326,0.79148,0.19216,0.5,0.96875,0.46875,0.76631,0.40469,0.0,1.0,1.0,0.06847,0.3703,0.82932,0.00096,0.0,0.00096,0.00096,0.0,0.09643
instance_556,2796.0,16002.0,0.1348,1468.64624,3628.75122,8.0,65212.0,0.17473,0.0008,2.0785,0.00012,0.03587,0.03575,0.0008,0.43094,0.00036,0.00751,0.00715,0.35689,0.72313,0.02703,0.99811,0.97108,0.37466,0.78441,0.0,1.0,1.0,0.14229,0.78615,0.87027,0.00051,0.0,0.0,0.03293,0.03293,0.7859
instance_351,10887.0,46141.0,0.00934,11978775.0,2119162.75,5286580.0,14962550.0,0.23595,0.00026,2.08308,2e-05,0.00655,0.00652,0.00026,0.44795,9e-05,0.00377,0.00367,0.43529,0.49516,0.0,1.0,1.0,0.4463,0.53333,0.0,1.0,1.0,0.01123,0.51739,0.77844,0.00014,0.0,0.0,0.00375,0.00375,0.69285
instance_37,804.0,12395.0,0.02808,159.68678,364.07489,1.0,1000.0,0.06486,0.00288,1.30955,0.00016,0.02049,0.02033,0.00288,0.23514,0.00124,0.00498,0.00373,0.36657,1.03137,0.00394,0.99576,0.99183,0.35501,0.91536,0.0,1.0,1.0,0.02808,0.67092,0.98774,0.00238,1.40007,8e-05,0.01977,0.01969,0.83824
instance_119,46970.0,209770.0,0.02128,47245.57422,8247.67773,80.0,50000.0,0.22391,6e-05,2.6143,3e-05,0.00147,0.00144,6e-05,0.39234,2e-05,0.00021,0.00019,0.46832,0.20985,0.09091,0.5,0.40909,0.49898,0.53963,0.0,1.0,1.0,0.02132,0.2128,0.97872,5e-05,0.0,2e-05,0.0011,0.00108,0.80852
instance_49,40810.0,555637.0,0.99569,1.31377,1.06842,1.0,5.0,0.07345,0.00014,10.662,0.0,0.08397,0.08397,0.00014,0.17332,2e-05,0.00015,0.00012,0.87336,0.3679,2e-05,1.0,0.99998,0.1883,0.51327,0.0,1.0,1.0,0.01249,0.01249,0.09672,0.00014,0.0,0.0,0.08397,0.08397,1.0
instance_101,55320.0,249015.0,0.02128,25606.98828,5213.09521,20002.0,50000.0,0.22216,5e-05,3.25235,2e-05,0.00273,0.00271,5e-05,0.39225,2e-05,0.00018,0.00016,0.46926,0.20145,0.09091,0.5,0.40909,0.50207,0.53656,0.0,1.0,1.0,0.02131,0.21279,0.97872,4e-05,0.0,2e-05,0.00205,0.00203,0.80852
instance_205,18169.0,112632.0,0.16218,2549298.75,5638546.0,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.21252,1.24732,0.0,0.99979,0.99979,0.47716,0.47145,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_145,9730.0,1344035.0,0.00096,46771.47656,8694.33496,258.0,50000.0,0.00724,0.00031,0.0,0.00031,0.00031,0.0,0.00031,0.02255,0.0001,0.00031,0.00021,0.33347,0.00156,0.33253,0.33494,0.00241,0.33681,0.05742,0.0,1.0,1.0,0.00096,0.00096,1.0,0.00031,0.0,0.00031,0.00031,0.0,1.0
instance_8,991.0,19536.0,0.03404,955.49622,906.01575,1.0,2000.0,0.05073,0.00382,0.82011,5e-05,0.01971,0.01966,0.00382,0.29958,0.00101,0.00605,0.00505,0.71996,0.29008,0.0,0.99242,0.99242,0.70089,0.32997,0.0,1.0,1.0,0.01735,0.125,0.36625,5e-05,0.0,5e-05,5e-05,0.0,0.03404
instance_493,83297.0,1294719.0,0.00808,329.94836,60.30947,1.0,341.0,0.06434,3e-05,2.76887,0.0,0.00087,0.00087,3e-05,1.32419,1e-05,0.00407,0.00406,0.76156,0.294,0.07463,0.98947,0.91485,0.71583,0.33911,0.0,1.0,1.0,0.02051,0.6179,0.99974,1e-05,0.0,0.0,0.00026,0.00026,0.37927
instance_319,116948.0,710560.0,0.00249,2.4094,1.02985,2.0,5.0,0.16459,3e-05,5.82422,0.0,0.00232,0.00232,3e-05,0.24084,1e-05,0.00015,0.00015,0.46274,0.31735,0.0,0.875,0.875,0.13267,1.67697,0.0,1.0,1.0,0.00522,0.20814,0.2951,3e-05,0.0,0.0,0.00232,0.00232,0.96932
instance_24,552.0,3536.0,0.06787,143.1375,348.11182,1.0,1000.0,0.15611,0.00388,0.82538,0.00057,0.02319,0.02262,0.00388,0.26221,0.00181,0.00725,0.00543,0.3871,0.90741,0.0122,0.98361,0.97141,0.3907,0.90323,0.0,1.0,1.0,0.06787,0.82183,0.97059,0.00294,0.0,0.00028,0.02291,0.02262,0.79468
instance_548,5715.0,29633.0,0.10735,2713.0188,8209.82227,4.0,135240.0,0.19286,0.0004,4.78148,7e-05,0.07492,0.07485,0.0004,0.52217,0.00017,0.01277,0.0126,0.47531,0.40395,0.01754,0.9973,0.97975,0.55843,0.50216,0.0,1.0,1.0,0.21655,0.63979,0.88982,0.00018,0.0,3e-05,0.0085,0.00847,0.6243
instance_11,929.0,6593.0,0.09176,471.97354,752.11377,1.0,2000.0,0.14091,0.00391,0.61657,0.00015,0.01062,0.01047,0.00391,0.33025,0.00108,0.00646,0.00538,0.6903,0.27845,0.0,0.98551,0.98551,0.6615,0.44347,0.0,1.0,1.0,0.04262,0.19475,0.36038,0.00015,0.0,0.00015,0.00015,0.0,0.09176
instance_110,74040.0,331923.0,0.02128,46967.625,8617.88184,162.0,50000.0,0.22306,4e-05,2.94693,1e-05,0.00124,0.00123,4e-05,0.39371,1e-05,0.00014,0.00012,0.46798,0.21212,0.09091,0.5,0.40909,0.49785,0.54123,0.0,1.0,1.0,0.0213,0.21279,0.97872,3e-05,0.0,1e-05,0.00093,0.00092,0.80852
instance_291,36637.0,184337.0,0.00663,9.76268,2.61669,1.0,19.0,0.19875,6e-05,1.64604,2e-05,0.00209,0.00207,6e-05,1.15998,3e-05,0.01015,0.01013,0.44522,0.38216,0.03759,0.98652,0.94893,0.3381,0.88413,0.0,1.0,1.0,0.03782,0.81588,0.93764,4e-05,0.0,0.0,0.00206,0.00206,0.80171
instance_411,208271.0,1706439.0,0.01112,563.27606,99.85713,1.0,581.0,0.12205,1e-05,5.56039,0.0,0.001,0.001,1e-05,2.51871,0.0,0.00278,0.00278,0.73668,0.28229,0.0,1.0,1.0,0.71753,0.35774,0.0,1.0,1.0,0.04786,0.63279,0.99967,0.0,0.0,0.0,0.00032,0.00032,0.43025
instance_496,212153.0,2610397.0,0.00727,563.27606,99.85713,1.0,581.0,0.08127,1e-05,4.26626,0.0,0.00066,0.00066,1e-05,2.0949,0.0,0.00273,0.00272,0.75491,0.29079,0.03509,0.98947,0.95439,0.71527,0.34819,0.0,1.0,1.0,0.02937,0.64206,0.99978,0.0,0.0,0.0,0.00021,0.00021,0.41608
instance_416,171862.0,448845.0,0.00486,426.68808,256.30075,1.0,581.0,0.3829,2e-05,9.41084,0.0,0.00396,0.00396,2e-05,4.3872,1e-05,0.00337,0.00336,0.70543,0.20689,0.0,1.0,1.0,0.6946,0.35554,0.0,1.0,1.0,0.06212,0.64441,0.99882,1e-05,0.0,0.0,0.00131,0.00131,0.5029
instance_143,26089.0,114290.0,0.02381,46732.79297,8972.87695,258.0,50000.0,0.22827,0.00011,2.346,4e-05,0.0022,0.00216,0.00011,0.36651,4e-05,0.00034,0.00031,0.46679,0.21005,0.1,0.5,0.4,0.49803,0.54291,0.0,1.0,1.0,0.02388,0.21434,0.97619,9e-05,0.0,3e-05,0.00165,0.00162,0.80954
instance_414,168236.0,325222.0,0.0067,426.68808,256.30075,1.0,581.0,0.5173,2e-05,11.38045,0.0,0.00537,0.00537,2e-05,4.88314,1e-05,0.00344,0.00344,0.66405,0.28278,0.0,1.0,1.0,0.73368,0.35118,0.0,1.0,1.0,0.09747,0.65578,0.99851,1e-05,0.0,0.0,0.00181,0.00181,0.4685
instance_404,628.0,2158.0,0.019,3393521.5,2705665.75,224773.0,7176558.0,0.29101,0.00437,1.27552,0.00046,0.03336,0.0329,0.00437,0.32338,0.00159,0.01592,0.01433,0.46877,0.3018,0.33333,1.0,0.66667,0.43389,0.54932,0.0,1.0,1.0,0.03197,0.4203,0.84662,0.00251,0.0,0.00046,0.01993,0.01946,0.67563
instance_17,12.0,25.0,0.32,1.5,0.5,1.0,2.0,0.48,0.25333,0.525,0.04,0.4,0.36,0.25333,0.39997,0.08333,0.33333,0.25,0.52937,0.31224,0.0,0.66667,0.66667,0.48,0.8058,0.0,1.0,1.0,0.16,0.4,0.4,0.04,0.0,0.04,0.04,0.0,0.32
instance_377,61254.0,301407.0,0.00252,98403840.0,51382232.0,733180.0,237498496.0,0.20323,5e-05,2.68939,0.0,0.00228,0.00227,5e-05,0.40731,2e-05,0.00137,0.00136,0.46123,0.59076,0.0,1.0,1.0,0.47256,0.46806,0.0,1.0,1.0,0.00711,0.37401,0.65903,2e-05,0.0,0.0,0.00132,0.00132,0.56816
instance_251,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20152,1.28676,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_376,1177.0,4460.0,0.02399,29507946.0,25378422.0,381768.0,69643504.0,0.2639,0.00235,1.8014,0.00022,0.03812,0.03789,0.00235,0.55159,0.00085,0.02039,0.01954,0.45931,0.26018,0.33333,1.0,0.66667,0.42991,0.57164,0.0,1.0,1.0,0.02623,0.53744,0.82422,0.00121,0.0,0.00022,0.02063,0.0204,0.66121
instance_129,77490.0,349830.0,0.02128,47082.76953,8491.91797,18.0,50000.0,0.22151,4e-05,2.99462,2e-05,0.00117,0.00115,4e-05,0.39175,1e-05,0.00013,0.00012,0.4678,0.21255,0.09091,0.5,0.40909,0.49779,0.54138,0.0,1.0,1.0,0.0213,0.21279,0.97872,3e-05,0.0,1e-05,0.00087,0.00086,0.80852
instance_503,79993.0,625042.0,0.01673,329.94836,60.30947,1.0,341.0,0.12798,3e-05,4.51459,0.0,0.00165,0.00165,3e-05,1.84418,1e-05,0.00424,0.00423,0.73325,0.2769,0.0,1.0,1.0,0.7057,0.36993,0.0,1.0,1.0,0.04683,0.56939,0.99948,1e-05,0.0,0.0,0.00053,0.00053,0.41102
instance_619,7412.0,40866.0,0.10498,3063.90991,10461.22852,4.0,255300.0,0.18137,0.00033,5.22939,2e-05,0.07483,0.07481,0.00033,0.47444,0.00013,0.00985,0.00971,0.44203,0.47177,0.0,0.99804,0.99804,0.53702,0.49709,0.0,1.0,1.0,0.1641,0.57419,0.8313,0.00013,0.0,2e-05,0.01243,0.01241,0.57241
instance_294,12305.0,75222.0,0.00039,59.72414,52.02049,10.0,170.0,0.16358,0.00019,0.76273,4e-05,0.00073,0.00069,0.00018,0.86673,8e-05,0.00341,0.00333,0.39688,0.38768,0.05882,0.95745,0.89862,0.31818,0.88532,0.0,1.0,1.0,0.0061,0.87404,0.94681,0.00014,0.0,0.0,0.00065,0.00065,0.87276
instance_273,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20175,1.28503,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_467,82096.0,914063.0,0.01144,329.94836,60.30947,1.0,341.0,0.08981,3e-05,3.38062,0.0,0.00112,0.00112,3e-05,1.56944,1e-05,0.00413,0.00412,0.72756,0.30195,0.025,1.0,0.975,0.71284,0.35724,0.0,1.0,1.0,0.03514,0.623,0.99963,1e-05,0.0,0.0,0.00035,0.00035,0.41111
instance_305,16013.0,106176.0,0.00026,43.5,42.49076,10.0,140.0,0.15082,0.00014,0.70681,3e-05,0.00053,0.0005,0.00014,0.89121,6e-05,0.0025,0.00244,0.37775,0.44626,0.05882,0.95556,0.89673,0.30866,0.89863,0.0,1.0,1.0,0.00435,0.89535,0.95406,0.00011,0.0,0.0,0.00044,0.00044,0.89451
instance_133,41729.0,186530.0,0.02381,25954.41797,5443.86377,20002.0,50000.0,0.22371,7e-05,3.118,3e-05,0.00313,0.0031,7e-05,0.36725,2e-05,0.00022,0.00019,0.46778,0.19989,0.1,0.5,0.4,0.50219,0.53807,0.0,1.0,1.0,0.02385,0.21432,0.97619,6e-05,0.0,3e-05,0.00235,0.00232,0.80953
instance_38,856.0,14703.0,0.02476,166.47803,370.30386,1.0,1000.0,0.05822,0.00271,1.31908,0.00014,0.01884,0.0187,0.00271,0.23187,0.00117,0.00467,0.0035,0.35609,1.05795,0.00361,0.99614,0.99253,0.33442,0.95768,0.0,1.0,1.0,0.02476,0.66789,0.98885,0.0023,1.40699,7e-05,0.01857,0.0185,0.8569
instance_552,6785.0,51018.0,0.10012,2044.60107,5796.33447,4.0,137348.0,0.13299,0.00042,3.82177,2e-05,0.07127,0.07125,0.00042,0.49267,0.00015,0.01857,0.01842,0.40757,0.58734,0.0,0.99835,0.99835,0.52199,0.56821,0.0,1.0,1.0,0.11964,0.44872,0.67315,0.00011,0.0,2e-05,0.02646,0.02644,0.44849
instance_225,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.1922,1.31946,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_228,18169.0,112632.0,0.16218,3371996.75,6266071.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.22387,1.20033,0.0,0.99979,0.99979,0.48604,0.4644,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_523,280446.0,6957547.0,0.00261,1.0,0.0,1.0,1.0,0.04031,1e-05,0.58023,0.0,7e-05,7e-05,1e-05,0.17004,0.0,2e-05,1e-05,0.53148,0.28604,0.0,0.99663,0.99663,0.57964,0.26832,0.0,1.0,1.0,0.00261,0.06734,0.26082,0.0,0.0,0.0,3e-05,3e-05,0.12769
instance_195,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20196,1.28583,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_353,16166.0,68184.0,0.00719,18182844.0,3039731.75,857451.0,21076938.0,0.23709,0.00018,2.34871,1e-05,0.00645,0.00644,0.00018,0.4496,6e-05,0.00359,0.00353,0.45484,0.54103,0.0,1.0,1.0,0.45497,0.52113,0.0,1.0,1.0,0.0105,0.48997,0.7583,9e-05,0.0,0.0,0.00362,0.00362,0.66736
instance_201,18169.0,112632.0,0.16218,2549298.75,5638546.0,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.21214,1.24747,0.0,0.99979,0.99979,0.47716,0.47145,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_54,1076133.0,3228653.0,0.00136,47192.52734,8376.1543,18.0,50000.0,0.33331,0.0,0.0,0.0,8e-05,8e-05,0.0,0.0,0.0,0.00024,0.00024,0.49497,0.06509,0.07143,0.99617,0.92474,0.43241,0.0,0.0,1.0,1.0,0.00032,0.64528,0.9988,0.0,0.0,0.0,8e-05,8e-05,0.9988
instance_250,18169.0,112632.0,0.16218,3371996.75,6266071.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.22395,1.20054,0.0,0.99979,0.99979,0.48604,0.4644,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_557,5789.0,32084.0,0.10242,2788.03784,8069.95996,12.0,133148.0,0.18043,0.00038,4.73418,6e-05,0.07144,0.07138,0.00038,0.50118,0.00017,0.0095,0.00933,0.46942,0.42307,0.01235,0.99738,0.98504,0.54631,0.5009,0.0,1.0,1.0,0.20761,0.71749,0.86523,0.00021,0.0,3e-05,0.01325,0.01322,0.70487
instance_604,5786.0,31712.0,0.10085,2726.74316,8216.3252,4.0,135240.0,0.18245,0.00038,4.66563,6e-05,0.07041,0.07035,0.00038,0.53967,0.00017,0.01262,0.01244,0.52867,0.40216,0.01754,0.99731,0.97977,0.5836,0.49929,0.0,1.0,1.0,0.26135,0.65931,0.89616,0.00018,0.0,3e-05,0.00798,0.00795,0.64455
instance_261,18169.0,112632.0,0.16218,904035.9375,3572340.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19218,1.3183,0.0,0.99979,0.99979,0.4594,0.48419,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_80,28550.0,123196.0,0.02128,47374.17969,8011.02051,221.0,50000.0,0.23174,0.0001,2.21086,3e-05,0.00185,0.00182,0.0001,0.39353,4e-05,0.00035,0.00032,0.46911,0.20841,0.09091,0.5,0.40909,0.49757,0.54124,0.0,1.0,1.0,0.02135,0.21282,0.97872,8e-05,0.0,2e-05,0.00139,0.00136,0.80852
instance_431,69681.0,708179.0,0.007,317.69354,85.91703,1.0,341.0,0.09839,4e-05,4.04339,0.0,0.00156,0.00156,4e-05,1.68583,1e-05,0.00488,0.00487,0.78685,0.25533,0.0,1.0,1.0,0.70614,0.35588,0.0,1.0,1.0,0.02697,0.52851,0.99953,1e-05,0.0,0.0,0.00049,0.00049,0.39149
instance_469,212648.0,2525326.0,0.00752,563.27606,99.85713,1.0,581.0,0.08421,1e-05,4.2791,0.0,0.0007,0.0007,1e-05,2.12818,0.0,0.00272,0.00272,0.75028,0.29193,0.02913,0.98947,0.96035,0.71654,0.34807,0.0,1.0,1.0,0.03096,0.6456,0.99977,0.0,0.0,0.0,0.00023,0.00023,0.41588
instance_18,1500.0,24748.0,0.03798,556.17871,823.34717,1.0,2000.0,0.06061,0.00262,0.69127,4e-05,0.01382,0.01378,0.00262,0.27962,0.00067,0.004,0.00333,0.71041,0.26332,0.0,0.99242,0.99242,0.68715,0.35333,0.0,1.0,1.0,0.01535,0.0956,0.27788,4e-05,0.0,4e-05,4e-05,0.0,0.03798
instance_584,927.0,4509.0,0.17387,1192.77173,2249.09399,20.0,15934.0,0.20559,0.00279,2.02668,0.00044,0.12863,0.12819,0.00279,0.45603,0.00108,0.01187,0.01079,0.44505,0.48703,0.03846,0.98966,0.95119,0.43774,0.75985,0.0,1.0,1.0,0.17875,0.55356,0.72522,0.001,0.0,0.00022,0.04724,0.04702,0.55201
instance_48,46418.0,119999.0,0.2332,7.89723,2.86307,2.0,10.0,0.38682,6e-05,1.80358,1e-05,0.00129,0.00128,6e-05,0.28758,2e-05,6e-05,4e-05,0.72012,0.50958,0.00645,1.0,0.99355,0.30137,0.50213,0.0,1.0,1.0,0.16362,0.22569,1.0,6e-05,0.0,1e-05,0.00129,0.00128,1.0
instance_135,1603946.0,4858293.0,0.00119,47136.42188,8468.82031,18.0,50000.0,0.33015,0.0,0.0,0.0,6e-05,6e-05,0.0,0.0,0.0,0.00019,0.00019,0.49539,0.06298,0.09091,0.99668,0.90577,0.43704,0.0,0.0,1.0,1.0,0.00028,0.64143,0.99896,0.0,0.0,0.0,6e-05,6e-05,0.99896
instance_388,19420.0,81098.0,0.00625,27536752.0,34370252.0,140770.0,139754080.0,0.23946,0.00015,2.26158,1e-05,0.00382,0.00381,0.00015,0.40217,5e-05,0.00175,0.0017,0.46668,0.56329,0.0,1.0,1.0,0.46412,0.51014,0.0,1.0,1.0,0.01062,0.43835,0.73269,8e-05,0.0,0.0,0.00229,0.00229,0.63406
instance_155,54720.0,243657.0,0.02128,47002.52344,8570.01172,162.0,50000.0,0.22458,5e-05,2.73983,2e-05,0.00138,0.00136,5e-05,0.39374,2e-05,0.00018,0.00016,0.46825,0.2108,0.09091,0.5,0.40909,0.49872,0.54006,0.0,1.0,1.0,0.02131,0.2128,0.97872,4e-05,0.0,1e-05,0.00103,0.00102,0.80852
instance_277,18169.0,112632.0,0.16218,1726621.875,4791506.5,1.0,15026590.0,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.20197,1.28507,0.0,0.99979,0.99979,0.46828,0.47799,0.0,1.0,1.0,0.16218,0.82899,0.9795,8e-05,0.0,1e-05,0.02297,0.02296,0.82812
instance_610,844.0,4211.0,0.16006,1549.15723,3114.01074,20.0,38308.0,0.20043,0.00296,1.68664,0.00047,0.12491,0.12444,0.00296,0.45492,0.00118,0.01066,0.00948,0.47138,0.49824,0.04167,0.9981,0.95643,0.43281,0.73409,0.0,1.0,1.0,0.16409,0.61933,0.76656,0.00126,3.42147,0.00024,0.12467,0.12444,0.61506
