instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_565,27.12,28.84,29.16,111.08,40.44,27.96,18.4,19.92
instance_298,50.36,28800.0,26.16,28800.0,82.08,28800.0,28800.0,24.64
instance_772,345.36,95.12,384.6,28800.0,374.8,92.36,6.8,244.76
instance_353,3.52,110.0,1.44,24.16,4.56,147.64,0.88,2.36
instance_173,273.76,451.48,190.76,60.4,210.76,512.72,177.92,254.12
instance_683,273.08,3017.0,291.84,6291.76,226.36,3456.84,376.28,159.0
instance_1058,28800.0,27.32,8585.8,196.6,9269.2,34.48,35.68,28800.0
instance_798,28800.0,23760.84,28800.0,13474.12,28800.0,23274.6,28800.0,28800.0
instance_6,5121.32,28800.0,6241.68,312.16,6484.32,28800.0,417.04,5696.44
instance_438,0.16,28800.0,0.0,4.4,0.04,28800.0,0.48,0.08
instance_1164,39.92,0.2,84.96,4.64,66.4,0.2,1.0,68.0
instance_1048,5336.56,44.56,577.64,49.0,553.56,42.6,72.88,6690.72
instance_373,12.76,591.64,6.44,62.24,10.24,652.64,260.88,6.48
instance_725,109.32,28800.0,323.56,28800.0,305.88,28800.0,28800.0,78.04
instance_941,7601.32,28800.0,3136.44,28800.0,3447.0,28800.0,28800.0,7681.88
instance_139,3271.56,28800.0,250.04,28800.0,286.88,28800.0,28800.0,2520.6
instance_903,28800.0,12831.84,28800.0,394.04,28800.0,12544.24,21799.36,28800.0
instance_1131,3124.24,28800.0,15.28,28800.0,25.52,28800.0,225.72,4562.68
instance_357,11.68,344.48,12.0,27.48,27.92,508.76,264.32,13.12
instance_967,110.64,28800.0,96.4,3698.64,159.64,28800.0,1594.76,102.2
instance_746,57.8,28800.0,37.12,28800.0,60.16,28800.0,28800.0,25.16
instance_764,263.52,28800.0,361.04,28800.0,361.8,28800.0,28800.0,214.04
instance_605,14.2,28800.0,9.56,263.92,14.12,28800.0,125.28,17.08
instance_904,274.16,28800.0,278.44,69.04,291.56,28800.0,119.52,229.08
instance_820,11.68,28800.0,1.56,28800.0,14.76,28800.0,28800.0,5.2
instance_661,307.04,1114.04,408.6,39.28,419.84,924.48,347.32,336.16
instance_596,3670.24,28800.0,2346.68,1604.48,2343.52,28800.0,748.24,3380.2
instance_1050,28800.0,149.28,5538.72,382.08,6067.6,149.56,1638.08,28800.0
instance_68,28800.0,28800.0,28800.0,3886.6,28800.0,28800.0,28800.0,28800.0
instance_279,2.56,28800.0,0.16,10.6,0.8,28800.0,2.88,0.96
instance_586,178.16,28800.0,433.56,28800.0,786.88,28800.0,28800.0,163.56
instance_568,122.72,26.6,122.92,160.08,141.68,26.6,1.8,115.2
instance_990,319.12,28800.0,425.56,28800.0,442.52,28800.0,28800.0,354.16
instance_966,9928.84,28800.0,3911.52,28800.0,4149.88,28800.0,28800.0,8828.24
instance_1128,14.96,28800.0,6.84,11.92,13.84,28800.0,91.52,9.4
instance_111,1.76,68.12,1.44,32.48,3.88,129.0,3.76,1.84
instance_403,28800.0,5236.44,28800.0,3058.64,28800.0,5890.8,7202.0,28800.0
instance_129,11258.16,28800.0,8312.88,28800.0,11679.96,28800.0,28800.0,9463.96
instance_71,1135.8,573.36,1126.36,160.64,1219.0,948.76,332.16,991.64
instance_532,101.16,891.4,68.88,16.32,121.04,1440.28,1.6,128.24
instance_274,28800.0,1176.4,28800.0,37.92,28800.0,4516.24,1101.04,28800.0
instance_1077,19.8,0.2,34.32,4.48,44.8,0.2,0.92,20.64
instance_977,6411.28,28800.0,3705.36,28800.0,4177.92,28800.0,28800.0,8201.12
instance_157,4.56,129.72,0.28,63.8,0.92,156.16,3.96,3.72
instance_1139,98.44,28800.0,153.72,66.76,156.52,28800.0,5.76,162.12
instance_960,28800.0,18.32,28800.0,37.08,28800.0,17.84,18.32,28800.0
instance_1133,10415.8,28800.0,272.4,28800.0,104.96,28800.0,266.64,9485.0
instance_1053,28800.0,33.68,5168.2,124.32,3154.48,38.92,65.44,28800.0
instance_495,28800.0,4.8,28800.0,769.36,28800.0,5.6,46.68,28800.0
instance_849,22.52,170.92,13.12,63.28,32.24,164.08,196.16,18.68
instance_391,82.8,1879.2,67.96,587.24,86.96,2251.72,365.8,55.2
instance_639,12136.76,28800.0,10504.8,28800.0,10963.08,28800.0,28800.0,12782.04
instance_399,329.96,2957.28,258.64,739.8,327.64,3851.2,655.56,240.2
instance_1068,20.2,28800.0,19.68,28800.0,23.36,28800.0,23.56,16.0
instance_264,10.68,545.52,12.08,22.44,20.44,2915.56,3.96,7.96
instance_1056,28800.0,399.6,28800.0,1515.4,28800.0,519.6,16199.0,28800.0
instance_261,13.12,1608.04,4.12,28.44,12.88,2822.8,6.32,4.72
instance_206,25.44,28800.0,17.32,219.68,28.88,28800.0,293.36,24.64
instance_76,53.2,28800.0,92.0,28800.0,136.84,28800.0,28800.0,32.84
instance_210,35.2,28800.0,26.44,269.64,56.96,28800.0,287.12,32.4
instance_906,340.92,28800.0,431.64,28800.0,501.4,28800.0,28800.0,373.04
instance_542,947.04,191.32,372.6,36.48,412.92,276.68,304.52,908.6
instance_1121,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,21855.04,28800.0
instance_398,356.76,2976.64,297.88,176.32,386.08,3569.48,680.04,218.56
instance_201,10.44,5.52,9.16,27.36,13.4,5.2,3.88,6.4
instance_1175,91.8,0.08,53.52,4.8,72.2,0.04,0.96,57.68
instance_1084,1.64,28800.0,0.2,45.92,0.4,28800.0,4.72,1.2
instance_1129,16.72,28800.0,9.84,46.96,18.24,28800.0,7.4,139.12
instance_537,97.52,273.0,37.4,55.56,77.24,437.0,1.28,86.44
instance_181,2147.96,28800.0,2122.56,28800.0,1873.28,28800.0,28800.0,2466.44
instance_133,5397.12,28800.0,2810.52,28800.0,2885.24,28800.0,28800.0,6640.36
instance_924,4.08,28800.0,2.92,342.48,12.0,28800.0,105.6,5.0
instance_1045,28800.0,958.2,28800.0,715.2,28800.0,964.32,3302.48,28800.0
instance_621,614.16,625.2,656.76,70.36,584.8,28800.0,89.44,373.6
instance_115,7.16,467.16,5.6,29.28,10.48,1062.56,3.0,4.04
instance_662,57.32,28800.0,116.32,28800.0,160.8,28800.0,8458.68,86.6
instance_870,79.92,28800.0,35.84,28800.0,78.8,28800.0,28800.0,43.36
instance_1076,16.44,0.12,21.76,4.44,33.28,0.12,0.84,10.2
instance_259,5.72,973.8,3.32,12.36,7.28,1567.68,2.0,4.24
instance_887,121.96,238.16,93.64,196.56,107.04,224.44,2.72,53.28
instance_455,191.04,2682.0,208.12,232.52,182.12,28800.0,409.36,231.04
instance_191,28800.0,28800.0,26248.52,28800.0,28800.0,28800.0,28800.0,28800.0
instance_853,2.48,28800.0,1.28,1220.36,5.24,28800.0,1.4,1.92
instance_607,63.28,28800.0,182.48,28800.0,160.36,28800.0,185.04,55.76
instance_116,20.88,62.32,40.8,33.96,55.04,595.08,6.88,20.0
instance_518,0.08,28800.0,0.08,19.12,0.08,28800.0,1.04,0.08
instance_925,1138.64,28800.0,1021.64,28800.0,839.2,28800.0,28800.0,1115.48
instance_648,2520.4,28800.0,3127.84,28800.0,2408.04,28800.0,28800.0,3603.68
instance_54,14260.12,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,14621.76
instance_269,23.68,664.64,26.6,39.48,56.68,3520.08,60.96,26.64
instance_437,1205.96,1.28,2403.72,13.64,2237.48,1.92,4.52,932.04
instance_21,5586.16,28800.0,2977.12,28800.0,3324.08,28800.0,28800.0,7555.16
instance_267,18.6,55.76,28.64,27.88,19.52,1855.4,2.68,11.84
instance_402,28800.0,5249.28,28800.0,2781.8,28800.0,5846.12,4707.2,28800.0
instance_24,3.12,28800.0,0.92,108.76,2.0,28800.0,2.24,2.68
instance_229,466.28,28800.0,369.68,4765.6,474.72,28800.0,3574.92,454.2
instance_216,288.48,28800.0,336.48,470.24,383.36,28800.0,705.0,176.96
instance_350,6.6,76.56,2.64,13.2,5.64,129.72,127.6,3.96
instance_258,1.52,251.48,0.84,18.4,2.64,669.68,1.48,1.04
instance_275,28800.0,1658.2,28800.0,71.8,28800.0,4788.8,1509.92,28800.0
instance_433,40.28,0.08,34.84,7.52,68.08,0.08,2.0,31.44
instance_878,67.2,28800.0,151.2,28800.0,171.48,28800.0,28800.0,92.92
instance_109,1.6,697.68,0.2,30.44,2.0,959.52,4.32,1.04
instance_1086,1.12,28800.0,0.16,35.84,0.28,28800.0,4.56,0.76
instance_952,1528.28,28800.0,636.32,28800.0,806.96,28800.0,28800.0,1028.32
instance_485,28800.0,5.04,28800.0,787.24,28800.0,5.36,44.2,28800.0
instance_834,38.76,25.08,21.76,253.96,34.88,24.4,1.28,29.28
instance_155,7264.72,28800.0,14347.64,28800.0,14019.04,28800.0,28800.0,4853.12
instance_730,87.16,28800.0,44.24,28800.0,129.6,28800.0,28800.0,48.88
instance_1113,22.28,28800.0,22.64,252.28,11.36,28800.0,11.8,7.44
instance_130,479.56,28800.0,554.48,28800.0,792.84,28800.0,28800.0,561.72
instance_779,49.56,28800.0,67.44,1979.4,44.96,28800.0,365.28,49.48
instance_491,28800.0,30.72,28800.0,1454.68,28800.0,32.88,173.08,28800.0
instance_334,51.0,1.36,32.72,200.04,66.56,11.76,5.04,22.32
instance_148,6503.36,28800.0,15471.44,28800.0,16538.8,28800.0,28800.0,7081.4
instance_552,7705.12,28800.0,8190.2,7054.2,9665.2,28800.0,28800.0,6293.48
instance_836,11287.56,28800.0,6078.84,28800.0,7993.28,28800.0,28800.0,9307.6
instance_677,90.72,28800.0,288.16,28800.0,345.8,28800.0,835.44,90.32
instance_872,1984.6,4547.04,1361.84,28800.0,1664.2,4319.4,170.16,1981.04
instance_1079,107.92,0.12,154.52,5.0,150.4,0.12,0.88,89.68
instance_196,787.76,28800.0,618.48,28800.0,698.28,28800.0,543.64,564.84
instance_490,28800.0,4.84,28800.0,751.12,28800.0,5.12,45.04,28800.0
instance_1040,42.88,28800.0,39.76,384.2,48.56,28800.0,848.84,17.92
instance_331,24.64,21.04,1.92,482.84,25.4,35.4,5.48,11.12
instance_445,0.8,28800.0,0.12,24.48,0.64,28800.0,0.72,0.48
instance_555,28800.0,876.72,20311.24,148.36,12491.72,2232.52,342.12,28800.0
instance_85,5.4,19.56,3.44,28.12,4.72,25.04,244.24,4.64
instance_203,25.12,2533.56,14.4,185.88,14.48,2948.12,233.16,19.32
instance_760,140.76,28800.0,273.0,1274.12,276.16,28800.0,360.08,179.92
instance_1010,96.08,28800.0,159.88,28800.0,146.52,28800.0,4488.76,120.32
instance_270,43.24,791.28,59.16,10.88,51.6,3543.12,46.8,49.76
instance_118,913.32,2541.72,1055.24,3776.92,1382.44,28800.0,483.48,821.36
instance_1114,35.12,28800.0,9.68,268.64,20.48,28800.0,74.48,74.36
instance_103,28800.0,144.16,28800.0,132.52,28800.0,258.84,1526.8,28800.0
instance_737,23.52,28800.0,6.24,28800.0,37.88,28800.0,13668.92,14.44
instance_394,79.28,2437.44,49.88,1814.68,91.64,2781.4,386.16,62.32
instance_900,186.56,28800.0,239.48,743.16,243.96,28800.0,28800.0,174.16
instance_84,3.44,28800.0,1.28,588.68,5.0,28800.0,862.88,2.96
instance_696,167.16,7.76,195.96,102.2,298.76,7.44,18.96,151.88
instance_1163,52.96,0.04,38.16,4.12,47.4,0.08,0.8,32.52
instance_838,817.36,28800.0,944.72,28800.0,845.12,28800.0,28800.0,788.0
instance_1103,2.24,28800.0,1.04,191.72,1.2,28800.0,2.24,1.6
instance_423,30.84,0.04,20.24,4.2,16.6,0.08,0.96,14.56
instance_587,70.96,28800.0,96.8,1747.4,89.28,28800.0,326.56,42.44
instance_30,47.68,28800.0,21.32,60.2,37.36,28800.0,8321.04,37.96
instance_1149,8.8,28800.0,5.2,28800.0,6.72,28800.0,47.36,6.16
instance_488,28800.0,145.2,28800.0,28800.0,28800.0,157.0,714.92,28800.0
instance_219,28800.0,28800.0,28800.0,2209.52,28800.0,28800.0,28800.0,28800.0
instance_176,1.6,133.24,0.92,46.48,1.76,211.88,0.64,1.2
instance_852,36.64,28800.0,32.68,748.48,41.4,28800.0,409.24,43.44
instance_163,38.0,249.4,4.56,6473.0,6.16,372.16,7.28,28.64
instance_392,85.32,2087.68,52.2,2068.08,76.52,2834.2,378.12,51.92
instance_17,277.2,28800.0,292.96,295.4,161.8,28800.0,28800.0,191.8
instance_956,676.68,28800.0,716.92,28800.0,1194.28,28800.0,28800.0,673.48
instance_857,415.72,28800.0,538.92,2412.08,573.32,28800.0,7660.04,516.4
instance_578,8.48,28800.0,3.28,28800.0,5.44,28800.0,18.36,9.08
instance_623,0.4,28800.0,0.12,28.8,0.32,28800.0,1.84,0.2
instance_363,574.12,50.84,305.44,127.56,342.16,70.2,1.92,416.28
instance_406,44.48,1262.24,27.68,68.92,42.24,1589.72,296.12,24.4
instance_31,45.72,28800.0,23.12,93.48,32.88,28800.0,2949.64,20.2
instance_1105,23.64,28800.0,1.4,239.68,1.28,28800.0,9.8,15.12
instance_177,1307.52,28800.0,239.16,28800.0,251.08,28800.0,28800.0,732.48
instance_326,9.04,16.0,1.44,374.64,13.96,26.16,4.08,3.44
instance_224,226.24,28800.0,382.16,1094.24,328.56,28800.0,2062.16,184.32
instance_356,108.92,570.92,139.44,9.88,118.96,829.96,421.48,59.04
instance_739,10.32,12.0,43.16,722.96,30.64,11.92,3.44,10.16
instance_45,219.04,28800.0,367.6,1912.8,401.4,28800.0,1850.44,312.96
instance_735,40.8,28800.0,111.76,28800.0,143.32,28800.0,28800.0,29.36
instance_1031,13587.36,1372.36,11906.2,136.04,13481.32,1274.6,1874.04,18755.84
instance_832,20.28,818.56,65.44,173.12,43.92,680.64,53.6,19.44
instance_1062,3.88,468.68,3.72,105.72,4.16,436.96,3.24,3.56
instance_265,9.72,768.8,10.4,22.92,23.24,2576.76,4.0,7.0
instance_632,67.52,28800.0,100.44,28800.0,116.96,28800.0,4752.68,55.16
instance_382,28800.0,2738.8,28800.0,601.2,28800.0,3061.4,1658.24,28800.0
instance_82,91.88,28800.0,71.4,28800.0,107.48,28800.0,28800.0,62.2
instance_613,3.6,28800.0,2.24,4.32,5.16,28800.0,1.08,7.76
instance_946,73.36,28800.0,132.2,28800.0,179.56,28800.0,28800.0,160.68
instance_939,103.28,28800.0,356.04,28800.0,353.72,28800.0,28800.0,105.76
instance_1082,0.8,28800.0,0.08,31.8,0.32,28800.0,4.08,0.24
instance_551,886.56,2847.68,892.4,660.56,825.52,28800.0,348.48,838.72
instance_273,10251.12,281.48,8595.96,49.08,7674.92,2138.08,129.56,11332.72
instance_83,3.16,28800.0,1.24,565.76,4.96,28800.0,864.0,3.0
instance_434,270.64,0.4,358.0,10.88,334.0,0.48,2.8,247.56
instance_426,3491.8,28800.0,2886.36,28800.0,3409.84,28800.0,28800.0,3750.44
instance_823,29.0,24.12,15.16,53.56,32.56,22.6,3.72,19.8
instance_384,4.76,273.56,3.68,30.76,6.56,325.16,245.88,3.96
instance_531,40.32,241.92,11.36,6100.2,28.56,335.68,1.36,39.12
instance_1112,754.6,28800.0,8.12,28800.0,6.56,28800.0,15.6,1842.44
instance_1142,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,6254.48,28800.0
instance_101,28800.0,49.52,28800.0,92.92,28800.0,83.52,575.68,28800.0
instance_1047,174.64,71.72,222.08,54.48,198.2,70.8,125.28,227.8
instance_47,173.76,28800.0,193.16,764.2,174.04,28800.0,6491.24,154.08
instance_407,48.36,1087.04,30.08,59.24,39.68,1391.72,297.52,27.6
instance_856,69.76,28800.0,172.04,28800.0,97.0,28800.0,383.32,57.48
instance_475,13.36,2415.56,5.24,953.72,9.52,28800.0,133.48,8.28
instance_329,19.68,8.2,1.68,239.12,42.6,23.84,4.12,5.0
instance_778,772.8,7.76,2766.12,18.12,3853.4,7.56,7.36,1126.48
instance_1093,799.16,28800.0,342.36,199.4,310.44,28800.0,11.48,692.28
instance_318,217.0,0.08,156.84,12.96,176.8,0.24,3.6,224.96
instance_293,14.32,28800.0,4.76,28800.0,30.0,28800.0,284.16,9.32
instance_575,3.8,28800.0,1.48,28800.0,4.0,28800.0,33.96,3.52
instance_693,222.16,28800.0,273.16,28800.0,217.96,28800.0,28800.0,171.36
instance_345,2.96,1.4,0.48,1308.64,6.48,11.44,3.28,1.44
instance_603,11.68,28800.0,9.92,287.2,11.32,28800.0,122.2,10.32
instance_891,632.88,28800.0,431.8,28800.0,683.6,28800.0,19853.52,601.2
instance_145,58.44,28800.0,58.72,28800.0,79.6,28800.0,28800.0,47.8
instance_470,4.24,28800.0,0.32,55.6,0.88,28800.0,1.92,3.04
instance_128,395.2,28800.0,483.08,28800.0,577.72,28800.0,28800.0,399.96
instance_569,16370.04,47.04,7351.96,163.0,7472.88,46.12,111.12,17379.4
instance_790,9.76,28800.0,6.08,28800.0,18.52,28800.0,28800.0,8.08
instance_360,33.24,477.4,24.48,7.96,40.64,618.44,284.72,20.64
instance_195,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,2540.92,28800.0
instance_235,162.2,1.92,107.08,30.36,89.4,6.16,16.88,394.28
instance_78,87.6,28800.0,111.24,28800.0,122.36,28800.0,28800.0,98.44
instance_741,452.52,169.44,721.8,44.36,724.08,148.84,471.88,288.88
instance_766,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,1116.0,28800.0
instance_23,28800.0,28800.0,28800.0,712.16,28800.0,28800.0,28800.0,28800.0
instance_401,4396.36,2541.32,5286.36,1110.88,3212.68,3013.8,1032.64,4050.04
instance_284,121.92,28800.0,89.32,28800.0,171.04,28800.0,28800.0,68.6
instance_494,868.6,0.48,500.36,420.88,593.12,0.52,20.76,1229.56
instance_90,18.16,18.72,16.32,1136.08,25.44,34.64,245.76,19.0
instance_321,28800.0,6.92,28800.0,55.72,28800.0,8.32,26.64,28800.0
instance_1027,80.72,28800.0,83.64,28800.0,56.44,28800.0,28800.0,49.48
instance_366,28800.0,929.28,28800.0,46.12,28800.0,1373.28,1390.56,28800.0
instance_617,37.08,104.72,62.28,58.96,87.48,28800.0,12.56,29.28
instance_377,52.24,1251.48,39.72,78.0,47.24,1376.64,327.12,30.0
instance_429,13610.96,28800.0,9670.48,28800.0,8915.48,28800.0,18931.2,16453.68
instance_262,8.36,92.32,6.16,21.88,8.36,1911.68,1.44,6.56
instance_825,73.0,28800.0,58.6,3374.28,78.56,28800.0,1430.96,79.64
instance_550,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,3678.24,28800.0
instance_1162,243.04,0.6,290.64,5.56,244.36,0.56,1.12,283.84
instance_140,28800.0,28800.0,5215.2,28800.0,6377.16,28800.0,28800.0,28800.0
instance_831,2.36,28800.0,0.6,223.44,1.92,28800.0,5.6,0.72
instance_497,28800.0,138.56,28800.0,13556.8,28800.0,151.56,700.28,28800.0
