instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8,algorithm_9,algorithm_10,algorithm_11,algorithm_12,algorithm_13,algorithm_14,algorithm_15,algorithm_16,algorithm_17,algorithm_18,algorithm_19,algorithm_20,algorithm_21,algorithm_22,algorithm_23,algorithm_24,algorithm_25,algorithm_26,algorithm_27,algorithm_28,algorithm_29,algorithm_30,algorithm_31
instance_1276,1028.72,4800.0,53.0,370.68,1742.56,195.6,106.28,253.48,31.0,164.04,4800.0,4800.0,1464.32,93.08,1023.72,2798.28,4800.0,61.68,4800.0,66.44,4800.0,342.92,4800.0,634.12,4800.0,45.08,280.0,4800.0,77.76,245.52,83.52
instance_59,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,611.84,4800.0,2604.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1352,64.4,4800.0,132.56,11.44,21.76,21.32,3.48,30.72,25.2,90.44,4800.0,4800.0,17.24,68.28,19.24,18.64,4800.0,15.8,4800.0,16.2,4800.0,4800.0,4800.0,61.44,4800.0,17.92,17.2,4800.0,89.36,4800.0,23.96
instance_500,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,855.08,4800.0,4509.2,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_221,4800.0,876.68,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4252.4,4463.6,4800.0,4800.0,100.04,4800.0,4800.0,4800.0,2044.44,2000.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,98.52,4800.0,4800.0,19.32,4800.0
instance_952,4800.0,4800.0,4759.2,4800.0,4800.0,2408.16,4800.0,4800.0,4800.0,281.12,4800.0,4800.0,3700.16,1107.44,4800.0,3561.84,4800.0,4162.0,4800.0,4800.0,4800.0,4800.0,4800.0,1795.72,4800.0,2887.72,750.88,4800.0,4281.2,303.68,4800.0
instance_553,4800.0,21.92,4800.0,4800.0,4800.0,4800.0,914.84,4800.0,4800.0,4800.0,581.72,7.52,3.72,4800.0,4800.0,4800.0,11.6,3649.36,7.2,4800.0,10.0,4800.0,4800.0,4800.0,11.72,4800.0,3.68,11.48,4800.0,4.6,4800.0
instance_522,9.92,4800.0,1.32,0.6,0.76,1.08,1.44,5.4,1.24,0.8,4800.0,4800.0,1.6,4.72,1.56,1.24,4800.0,0.72,4800.0,1.12,4800.0,4.2,1.12,0.88,4800.0,0.76,1.6,4800.0,1.56,3.92,1.28
instance_1448,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4323.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4137.6,4800.0,4800.0,4800.0,4800.0,4800.0,3303.84,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_818,343.04,4800.0,1595.88,47.48,1210.0,30.76,337.6,576.8,222.92,45.68,0.04,4800.0,0.0,155.84,1717.4,3153.4,4800.0,42.44,4800.0,560.6,4800.0,4800.0,137.44,203.16,4800.0,240.04,0.0,4800.0,1498.44,0.0,178.72
instance_1480,68.36,0.08,10.64,6.8,548.08,84.6,0.56,1718.68,30.32,51.24,0.16,0.04,3.16,28.92,8.68,196.68,0.6,48.96,0.0,220.48,0.04,112.68,16.52,121.44,0.0,146.72,3.28,0.0,163.24,3.12,5.08
instance_599,523.24,4800.0,199.08,175.16,117.48,442.52,1648.24,316.08,149.88,632.32,4800.0,4800.0,271.76,193.72,81.96,55.12,4800.0,255.2,4800.0,58.72,4800.0,3552.0,93.16,268.24,4800.0,191.68,202.72,4800.0,588.4,151.6,86.68
instance_56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1044,1074.16,4800.0,4800.0,2173.44,2610.4,2801.32,3620.0,4800.0,1524.08,661.56,2273.6,4800.0,4800.0,3521.48,1187.24,686.6,4800.0,2278.2,4800.0,1155.92,4800.0,4800.0,4800.0,731.52,4800.0,2059.96,4800.0,4800.0,4800.0,4800.0,4693.2
instance_188,301.64,4800.0,151.8,73.88,50.8,254.96,116.24,173.48,52.64,1167.16,4800.0,4800.0,67.84,96.76,54.76,68.16,4800.0,113.8,4800.0,49.68,4800.0,2982.56,54.44,84.84,4800.0,69.12,52.04,4800.0,467.48,53.08,51.28
instance_345,0.12,0.04,0.76,0.2,0.2,0.04,0.0,0.04,0.2,0.32,0.68,0.32,0.92,0.72,1.32,0.88,0.28,0.28,0.04,0.44,0.08,8.32,0.2,0.44,0.32,0.2,0.92,0.32,0.24,1.36,0.48
instance_213,4800.0,2.28,904.44,3366.56,347.6,4800.0,194.32,4800.0,4.96,204.68,3202.4,7.8,472.44,119.48,1365.92,102.8,0.92,4003.2,4800.0,199.8,65.92,109.04,69.04,1015.8,3.12,4074.8,521.92,1.52,22.88,22.48,661.68
instance_546,214.56,4800.0,4800.0,322.08,331.76,1067.92,84.76,160.24,803.8,460.28,4800.0,4800.0,507.44,396.44,98.76,43.76,4800.0,394.48,4800.0,142.52,4800.0,1284.6,3502.2,248.12,4800.0,574.04,606.84,4800.0,4076.0,939.52,167.96
instance_1274,4800.0,1.92,4800.0,4800.0,4800.0,4800.0,3254.56,4800.0,4800.0,4800.0,410.6,0.12,5.32,4800.0,4800.0,4800.0,114.52,4800.0,0.2,4800.0,1.88,4800.0,1093.92,1913.6,0.48,4800.0,5.48,4.24,4800.0,4.68,4800.0
instance_1107,106.04,4800.0,134.36,90.0,73.0,122.92,277.08,156.92,188.12,171.88,4800.0,4800.0,190.68,89.28,160.0,136.56,4800.0,182.76,4800.0,132.6,4800.0,243.44,238.08,542.16,4800.0,30.68,167.88,4800.0,214.48,89.6,74.88
instance_276,4506.0,4800.0,324.08,1162.08,616.4,4800.0,4800.0,4800.0,557.28,1623.72,4800.0,4800.0,1122.52,279.04,1252.08,835.12,4800.0,2238.4,4800.0,597.28,4800.0,1962.4,3026.92,1753.04,4800.0,1668.04,1203.04,4800.0,248.04,579.16,893.84
instance_274,509.52,4800.0,1301.92,228.0,84.08,290.4,50.36,375.0,67.76,1363.28,4800.0,4800.0,52.6,153.2,66.08,33.88,4800.0,158.24,4800.0,32.28,4800.0,1824.2,426.92,866.2,4800.0,198.32,53.84,4800.0,2848.56,105.76,43.28
instance_956,4800.0,23.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,32.48,156.72,4800.0,4800.0,4800.0,2074.48,4800.0,63.0,4800.0,109.64,4800.0,4800.0,4800.0,95.56,4800.0,160.4,83.6,4800.0,126.08,4800.0
instance_94,736.08,4800.0,32.96,24.0,18.2,37.4,55.64,75.36,39.32,36.44,4800.0,4800.0,28.64,36.56,19.28,14.6,4800.0,20.88,4800.0,18.88,4800.0,276.72,26.64,35.96,4800.0,26.44,28.8,4800.0,66.4,52.28,25.44
instance_175,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4183.2,4800.0,4800.0,3342.52,2125.88,4800.0,3884.4,4800.0,4800.0,4800.0,4800.0,3245.24,4800.0,4800.0,4800.0,4800.0,4800.0,3238.12,4800.0,4800.0,3529.0,4800.0,4800.0,3672.48,4800.0
instance_1611,4800.0,47.92,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,85.96,603.96,4800.0,4800.0,4800.0,4800.0,4800.0,39.76,4800.0,120.52,4800.0,4800.0,4800.0,595.44,4800.0,617.56,16.12,4800.0,533.04,4800.0
instance_358,4800.0,0.0,2695.68,11.32,4800.0,1241.36,230.24,4800.0,4800.0,665.64,13.0,0.0,3.0,4800.0,4800.0,4800.0,0.72,3804.76,0.04,4800.0,0.04,4800.0,4800.0,1145.24,0.16,4800.0,3.0,0.0,4800.0,2.64,4800.0
instance_1014,4800.0,19.36,4800.0,4800.0,227.16,4800.0,4800.0,4800.0,4800.0,4574.4,4800.0,1.8,42.4,4800.0,4800.0,4800.0,10.2,4800.0,4800.0,179.52,3482.28,0.92,4664.4,4510.0,16.56,4800.0,42.2,7.36,4800.0,94.88,4800.0
instance_1294,4804.0,4800.0,4804.0,4804.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4804.0,4804.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4804.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4804.0,4804.0
instance_27,4800.0,1.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,941.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3.76,4800.0,130.24,4800.0,4800.0,4800.0,380.52,4800.0,4800.0,11.0,4800.0,4800.0,4800.0
instance_1004,110.84,4800.0,94.52,22.96,32.96,47.6,4.28,116.72,38.6,26.12,4800.0,4800.0,51.72,67.28,28.44,31.84,4800.0,27.56,4800.0,23.4,4800.0,423.72,26.6,33.24,4800.0,34.44,44.08,4800.0,74.0,4800.0,39.48
instance_1441,4800.0,68.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1799.24,4800.0,4800.0,4800.0,4800.0,4800.0,75.28,4800.0,410.08,4800.0,4800.0,4800.0,1288.0,4800.0,1809.56,49.4,4800.0,1194.64,4800.0
instance_1378,4800.0,0.32,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1745.4,0.2,2.88,4800.0,4800.0,4800.0,1.0,4800.0,0.4,4800.0,0.48,4800.0,4800.0,4800.0,0.28,4800.0,3.04,0.16,4800.0,2.44,4800.0
instance_653,4800.0,4800.0,1477.16,2067.68,1192.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,2967.64,515.04,4804.0,4800.0,1959.36,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4804.0,4800.0,4800.0,1105.2,2146.08,4804.0
instance_1272,4800.0,97.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4048.8,4800.0,4800.0,4800.0,4800.0,4800.0,53.08,4800.0,4800.0,4800.0,4800.0,4800.0,1715.12,4800.0,4137.2,1667.64,4800.0,2579.52,4800.0
instance_246,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1487.56,4800.0,1717.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_743,4800.0,0.16,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,109.84,0.24,2.72,4800.0,4800.0,4800.0,0.56,4800.0,0.28,4800.0,0.04,4800.0,4800.0,186.88,0.12,4800.0,2.72,0.36,4800.0,2.48,4800.0
instance_1082,38.24,4800.0,55.32,14.08,11.2,20.16,3.96,45.96,23.84,20.12,4800.0,4800.0,17.6,47.0,13.16,11.32,4800.0,19.48,4800.0,10.88,4800.0,71.24,10.0,15.92,4800.0,11.64,17.6,4800.0,178.44,37.48,13.76
instance_402,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4298.8,563.08,94.52,0.12,3.6,4800.0,4800.0,4800.0,1.36,1035.52,0.08,4800.0,0.04,4800.0,4800.0,925.76,0.12,4800.0,3.16,0.24,4800.0,2.84,4800.0
instance_429,4800.0,91.8,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,748.08,1799.32,4800.0,4800.0,4800.0,2847.0,4800.0,45.36,4800.0,170.04,4800.0,4800.0,4800.0,331.48,4800.0,1791.88,18.32,4800.0,1543.04,4800.0
instance_1399,4800.0,4800.0,353.12,204.16,222.32,556.0,4800.0,1671.24,411.36,4800.0,4800.0,4800.0,482.64,259.72,180.6,104.04,4800.0,398.6,4800.0,120.72,4800.0,4800.0,402.12,4800.0,4800.0,321.64,660.4,4800.0,761.92,365.2,166.4
instance_218,287.0,2589.08,30.0,4.04,5.24,96.32,226.76,947.24,14.16,10.84,4800.0,109.12,200.24,79.12,133.04,83.2,275.08,5.84,4800.0,115.0,96.44,146.64,47.56,7.12,416.6,9.04,192.76,1440.64,22.28,131.68,47.72
instance_1268,4800.0,4800.0,324.08,2110.48,491.32,2719.72,4800.0,4800.0,735.76,3469.92,4800.0,4800.0,595.32,437.4,817.28,490.0,4800.0,1540.88,4800.0,690.56,4800.0,4800.0,377.08,2208.96,4800.0,1249.6,841.4,4800.0,541.44,422.96,1365.2
instance_185,4800.0,4800.0,175.88,232.16,52.92,790.2,2662.8,4800.0,113.52,158.12,4800.0,4800.0,273.84,185.24,297.44,229.04,4800.0,331.92,4800.0,610.64,4800.0,253.32,409.44,107.24,4800.0,252.4,251.28,4800.0,59.36,223.4,1603.48
instance_357,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1460.08,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_801,0.64,4800.0,35.52,34.64,23.4,32.96,34.6,1.08,12.44,1.64,92.72,4800.0,57.88,30.96,34.68,17.36,4800.0,52.16,4800.0,28.36,4800.0,10.36,50.48,5.64,4800.0,36.6,57.12,4800.0,49.44,20.04,32.68
instance_826,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1398.12,4800.0,1632.28,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1465,4800.0,4800.0,523.28,305.0,315.76,610.44,4294.0,1222.36,531.12,4800.0,4800.0,4800.0,632.36,322.04,261.6,139.52,4800.0,382.32,4800.0,172.8,4800.0,4800.0,570.68,4586.4,4800.0,458.92,619.76,4800.0,1130.68,436.04,235.6
instance_1152,959.2,4800.0,74.2,365.28,247.04,681.2,505.8,999.68,668.36,795.88,4800.0,4800.0,1661.96,222.8,698.08,61.0,4800.0,183.6,4800.0,212.12,4800.0,4358.8,342.16,558.72,4800.0,267.64,1699.76,4800.0,475.48,1888.08,251.04
instance_1359,4800.0,1.4,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2760.8,0.2,354.32,4800.0,4800.0,4800.0,1.04,4800.0,0.96,4800.0,0.92,4800.0,4800.0,4800.0,0.08,4800.0,334.12,0.6,4800.0,4800.0,4800.0
instance_1047,4800.0,4800.0,4804.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4804.0,4800.0
instance_1084,4292.8,4800.0,3.48,0.12,0.08,2.04,14.12,1929.6,0.2,0.08,4800.0,4800.0,0.2,0.84,0.92,0.8,4800.0,0.08,4800.0,1.04,4800.0,1548.96,0.12,0.08,4800.0,0.12,0.24,4800.0,1.92,0.72,1.24
instance_1324,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2251.04,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3146.76,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
instance_1154,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3112.52,4800.0,4800.0,3269.8,319.0,4800.0,458.12,4800.0,4800.0,4800.0,4800.0,4018.8,4800.0,4800.0,4800.0,4800.0,4800.0,4526.8,4800.0,4800.0,3790.88,4800.0,4800.0,3530.84,4800.0
instance_61,5.04,4800.0,4.84,4.56,3.56,7.92,5.16,22.92,5.16,6.84,4800.0,4800.0,10.68,10.08,6.76,3.68,4800.0,4.2,4800.0,3.12,4800.0,23.08,4.0,8.36,4800.0,4.96,10.8,4800.0,2.28,4.88,3.96
instance_1112,4800.0,0.72,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4.72,4.32,4800.0,4800.0,4800.0,8.84,4800.0,1.2,4800.0,2.92,4800.0,4800.0,4800.0,0.56,4800.0,3.96,7.6,4800.0,3.56,4800.0
instance_729,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,304.8,0.16,3.76,4800.0,4800.0,4800.0,0.2,4800.0,0.04,4800.0,0.16,4800.0,4800.0,4800.0,0.08,4800.0,4.28,0.0,4800.0,3.32,4800.0
instance_45,0.04,0.04,0.48,0.04,0.04,0.08,0.04,0.08,0.16,0.16,1.16,0.2,0.28,0.96,0.36,0.4,0.16,0.44,0.08,0.32,0.16,34.76,0.04,0.2,0.16,0.08,0.24,0.16,0.08,1.04,0.4
instance_354,4800.0,17.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4.0,7.0,4800.0,4800.0,4800.0,20.56,4800.0,6.0,4800.0,5.28,4800.0,4800.0,4800.0,6.24,4800.0,7.32,4.16,4800.0,7.64,4800.0
instance_127,4800.0,24.2,4800.0,2997.92,4800.0,970.72,4800.0,4800.0,4800.0,4800.0,144.6,13.72,3.36,422.8,4800.0,4800.0,1.4,666.84,4800.0,4800.0,2.44,4800.0,1823.44,953.32,1.4,1739.88,3.52,1.24,4800.0,2.68,4800.0
instance_1270,4800.0,4800.0,1162.76,4800.0,543.56,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3389.84,4800.0,2563.6,932.2,4800.0,4800.0,4800.0,1268.4,4800.0,4800.0,240.24,4800.0,4800.0,1335.52,2611.36,4800.0,1063.28,4800.0,4800.0
instance_1215,1229.8,4800.0,4800.0,4800.0,4800.0,573.64,1316.44,2316.16,3781.12,113.84,4800.0,4800.0,4760.0,2692.12,4800.0,1128.76,4800.0,2615.0,4800.0,19.52,4800.0,4800.0,4800.0,2726.32,4800.0,257.56,3588.56,4800.0,4800.0,1278.84,1567.44
instance_916,4800.0,62.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3483.28,4800.0,4800.0,4800.0,4800.0,4800.0,82.64,4800.0,1011.52,4800.0,4800.0,4800.0,1848.92,4800.0,3438.92,352.4,4800.0,2013.36,4800.0
instance_681,4800.0,1060.52,253.88,73.76,41.68,135.92,593.6,4228.0,30.32,4800.0,4800.0,4800.0,516.08,12.88,98.56,4800.0,4800.0,69.72,4800.0,237.92,141.52,4800.0,25.96,4800.0,4800.0,25.32,798.88,4800.0,33.8,59.04,81.08
instance_1147,4800.0,872.6,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1758.96,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2621.52,4800.0,4800.0,310.96,4800.0,4800.0,4800.0
instance_1204,4800.0,2.12,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1.32,4.28,4800.0,4800.0,4800.0,403.08,4800.0,0.04,4800.0,1.64,4800.0,4800.0,4800.0,0.12,4800.0,4.44,0.28,4800.0,3.48,4800.0
instance_187,1373.4,4800.0,4800.0,4800.0,4800.0,4800.0,607.92,4800.0,4800.0,885.32,133.76,4800.0,636.92,4800.0,4800.0,4800.0,4800.0,605.4,4800.0,4800.0,4800.0,4800.0,4800.0,908.88,4800.0,4800.0,2430.28,4800.0,4800.0,4186.4,4800.0
instance_1179,4800.0,157.08,2457.44,4800.0,868.52,4800.0,4800.0,4800.0,125.4,1995.96,4800.0,32.4,1735.52,46.36,4800.0,4800.0,30.28,2238.76,4800.0,4800.0,300.4,223.84,3175.88,1122.88,199.36,4800.0,1754.32,138.56,103.88,2258.52,8.48
instance_1122,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1045.72,4800.0,4800.0,1160.76,45.8,4800.0,252.0,4800.0,4800.0,4800.0,4800.0,2125.88,4800.0,4800.0,4800.0,4800.0,4800.0,1048.84,4800.0,4800.0,1203.16,4800.0,4800.0,1327.04,4800.0
instance_1493,4800.0,4800.0,4800.0,4800.0,971.76,3804.96,4800.0,4800.0,4337.2,4800.0,4800.0,4800.0,2755.32,1880.08,2010.88,654.32,4800.0,4800.0,4800.0,1078.76,4800.0,4800.0,472.16,2248.84,4800.0,1382.4,3279.12,4800.0,4800.0,4800.0,2634.8
instance_746,2690.56,4800.0,583.92,542.2,385.24,3110.24,4800.0,4017.2,1114.36,4800.0,4800.0,4800.0,703.52,916.8,876.88,549.92,4800.0,619.36,4800.0,1942.52,4800.0,4800.0,1147.52,4800.0,4800.0,767.84,680.72,4800.0,542.72,726.68,2067.72
instance_595,4800.0,4800.0,552.68,4800.0,4804.0,4800.0,4800.0,4800.0,954.24,4800.0,4800.0,4800.0,1193.56,2147.2,4804.0,4804.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,1167.12,4800.0,1175.92,4707.2,4804.0
instance_786,4800.0,4800.0,141.88,4800.0,29.84,7.52,4800.0,528.08,1.4,4800.0,4800.0,4800.0,4800.0,1.44,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,1.0,4800.0,4800.0,2922.64,4800.0,4800.0,77.56,4800.0,4800.0
instance_484,4800.0,4800.0,1917.2,4800.0,349.16,51.56,4800.0,848.6,1.16,4800.0,4800.0,4800.0,9.24,2.48,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,3.28,4800.0,4800.0,4800.0,7.96,4800.0,1511.48,11.24,4800.0
instance_446,4800.0,4800.0,136.88,87.52,45.56,85.68,346.12,161.92,148.64,45.08,4800.0,4800.0,163.6,39.36,42.96,1471.08,4800.0,166.36,4800.0,545.72,4800.0,230.44,104.16,41.4,4800.0,251.24,139.8,4800.0,374.04,59.52,3665.96
instance_1033,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4804.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
