instance,algorithm_1,algorithm_2,algorithm_3,algorithm_4,algorithm_5,algorithm_6,algorithm_7,algorithm_8
instance_1162,243.04,0.6,290.64,5.56,244.36,0.56,1.12,283.84
instance_316,43.92,1.12,57.8,13.88,59.92,2.48,4.32,23.24
instance_491,28800.0,30.72,28800.0,1454.68,28800.0,32.88,173.08,28800.0
instance_232,6938.0,28800.0,4072.6,2177.52,5953.08,28800.0,2922.12,4879.08
instance_731,117.32,11.72,165.12,31.6,201.56,12.96,34.56,129.92
instance_33,48.0,28800.0,21.16,27.76,42.6,28800.0,28800.0,23.2
instance_870,79.92,28800.0,35.84,28800.0,78.8,28800.0,28800.0,43.36
instance_1009,1.64,30.88,0.24,411.52,1.84,29.36,0.96,0.88
instance_427,309.24,28800.0,812.88,28800.0,769.48,28800.0,28800.0,254.32
instance_1019,40.36,28800.0,34.28,28800.0,36.84,28800.0,28800.0,14.08
instance_65,2577.44,28800.0,5505.12,149.8,3812.52,28800.0,747.4,2830.48
instance_32,33.16,28800.0,17.6,26.4,37.52,28800.0,28800.0,39.56
instance_1160,53.4,0.4,101.28,5.08,122.32,0.4,1.16,47.6
instance_1083,1.04,28800.0,0.12,66.4,0.4,28800.0,4.16,0.88
instance_450,15.4,28800.0,4.0,56.64,6.28,28800.0,6.24,13.6
instance_6,5121.32,28800.0,6241.68,312.16,6484.32,28800.0,417.04,5696.44
instance_604,15.72,28800.0,10.76,311.32,12.08,28800.0,122.52,11.72
instance_64,105.12,2054.4,185.8,138.6,193.68,4279.68,905.56,88.44
instance_568,122.72,26.6,122.92,160.08,141.68,26.6,1.8,115.2
instance_435,973.64,1.04,1830.12,13.04,1750.68,1.6,4.2,924.68
instance_838,817.36,28800.0,944.72,28800.0,845.12,28800.0,28800.0,788.0
instance_856,69.76,28800.0,172.04,28800.0,97.0,28800.0,383.32,57.48
instance_1005,24.76,28800.0,31.0,245.16,40.24,28800.0,8.0,18.2
instance_1179,28800.0,7.72,28800.0,52.16,28800.0,8.16,20.4,28800.0
instance_596,3670.24,28800.0,2346.68,1604.48,2343.52,28800.0,748.24,3380.2
instance_837,48.68,2276.56,36.6,77.4,53.2,2442.92,17.0,39.52
instance_1056,28800.0,399.6,28800.0,1515.4,28800.0,519.6,16199.0,28800.0
instance_179,734.24,28800.0,336.24,28800.0,463.6,28800.0,28759.36,614.84
instance_320,28800.0,4.6,28800.0,44.88,28800.0,5.2,18.6,28800.0
instance_896,140.6,28800.0,91.12,28800.0,225.36,28800.0,2022.2,74.2
instance_775,95.2,28800.0,101.76,28800.0,128.68,28800.0,1143.0,62.6
instance_255,28800.0,10.24,28800.0,128.76,28800.0,23.08,63.0,28800.0
instance_831,2.36,28800.0,0.6,223.44,1.92,28800.0,5.6,0.72
instance_1092,19.88,28800.0,41.96,106.4,55.72,28800.0,1.04,20.6
instance_166,3.2,44.6,1.2,52.96,3.24,52.16,2.32,2.6
instance_879,49.96,28800.0,130.64,43.52,119.04,28800.0,264.84,54.6
instance_12,13.88,28800.0,4.56,28800.0,16.68,28800.0,13.72,7.92
instance_465,6.68,28800.0,0.48,204.52,1.76,28800.0,7.12,4.4
instance_422,23.64,0.04,16.6,4.32,22.8,0.08,0.96,14.6
instance_998,473.72,28800.0,221.32,28800.0,435.56,28800.0,28800.0,351.88
instance_78,87.6,28800.0,111.24,28800.0,122.36,28800.0,28800.0,98.44
instance_1079,107.92,0.12,154.52,5.0,150.4,0.12,0.88,89.68
instance_264,10.68,545.52,12.08,22.44,20.44,2915.56,3.96,7.96
instance_200,18.08,2.88,24.4,26.08,28.16,2.64,3.48,14.76
instance_243,221.48,0.48,109.32,13.2,111.44,2.4,4.48,251.2
instance_115,7.16,467.16,5.6,29.28,10.48,1062.56,3.0,4.04
instance_229,466.28,28800.0,369.68,4765.6,474.72,28800.0,3574.92,454.2
instance_617,37.08,104.72,62.28,58.96,87.48,28800.0,12.56,29.28
instance_967,110.64,28800.0,96.4,3698.64,159.64,28800.0,1594.76,102.2
instance_729,49.16,28800.0,47.6,28800.0,78.44,28800.0,8410.6,29.6
instance_511,270.88,28800.0,428.16,28800.0,492.64,28800.0,1870.16,212.28
instance_376,39.56,1178.96,45.96,107.36,48.08,1625.52,336.84,26.56
instance_590,9353.44,28800.0,12850.04,28800.0,10410.96,28800.0,28800.0,11012.0
instance_980,109.96,28800.0,56.2,28800.0,85.4,28800.0,28800.0,105.12
instance_56,153.64,28800.0,204.96,583.8,257.4,28800.0,5905.4,150.32
instance_852,36.64,28800.0,32.68,748.48,41.4,28800.0,409.24,43.44
instance_1145,26.88,28800.0,8.32,75.28,12.56,28800.0,3.92,9.96
instance_502,28800.0,2.0,28800.0,490.88,28800.0,1.96,31.84,28800.0
instance_978,7411.4,28800.0,3748.36,28800.0,3814.8,28800.0,28800.0,16421.68
instance_498,28800.0,266.04,28800.0,28800.0,28800.0,286.36,1726.16,28800.0
instance_367,28800.0,919.52,28800.0,37.76,28800.0,1325.28,1371.04,28800.0
instance_122,28800.0,143.8,28800.0,110.92,28800.0,178.44,374.88,28800.0
instance_436,953.84,1.28,2106.4,13.8,2088.6,1.96,4.4,1013.6
instance_1100,28800.0,28800.0,28800.0,4947.28,28800.0,28800.0,6191.8,28800.0
instance_723,15.88,1.76,34.0,7.84,33.12,2.24,1.96,12.24
instance_791,17.12,28800.0,73.36,2752.48,72.16,28800.0,3338.64,7.92
instance_808,28800.0,2144.28,28800.0,2340.48,28800.0,2052.2,2289.08,28800.0
instance_900,186.56,28800.0,239.48,743.16,243.96,28800.0,28800.0,174.16
instance_18,1757.48,28800.0,2223.4,28800.0,1478.12,28800.0,28800.0,2694.76
instance_384,4.76,273.56,3.68,30.76,6.56,325.16,245.88,3.96
instance_262,8.36,92.32,6.16,21.88,8.36,1911.68,1.44,6.56
instance_281,300.28,28800.0,281.72,28800.0,383.72,28800.0,28800.0,279.76
instance_137,203.92,28800.0,86.4,28800.0,215.72,28800.0,28800.0,127.92
instance_624,1.84,28800.0,0.16,12.2,0.8,28800.0,4.08,1.44
instance_716,28800.0,28800.0,28800.0,1380.24,28800.0,28800.0,28800.0,28800.0
instance_306,311.6,28800.0,116.28,28800.0,109.44,28800.0,28800.0,350.92
instance_1128,14.96,28800.0,6.84,11.92,13.84,28800.0,91.52,9.4
instance_1090,149.32,28800.0,1.88,519.16,2.64,28800.0,2.6,113.12
instance_794,441.64,16.12,591.6,171.6,519.24,15.48,29.0,417.84
instance_416,358.0,28800.0,409.16,59.84,422.76,28800.0,978.28,315.32
instance_273,10251.12,281.48,8595.96,49.08,7674.92,2138.08,129.56,11332.72
instance_132,28800.0,28800.0,23377.08,28800.0,28800.0,28800.0,28800.0,28800.0
instance_1027,80.72,28800.0,83.64,28800.0,56.44,28800.0,28800.0,49.48
instance_1072,1915.08,1.44,1860.4,39.8,1621.44,28800.0,28.08,1573.6
instance_970,98.92,247.96,100.52,68.24,84.56,270.92,127.52,72.6
instance_1086,1.12,28800.0,0.16,35.84,0.28,28800.0,4.56,0.76
instance_1065,1500.4,28800.0,1396.76,28800.0,1321.72,28800.0,28800.0,1642.28
instance_102,28800.0,109.96,28800.0,1961.68,28800.0,202.0,1112.8,28800.0
instance_526,200.28,906.88,57.96,5753.16,64.36,1533.28,1.96,68.48
instance_889,6.76,28800.0,11.36,28800.0,15.64,28800.0,11037.36,14.96
instance_1078,2902.56,0.8,3772.96,9.92,3881.8,0.8,1.64,2852.04
instance_823,29.0,24.12,15.16,53.56,32.56,22.6,3.72,19.8
instance_1038,370.08,1744.44,567.68,28800.0,577.96,1625.92,568.84,534.12
instance_101,28800.0,49.52,28800.0,92.92,28800.0,83.52,575.68,28800.0
instance_57,260.52,28800.0,282.32,996.68,244.32,28800.0,20895.76,327.36
instance_1095,20289.08,28800.0,18741.52,28800.0,15429.28,28800.0,89.6,24603.64
instance_107,1.08,140.48,0.68,57.92,2.48,156.92,3.6,0.6
instance_1117,340.84,28800.0,95.2,28800.0,33.64,28800.0,206.36,487.08
instance_257,2.0,358.28,0.72,18.28,1.64,1163.8,1.24,0.88
instance_218,28800.0,2353.36,28800.0,676.6,28800.0,2339.08,17627.6,28800.0
instance_734,28800.0,3666.96,28800.0,1624.56,28800.0,3549.52,2412.88,28800.0
instance_632,67.52,28800.0,100.44,28800.0,116.96,28800.0,4752.68,55.16
instance_820,11.68,28800.0,1.56,28800.0,14.76,28800.0,28800.0,5.2
instance_392,85.32,2087.68,52.2,2068.08,76.52,2834.2,378.12,51.92
instance_614,16.16,28800.0,3.84,31.92,6.76,28800.0,3.8,3.88
instance_855,6073.92,28800.0,7618.2,28800.0,6604.72,28800.0,775.92,3736.56
instance_549,23289.44,28800.0,25368.72,28800.0,24637.36,28800.0,1765.36,20853.6
instance_193,5804.48,28800.0,4138.84,28800.0,3200.0,28800.0,2696.08,4446.88
instance_550,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,3678.24,28800.0
instance_854,10670.28,28800.0,5591.32,28800.0,5771.52,28800.0,28800.0,7974.32
instance_195,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,2540.92,28800.0
instance_530,98.12,1162.16,39.6,12.84,72.92,2218.92,1.92,41.36
instance_270,43.24,791.28,59.16,10.88,51.6,3543.12,46.8,49.76
instance_1176,4583.6,0.4,2522.0,8.64,3122.32,0.44,1.56,2872.64
instance_261,13.12,1608.04,4.12,28.44,12.88,2822.8,6.32,4.72
instance_251,28800.0,3.36,28800.0,50.48,28800.0,9.08,27.4,28800.0
instance_293,14.32,28800.0,4.76,28800.0,30.0,28800.0,284.16,9.32
instance_887,121.96,238.16,93.64,196.56,107.04,224.44,2.72,53.28
instance_862,17214.68,28800.0,7843.32,28800.0,7762.16,28800.0,28800.0,12586.44
instance_571,28800.0,249.4,28800.0,455.24,28800.0,253.04,523.2,28800.0
instance_473,6.76,2313.56,3.2,97.04,4.68,28800.0,41.04,5.96
instance_819,10.96,28800.0,10.68,2010.76,15.32,28800.0,6.96,10.24
instance_328,18.52,1.28,14.68,252.84,41.36,11.84,3.6,5.6
instance_865,3.8,28800.0,1.2,580.92,3.56,28800.0,576.44,2.24
instance_688,0.12,510.92,0.08,12.8,0.16,533.96,0.56,0.16
instance_1050,28800.0,149.28,5538.72,382.08,6067.6,149.56,1638.08,28800.0
instance_1151,19.84,28800.0,15.08,28800.0,23.2,28800.0,34.08,19.6
instance_960,28800.0,18.32,28800.0,37.08,28800.0,17.84,18.32,28800.0
instance_732,32.16,2597.32,3.76,80.24,12.12,2646.56,218.8,16.28
instance_31,45.72,28800.0,23.12,93.48,32.88,28800.0,2949.64,20.2
instance_242,47.76,0.28,64.76,13.88,204.6,2.56,3.6,44.92
instance_673,80.04,57.52,186.76,28800.0,163.0,57.76,11.76,95.24
instance_843,12.04,19.68,6.16,2764.92,8.2,18.76,3.48,4.96
instance_505,9.44,28800.0,1.68,28800.0,4.16,28800.0,801.08,5.16
instance_407,48.36,1087.04,30.08,59.24,39.68,1391.72,297.52,27.6
instance_602,8.4,28800.0,8.56,307.48,8.48,28800.0,34.16,7.84
instance_817,94.32,176.76,303.08,134.16,270.4,168.28,5.72,126.4
instance_692,188.04,28800.0,839.28,28800.0,773.64,28800.0,28800.0,177.32
instance_178,24987.64,28800.0,14619.32,28800.0,28800.0,28800.0,28800.0,28800.0
instance_332,16.52,22.0,2.08,673.4,21.8,36.08,5.44,9.04
instance_1059,28800.0,196.6,28800.0,359.88,28800.0,358.52,6332.36,28800.0
instance_1060,28800.0,1019.16,28800.0,858.12,28800.0,1913.72,27353.24,28800.0
instance_919,28800.0,28800.0,28800.0,14741.64,28800.0,28800.0,23209.88,28800.0
instance_642,210.04,28800.0,247.88,28800.0,184.96,28800.0,28800.0,312.64
instance_394,79.28,2437.44,49.88,1814.68,91.64,2781.4,386.16,62.32
instance_308,577.96,28800.0,369.08,28800.0,341.36,28800.0,28800.0,603.0
instance_47,173.76,28800.0,193.16,764.2,174.04,28800.0,6491.24,154.08
instance_118,913.32,2541.72,1055.24,3776.92,1382.44,28800.0,483.48,821.36
instance_1163,52.96,0.04,38.16,4.12,47.4,0.08,0.8,32.52
instance_95,92.28,17.44,104.08,32.32,154.68,43.24,279.52,72.48
instance_974,135.08,28800.0,152.92,28800.0,121.32,28800.0,157.24,179.8
instance_1077,19.8,0.2,34.32,4.48,44.8,0.2,0.92,20.64
instance_15,44.28,28800.0,12.32,28800.0,36.36,28800.0,28800.0,21.4
instance_385,6.72,315.52,1.96,35.4,6.28,361.84,244.36,4.68
instance_53,16625.36,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,12734.8
instance_25,16.32,28800.0,8.72,64.84,15.4,28800.0,7.96,16.2
instance_80,58.64,28800.0,60.88,28800.0,81.44,28800.0,28800.0,33.0
instance_898,25.12,68.16,18.24,85.56,24.2,63.84,3.92,22.76
instance_570,28800.0,127.84,28800.0,315.16,28800.0,127.76,264.44,28800.0
instance_393,65.0,2572.48,38.16,128.84,62.64,2934.72,385.76,54.28
instance_499,28800.0,1.96,28800.0,494.84,28800.0,1.96,32.24,28800.0
instance_454,54.4,28800.0,72.52,70.84,86.28,28800.0,97.2,40.32
instance_585,150.48,28800.0,449.8,28800.0,416.84,28800.0,28800.0,133.28
instance_464,4.68,28800.0,0.64,143.84,1.76,28800.0,7.36,2.12
instance_1111,1109.84,28800.0,5.6,28800.0,7.76,28800.0,16.8,2164.16
instance_271,40.16,692.6,70.24,27.04,71.48,4591.84,22.4,39.28
instance_36,982.64,28800.0,834.4,345.28,1292.04,28800.0,28800.0,395.36
instance_916,577.4,28800.0,457.28,28800.0,843.24,28800.0,28800.0,482.48
instance_510,92.8,28800.0,123.88,28800.0,194.36,28800.0,1241.72,74.56
instance_360,33.24,477.4,24.48,7.96,40.64,618.44,284.72,20.64
instance_1148,8.64,28800.0,3.76,28800.0,8.64,28800.0,41.4,7.12
instance_839,64.6,28800.0,71.04,28800.0,69.24,28800.0,17742.88,59.92
instance_109,1.6,697.68,0.2,30.44,2.0,959.52,4.32,1.04
instance_216,288.48,28800.0,336.48,470.24,383.36,28800.0,705.0,176.96
instance_647,13.08,28800.0,5.28,28800.0,13.72,28800.0,28800.0,3.6
instance_777,1652.52,28800.0,1335.2,5333.96,1200.28,28800.0,353.52,1481.52
instance_420,27.56,1.08,39.12,5.12,46.04,0.96,1.48,36.88
instance_361,40.84,524.44,22.28,5.28,48.08,660.24,301.24,23.16
instance_147,1943.48,28800.0,3363.48,28800.0,1989.76,28800.0,28800.0,1175.44
instance_563,38.8,31.4,31.56,112.4,42.96,30.56,14.56,21.2
instance_1058,28800.0,27.32,8585.8,196.6,9269.2,34.48,35.68,28800.0
instance_444,28800.0,8997.4,28800.0,3623.36,28800.0,9463.64,28800.0,28800.0
instance_612,2.0,632.12,0.6,4826.36,0.68,28800.0,3.6,1.92
instance_895,122.96,28800.0,57.96,28800.0,82.56,28800.0,28800.0,102.32
instance_535,178.76,1122.72,28.24,5869.92,99.04,2049.2,1.92,176.76
instance_383,28800.0,2553.28,28800.0,3440.4,28800.0,2872.32,1618.24,28800.0
instance_1107,4.4,28800.0,1.68,247.84,1.28,28800.0,2.68,2.8
instance_569,16370.04,47.04,7351.96,163.0,7472.88,46.12,111.12,17379.4
instance_135,83.6,28800.0,66.84,28800.0,108.52,28800.0,28800.0,81.44
instance_295,38.12,28800.0,43.36,28800.0,64.8,28800.0,306.8,13.08
instance_455,191.04,2682.0,208.12,232.52,182.12,28800.0,409.36,231.04
instance_1168,28800.0,1.08,20183.24,8.48,12704.88,1.04,1.84,25438.0
instance_482,28800.0,79.72,28800.0,12842.92,28800.0,89.48,540.64,28800.0
instance_151,2278.36,28800.0,2043.56,28800.0,2032.72,28800.0,28800.0,1682.12
instance_606,53.8,28800.0,136.88,891.56,176.24,28800.0,292.2,57.96
instance_561,11.08,37.0,9.2,110.08,17.08,37.56,2.32,6.48
instance_540,888.96,1314.2,1905.36,269.32,1171.32,2727.2,2.36,729.24
instance_925,1138.64,28800.0,1021.64,28800.0,839.2,28800.0,28800.0,1115.48
instance_628,62.56,1504.76,37.28,293.0,67.6,28800.0,715.64,26.64
instance_851,25.6,28800.0,8.88,28800.0,41.76,28800.0,28800.0,25.96
instance_1136,96.8,28800.0,30.8,28800.0,67.36,28800.0,465.56,304.44
instance_1015,18.28,1469.48,14.08,260.36,23.16,1402.08,296.32,30.72
instance_128,395.2,28800.0,483.08,28800.0,577.72,28800.0,28800.0,399.96
instance_471,6.76,2131.24,1.4,89.64,2.88,28800.0,16.08,5.04
instance_542,947.04,191.32,372.6,36.48,412.92,276.68,304.52,908.6
instance_745,13.4,28800.0,5.36,28800.0,16.72,28800.0,119.0,7.36
instance_770,210.56,28800.0,300.84,28800.0,234.84,28800.0,3316.64,245.72
instance_994,28800.0,28800.0,28800.0,97.96,28800.0,28800.0,4324.2,28800.0
instance_418,12.64,1.0,30.08,5.2,40.12,0.96,1.56,32.36
instance_153,354.68,28800.0,311.32,28800.0,337.52,28800.0,28800.0,271.28
instance_269,23.68,664.64,26.6,39.48,56.68,3520.08,60.96,26.64
instance_239,142.64,1.24,67.6,20.24,116.48,4.24,8.0,62.56
instance_77,69.52,28800.0,103.88,28800.0,124.76,28800.0,28800.0,53.28
instance_344,2.92,2.16,0.32,2009.16,12.32,13.24,3.4,1.2
instance_927,10046.96,437.84,22104.44,82.72,23376.48,415.12,715.72,11408.56
instance_440,13.24,2539.24,18.72,82.08,18.2,28800.0,2.88,8.16
instance_60,875.44,28800.0,1820.6,173.76,1536.24,28800.0,86.72,1247.48
instance_504,12.2,28800.0,2.76,28800.0,5.32,28800.0,808.4,6.28
instance_113,3.92,208.16,2.08,30.56,4.76,517.4,2.4,3.08
instance_1031,13587.36,1372.36,11906.2,136.04,13481.32,1274.6,1874.04,18755.84
instance_713,1800.52,28800.0,2183.4,544.84,2138.28,28800.0,2344.48,2080.76
instance_313,50.72,0.64,57.44,13.08,69.04,1.8,3.92,33.68
instance_390,37.2,437.72,40.4,127.92,63.72,520.92,276.6,30.08
instance_175,292.32,474.8,292.88,76.16,313.12,482.44,591.12,412.36
instance_479,538.4,0.4,326.96,335.8,353.52,0.48,18.8,533.92
instance_466,5.52,28800.0,0.92,121.88,2.28,28800.0,6.32,3.64
instance_676,8.84,28800.0,0.72,103.28,10.48,28800.0,4.76,2.72
instance_985,517.52,28800.0,440.44,328.64,533.6,28800.0,500.4,656.08
instance_677,90.72,28800.0,288.16,28800.0,345.8,28800.0,835.44,90.32
instance_330,19.88,16.28,1.64,475.6,23.88,31.76,4.64,9.4
instance_580,11.6,28800.0,3.28,28800.0,5.64,28800.0,18.44,9.04
instance_715,10305.8,19.64,20268.92,63.4,20996.96,19.44,47.28,11520.84
instance_527,126.0,1136.36,58.32,7085.04,61.0,2248.28,1.92,101.6
instance_461,7.52,28800.0,0.48,36.28,2.36,28800.0,26.08,5.36
instance_154,2762.92,28800.0,2675.56,28800.0,3620.72,28800.0,28800.0,2018.92
instance_968,35.6,8.4,67.88,13.84,69.28,8.6,3.8,40.68
instance_771,54.68,28800.0,89.4,1317.84,75.76,28800.0,28800.0,31.44
instance_266,8.0,634.92,9.72,43.2,14.96,3160.04,4.08,5.28
instance_995,255.12,28800.0,205.32,5088.52,205.6,28800.0,957.56,240.2
instance_134,7.68,28800.0,2.68,28800.0,7.12,28800.0,686.68,2.96
instance_21,5586.16,28800.0,2977.12,28800.0,3324.08,28800.0,28800.0,7555.16
instance_277,2.56,182.2,0.84,27.52,1.72,435.04,2.04,4.24
instance_1132,4374.24,28800.0,28.68,28800.0,41.8,28800.0,273.8,5627.0
instance_524,122.8,1079.72,73.12,12.84,87.2,2255.84,1.76,196.28
instance_220,28800.0,28800.0,28800.0,3568.08,28800.0,28800.0,28800.0,28800.0
instance_516,106.0,28800.0,264.2,28800.0,308.28,28800.0,7526.2,108.56
instance_725,109.32,28800.0,323.56,28800.0,305.88,28800.0,28800.0,78.04
instance_1112,754.6,28800.0,8.12,28800.0,6.56,28800.0,15.6,1842.44
instance_86,8.72,40.8,5.84,31.2,8.32,42.76,273.6,7.24
instance_623,0.4,28800.0,0.12,28.8,0.32,28800.0,1.84,0.2
instance_752,1260.04,965.0,1089.8,180.28,1313.52,904.4,4.36,1247.04
instance_1042,158.44,34.52,224.96,52.56,213.92,32.32,256.96,168.44
instance_355,4.64,166.92,0.8,61.88,6.44,189.32,1.04,2.84
instance_572,28800.0,284.8,28800.0,507.84,28800.0,287.92,503.4,28800.0
instance_309,866.4,28800.0,361.2,28800.0,328.48,28800.0,28800.0,673.6
instance_566,35.52,31.92,28.48,136.2,38.28,31.12,24.8,20.92
instance_844,63.48,28800.0,136.0,28800.0,152.08,28800.0,28800.0,143.48
instance_926,1215.84,28800.0,646.6,28800.0,885.08,28800.0,28800.0,916.04
instance_125,28800.0,23740.52,28800.0,6560.24,28800.0,28800.0,28800.0,28800.0
instance_626,7.76,983.48,3.24,118.52,6.32,28800.0,8.84,4.88
instance_996,322.32,28800.0,502.92,28800.0,926.76,28800.0,28800.0,314.24
instance_600,9.56,28800.0,5.6,396.8,8.52,28800.0,162.36,10.6
instance_41,16.72,28800.0,8.72,71.36,15.52,28800.0,1469.52,14.08
instance_931,59.48,28800.0,107.48,3138.44,131.32,28800.0,287.8,71.28
instance_719,1155.72,28800.0,1743.12,28800.0,3014.44,28800.0,28800.0,605.56
instance_990,319.12,28800.0,425.56,28800.0,442.52,28800.0,28800.0,354.16
instance_508,21.76,28800.0,24.24,28800.0,23.44,28800.0,45.04,18.6
instance_50,870.24,28800.0,1450.88,2521.84,2334.92,28800.0,6417.16,787.24
instance_859,45.16,5.4,62.64,11.52,68.0,5.48,3.52,48.12
instance_951,162.32,28800.0,226.76,28800.0,224.92,28800.0,8948.0,138.4
instance_231,23248.76,28800.0,6893.16,1089.72,11084.4,28800.0,28800.0,12911.8
instance_754,18.84,28800.0,44.8,3058.12,80.56,28800.0,4049.0,13.32
instance_534,109.36,1229.52,38.44,6743.36,88.32,2371.92,1.96,105.76
instance_449,1.56,28800.0,0.24,15.2,0.84,28800.0,0.92,1.68
instance_1046,28800.0,2271.84,28800.0,1278.48,28800.0,2316.72,13986.44,28800.0
instance_368,2.08,46.8,0.6,6.0,1.36,45.96,0.68,1.44
instance_207,35.08,225.56,50.2,162.96,31.36,235.12,224.6,43.44
instance_993,35.6,4.16,22.64,55.88,50.36,4.64,2.0,13.04
instance_446,18.4,28800.0,8.36,76.08,13.28,28800.0,7.96,14.96
instance_507,12.48,28800.0,6.64,28800.0,9.28,28800.0,48.24,10.4
instance_953,64.6,28800.0,171.8,28800.0,160.88,28800.0,28800.0,105.92
instance_738,664.8,95.08,574.48,66.28,700.8,91.44,19.28,728.16
instance_761,10.2,871.84,2.52,1206.0,5.76,846.76,3.4,3.76
instance_1007,20.28,28800.0,33.36,994.2,39.4,28800.0,3344.64,12.04
instance_657,199.12,28800.0,267.2,28800.0,232.28,28800.0,28800.0,165.88
